GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AB4001,AB4002,AB4003,AB4004,AB4005,AB4006,AB4007,AB4008,AB4009,AB4010,AB4011,AB4012,AB4013,AB4014,AB4015,AB4016,AB4017,AB4018,AB4019,AB4020,AB4021,AB4022
"G4200030","1840","Pennsylvania","420","Allegheny","0030","Allegheny","14","30",461167,5908,770378,58045,29894,289797,101490,408,138,398389,10821,13557,0,7500,0,0,0,0,1877,0,660,885
"G4200050","1840","Pennsylvania","420","Armstrong","0050","Armstrong","14","50",289789,337,508998,138120,85040,171089,80416,1528,1602,169819,227,17341,0,16000,0,0,0,0,21605,0,262,0
"G4200070","1840","Pennsylvania","420","Beaver","0070","Beaver","14","70",326663,6376,515985,53141,75336,233735,198842,1278,626,201865,1262,19550,0,24500,0,0,0,0,35718,0,6088,3270
"G4200090","1840","Pennsylvania","420","Bedford","0090","Bedford","14","90",347704,5531,591371,295051,52851,329956,66699,3516,2146,284222,0,33384,0,11500,0,0,0,0,3207,0,2200,0
"G4200110","1840","Pennsylvania","420","Berks","0110","Berks","14","110",381959,4015,585111,449247,58040,490777,34420,0,189,224483,108,43737,5,39134,0,0,0,208,0,0,19794,2882
"G4200150","1840","Pennsylvania","420","Bradford","0150","Bradford","14","150",154266,829,220993,45738,77863,140632,101339,4,439,363384,28,42727,0,43500,0,0,0,2,190253,0,2335,0
"G4200170","1840","Pennsylvania","420","Bucks","0170","Bucks","14","170",236915,1068,884870,255666,107864,680128,50424,513,1172,237743,236,66737,0,1873500,15,0,0,1280,0,0,9337,441
"G4200190","1840","Pennsylvania","420","Butler","0190","Butler","14","190",254914,2742,629179,107703,91261,125097,76267,2199,1810,286089,69,22990,7,50400,0,0,0,0,3831,0,0,32
"G4200210","1840","Pennsylvania","420","Cambria","0210","Cambria","14","210",34421,1473,114470,22704,15827,31943,17941,503,304,87856,0,5584,0,16000,0,0,0,0,27539,0,2184,0
"G4200270","1840","Pennsylvania","420","Centre","0270","Centre","14","270",313511,10189,228601,141045,8946,204122,38449,618,230,107547,0,11273,0,22000,0,0,0,0,0,0,7490,0
"G4200290","1840","Pennsylvania","420","Chester","0290","Chester","14","290",438132,45255,1079745,86147,24565,826413,44450,941,502,307264,9527,78002,1,950,20,0,0,905,0,0,28915,640
"G4200330","1840","Pennsylvania","420","Clearfield","0330","Clearfield","14","330",46714,40,81037,26940,17729,27727,10280,0,85,42921,1835,3547,0,0,0,0,0,0,1518,0,0,0
"G4200350","1840","Pennsylvania","420","Clinton","0350","Clinton","14","350",150354,700,76468,44975,11603,66552,11314,60,44,60417,29,4576,0,0,0,0,0,0,0,0,563,0
"G4200370","1840","Pennsylvania","420","Columbia","0370","Columbia","14","370",214426,0,223373,153246,50584,208400,31453,0,0,163374,106,14878,4,8400,0,0,0,160,0,0,0,100
"G4200390","1840","Pennsylvania","420","Crawford","0390","Crawford","14","390",125592,825,224897,40455,52518,178400,65541,319,452,348252,0,31968,0,4500,0,0,0,0,214417,0,2363,0
"G4200410","1840","Pennsylvania","420","Cumberland","0410","Cumberland","14","410",567654,11104,634477,247239,13772,645056,47133,4812,685,120956,685,24423,10,3100,0,0,0,9,0,0,14849,397
"G4200430","1840","Pennsylvania","420","Dauphin","0430","Dauphin","14","430",277248,1980,398544,202771,24039,307363,24021,604,1007,122083,2968,18008,0,6500,46730,0,0,322,0,0,9024,172
"G4200450","1840","Pennsylvania","420","Delaware","0450","Delaware","14","450",91381,3443,219047,3359,1846,178264,4697,84,5,81872,23,17138,0,0,0,0,0,210,0,0,3084,59
"G4200490","1840","Pennsylvania","420","Erie","0490","Erie","14","490",173094,10456,242749,6550,31884,197825,97599,3874,1990,334540,331,42399,0,45000,0,0,0,0,254241,0,6033,0
"G4200510","1840","Pennsylvania","420","Fayette","0510","Fayette","14","510",334297,518,560172,27226,20566,551114,98091,628,704,94890,3228,18264,15,13600,7140,0,0,90,84551,0,2717,0
"G4200550","1840","Pennsylvania","420","Franklin","0550","Franklin","14","550",661905,2669,648005,216364,16991,755183,58356,758,1540,108946,409,28470,6,1050,0,0,0,0,0,0,12154,0
"G4200590","1840","Pennsylvania","420","Greene","0590","Greene","14","590",251823,0,348809,33901,31366,436607,69511,897,833,58925,1958,10798,0,49500,0,0,0,0,111107,0,1056,0
"G4200610","1840","Pennsylvania","420","Huntingdon","0610","Huntingdon","14","610",521816,4937,548959,175457,39952,345795,46433,1375,885,140079,967,22414,2,7100,0,0,0,0,1134,0,29119,341
"G4200630","1840","Pennsylvania","420","Indiana","0630","Indiana","14","630",195254,297,356046,78021,80806,171018,51193,605,2693,103807,0,25193,0,7500,0,0,0,0,12282,0,0,0
"G4200650","1840","Pennsylvania","420","Jefferson","0650","Jefferson","14","650",43598,0,77077,24467,14501,23369,12171,583,241,64110,0,3605,0,0,0,0,0,0,27067,0,129,0
"G4200670","1840","Pennsylvania","420","Juniata","0670","Juniata","14","670",219859,3035,156072,69219,17726,162659,19907,787,399,58320,0,8958,0,11500,0,0,0,0,0,0,1257,0
"G4200710","1840","Pennsylvania","420","Lancaster","0710","Lancaster","14","710",1129277,35280,1376673,448710,12073,1307600,72950,5991,313,221812,7048,59554,0,34000,48860,0,0,735,0,0,18627,1324
"G4200750","1840","Pennsylvania","420","Lebanon","0750","Lebanon","14","750",215428,245,232601,147254,835,239031,14943,0,0,101499,133,16560,0,0,0,0,0,100,0,0,6933,50
"G4200770","1840","Pennsylvania","420","Lehigh","0770","Lehigh","14","770",176468,3018,202015,301830,52338,207098,25958,0,6,115952,109,26302,0,46000,4000,0,0,0,0,0,300,0
"G4200790","1840","Pennsylvania","420","Luzerne","0790","Luzerne","14","790",244389,45,349094,97504,131923,252235,98043,0,205,384217,0,34240,5,34800,0,0,0,0,4615,0,2481,90
"G4200810","1840","Pennsylvania","420","Lycoming","0810","Lycoming","14","810",231757,0,206715,116939,63209,177082,39070,33,1314,194023,90,14170,0,27000,0,0,0,22,36242,0,7344,0
"G4200830","1840","Pennsylvania","420","McKean","0830","Mckean","14","830",8162,149,19378,1870,3136,12077,5939,0,16,52211,0,4109,0,0,0,0,0,0,69750,0,15,0
"G4200850","1840","Pennsylvania","420","Mercer","0850","Mercer","14","850",310015,1324,442865,89877,112817,254218,99156,0,375,331473,182,34022,0,0,0,0,0,0,121214,0,0,0
"G4200870","1840","Pennsylvania","420","Mifflin","0870","Mifflin","14","870",307696,922,227321,47466,8619,189451,20395,0,0,51486,14,10331,0,3000,0,0,0,0,0,0,2167,0
"G4200890","1840","Pennsylvania","420","Monroe","0890","Monroe","14","890",10961,13,57513,84293,50563,56391,13229,401,892,99184,53,6483,4,3300,0,0,0,0,0,0,48,0
"G4200910","1840","Pennsylvania","420","Montgomery","0910","Montgomery","14","910",181858,4199,642990,275069,42530,503065,28561,2015,1601,239181,49,68012,0,2437000,0,0,0,321,0,0,9417,1713
"G4200950","1840","Pennsylvania","420","Northampton","0950","Northampton","14","950",289695,12650,244760,526157,82195,276773,36346,0,0,203600,0,38097,0,57500,0,0,0,170,0,0,9955,866
"G4200970","1840","Pennsylvania","420","Northumberland","0970","Northumberland","14","970",227227,558,160190,141016,54542,165799,26019,591,258,115785,200,9926,5,20600,27305,0,0,0,0,0,2736,0
"G4200990","1840","Pennsylvania","420","Perry","0990","Perry","14","990",200638,411,192258,143519,37052,150095,28929,1359,968,88732,637,13007,0,10500,0,0,0,0,0,0,4482,0
"G4201010","1840","Pennsylvania","420","Philadelphia","1010","Philadelphia","14","1010",66987,2178,140053,28500,14340,165834,1928,49,119,249783,34,21284,0,30500,1800,0,0,2294,0,0,2513,377
"G4201030","1840","Pennsylvania","420","Pike","1030","Pike","14","1030",4469,7,16019,32994,19317,21759,5720,0,301,51614,0,2825,0,2500,0,0,0,0,0,0,264,5
"G4201050","1840","Pennsylvania","420","Potter","1050","Potter","14","1050",11410,373,24759,2363,3818,6091,8562,0,0,60671,0,3705,0,0,0,0,0,0,103199,0,0,0
"G4201070","1840","Pennsylvania","420","Schuylkill","1070","Schuylkill","14","1070",23744,0,75810,85858,26731,45971,12521,706,675,102267,0,6465,0,18000,0,0,0,10,0,0,2271,273
"G4201110","1840","Pennsylvania","420","Somerset","1110","Somerset","14","1110",118100,730,621200,169550,46650,32940,70100,4830,760,134800,0,26820,9,60200,0,0,0,0,299800,0,1590,0
"G4201150","1840","Pennsylvania","420","Susquehanna","1150","Susquehanna","14","1150",60828,1830,237185,17382,44222,83659,121306,73,410,362214,4,36455,0,51500,0,0,0,0,252137,0,3450,56
"G4201170","1840","Pennsylvania","420","Tioga","1170","Tioga","14","1170",88823,667,110526,33694,22847,66610,36056,25,188,280506,9084,18581,5,5800,0,0,0,0,181064,0,1436,0
"G4201190","1840","Pennsylvania","420","Union","1190","Union","14","1190",310010,965,263501,135387,24461,172191,25492,515,1603,107551,19,18568,0,0,8000,0,0,0,0,0,2908,0
"G4201210","1840","Pennsylvania","420","Venango","1210","Venango","14","1210",128486,0,214157,72068,52114,59730,42847,0,363,118719,0,11720,1,2000,0,0,0,17,17561,0,10198,0
"G4201230","1840","Pennsylvania","420","Warren","1230","Warren","14","1230",30280,1341,64890,6247,13570,37228,23310,154,209,147274,0,12142,0,7000,0,0,0,0,91318,0,2462,0
"G4201250","1840","Pennsylvania","420","Washington","1250","Washington","14","1250",666200,11913,1862528,38157,29368,653692,482603,3148,1147,563642,17927,22122,1,3000,0,0,0,40,56032,0,424,0
"G4201270","1840","Pennsylvania","420","Wayne","1270","Wayne","14","1270",15210,3740,102140,11041,36555,10323,103719,313,0,150541,6161,81825,0,0,0,0,0,0,9940,0,4000,200
"G4201290","1840","Pennsylvania","420","Westmoreland","1290","Westmoreland","14","1290",466382,228,757241,103884,56141,422512,62876,637,437,114667,1385,24738,0,0,18400,0,0,0,32536,0,828,0
"G4201330","1840","Pennsylvania","420","York","1330","York","14","1330",357515,1714,597044,363886,12999,600822,56931,1730,191,160608,11638,37250,0,24000,162748,0,0,197,0,0,9072,155
"G4400010","1840","Rhode Island","440","Bristol","0010","Bristol","5","10",127,3716,11429,1819,85,19160,7439,0,10,27991,0,2259,0,0,0,0,0,117,0,0,25,0
"G4400030","1840","Rhode Island","440","Kent","0030","Kent","5","30",494,3805,11915,6066,740,64112,16594,80,10,136644,0,8709,0,0,0,0,0,20,0,0,10543,260
"G4400050","1840","Rhode Island","440","Newport","0050","Newport","5","50",408,33005,62607,3500,135,96058,77844,0,9,142218,0,11789,0,0,0,0,0,0,0,0,2147,30
"G4400070","1840","Rhode Island","440","Providence","0070","Providence","5","70",641,13374,16249,16870,1573,157577,19565,29,76,347389,0,27219,0,75,313,0,0,197,50,0,30333,475
"G4400090","1840","Rhode Island","440","Washington","0090","Washington","5","90",1428,12590,69317,6266,446,113591,62388,4,60,257731,0,13473,0,308,4,0,0,124,0,0,5618,38
"G4500010","1840","South Carolina","450","Abbeville","0010","Abbeville","48","10",93104,1093,104606,2495,0,1135834,15396,26,198,3274,35425,2,0,0,1200,500,8526482,266,0,0,336,0
"G4500070","1840","South Carolina","450","Anderson","0070","Anderson","48","70",106105,0,69988,1511,0,698518,16545,0,0,2267,32308,0,0,0,3875,0,2349054,0,0,0,0,0
"G4500110","1840","South Carolina","450","Barnwell","0110","Barnwell","48","110",15889,0,16700,4525,0,670581,7013,0,0,326,45626,0,0,0,0,18000,2804067,240,0,0,7333,0
"G4500130","1840","South Carolina","450","Beaufort","0130","Beaufort","48","130",5810,0,40665,3561,0,786570,38594,0,1336,142,486611,4595,0,0,0,5629402,1544850,25,0,0,120000,0
"G4500190","1840","South Carolina","450","Charleston","0190","Charleston","48","190",50,0,120252,521,0,397151,13735,0,863,9256,610251,2135,0,0,0,11938750,2130224,250,0,30000,17865,0
"G4500230","1840","South Carolina","450","Chester","0230","Chester","48","230",46307,10,44561,2385,10,714581,8408,9,0,2472,13780,121,0,0,0,0,1844102,0,0,0,0,40
"G4500250","1840","South Carolina","450","Chesterfield","0250","Chesterfield","48","250",5859,0,16038,853,0,198100,3091,0,525,1109,20511,1518,0,0,395,415,268122,250,0,0,600,200
"G4500290","1840","South Carolina","450","Colleton","0290","Colleton","48","290",3763,0,29823,390,0,325825,9462,0,518,312,178678,22,0,0,0,5483533,420910,0,0,0,4692,0
"G4500310","1840","South Carolina","450","Darlington","0310","Darlington","48","310",13309,5,52477,4026,0,457193,13750,25,3000,124,84688,150,0,0,400,8000,1231985,0,0,0,350,0
"G4500370","1840","South Carolina","450","Edgefield","0370","Edgefield","48","370",40295,683,120384,3023,0,1068521,25310,0,0,4603,57466,4630,0,0,0,0,7613125,0,0,0,3420,0
"G4500390","1840","South Carolina","450","Fairfield","0390","Fairfield","48","390",22784,123,57125,2136,0,556055,10398,0,87,1990,18699,0,0,0,0,0,8159450,0,0,0,0,40
"G4500430","1840","South Carolina","450","Georgetown","0430","Georgetown","48","430",550,20,13180,50,0,101975,7000,0,100,0,300000,450,0,0,0,36360000,14174,0,0,0,5000,0
"G4500450","1840","South Carolina","450","Greenville","0450","Greenville","48","450",37644,0,49259,2682,0,418940,7286,0,1346,1850,16791,0,0,0,1500,0,137765,0,0,0,0,0
"G4500510","1840","South Carolina","450","Horry","0510","Horry","48","510",1720,0,126,381,0,81641,4734,0,1200,261,50415,0,0,0,4613,79769,40780,0,0,0,344,156
"G4500550","1840","South Carolina","450","Kershaw","0550","Kershaw","48","550",4744,0,11525,490,0,160300,4850,0,0,59,10021,84,0,0,0,0,14475,40,0,0,550,0
"G4500570","1840","South Carolina","450","Lancaster","0570","Lancaster","48","570",23910,0,26371,0,0,308832,4800,0,0,2012,11781,200,0,0,0,0,2647676,0,0,0,0,0
"G4500590","1840","South Carolina","450","Laurens","0590","Laurens","48","590",186296,515,175436,550,0,829473,14699,0,0,2486,28190,0,0,0,19825,0,5910368,0,0,0,469,0
"G4500630","1840","South Carolina","450","Lexington","0630","Lexington","48","630",28849,79,24084,757,0,356827,2286,0,275,590,27143,0,0,0,0,24000,454191,0,0,0,250,0
"G4500670","1840","South Carolina","450","Marion","0670","Marion","48","670",4033,0,16416,1353,0,377041,11289,15,3478,871,60659,0,0,0,1852,67945,603496,100,0,0,450,146
"G4500690","1840","South Carolina","450","Marlboro","0690","Marlboro","48","690",9276,0,22164,1417,0,275999,3616,4,21,237,29310,1231,0,0,80,410,2446088,0,0,0,87,26
"G4500710","1840","South Carolina","450","Newberry","0710","Newberry","48","710",57350,1129,73185,708,0,635634,10307,0,0,2561,30899,0,0,0,0,0,3105107,20,0,0,561,0
"G4500750","1840","South Carolina","450","Orangeburg","0750","Orangeburg","48","750",12490,0,12357,577,0,477011,5680,0,0,2054,72186,0,0,0,0,510670,878370,38,0,0,975,0
"G4500770","1840","South Carolina","450","Pickens","0770","Pickens","48","770",48815,25,91539,3440,36,515215,12684,14,1432,2905,29333,0,0,0,13613,250,395253,740,0,0,0,0
"G4500790","1840","South Carolina","450","Richland","0790","Richland","48","790",3465,0,63325,965,0,333796,5436,0,0,431,42153,1976,0,0,0,0,1281989,0,0,0,835,0
"G4500830","1840","South Carolina","450","Spartanburg","0830","Spartanburg","48","830",58670,0,67615,271,0,722751,10791,0,300,339,2193,100,0,0,0,0,1595303,0,0,0,6480,0
"G4500850","1840","South Carolina","450","Sumter","0850","Sumter","48","850",7125,0,54230,1538,0,681977,14073,0,0,182,263529,5114,0,0,0,368505,2298712,96,0,0,140,35
"G4500870","1840","South Carolina","450","Union","0870","Union","48","870",61661,50,63405,1578,0,757319,7899,0,0,1080,22850,0,0,0,0,0,1612524,0,0,0,334,0
"G4500890","1840","South Carolina","450","Williamsburg","0890","Williamsburg","48","890",4460,0,5224,0,0,200312,3390,0,523,111,60738,1753,0,0,224,95512,515038,15,0,0,30,0
"G4500910","1840","South Carolina","450","York","0910","York","48","910",64021,235,44148,2555,26,478833,6648,0,655,2189,9986,537,0,0,3942,5200,866594,0,0,0,350,0
"G4700010","1840","Tennessee","470","Anderson","0010","Anderson","54","10",18003,0,35665,908,8360,335685,6207,0,550,1647,3793,395,35,0,5402,0,8386,0,5034,0,0,0
"G4700030","1840","Tennessee","470","Bedford","0030","Bedford","54","30",94631,0,153513,5754,0,1248965,21213,0,685,3103,6734,195,167,0,171339,0,174733,0,0,0,1070,0
"G4700050","1840","Tennessee","470","Benton","0050","Benton","54","50",13722,0,22421,59,0,41533,5178,0,420,1408,3821,0,0,0,29563,0,22499,2,0,0,54,0
"G4700070","1840","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",22932,0,64739,2357,0,341014,5149,0,831,2431,5191,208,10,0,7241,0,8028,42,68,0,207,0
"G4700090","1840","Tennessee","470","Blount","0090","Blount","54","90",95229,25,131465,315,0,540397,17689,0,0,3436,9393,602,400,26000,10059,0,27239,0,0,0,0,0
"G4700110","1840","Tennessee","470","Bradley","0110","Bradley","54","110",16854,10,48480,908,0,420968,4383,22,103,2264,8186,22,0,0,13335,0,21669,0,2481,0,903,0
"G4700130","1840","Tennessee","470","Campbell","0130","Campbell","54","130",14240,0,43270,1951,126,199758,6742,0,1206,2334,3820,125,0,0,0,0,1784,0,5715,0,100,15
"G4700150","1840","Tennessee","470","Cannon","0150","Cannon","54","150",38665,0,56800,1249,0,419828,13809,0,1519,3776,5339,55,0,0,32235,0,29201,0,8545,0,0,0
"G4700170","1840","Tennessee","470","Carroll","0170","Carroll","54","170",684691,7,74079,677,0,692340,45000,0,560,6311,28009,94,0,0,868664,0,215388,0,0,0,0,18
"G4700190","1840","Tennessee","470","Carter","0190","Carter","54","190",22603,174,54530,999,1732,150041,3879,2,715,5962,8377,365,0,0,3711,0,0,71,7092,0,2283,0
"G4700250","1840","Tennessee","470","Claiborne","0250","Claiborne","54","250",37288,0,126248,2232,5,540724,12163,0,1601,6286,8741,438,0,0,23850,0,5595,0,34660,0,0,0
"G4700290","1840","Tennessee","470","Cocke","0290","Cocke","54","290",18820,0,29450,2145,0,265680,2810,335,280,1867,3588,20,0,0,0,0,0,0,0,0,0,0
"G4700310","1840","Tennessee","470","Coffee","0310","Coffee","54","310",47799,0,74934,4761,0,1565873,8955,0,972,3277,8828,20,65,2000,26348,0,69060,0,700,0,0,0
"G4700370","1840","Tennessee","470","Davidson","0370","Davidson","54","370",104486,40,228924,56505,0,1456800,43385,0,0,20284,36767,3246,0,0,334394,0,194665,0,0,0,30347,0
"G4700410","1840","Tennessee","470","DeKalb","0410","De Kalb","54","410",17235,0,23524,3210,0,244319,12484,0,62,23642,47358,24,0,6000,50087,0,17706,0,35,0,100,0
"G4700430","1840","Tennessee","470","Dickson","0430","Dickson","54","430",26560,0,74861,1931,0,336161,9744,0,0,2020,4353,111,0,84000,43530,0,13036,0,4961,0,300,0
"G4700450","1840","Tennessee","470","Dyer","0450","Dyer","54","450",12526,0,7692,338,0,224505,1554,0,37,2699,9793,165,0,0,87380,0,68651,0,0,0,2460,0
"G4700470","1840","Tennessee","470","Fayette","0470","Fayette","54","470",42593,167,79705,1831,0,887590,11682,31,198,4788,45239,69,0,0,10150,0,3685580,0,70,0,1135,5
"G4700490","1840","Tennessee","470","Fentress","0490","Fentress","54","490",8973,0,26041,539,5,125380,4468,0,1269,2513,4238,28,34,0,8366,0,1320,0,14478,0,0,0
"G4700510","1840","Tennessee","470","Franklin","0510","Franklin","54","510",49869,265,102929,365,0,644960,23618,0,288,7434,12852,27,0,62000,4600,0,311818,0,525,0,0,0
"G4700530","1840","Tennessee","470","Gibson","0530","Gibson","54","530",62839,0,34566,2630,0,634595,8515,0,0,3966,17831,33,0,0,414595,0,239044,0,0,0,0,0
"G4700550","1840","Tennessee","470","Giles","0550","Giles","54","550",92244,0,97049,7461,0,1453243,20319,0,3965,7532,16666,0,0,0,19528,0,2446928,0,0,0,0,0
"G4700570","1840","Tennessee","470","Grainger","0570","Grainger","54","570",50409,0,121922,1166,0,391015,10797,0,617,3492,7428,479,28,10000,21495,0,12701,0,13424,0,105,30
"G4700590","1840","Tennessee","470","Greene","0590","Greene","54","590",142392,389,221123,4691,2233,683295,20679,0,321,4699,18429,2738,4,0,9125,0,2128,104,9990,0,726,40
"G4700650","1840","Tennessee","470","Hamilton","0650","Hamilton","54","650",11699,30,29590,1796,0,282275,5175,0,0,1578,5800,0,0,0,0,0,13755,0,0,0,0,0
"G4700690","1840","Tennessee","470","Hardeman","0690","Hardeman","54","690",58713,234,149585,9165,0,644564,16491,114,728,5122,35795,3183,0,4000,19417,760,3570417,0,0,0,927,0
"G4700710","1840","Tennessee","470","Hardin","0710","Hardin","54","710",31231,2,53529,1465,4,512373,12948,1,1203,3340,11037,62,0,0,52564,126,38819,17,5986,0,12605,0
"G4700730","1840","Tennessee","470","Hawkins","0730","Hawkins","54","730",100777,0,206612,3992,801,697966,25205,29,3086,18334,33420,2240,31,0,53140,0,929,41,51030,0,30,0
"G4700750","1840","Tennessee","470","Haywood","0750","Haywood","54","750",54100,0,80600,4700,0,710500,7600,0,200,11136,63864,250,0,0,198500,4500,3175000,20,0,0,700,0
"G4700770","1840","Tennessee","470","Henderson","0770","Henderson","54","770",61502,80,67917,285,0,495870,8830,0,129,1012,4590,60,0,0,12000,0,564576,0,0,0,0,0
"G4700790","1840","Tennessee","470","Henry","0790","Henry","54","790",107992,0,119114,3240,23,116440,16543,16,626,4613,16896,85,0,0,9479066,0,172527,2,0,0,976,0
"G4700810","1840","Tennessee","470","Hickman","0810","Hickman","54","810",32036,0,59580,3179,0,471100,12413,0,0,3796,8946,0,0,6000,117004,0,90225,0,0,0,0,0
"G4700850","1840","Tennessee","470","Humphreys","0850","Humphreys","54","850",18290,0,36681,698,0,269008,4749,0,642,1216,3192,50,0,0,4285,0,9143,0,3853,0,55,0
"G4700870","1840","Tennessee","470","Jackson","0870","Jackson","54","870",37685,0,62609,3632,6,438113,17065,0,1829,7764,12537,0,20,7500,859336,0,33842,8,5049,0,266,0
"G4700890","1840","Tennessee","470","Jefferson","0890","Jefferson","54","890",80449,0,77967,1619,65,386644,8887,0,314,4074,8607,470,1,0,10107,0,10809,36,4883,0,55,0
"G4700910","1840","Tennessee","470","Johnson","0910","Johnson","54","910",5690,0,53710,4530,2856,33423,4777,0,845,14819,7299,506,0,340000,0,0,0,0,0,0,0,0
"G4700930","1840","Tennessee","470","Knox","0930","Knox","54","930",101491,0,83929,2940,78,716166,14233,0,1413,6954,11096,2194,0,33000,18679,0,19781,16,8490,0,3663,0
"G4700970","1840","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",5756,0,8779,233,1,170985,1710,37,131,3008,12537,43,0,40000,45353,2127,253595,0,0,0,1173,0
"G4700990","1840","Tennessee","470","Lawrence","0990","Lawrence","54","990",25976,0,37225,624,0,316305,5593,0,207,2373,5837,0,0,1000,9447,25,12443,0,0,0,0,0
"G4701030","1840","Tennessee","470","Lincoln","1030","Lincoln","54","1030",104557,255,239896,8805,20,1436575,33052,0,7406,8300,20729,420,25,7500,24182,0,484518,0,19381,0,2196,0
"G4701070","1840","Tennessee","470","McMinn","1070","Mcminn","54","1070",88861,36,163634,3507,20,632578,7430,25,0,2534,6099,457,3,1000,7360,0,1443,37,0,0,650,0
"G4701090","1840","Tennessee","470","McNairy","1090","Mcnairy","54","1090",36958,4,56591,731,1,386158,10983,2,219,2625,14913,92,0,0,27371,150,215852,0,1090,0,54,0
"G4701130","1840","Tennessee","470","Madison","1130","Madison","54","1130",65178,0,226604,8530,0,793215,19929,59,600,23801,41437,583,1000,24000,136632,0,2233039,0,0,0,975,0
"G4701150","1840","Tennessee","470","Marion","1150","Marion","54","1150",77763,16,162014,3580,26,717617,11639,0,819,3606,9467,598,3,0,16016,0,36294,0,1260,0,1081,0
"G4701170","1840","Tennessee","470","Marshall","1170","Marshall","54","1170",89923,0,121561,3405,0,1019863,19470,0,2534,4217,11854,110,9,12000,119165,50,489831,0,0,0,0,0
"G4701190","1840","Tennessee","470","Maury","1190","Maury","54","1190",131027,30,218858,13649,0,2542642,87675,0,435,8562,16054,324,93,0,51376,0,2001676,5,150,0,865,0
"G4701210","1840","Tennessee","470","Meigs","1210","Meigs","54","1210",26926,0,51362,2108,0,307789,5490,0,43,1096,2942,33,2,1000,19565,0,10778,12,174,0,0,0
"G4701230","1840","Tennessee","470","Monroe","1230","Monroe","54","1230",39525,51,90815,2231,8,345287,4580,10,16,1218,3532,235,0,10000,1540,140,3180,50,500,0,250,0
"G4701250","1840","Tennessee","470","Montgomery","1250","Montgomery","54","1250",83942,0,222527,2985,0,910000,8890,0,180,6941,15479,214,0,0,2549984,0,4802,3,0,0,2026,0
"G4701290","1840","Tennessee","470","Morgan","1290","Morgan","54","1290",1261,0,13561,664,10,53254,2385,0,300,2152,2744,44,0,0,0,0,0,0,0,0,0,0
"G4701310","1840","Tennessee","470","Obion","1310","Obion","54","1310",10284,0,14137,502,0,235715,2490,12,170,5242,8335,182,700,26000,243120,16,42446,101,1897,0,1940,0
"G4701330","1840","Tennessee","470","Overton","1330","Overton","54","1330",38452,0,77681,3713,4,541647,14968,0,2674,6621,12843,62,8,8000,261160,83,18949,56,31399,0,0,0
"G4701350","1840","Tennessee","470","Perry","1350","Perry","54","1350",17520,0,18679,388,120,58391,2294,0,0,1028,1847,27,0,0,44895,0,4787,0,0,0,0,0
"G4701390","1840","Tennessee","470","Polk","1390","Polk","54","1390",8710,48,24489,347,0,220224,2450,0,217,1237,4125,36,0,0,3620,0,14883,13,1060,0,183,0
"G4701430","1840","Tennessee","470","Rhea","1430","Rhea","54","1430",19648,0,44760,3851,0,248477,3847,0,325,1436,4253,164,0,0,5305,0,8741,0,0,0,112,0
"G4701450","1840","Tennessee","470","Roane","1450","Roane","54","1450",71520,0,148962,988,0,639064,13177,0,49,5518,12546,1005,1,1000,2695,0,24151,0,0,0,276,0
"G4701470","1840","Tennessee","470","Robertson","1470","Robertson","54","1470",86068,45,97289,7416,0,43993,21937,0,0,1930,6350,11,0,0,1168833,0,12394,0,0,0,0,0
"G4701490","1840","Tennessee","470","Rutherford","1490","Rutherford","54","1490",147500,50,222400,10000,1,3301000,48600,0,1200,25450,89216,456,50,0,1089000,0,2620000,0,1200,0,400,225
"G4701550","1840","Tennessee","470","Sevier","1550","Sevier","54","1550",48138,0,50689,1648,31,339113,6930,0,302,3421,7404,579,0,0,4110,0,16252,0,3375,0,120,0
"G4701570","1840","Tennessee","470","Shelby","1570","Shelby","54","1570",12912,0,23452,480,0,551790,3434,0,0,6070,30492,153,0,0,36870,0,1086050,0,0,0,14850,0
"G4701590","1840","Tennessee","470","Smith","1590","Smith","54","1590",81430,0,117552,4582,0,933348,42779,0,1266,4484,8295,0,0,0,3017012,0,61245,500,0,0,0,0
"G4701610","1840","Tennessee","470","Stewart","1610","Stewart","54","1610",27274,0,60631,0,0,443470,9289,0,0,2759,4593,0,0,0,993495,0,0,0,0,0,2167,0
"G4701630","1840","Tennessee","470","Sullivan","1630","Sullivan","54","1630",99061,1272,179896,5662,122,390025,15420,5,1170,9263,13753,2624,100,20000,5360,0,0,79,0,0,1500,0
"G4701650","1840","Tennessee","470","Sumner","1650","Sumner","54","1650",124482,100,498248,12780,10,1800955,34214,150,686,131078,220005,428,16,9000,2615100,0,161379,0,1500,0,2310,150
"G4701670","1840","Tennessee","470","Tipton","1670","Tipton","54","1670",12819,41,21890,2493,0,359269,2344,0,0,4704,21581,237,0,0,74110,0,1015892,3,18,0,4400,0
"G4701770","1840","Tennessee","470","Warren","1770","Warren","54","1770",53347,0,108117,3835,0,468085,10536,0,323,2754,9258,0,0,0,0,0,4384,0,0,0,0,0
"G4701790","1840","Tennessee","470","Washington","1790","Washington","54","1790",121424,173,165758,3082,290,330599,13019,0,425,5219,8717,2228,0,2000,15162,0,0,0,0,0,0,0
