GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AB4001,AB4002,AB4003,AB4004,AB4005,AB4006,AB4007,AB4008,AB4009,AB4010,AB4011,AB4012,AB4013,AB4014,AB4015,AB4016,AB4017,AB4018,AB4019,AB4020,AB4021,AB4022
"G4701810","1840","Tennessee","470","Wayne","1810","Wayne","54","1810",27406,0,32718,1722,0,426560,4527,0,131,1864,5118,2,0,0,17518,0,39382,0,6754,0,685,0
"G4701830","1840","Tennessee","470","Weakley","1830","Weakley","54","1830",44229,0,64421,1240,10,454248,8664,0,302,5517,17332,425,0,0,462986,0,24167,0,0,0,0,0
"G4701850","1840","Tennessee","470","White","1850","White","54","1850",51082,0,85899,6691,0,405149,13123,0,1517,5412,10151,314,0,19000,23014,0,8193,0,1096,0,796,0
"G4701870","1840","Tennessee","470","Williamson","1870","Williamson","54","1870",145062,1225,184896,22071,0,942035,50154,0,0,9420,20900,403,51,0,1126982,0,1218176,0,0,0,5638,0
"G4701890","1840","Tennessee","470","Wilson","1890","Wilson","54","1890",106413,40,164334,13554,150,2601652,41972,0,46,41386,112604,185,0,0,2313000,0,295373,0,150,0,300,170
"G5000010","1840","Vermont","500","Addison","0010","Addison","6","10",31322,255,141794,11427,7219,95304,676969,784,646,440079,0,111120,0,2000,0,0,0,299,132013,0,11132,0
"G5000030","1840","Vermont","500","Bennington","0030","Bennington","6","30",12959,1540,137837,25671,16071,70246,223674,60,231,564279,0,42907,0,0,0,0,0,79,180986,0,6528,40
"G5000050","1840","Vermont","500","Caledonia","0050","Caledonia","6","50",52109,12291,342433,1799,12005,52350,183198,2011,618,1066848,0,67077,0,0,0,0,0,0,665397,0,5434,0
"G5000070","1840","Vermont","500","Chittenden","0070","Chittenden","6","70",29502,1305,131799,31570,11575,119087,215019,177,365,522792,0,56357,0,0,380,0,0,158,177343,0,8623,0
"G5000090","1840","Vermont","500","Essex","0090","Essex","6","90",11161,2223,46485,1537,15070,6709,23605,5959,248,235180,0,13167,0,5000,0,0,0,0,99385,0,0,0
"G5000110","1840","Vermont","500","Franklin","0110","Franklin","6","110",48686,599,94700,10144,9603,65534,225802,0,0,709396,0,61263,0,0,0,0,0,0,400775,0,2875,0
"G5000130","1840","Vermont","500","Grand Isle","0130","Grand Isle","6","130",21430,1655,43430,9504,9216,13816,57546,0,83,76408,0,8593,0,1500,0,0,0,15,34478,0,2257,0
"G5000150","1840","Vermont","500","Lamoille","0150","Lamoille","6","150",21070,477,70727,1604,763,28483,85595,1207,225,472563,0,29616,0,0,0,0,0,0,295476,0,2508,8
"G5000170","1840","Vermont","500","Orange","0170","Orange","6","170",69565,5265,245878,11933,30144,120543,311674,466,673,1055379,0,73004,0,10500,0,0,0,53,420639,0,10051,0
"G5000190","1840","Vermont","500","Orleans","0190","Orleans","6","190",33315,10997,133301,2400,20067,20886,107580,642,11,569855,0,37291,0,0,0,0,0,0,507446,0,5189,0
"G5000210","1840","Vermont","500","Rutland","0210","Rutland","6","210",40116,853,154119,38013,10850,154792,653819,961,163,642108,0,103737,0,9500,0,0,0,1991,396804,0,10035,20
"G5000230","1840","Vermont","500","Washington","0230","Washington","6","230",44110,4028,200294,5763,23066,63108,159724,7859,1282,698745,0,55100,0,17000,205,0,0,33,451348,0,10131,26
"G5000250","1840","Vermont","500","Windham","0250","Windham","6","250",23796,8129,178761,33502,13387,139923,222260,25911,91,743366,0,70398,0,8000,0,0,0,513,423400,0,8455,0
"G5000270","1840","Vermont","500","Windsor","0270","Windsor","6","270",56659,5164,301026,46126,49380,168897,552770,2100,24,1072753,0,107109,0,5500,0,0,0,1146,462444,0,13181,0
"G5100010","1840","Virginia","510","Accomack","0010","Accomack","40","10",14479,0,453137,189,0,642682,18209,0,145,14354,99042,0,100,15000,104,0,4251,0,0,0,2887,0
"G5100030","1840","Virginia","510","Albemarle","0030","Albemarle","40","30",326986,72527,216382,117369,415,711516,35414,0,100,20378,8161,3110,22,0,2409598,0,0,0,0,0,5350,960
"G5100050","1840","Virginia","510","Alleghany","0050","Alleghany","40","50",25449,0,58860,9142,1392,70828,5782,0,134,9093,279,792,0,0,42500,0,0,0,4335,0,0,0
"G5100070","1840","Virginia","510","Amelia","0070","Amelia","40","70",50637,0,106466,92,0,244785,12062,288,797,3033,4666,159,0,0,1871134,0,6015,28,0,0,87,50
"G5100090","1840","Virginia","510","Amherst","0090","Amherst","40","90",112677,0,145022,11051,384,381146,9488,228,744,20755,1506,369,11,0,2106149,0,2277,30,0,0,849,98
"G5100150","1840","Virginia","510","Augusta","0150","Augusta","40","150",324332,71,244889,92227,2897,384408,30984,408,130,48351,6,7953,0,22000,0,0,0,0,844,0,1022,25
"G5100170","1840","Virginia","510","Bath","0170","Bath","40","170",32954,0,78668,26689,4486,117817,15480,0,792,32498,0,4593,0,0,0,0,0,0,39137,0,0,0
"G5100190","1840","Virginia","510","Bedford","0190","Bedford","40","190",206064,300,285172,7358,379,536832,18992,75,1043,12630,9734,1625,4900,160000,3442433,0,3498,14,63,0,234,20
"G5100195","1840","Virginia","510","Berkeley","0195","Berkeley","40","195",287127,50,135920,38005,2293,390948,24813,150,585,24015,0,4446,0,10000,0,0,0,0,0,0,3895,116
"G5100230","1840","Virginia","510","Botetourt","0230","Botetourt","40","230",197282,171,185016,21971,2921,298707,18004,315,265,15660,2884,3634,20,28000,707885,0,0,0,0,0,1646,92
"G5100233","1840","Virginia","510","Braxton","0233","Braxton","40","235",8960,0,20929,917,102,68627,4416,13,162,3238,2606,301,0,0,4155,0,0,0,19420,0,30,0
"G5100237","1840","Virginia","510","Brooke","0237","Brooke","40","245",139933,1031,143567,4629,9351,135246,63825,118,93,63057,83,2501,0,14000,170,0,0,0,5614,0,7003,96
"G5100250","1840","Virginia","510","Brunswick","0250","Brunswick","40","250",26963,0,115842,0,0,328801,7581,0,0,3493,12218,0,0,0,2140813,0,12699,0,0,0,0,0
"G5100290","1840","Virginia","510","Buckingham","0290","Buckingham","40","290",168771,0,227080,1311,72,438913,25398,200,778,11508,9031,751,25,10000,2452520,396,10941,61,0,0,271,10
"G5100293","1840","Virginia","510","Cabell","0293","Cabell","40","295",39327,0,96285,500,0,379121,18550,0,486,11586,5552,1340,8,16000,6375,0,0,35,0,0,2508,0
"G5100310","1840","Virginia","510","Campbell","0310","Campbell","40","310",177949,13,227539,587,0,481960,15246,54,2312,10898,11724,1019,150,26000,3257193,0,4234,12,0,0,200,0
"G5100330","1840","Virginia","510","Caroline","0330","Caroline","40","330",80938,0,119986,13117,60,575685,15514,0,46,6599,12167,299,0,0,773745,0,20005,20,0,0,1050,622
"G5100360","1840","Virginia","510","Charles City","0360","Charles City","40","360",36020,0,45275,25,17,117846,4786,0,0,1569,1951,3,0,0,0,0,2010,0,0,0,3069,0
"G5100370","1840","Virginia","510","Charlotte","0370","Charlotte","40","370",64914,0,246974,0,0,509260,22863,137,1366,4215,10561,1051,55,32000,4180745,0,19010,8,0,0,240,0
"G5100410","1840","Virginia","510","Chesterfield","0410","Chesterfield","40","410",34414,0,156033,50,0,284870,8806,0,0,5128,4615,514,0,0,680005,0,5718,100,0,0,10941,0
"G5100430","1840","Virginia","510","Clarke","0430","Clarke","40","430",258104,0,90776,17096,909,266904,24631,385,807,19680,0,2115,0,500,0,0,0,0,0,0,1029,339
"G5100470","1840","Virginia","510","Culpeper","0470","Culpeper","40","470",122376,0,128136,13739,1709,389880,27691,7,468,17833,3131,5524,0,3000,28591,0,158,199,0,0,455,122
"G5100490","1840","Virginia","510","Cumberland","0490","Cumberland","40","490",61247,2,121507,249,20,247203,14972,116,298,4581,4659,400,0,0,2895930,0,23143,20,0,0,380,55
"G5100530","1840","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",36883,0,137210,183,0,284461,8919,121,223,5910,11801,346,0,0,2219109,40,72610,120,0,0,3836,0
"G5100550","1840","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",18559,0,13727,20,0,80540,2627,87,27,732,10321,1235,40,0,0,0,664,6,0,0,2303,3
"G5100570","1840","Virginia","510","Essex","0570","Essex","40","570",74083,0,40175,204,0,418720,15978,233,630,5729,9396,1466,0,0,3891,0,14530,94,0,0,2057,0
"G5100590","1840","Virginia","510","Fairfax","0590","Fairfax","40","590",24630,785,66806,5943,1594,158012,9651,0,0,7754,58,3965,1,0,13480,0,0,0,0,0,4653,0
"G5100610","1840","Virginia","510","Fauquier","0610","Fauquier","40","610",362227,100,305661,34576,6454,670275,75195,626,2245,51950,4700,7685,20,5000,54478,0,60,74,0,0,2853,1226
"G5100615","1840","Virginia","510","Fayette","0615","Fayette","40","615",11125,0,63957,4481,879,104672,7167,0,0,8949,5805,686,0,0,0,0,0,0,0,0,0,0
"G5100630","1840","Virginia","510","Floyd","0630","Floyd","40","630",23889,0,77073,13435,5830,72869,9388,0,0,16711,3017,1465,0,0,17579,0,0,0,0,0,0,0
"G5100650","1840","Virginia","510","Fluvanna","0650","Fluvanna","40","650",62418,0,70813,751,31,181900,8738,16,172,4534,3127,620,0,30000,1279777,0,2392,5,0,0,839,5
"G5100670","1840","Virginia","510","Franklin","0670","Franklin","40","670",97048,0,184101,7166,916,430251,17144,48,1441,9805,7940,1398,5,0,2508115,0,2749,41,0,0,0,279
"G5100690","1840","Virginia","510","Frederick","0690","Frederick","40","690",173289,83,134703,30630,8454,300107,20205,60,283,36971,14,4421,0,8000,50,0,0,73,520,0,5727,660
"G5100710","1840","Virginia","510","Giles","0710","Giles","40","710",45413,0,69036,35463,6221,163052,15467,17,709,14329,2435,869,0,22000,13480,0,0,29,21433,0,170,11
"G5100730","1840","Virginia","510","Gloucester","0730","Gloucester","40","730",56325,2748,61775,4,9,306564,8879,14,35,4453,8314,111,0,0,660,0,8439,0,0,0,4493,92
"G5100750","1840","Virginia","510","Goochland","0750","Goochland","40","750",79617,0,170023,564,0,259030,10034,230,698,6791,3535,1160,0,0,4501695,0,4689,10,0,0,0,0
"G5100770","1840","Virginia","510","Grayson","0770","Grayson","40","770",27868,0,142715,16958,15219,219217,26869,0,162,30580,3804,2274,0,24000,0,0,0,0,0,0,280,0
"G5100775","1840","Virginia","510","Greenbrier","0775","Greenbrier","40","775",69151,0,198296,43466,3031,207055,27962,0,0,30910,1006,3037,12,6000,0,0,0,0,114932,0,676,135
"G5100790","1840","Virginia","510","Greene","0790","Greene","40","790",39731,0,32734,14741,233,124241,6209,134,206,5877,1769,565,8,0,489933,0,1143,4,0,0,203,348
"G5100810","1840","Virginia","510","Greensville","0810","Greensville","40","810",8860,0,92943,141,0,229510,5154,0,30,1335,9320,15,0,0,346100,0,572629,56,0,0,1295,103
"G5100830","1840","Virginia","510","Halifax","0830","Halifax","40","830",78164,0,281277,1025,0,598251,18572,52,767,3278,12268,125,35,10000,6209511,0,22289,10,0,0,0,0
"G5100833","1840","Virginia","510","Hampshire","0833","Hampshire","40","835",178714,0,173953,52148,26167,470797,48877,0,432,71257,140,9367,0,28000,0,0,0,0,0,0,0,0
"G5100850","1840","Virginia","510","Hanover","0850","Hanover","40","850",47905,0,177347,1013,0,349750,12381,120,406,6481,19851,8021,0,0,615156,0,22549,38,0,0,2841,0
"G5100853","1840","Virginia","510","Hardy","0853","Hardy","40","855",84604,0,40830,18186,3784,410942,26558,66,931,31261,604,4990,3,5000,0,0,0,5,51988,0,0,0
"G5100857","1840","Virginia","510","Harrison","0857","Harrison","40","865",135774,0,225645,8608,6397,420900,70804,251,850,53802,8483,13765,30,16000,22800,0,0,50,200372,0,112,400
"G5100870","1840","Virginia","510","Henrico","0870","Henrico","40","870",39095,0,137543,3079,0,247671,4216,116,18,8578,3611,2470,0,0,33300,0,1234,130,0,0,22943,1148
"G5100890","1840","Virginia","510","Henry","0890","Henry","40","890",39696,0,73916,2177,0,206155,5874,0,1902,5518,6306,0,0,8500,1623500,0,2654,0,0,0,0,0
"G5100930","1840","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",4136,0,29193,334,0,291155,7139,69,992,8372,68720,20000,1,0,0,0,30834,22,0,0,31307,400
"G5100935","1840","Virginia","510","Jackson","0935","Jackson","40","935",28200,0,39788,543,59,117331,7369,0,183,4374,579,678,730,40000,5100,0,0,0,0,0,0,0
"G5100950","1840","Virginia","510","James City","0950","James City","40","950",17241,0,34765,0,0,86500,2812,0,0,951,1953,60,0,0,8000,0,6307,0,0,0,14110,0
"G5100953","1840","Virginia","510","Jefferson","0953","Jefferson","40","955",516969,4230,71999,41975,218,988552,516840,0,98,151443,0,6434,0,0,0,0,0,0,0,0,7859,0
"G5100957","1840","Virginia","510","Kanawha","0957","Kanawha","40","965",14539,0,22657,175,50,203075,4251,1,150,4643,3043,946,2,10000,0,0,0,12,7490,0,321,210
"G5100970","1840","Virginia","510","King And Queen","0970","King And Queen","40","970",40386,0,36212,2662,0,343384,8185,206,332,4035,9490,99,0,0,8120,0,42275,337,0,0,2760,60
"G5100990","1840","Virginia","510","King George","0990","King George","40","990",37606,0,36697,3629,0,254270,8959,0,256,3786,2116,208,0,0,22913,0,4165,0,0,0,5353,0
"G5101010","1840","Virginia","510","King William","1010","King William","40","1010",58834,0,45149,5870,37,350370,9312,376,475,6228,11208,180,0,0,11171,0,56622,10,0,0,9804,132
"G5101030","1840","Virginia","510","Lancaster","1030","Lancaster","40","1030",25750,0,43866,324,0,102445,2404,0,0,1878,5294,0,0,0,0,0,10272,0,0,0,17919,0
"G5101050","1840","Virginia","510","Lee","1050","Lee","40","1050",36766,0,102812,6498,123,446111,16119,3,1539,7124,16125,523,10400,136000,23438,0,556,0,33849,0,588,0
"G5101053","1840","Virginia","510","Lewis","1053","Lewis","40","1055",47091,0,80166,4867,2106,253110,23723,0,636,19565,4811,5688,3000,52000,11688,0,0,0,93784,0,180,0
"G5101057","1840","Virginia","510","Logan","1057","Logan","40","1065",7138,0,28404,66,685,870930,3404,15,2358,2622,8231,278,10,0,9263,0,0,266,5946,0,0,0
"G5101070","1840","Virginia","510","Loudoun","1070","Loudoun","40","1070",573460,1472,224706,81517,6845,891695,63951,376,1044,52967,280,9967,0,5000,1725,0,0,0,0,0,4404,236
"G5101090","1840","Virginia","510","Louisa","1090","Louisa","40","1090",220748,0,158131,899,43,432661,21289,304,1360,8254,7071,21307,0,4000,2430764,0,19129,54,0,0,417,470
"G5101110","1840","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",26824,0,138245,0,0,274547,10936,0,1000,3079,7057,0,0,0,2640000,0,8590,0,0,0,0,0
"G5101130","1840","Virginia","510","Madison","1130","Madison","40","1130",100680,0,33005,23627,0,271880,16268,0,140,9105,3691,1327,5,0,148700,0,0,0,0,0,300,0
"G5101135","1840","Virginia","510","Marshall","1135","Marshall","40","1145",82829,61,103195,2086,3590,145822,8467,0,10,27730,1942,780,0,0,0,0,0,0,3820,0,20,0
"G5101137","1840","Virginia","510","Mason","1137","Mason","40","1148",69503,0,57732,1914,171,298720,12531,0,0,14565,5751,1349,0,0,9478,0,0,0,27108,0,4301,50
"G5101150","1840","Virginia","510","Mathews","1150","Matthews","40","1150",8875,0,54100,375,0,171290,3973,0,0,4753,12317,2,0,0,0,0,24590,32,0,0,3575,0
"G5101170","1840","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",77444,0,224107,287,9,472345,18185,85,932,5819,19288,174,0,28000,4124131,0,19054,0,0,0,517,70
"G5101175","1840","Virginia","510","Mercer","1175","Mercer","40","1175",13229,0,28265,4711,1157,56254,6107,0,303,4986,2915,708,1,2000,3373,0,0,0,8242,0,0,0
"G5101190","1840","Virginia","510","Middlesex","1190","Middlesex","40","1190",17027,0,21078,1148,0,122145,3874,66,207,2362,5165,587,0,0,1350,0,2620,1,0,0,13074,0
"G5101193","1840","Virginia","510","Monongalia","1193","Monongalia","40","1195",166496,0,320092,6259,8936,381316,51316,636,930,44918,16805,6938,50,76000,14915,0,0,111,118569,0,3939,0
"G5101197","1840","Virginia","510","Monroe","1197","Monroe","40","1205",67993,0,124228,38872,5742,209408,27722,0,755,17744,4921,2736,0,0,0,0,0,0,78825,0,0,0
"G5101210","1840","Virginia","510","Montgomery","1210","Montgomery","40","1210",106258,0,144365,21093,2615,208885,22065,0,0,16813,1258,3574,20,8000,241275,0,0,0,1000,0,3000,0
"G5101215","1840","Virginia","510","Morgan","1215","Morgan","40","1215",37527,2,41590,13812,4880,63101,5585,97,272,16891,464,1106,5,0,641,0,0,0,4228,0,461,65
"G5101230","1840","Virginia","510","Nansemond","1230","Nansemond","40","1230",5351,0,34514,173,0,315672,6251,0,336,5247,74961,1989,0,6000,0,1440,153640,0,0,0,5450,31
"G5101250","1840","Virginia","510","Nelson","1250","Nelson","40","1250",128478,0,99777,35820,13,327253,8973,5,61,12676,6138,384,6,0,2228817,0,994,300,0,0,40,0
"G5101270","1840","Virginia","510","New Kent","1270","New Kent","40","1270",22131,0,51207,561,0,139784,4370,0,0,2444,6052,784,0,0,0,0,4138,0,0,0,7330,0
"G5101275","1840","Virginia","510","Nicholas","1275","Nicholas","40","1275",4454,0,37733,3222,861,56327,6857,0,170,6223,5131,961,400,23000,3913,0,0,0,19179,0,0,0
"G5101290","1840","Virginia","510","Norfolk","1290","Norfolk","40","1290",2795,0,34745,0,0,260215,4410,0,100,8091,27399,2500,0,8000,0,0,1000,200,0,0,17815,0
"G5101310","1840","Virginia","510","Northampton","1310","Northampton","40","1310",279,0,197058,10,0,296718,8134,0,28,4922,46624,0,0,0,0,0,6003,0,0,0,685,0
"G5101330","1840","Virginia","510","Northumberland","1330","Northumberland","40","1330",28038,0,54594,520,0,178972,6081,0,0,7560,12776,0,0,0,0,0,11808,0,0,0,45120,0
"G5101350","1840","Virginia","510","Nottoway","1350","Nottoway","40","1350",42145,0,70130,0,0,248863,9912,405,872,3277,5090,85,0,0,2212950,0,20682,0,0,0,0,0
"G5101355","1840","Virginia","510","Ohio","1355","Ohio","40","1355",124996,599,145865,2276,1434,233537,56786,0,0,40583,2503,3158,1,0,0,0,0,3,3909,0,1466,20
"G5101370","1840","Virginia","510","Orange","1370","Orange","40","1370",97747,0,91676,8412,114,394784,20076,940,1100,16140,4757,2684,0,36000,416385,0,2061,166,0,0,1871,567
"G5101390","1840","Virginia","510","Page","1390","Page","40","1390",105199,0,29166,29886,1412,155784,10542,92,176,13095,1647,2492,8,0,6588,0,0,0,0,0,1502,160
"G5101410","1840","Virginia","510","Patrick","1410","Patrick","40","1410",28469,0,68940,3180,359,222964,7038,0,1969,6138,6976,0,0,0,618384,0,0,0,0,0,0,0
"G5101415","1840","Virginia","510","Pendleton","1415","Pendleton","40","1415",65725,0,51168,35547,8189,130010,28341,20,1120,34865,780,6838,0,22000,0,0,0,0,112151,0,238,0
"G5101430","1840","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",142178,0,333763,5746,10,679319,26904,0,4182,6842,17657,289,0,0,6438777,0,18490,0,0,0,1538,42
"G5101437","1840","Virginia","510","Pocahontas","1437","Pocahontas","40","1445",17846,9,50111,21083,4638,41389,15997,43,725,21040,0,3453,0,20000,920,0,0,0,59908,0,228,0
"G5101450","1840","Virginia","510","Powhatan","1450","Powhatan","40","1450",53935,0,138273,0,1,188810,11577,20,5,4025,2712,261,0,0,1849750,0,13,0,0,0,50,0
"G5101455","1840","Virginia","510","Preston","1455","Preston","40","1455",2801,0,128966,17877,16057,42887,18336,36,1868,34679,530,3564,40,24000,3892,0,0,0,27132,0,0,0
"G5101470","1840","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",57293,0,129210,198,17,303997,19983,326,1063,5023,8124,707,0,12000,3106950,0,11121,167,0,0,738,496
"G5101490","1840","Virginia","510","Prince George","1490","Prince George","40","1490",31439,0,35221,563,0,176640,5244,0,100,2535,3948,321,0,0,115000,0,23340,0,0,0,8641,245
"G5101510","1840","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",6655,0,84771,0,0,298960,10071,2,135,13610,23419,76250,0,11667,0,0,951,0,0,0,5297,0
"G5101530","1840","Virginia","510","Prince William","1530","Prince William","40","1530",47471,0,105374,3704,2180,180463,12198,74,80,5863,613,2127,3300,88000,4974,0,0,0,0,0,4463,0
"G5101550","1840","Virginia","510","Pulaski","1550","Pulaski","40","1550",46098,0,80170,16940,2246,144037,12980,0,10,14760,304,3048,8,0,0,0,0,0,0,0,0,0
"G5101557","1840","Virginia","510","Randolph","1557","Randolph","40","1567",27212,0,86784,6861,5039,151009,18765,22,700,29732,0,5344,25,8000,7280,0,0,0,81240,0,37,0
"G5101570","1840","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",179850,0,93794,32146,4784,309950,26422,0,0,20571,3703,1810,11,0,4900,0,0,0,0,0,0,0
"G5101590","1840","Virginia","510","Richmond","1590","Richmond","40","1590",43224,0,25920,1014,0,231493,6353,0,30,2187,3247,0,0,0,5738,0,9252,0,0,0,7358,60
"G5101610","1840","Virginia","510","Roanoke","1610","Roanoke","40","1610",140506,0,98246,13536,278,181534,34963,160,410,4838,1465,1430,136,0,599273,0,0,0,0,0,510,0
