RDD ANALYSIS RESULTS
Year: 1860
Analysis Date: 2025-06-10
Includes both linear (p1) and quadratic (p2) polynomial results
Clustered results use clustering by nearest border point
====================================================================================================

====================================================================================================
RDD Results: Basic Model (Year: 1860)
Includes both linear (p1) and quadratic (p2) polynomial results
Clustered results use clustering by nearest border point
====================================================================================================

Segment                                                 Coeff    Std Err    P-value     Obs Free    Obs Slave      BW Free     BW Slave
Robust: msetwo uniform p1                             -0.4302     0.1171     0.0002          253          250        80.39        82.06
Robust: msesum uniform p1                             -0.3572     0.1046     0.0006          330          319       111.54       111.54
Robust: cerrd uniform p1                              -0.2394     0.1465     0.1021          163          168        50.13        50.13
Robust: certwo uniform p1                             -0.3517     0.1414     0.0129          184          185        55.05        56.19
Robust: cersum uniform p1                             -0.3389     0.1191     0.0044          238          236        76.37        76.37
Robust: mserd epanechnikov p1                         -0.3545     0.1219     0.0036          269          261        86.20        86.20
Robust: msetwo epanechnikov p1                        -0.4702     0.1049     0.0000          278          439        91.80       163.66
Robust: msesum epanechnikov p1                        -0.4439     0.0925     0.0000          418          418       153.74       153.74
Robust: cerrd epanechnikov p1                         -0.2525     0.1442     0.0799          190          190        59.02        59.02
Robust: certwo epanechnikov p1                        -0.4131     0.1261     0.0010          196          321        62.86       112.06
Robust: cersum epanechnikov p1                        -0.3707     0.1110     0.0008          320          305       105.26       105.26
Robust: mserd triangular p2                           -0.1785     0.1397     0.2014          417          416       152.61       152.61
Robust: msetwo triangular p2                          -0.1934     0.1341     0.1492          526          384       212.92       140.89
Robust: msesum triangular p2                          -0.1616     0.1238     0.1918          503          514       197.07       197.07
Robust: cerrd triangular p2                           -0.1875     0.1740     0.2812          299          289        98.99        98.99
Robust: certwo triangular p2                          -0.1391     0.1645     0.3980          391          271       138.11        91.39
Robust: cersum triangular p2                          -0.2005     0.1531     0.1905          371          354       127.83       127.83
Robust: mserd uniform p2                              -0.1499     0.1382     0.2780          381          370       134.24       134.24
Robust: msetwo uniform p2                             -0.1832     0.1334     0.1696          469          347       180.14       123.77
Robust: msesum uniform p2                             -0.2122     0.1205     0.0783          462          469       177.83       177.83
Robust: cerrd uniform p2                              -0.2766     0.1755     0.1149          271          261        87.07        87.07
Robust: certwo uniform p2                             -0.2279     0.1674     0.1734          340          243       116.85        80.28
Robust: cersum uniform p2                             -0.2348     0.1511     0.1201          339          322       115.35       115.35
Robust: mserd epanechnikov p2                         -0.1848     0.1401     0.1871          401          391       144.71       144.71
Robust: msetwo epanechnikov p2                        -0.1984     0.1332     0.1363          511          377       202.27       138.08
Robust: msesum epanechnikov p2                        -0.1926     0.1200     0.1086          506          520       199.91       199.91
Robust: cerrd epanechnikov p2                         -0.2073     0.1758     0.2383          284          274        93.87        93.87
Robust: certwo epanechnikov p2                        -0.1792     0.1642     0.2751          377          269       131.20        89.57
Robust: cersum epanechnikov p2                        -0.2195     0.1484     0.1392          374          358       129.67       129.67
Robust Clustered: mserd triangular p1                 -0.3636     0.1807     0.0442          371          353       127.21       127.21
Robust Clustered: msetwo triangular p1                -0.4105     0.1803     0.0228          381          440       134.01       164.28
Robust Clustered: msesum triangular p1                -0.4639     0.1795     0.0097          507          521       200.19       200.19
Robust Clustered: cerrd triangular p1                 -0.3390     0.1861     0.0685          320          305       105.78       105.78
Robust Clustered: certwo triangular p1                -0.3814     0.1820     0.0361          330          374       111.43       136.61
Robust Clustered: cersum triangular p1                -0.4459     0.1808     0.0136          438          447       166.47       166.47
Robust Clustered: mserd uniform p1                    -0.3516     0.1916     0.0665          276          271        91.19        91.19
Robust Clustered: msetwo uniform p1                   -0.3806     0.1776     0.0321          326          306       107.42       106.71
Robust Clustered: msesum uniform p1                   -0.4745     0.1776     0.0076          382          371       135.30       135.30
Robust Clustered: cerrd uniform p1                    -0.3388     0.1963     0.0844          235          235        75.83        75.83
Robust Clustered: certwo uniform p1                   -0.3894     0.1904     0.0409          273          267        89.33        88.74
Robust Clustered: cersum uniform p1                   -0.4022     0.1805     0.0259          333          321       112.51       112.51
Robust Clustered: mserd epanechnikov p1               -0.3774     0.1794     0.0354          346          330       118.82       118.82
Robust Clustered: msetwo epanechnikov p1              -0.4429     0.1817     0.0148          365          441       125.87       164.43
Robust Clustered: msesum epanechnikov p1              -0.4823     0.1831     0.0084          466          471       179.01       179.01
Robust Clustered: cerrd epanechnikov p1               -0.3670     0.1891     0.0523          298          288        98.81        98.81
Robust Clustered: certwo epanechnikov p1              -0.4176     0.1832     0.0226          320          374       104.67       136.73
Robust Clustered: cersum epanechnikov p1              -0.4417     0.1796     0.0139          406          402       148.86       148.86
Robust Clustered: mserd triangular p2                 -0.1758     0.1913     0.3582          449          457       172.86       172.86
Robust Clustered: msetwo triangular p2                -0.2195     0.1943     0.2586          576          417       239.97       152.67
Robust Clustered: msesum triangular p2                -0.1864     0.1887     0.3232          524          539       212.45       212.45
Robust Clustered: cerrd triangular p2                 -0.1919     0.2131     0.3677          394          382       140.01       140.01
Robust Clustered: certwo triangular p2                -0.1794     0.2054     0.3825          497          346       194.36       123.65
Robust Clustered: cersum triangular p2                -0.1687     0.1915     0.3784          449          457       172.07       172.07
Robust Clustered: mserd uniform p2                    -0.1143     0.2017     0.5711          377          363       131.05       131.05
Robust Clustered: msetwo uniform p2                   -0.1746     0.2004     0.3837          500          348       195.56       124.06
Robust Clustered: msesum uniform p2                   -0.1897     0.1902     0.3187          470          479       182.25       182.25
Robust Clustered: cerrd uniform p2                    -0.2273     0.2517     0.3666          321          305       106.14       106.14
Robust Clustered: certwo uniform p2                   -0.1691     0.2120     0.4251          429          292       158.39       100.48
Robust Clustered: cersum uniform p2                   -0.1719     0.1833     0.3483          405          400       147.61       147.61
Robust Clustered: mserd epanechnikov p2               -0.1660     0.1898     0.3816          434          440       163.83       163.83
Robust Clustered: msetwo epanechnikov p2              -0.2326     0.1945     0.2318          557          402       228.92       148.46
Robust Clustered: msesum epanechnikov p2              -0.2141     0.1893     0.2581          526          541       212.98       212.98
Robust Clustered: cerrd epanechnikov p2               -0.2103     0.2150     0.3281          379          367       132.70       132.70
Robust Clustered: certwo epanechnikov p2              -0.1964     0.2042     0.3363          474          335       185.41       120.24
Robust Clustered: cersum epanechnikov p2              -0.1778     0.1868     0.3412          449          457       172.51       172.51
========================================================================================================================

