RDD ANALYSIS RESULTS
Year: 1870
Analysis Date: 2025-06-10
Includes both linear (p1) and quadratic (p2) polynomial results
Clustered results use clustering by nearest border point
====================================================================================================

====================================================================================================
RDD Results: Basic Model (Year: 1870)
Includes both linear (p1) and quadratic (p2) polynomial results
Clustered results use clustering by nearest border point
====================================================================================================

Segment                                                 Coeff    Std Err    P-value     Obs Free    Obs Slave      BW Free     BW Slave
Robust: mserd uniform p1                              -0.2866     0.1375     0.0372          184          190        55.46        55.46
Robust: msetwo uniform p1                             -0.3909     0.1124     0.0005          285          251        93.86        78.87
Robust: msesum uniform p1                             -0.3082     0.1108     0.0054          273          280        89.19        89.19
Robust: cerrd uniform p1                              -0.2444     0.1621     0.1316          126          139        37.80        37.80
Robust: certwo uniform p1                             -0.2990     0.1345     0.0262          199          184        63.98        53.76
Robust: cersum uniform p1                             -0.3475     0.1346     0.0098          194          203        60.79        60.79
Robust: mserd epanechnikov p1                         -0.3045     0.1323     0.0214          221          226        69.20        69.20
Robust: msetwo epanechnikov p1                        -0.3293     0.1232     0.0075          225          285        71.83        91.55
Robust: msesum epanechnikov p1                        -0.3142     0.1033     0.0024          356          355       121.99       121.99
Robust: cerrd epanechnikov p1                         -0.2171     0.1555     0.1627          154          165        47.17        47.17
Robust: certwo epanechnikov p1                        -0.2645     0.1461     0.0702          161          208        48.96        62.40
Robust: cersum epanechnikov p1                        -0.3420     0.1213     0.0048          258          263        83.15        83.15
Robust: mserd triangular p2                           -0.1928     0.1336     0.1491          430          449       159.95       159.95
Robust: msetwo triangular p2                          -0.2008     0.1281     0.1168          496          465       192.92       166.60
Robust: msesum triangular p2                          -0.2247     0.1167     0.0541          553          581       218.63       218.63
Robust: cerrd triangular p2                           -0.2190     0.1654     0.1854          316          310       103.21       103.21
Robust: certwo triangular p2                          -0.2260     0.1572     0.1505          359          322       124.49       107.51
Robust: cersum triangular p2                          -0.2142     0.1417     0.1305          397          399       141.08       141.08
Robust: mserd uniform p2                              -0.1558     0.1383     0.2596          375          372       129.86       129.86
Robust: msetwo uniform p2                             -0.1793     0.1235     0.1466          421          492       154.43       179.88
Robust: msesum uniform p2                             -0.3539     0.1114     0.0015          525          557       206.86       206.86
Robust: cerrd uniform p2                              -0.2129     0.1734     0.2196          261          263        83.80        83.80
Robust: certwo uniform p2                             -0.3000     0.1551     0.0531          300          339        99.65       116.07
Robust: cersum uniform p2                             -0.1851     0.1360     0.1735          382          384       133.49       133.49
Robust: mserd epanechnikov p2                         -0.1991     0.1356     0.1421          407          417       148.26       148.26
Robust: msetwo epanechnikov p2                        -0.1901     0.1285     0.1392          466          451       177.86       161.50
Robust: msesum epanechnikov p2                        -0.3057     0.1100     0.0055          576          614       236.48       236.48
Robust: cerrd epanechnikov p2                         -0.2116     0.1690     0.2105          290          291        95.67        95.67
Robust: certwo epanechnikov p2                        -0.2520     0.1591     0.1131          337          313       114.77       104.21
Robust: cersum epanechnikov p2                        -0.2221     0.1338     0.0970          417          433       152.59       152.59
Robust Clustered: mserd triangular p1                 -0.3093     0.1844     0.0934          319          314       104.50       104.50
Robust Clustered: msetwo triangular p1                -0.3071     0.1797     0.0874          323          371       106.58       129.00
Robust Clustered: msesum triangular p1                -0.3290     0.1728     0.0569          430          449       159.54       159.54
Robust Clustered: cerrd triangular p1                 -0.3184     0.1958     0.1039          271          273        86.90        86.90
Robust Clustered: certwo triangular p1                -0.3185     0.1898     0.0932          272          321        88.63       107.27
Robust Clustered: cersum triangular p1                -0.3178     0.1746     0.0687          380          382       132.67       132.67
Robust Clustered: mserd uniform p1                    -0.3089     0.1969     0.1166          231          245        74.95        74.95
Robust Clustered: msetwo uniform p1                   -0.3724     0.1764     0.0347          357          289       123.30        94.58
Robust Clustered: msesum uniform p1                   -0.2837     0.1739     0.1028          330          328       111.12       111.12
Robust Clustered: cerrd uniform p1                    -0.3325     0.2083     0.1104          196          208        62.33        62.33
Robust Clustered: certwo uniform p1                   -0.3894     0.1820     0.0323          315          251       102.53        78.65
Robust Clustered: cersum uniform p1                   -0.3087     0.1850     0.0952          283          285        92.40        92.40
Robust Clustered: mserd epanechnikov p1               -0.3320     0.1895     0.0797          290          291        95.85        95.85
Robust Clustered: msetwo epanechnikov p1              -0.3140     0.1841     0.0881          292          336        96.75       114.87
Robust Clustered: msesum epanechnikov p1              -0.3287     0.1723     0.0565          403          408       144.90       144.90
Robust Clustered: cerrd epanechnikov p1               -0.3302     0.1987     0.0965          253          252        79.71        79.71
Robust Clustered: certwo epanechnikov p1              -0.3320     0.1940     0.0870          253          291        80.45        95.52
Robust Clustered: cersum epanechnikov p1              -0.3165     0.1749     0.0704          355          349       120.50       120.50
Robust Clustered: mserd triangular p2                 -0.1885     0.1943     0.3318          474          496       181.82       181.82
Robust Clustered: msetwo triangular p2                -0.2074     0.1939     0.2847          528          491       208.16       178.76
Robust Clustered: msesum triangular p2                -0.2300     0.1881     0.2214          565          595       226.96       226.96
Robust Clustered: cerrd triangular p2                 -0.2082     0.2077     0.3161          405          413       147.26       147.26
Robust Clustered: certwo triangular p2                -0.1958     0.2015     0.3312          445          408       168.60       144.78
Robust Clustered: cersum triangular p2                -0.1957     0.1940     0.3131          475          505       183.83       183.83
Robust Clustered: mserd uniform p2                    -0.1479     0.1898     0.4359          426          443       156.85       156.85
Robust Clustered: msetwo uniform p2                   -0.2343     0.1994     0.2400          474          477       181.87       173.17
Robust Clustered: msesum uniform p2                   -0.4218     0.1916     0.0277          560          592       224.59       224.59
Robust Clustered: cerrd uniform p2                    -0.1718     0.2041     0.4001          370          367       127.04       127.04
Robust Clustered: certwo uniform p2                   -0.2203     0.1936     0.2552          406          398       147.31       140.26
Robust Clustered: cersum uniform p2                   -0.2761     0.1979     0.1631          474          496       181.90       181.90
Robust Clustered: mserd epanechnikov p2               -0.1763     0.1932     0.3614          442          471       168.07       168.07
Robust Clustered: msetwo epanechnikov p2              -0.2047     0.1946     0.2930          515          473       200.04       169.16
Robust Clustered: msesum epanechnikov p2              -0.2756     0.1887     0.1441          568          597       227.89       227.89
Robust Clustered: cerrd epanechnikov p2               -0.2154     0.2135     0.3129          384          388       136.12       136.12
Robust Clustered: certwo epanechnikov p2              -0.1970     0.2013     0.3278          435          390       162.02       137.01
Robust Clustered: cersum epanechnikov p2              -0.2101     0.1925     0.2752          476          506       184.58       184.58
========================================================================================================================

