GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ASW001,AUJ001,AUJ002,AUK001,AUK002,AUK003,ATB001,ATB002,ATB003,ATB004,ATB005,ATB006,ATB007,ATB008,ATB009,ATB010,ATB011,ATB012,ATB013,ATB014,ATB015,ATB016,ATB017,ATB018,ATB019,ATB020,ATB021,ATB022,ATB023,ATB024,ATB025,ATB026,ATB027,ATB028,ATB029,ATB030,ATB031
"G3901630","1890","Ohio","390","Vinton","1630","Vinton","24","1630",16045,145855,68491,3594885,85700,548029,0,303,345430,47869,213,70340,0,0,0,0,0,0,0,0,0,5519,50,297,19390,102,105,0,1865,0,9,8,181,0,0,70519,443
"G3901650","1890","Ohio","390","Warren","1650","Warren","24","1650",25468,193924,41511,10721958,314400,1135930,18007,236,1654868,369165,2939,429578,0,0,21,0,0,0,0,0,0,517,1335,1846,30366,3142,237,0,1454022,0,0,2,87,30550,0,97785,5561
"G3901670","1890","Ohio","390","Washington","1670","Washington","24","1670",42380,268117,108232,10030500,362270,1289605,0,1360,873655,218219,2848,333111,0,0,0,0,0,0,0,0,0,17795,66,213,52562,8050,769,0,135530,0,23,28,868,260,0,247301,27604
"G3901690","1890","Ohio","390","Wayne","1690","Wayne","24","1690",39005,271167,63049,21763808,659150,1962470,3958,617,1216935,1038593,2526,1163217,0,0,3949,178,2508,0,0,0,0,2903,14330,9125,79880,7895,2877,0,545042,0,0,0,114,1700,0,217474,484
"G3901710","1890","Ohio","390","Williams","1710","Williams","24","1710",24897,186525,62840,12156300,404150,1267240,9522,2682,1278562,826588,4130,393045,0,0,50,0,0,0,0,0,0,5543,4900,5623,48219,21828,563,0,100,0,9276,476,44,0,0,155103,453
"G3901730","1890","Ohio","390","Wood","1730","Wood","24","1730",44392,234118,83921,19794796,600260,1922285,79112,6292,2657275,991163,103186,710076,0,0,0,0,0,0,0,0,0,3908,195,1395,50705,24047,2828,0,0,0,6,2,314,458,0,225399,310
"G3901750","1890","Ohio","390","Wyandot","1750","Wyandot","24","1750",21722,199596,41890,12183946,340120,1439460,7243,1094,1395809,482600,15962,468381,0,0,80,0,0,0,0,0,1,1971,780,2394,53988,11300,1262,0,250,0,72,1,62,0,0,119966,96
"G4050015","1890","Oklahoma Territory","405","Beaver","0015","Beaver","53","70",2674,17211,24299,111030,14250,741295,0,0,23955,580,697,0,0,0,0,0,0,0,0,0,0,6407,0,0,7100,0,0,0,0,0,1,3,82,16550,45,357,219
"G4050055","1890","Oklahoma Territory","405","Canadian","0055","Canadian","53","170",7158,72814,139579,1099270,61160,402070,0,0,8795,2224,40,1182,5,0,0,0,0,0,0,0,0,3214,0,0,8488,0,0,0,0,0,2,0,0,0,0,324,190
"G4050075","1890","Oklahoma Territory","405","Cleveland","0075","Cleveland","53","270",6605,80205,73146,971950,52200,272300,12,0,20475,590,0,90,39,0,0,0,0,0,0,0,0,270,0,0,3162,0,0,0,0,0,0,5,12,0,0,770,860
"G4050215","1890","Oklahoma Territory","405","Greer","0215","Greer","53","550",5338,110893,248217,602460,88770,683360,100,0,156969,72800,315,28903,381,0,0,0,0,0,0,0,0,10741,0,0,6749,0,50,0,0,0,1,361,48,0,340,1390,11649
"G4050255","1890","Oklahoma Territory","405","Kingfisher","0255","Kingfisher","53","730",8332,55756,187686,1545200,54760,295115,0,0,10412,0,0,0,0,0,0,0,0,0,0,0,0,1455,0,0,4075,0,0,0,0,0,0,0,0,0,0,134,0
"G4050295","1890","Oklahoma Territory","405","Logan","0295","Logan","53","830",12770,37735,95247,958630,32430,225100,0,0,6695,0,0,0,0,0,0,0,0,0,0,0,0,3217,0,0,2792,53,0,0,0,0,2,0,0,0,0,614,0
"G4050335","1890","Oklahoma Territory","405","Oklahoma","0335","Oklahoma","53","1090",11742,146753,117924,1916070,70750,322180,0,0,3864,0,0,0,0,0,0,0,0,0,0,0,0,2940,0,0,4821,0,0,0,0,0,0,0,0,0,0,972,4
"G4050375","1890","Oklahoma Territory","405","Payne","0375","Payne","53","1190",7215,42361,156597,1376560,59260,264850,0,0,3150,0,0,0,0,0,0,0,0,0,0,0,0,3055,0,0,3286,0,0,0,0,0,0,0,3,0,0,201,120
"G4100010","1890","Oregon","410","Baker","0010","Baker","72","10",6764,60753,50542,2030700,97610,703700,34350,0,520,61154,200,56739,0,0,0,0,0,0,0,0,0,0,0,0,24332,0,0,0,0,0,1,0,0,0,0,19695,0
"G4100030","1890","Oregon","410","Benton","0030","Benton","72","30",8650,78150,126906,3970310,148900,533350,8433,116,534,391842,1689,394533,0,0,0,0,0,0,0,0,0,0,0,0,14695,0,4,0,0,33034,23,41,103,0,0,53238,5
"G4100050","1890","Oregon","410","Clackamas","0050","Clackamas","72","50",15233,91458,169532,5975400,208150,641660,9495,638,5988,373926,4802,251130,0,0,0,0,0,0,0,0,0,0,0,0,27319,55,20,0,60,316871,1588,4415,118,0,28,161049,0
"G4100070","1890","Oregon","410","Clatsop","0070","Clatsop","72","70",10016,13212,35157,1098910,20370,138510,0,0,0,6395,0,240,0,0,0,0,0,0,0,0,0,0,0,0,6606,0,0,0,0,0,0,0,0,0,0,22534,0
"G4100090","1890","Oregon","410","Columbia","0090","Columbia","72","90",5191,20028,59344,1454820,40370,229140,500,15,665,10601,100,3671,0,0,0,0,0,0,0,0,0,0,0,0,9323,0,0,0,0,0,91,0,0,0,0,30696,0
"G4100110","1890","Oregon","410","Coos","0110","Coos","72","110",8874,32213,90430,2246680,71310,341090,12840,37,11838,27361,35,13905,0,0,0,0,0,0,0,0,0,105,0,0,11614,7,220,0,0,0,400,974,89,0,1,50897,0
"G4100130","1890","Oregon","410","Crook","0130","Crook","72","130",3244,59737,116352,1574960,112120,1266520,5876,0,185,16454,13143,8612,0,0,0,0,0,0,0,0,0,0,0,0,21256,250,0,0,0,0,0,0,0,0,0,12775,0
"G4100150","1890","Oregon","410","Curry","0150","Curry","72","150",1709,35818,45601,1052930,19560,170950,2991,28,1414,16211,10,680,0,0,0,0,0,0,0,0,0,0,0,0,4988,17,1020,0,122,0,1117,217,88,0,0,9700,0
"G4100190","1890","Oregon","410","Douglas","0190","Douglas","72","190",11864,171435,335393,5952970,193810,871270,50610,35,64308,359369,230,357124,0,0,0,0,0,0,0,0,0,80,0,0,26255,10,361,0,20,74236,4,1,189,0,0,44453,110
"G4100210","1890","Oregon","410","Gilliam","0210","Gilliam","72","210",3600,98143,171166,1539820,119410,778790,16042,0,3488,10203,3140,84461,0,0,0,0,0,0,0,0,0,0,0,0,13361,0,0,0,0,0,1,17,9,1100,0,14664,0
"G4100230","1890","Oregon","410","Grant","0230","Grant","72","230",5080,84215,115375,1683900,100510,1069500,23702,0,209,19312,1559,26479,0,0,0,0,0,0,0,0,0,0,0,0,25711,0,50,0,0,0,2,0,6,0,0,21712,0
"G4100250","1890","Oregon","410","Harney","0250","Harney","72","250",2559,220347,249466,2297640,70610,1220880,21012,0,25,11179,2672,7765,0,0,0,0,0,0,0,0,0,0,0,0,24086,0,0,0,0,0,0,0,2,0,0,7720,0
"G4100290","1890","Oregon","410","Jackson","0290","Jackson","72","290",11455,135030,93025,4634650,165640,556120,40299,40,43325,51088,344,253103,0,0,0,0,0,0,0,0,0,1029,0,0,31655,29,30,0,20,2040,30,0,272,0,0,12088,52
"G4100330","1890","Oregon","410","Josephine","0330","Josephine","72","330",4878,21330,49813,1112060,48710,152150,8035,0,16131,27358,1588,20071,0,0,0,0,0,0,0,0,0,1365,0,0,7740,11,21,0,50,68993,2,203,409,0,0,21742,170
"G4100350","1890","Oregon","410","Klamath","0350","Klamath","72","350",2444,75370,62471,1230940,64890,447470,10690,0,0,13538,4116,17032,0,0,0,0,0,0,0,0,0,0,0,0,17365,0,0,0,0,0,1,0,0,0,0,7975,0
"G4100370","1890","Oregon","410","Lake","0370","Lake","72","370",2604,115382,36586,1558710,86470,1047310,11429,0,32,6155,1504,7741,0,0,0,0,0,0,0,0,0,0,0,0,30220,0,7,0,0,0,40,0,62,0,0,8466,0
"G4100390","1890","Oregon","410","Lane","0390","Lane","72","390",15198,223929,215271,6609210,234230,924350,54783,64,20081,459995,1411,443789,0,0,250,7,0,0,0,0,0,12,0,0,27568,0,814,0,1635,912372,544,161,690,0,0,54634,120
"G4100430","1890","Oregon","410","Linn","0430","Linn","72","430",16265,256830,159997,9052990,314450,1191750,22864,135,11543,906356,3221,1116074,0,0,3621,131,0,0,0,0,0,0,0,0,29307,0,2125,0,471,362637,57,25,535,0,0,90993,0
"G4100450","1890","Oregon","410","Malheur","0450","Malheur","72","450",2601,38185,49005,953700,62430,673620,21596,0,7384,13550,70,5800,0,0,0,0,0,0,0,0,0,0,0,0,16455,7,156,0,0,0,6,0,198,0,0,15187,0
"G4100470","1890","Oregon","410","Marion","0470","Marion","72","470",22934,202569,150123,11016620,362870,1047060,30411,674,18730,978030,2917,1169755,0,0,0,0,0,0,0,0,0,0,0,0,20812,37,2449,0,8,1169657,143,50,158,0,0,180152,26
"G4100490","1890","Oregon","410","Morrow","0490","Morrow","72","490",4205,221749,52124,1691630,111490,806600,41429,0,5701,10763,1739,173424,0,0,0,0,0,0,0,0,0,0,0,0,19429,0,0,0,0,0,10,12,0,0,0,23676,0
"G4100510","1890","Oregon","410","Multnomah","0510","Multnomah","72","510",74884,37095,40959,10114910,116880,357050,865,60,1070,44430,411,12134,0,0,0,0,0,0,0,0,0,0,0,0,24694,0,0,0,0,3190,430,296,1,0,0,131918,0
"G4100530","1890","Oregon","410","Polk","0530","Polk","72","530",7858,141877,89292,5624680,221390,601990,22812,390,1669,508655,826,1014580,0,0,0,0,0,0,0,0,0,0,0,0,12370,50,6,0,100,450148,52,10,41,0,0,42635,25
"G4100550","1890","Oregon","410","Sherman","0550","Sherman","72","550",1792,88870,61919,1223700,101040,353920,12811,0,50,1282,50,148891,0,0,0,0,0,0,0,0,0,0,0,0,2584,0,0,0,0,0,0,0,0,0,0,5089,0
"G4100570","1890","Oregon","410","Tillamook","0570","Tillamook","72","570",2932,17675,55811,1155860,21360,171210,1402,0,52,5157,30,100,0,0,0,0,0,0,0,0,0,0,0,0,7548,0,109,0,312,0,0,0,6,0,0,20449,0
"G4100590","1890","Oregon","410","Umatilla","0590","Umatilla","72","590",13381,384229,141853,6259370,392720,1558400,160858,0,9783,70872,6101,1640888,0,0,0,0,0,0,0,0,0,40,0,0,34248,0,55,0,0,0,51,0,13,0,0,59572,0
"G4100610","1890","Oregon","410","Union","0610","Union","72","610",12044,182640,138038,4882620,267990,1459730,188098,0,1015,273053,2815,614677,0,0,0,0,0,0,0,0,0,75,0,0,59929,0,344,0,0,14500,48,0,141,0,0,52053,0
"G4100630","1890","Oregon","410","Wallowa","0630","Wallowa","72","630",3661,48394,70795,938030,88650,595780,16552,0,185,38834,5003,28875,0,0,0,0,0,0,0,0,0,0,0,0,15429,0,27,0,100,0,10,31,259,0,0,33673,0
"G4100650","1890","Oregon","410","Wasco","0650","Wasco","72","650",9183,150498,93829,2570600,177940,1045130,9760,0,5239,9227,1377,34813,0,0,0,0,0,0,0,0,0,0,0,0,15680,0,0,0,75,0,0,0,3,0,0,20596,0
"G4100670","1890","Oregon","410","Washington","0670","Washington","72","670",11972,86045,125875,7605110,245290,753490,9694,310,1194,538783,1148,494908,0,0,0,0,0,0,0,0,0,0,0,0,32639,229,1207,0,202,62033,43,64,97,0,0,136443,0
"G4100710","1890","Oregon","410","Yamhill","0710","Yamhill","72","710",10692,122794,141838,6704770,269600,940340,24114,136,5845,687461,955,894740,0,0,0,0,0,0,0,0,0,0,0,0,16897,5,40,0,150,144015,3,0,223,0,0,69534,0
"G4200010","1890","Pennsylvania","420","Adams","0010","Adams","14","10",33486,226116,49130,11702920,575750,1445515,161,1532,1215682,633705,40979,620460,0,0,116,5,90,0,0,0,0,954,0,0,71044,1979,1490,0,16649,0,151,129,38,1783,0,72135,4899
"G4200030","1890","Pennsylvania","420","Allegheny","0030","Allegheny","14","30",551959,292742,69372,47079328,1197050,2593210,470,2089,757837,964983,63659,316002,0,0,0,0,0,0,0,0,0,2,0,68,100801,234,68,0,750,0,378,200,548,0,0,735672,558
"G4200050","1890","Pennsylvania","420","Armstrong","0050","Armstrong","14","50",46747,273121,92727,12376768,527740,1798480,310,52128,628955,735516,112420,256628,0,0,21,0,0,0,0,0,0,6988,405,362,59381,4555,1704,0,405,0,5,0,395,137,0,102523,116
"G4200070","1890","Pennsylvania","420","Beaver","0070","Beaver","14","70",50077,192142,58803,13707310,473650,1438800,792,3227,556841,534568,20648,200706,0,0,0,0,0,0,0,0,0,808,0,62,60075,715,690,0,30,0,115,0,204,3000,0,182817,12
"G4200090","1890","Pennsylvania","420","Bedford","0090","Bedford","14","90",38644,252332,192733,9223864,472600,1403509,5075,46467,770594,417181,94506,378088,0,0,3,0,0,0,0,0,0,0,8228,586,47163,1334,1148,0,205,0,7,7,259,25,0,110059,886
"G4200110","1890","Pennsylvania","420","Berks","0110","Berks","14","110",137327,385449,57864,33375610,1422630,3337840,110,752,1822767,1193747,387911,942532,0,0,0,0,0,0,0,0,0,0,0,0,139725,380,714,0,66026,0,40,33,63,961,0,558479,221
"G4200130","1890","Pennsylvania","420","Blair","0130","Blair","14","130",70866,114459,52482,6732620,300880,826550,27227,10916,481113,282257,34488,293837,0,0,0,0,0,0,0,0,0,150,1337,108,29709,362,228,0,0,0,13,12,224,10,0,103329,437
"G4200150","1890","Pennsylvania","420","Bradford","0150","Bradford","14","150",59233,454215,142446,20171450,1053990,2905600,30044,506412,341277,1325852,68993,96219,0,0,0,0,0,0,0,0,0,0,63478,4132,163959,46,205,0,538179,0,12,31,679,250,0,275980,0
"G4200170","1890","Pennsylvania","420","Bucks","0170","Bucks","14","170",70615,321566,34866,30489270,2089750,3328280,284,1074,1533865,924044,194271,548085,0,0,0,0,0,0,0,0,0,0,0,0,149684,2,135,0,325280,0,20,0,254,593,14,556065,2350
"G4200190","1890","Pennsylvania","420","Butler","0190","Butler","14","190",55339,330703,108838,20056384,808860,2348565,1129,84382,622241,1024533,135274,213503,0,0,0,0,0,0,0,0,0,511,30,696,96937,1786,1094,0,145,0,3,33,480,60,0,278592,50
"G4200210","1890","Pennsylvania","420","Cambria","0210","Cambria","14","210",66375,128534,96462,6852230,380870,839445,1719,51309,212467,329189,35386,74840,0,0,8,0,0,0,0,0,0,0,17583,5873,45096,153,367,0,0,0,3,24,352,0,0,81120,16
"G4200230","1890","Pennsylvania","420","Cameron","0230","Cameron","14","230",7238,12413,18511,677010,23360,95950,27,4367,4856,15998,374,1435,0,0,0,0,0,0,0,0,0,0,0,5,4744,0,2,0,0,0,0,0,6,0,0,19952,0
"G4200250","1890","Pennsylvania","420","Carbon","0250","Carbon","14","250",38624,42753,42657,2708820,155980,292510,128,8727,92765,96283,56373,20663,0,0,0,0,0,0,0,0,0,0,0,0,14028,7,76,0,0,0,2,0,11,0,0,60368,0
"G4200270","1890","Pennsylvania","420","Centre","0270","Centre","14","270",43269,180245,81876,9058030,457960,1247920,46697,15476,846326,515471,34155,495074,0,0,0,0,0,0,0,0,0,16,0,0,47865,256,574,0,7410,0,0,0,112,0,0,136414,81
"G4200290","1890","Pennsylvania","420","Chester","0290","Chester","14","290",89377,384472,53773,36683208,1706380,3894500,190,837,1958962,868304,19415,882383,0,0,9,0,0,0,0,0,0,307,0,0,161823,11,191,0,679265,0,30,0,114,2100,0,452460,2587
"G4200310","1890","Pennsylvania","420","Clarion","0310","Clarion","14","310",36802,185846,84719,9284110,439300,1282676,1560,42638,450458,671321,49686,144403,0,0,33,1,1,0,0,0,0,2632,0,20,52967,858,1691,0,20,0,2,0,398,0,0,80124,0
"G4200330","1890","Pennsylvania","420","Clearfield","0330","Clearfield","14","330",69565,151730,114187,9247540,451500,1016390,955,81594,363050,382058,64145,74787,0,0,5,0,0,0,0,0,0,65,20,120,53000,83,191,0,0,0,5,2,47,0,0,116311,4
"G4200350","1890","Pennsylvania","420","Clinton","0350","Clinton","14","350",28685,69127,64058,4458720,227710,526580,9555,15049,288630,242834,15881,161598,0,0,16,0,0,0,0,0,0,258,0,4,20984,64,233,0,510041,0,1,0,20,0,0,85804,4
"G4200370","1890","Pennsylvania","420","Columbia","0370","Columbia","14","370",36832,149782,57739,7414020,531150,975793,290,91428,529024,513368,117481,289283,0,0,8,0,0,0,0,0,0,4,500,217,32388,126,262,0,0,0,42,37,132,0,1,132577,50
"G4200390","1890","Pennsylvania","420","Crawford","0390","Crawford","14","390",65324,404333,171777,22861816,1071000,3466995,3693,154200,598024,1473274,4420,208122,0,0,3799,188,0,0,0,0,0,268,73631,29163,184317,305,826,0,1401,500,74,155,584,0,0,439780,28
"G4200410","1890","Pennsylvania","420","Cumberland","0410","Cumberland","14","410",47271,232907,29316,16225440,636110,1619480,65,393,1389313,986057,23536,986253,0,0,0,0,0,0,0,0,0,0,0,0,65931,2454,488,0,94935,0,37,1,116,2405,0,241545,7597
"G4200430","1890","Pennsylvania","420","Dauphin","0430","Dauphin","14","430",96977,183913,43030,15182470,536870,1305245,0,2853,926898,682151,51137,459256,0,0,0,0,0,0,0,0,0,0,0,0,69376,690,2523,0,116510,0,14,261,67,950,0,309065,3735
"G4200450","1890","Pennsylvania","420","Delaware","0450","Delaware","14","450",74683,80800,9785,15136170,415500,1067470,230,11,401790,95740,6729,166186,0,0,0,0,0,0,0,0,0,0,0,0,32796,0,0,0,0,0,50,0,23,0,0,223244,40
"G4200470","1890","Pennsylvania","420","Elk","0470","Elk","14","470",22239,30923,29722,1346670,72600,246140,106,9600,18147,66661,5062,2072,0,0,0,0,0,0,0,0,0,0,435,117,12602,0,9,0,50,0,0,3,7,0,0,46418,8
"G4200490","1890","Pennsylvania","420","Erie","0490","Erie","14","490",86074,333686,106405,21031100,892010,2528520,275944,144998,541921,881539,81217,152549,0,0,0,0,0,0,0,0,0,30,50487,17504,133254,501,1976,0,0,0,158,14,717,0,0,531824,35
"G4200510","1890","Pennsylvania","420","Fayette","0510","Fayette","14","510",80006,245811,125972,19795250,494530,1695280,1237,19925,799487,405388,3728,405447,0,0,0,0,0,0,0,0,0,2488,37244,11149,66817,949,1519,0,20,0,27,0,80,1351,0,139521,1012
"G4200530","1890","Pennsylvania","420","Forest","0530","Forest","14","530",8482,17286,28546,963530,57320,158170,39,10540,21063,65248,988,4327,0,0,0,0,0,0,0,0,0,0,0,0,8505,24,16,0,0,0,1,0,0,0,0,19387,4
"G4200550","1890","Pennsylvania","420","Franklin","0550","Franklin","14","550",51433,287050,72315,16782370,684970,2016360,465,2188,1661431,579727,56299,1207781,0,0,30,0,0,0,0,0,0,0,100,15,87852,7055,859,0,56,0,55,3,28,1086,0,155341,4622
"G4200570","1890","Pennsylvania","420","Fulton","0570","Fulton","14","570",10137,95675,92083,2237545,116900,417750,195,19901,295782,93550,26285,116497,0,0,0,0,0,0,0,0,0,0,0,0,15115,706,408,0,0,0,0,0,51,0,0,28974,697
"G4200590","1890","Pennsylvania","420","Greene","0590","Greene","14","590",28935,288470,62766,15652320,334290,2078580,715,797,989803,497987,4538,300921,0,0,0,0,0,0,0,0,0,7298,2985,1439,53034,97,1993,0,0,0,51,31,95,650,0,79606,1487
"G4200610","1890","Pennsylvania","420","Huntingdon","0610","Huntingdon","14","610",35751,198852,139477,7410865,379650,1127465,3884,18721,721196,339419,37523,350511,0,0,2,0,0,0,0,0,0,192,718,64,39568,519,558,0,415,300,4,12,109,420,0,93291,658
"G4200630","1890","Pennsylvania","420","Indiana","0630","Indiana","14","630",42175,335257,121589,15068660,597250,2138500,22,105858,672545,740788,99222,286678,0,0,7,1,0,0,0,0,0,1772,670,84,71071,2308,1325,0,5,0,5,7,476,165,0,89070,23
"G4200650","1890","Pennsylvania","420","Jefferson","0650","Jefferson","14","650",44005,144335,82256,8401270,355040,1067700,123,59358,196917,411098,40928,70253,0,0,0,0,0,0,0,0,0,2737,80,461,43736,704,547,0,0,0,1,15,214,0,0,84805,8
"G4200670","1890","Pennsylvania","420","Juniata","0670","Juniata","14","670",16655,105734,68382,5116270,232620,597440,0,4797,445954,330077,11935,239452,0,0,0,0,0,0,0,0,0,58,0,0,28036,618,673,0,40824,0,0,2,70,0,0,65929,638
"G4200690","1890","Pennsylvania","420","Lackawanna","0690","Lackawanna","14","690",142088,85173,51645,6426950,305930,772360,157,38820,45221,148538,15756,611,0,0,0,0,0,0,0,0,0,0,350,1694,40035,2,25,0,0,0,0,4,64,50,0,142253,0
"G4200710","1890","Pennsylvania","420","Lancaster","0710","Lancaster","14","710",149095,492200,61198,58860688,2057230,4515155,240,978,3260080,1258507,73675,2252590,0,0,0,0,0,0,0,0,0,24,0,0,174780,325,743,0,19217800,0,239,18,196,6642,0,565522,33166
"G4200730","1890","Pennsylvania","420","Lawrence","0730","Lawrence","14","730",37517,164788,37627,10698130,363640,1560460,603,12567,501566,603841,12134,219444,0,0,0,0,0,0,0,0,0,263,190,4500,54470,502,960,0,0,0,20,10,103,0,0,99479,171
"G4200750","1890","Pennsylvania","420","Lebanon","0750","Lebanon","14","750",48131,151813,22108,14014780,455290,1226430,59,95,870778,567290,60033,550619,0,0,0,0,0,0,0,0,0,0,0,0,52989,106,610,0,275869,0,7,61,193,851,0,187002,1271
"G4200770","1890","Pennsylvania","420","Lehigh","0770","Lehigh","14","770",76631,158607,32880,16462840,772890,1581645,90,1194,816263,508338,247797,436322,0,0,0,0,0,0,0,0,0,0,0,0,49867,132,174,0,6000,0,28,20,52,365,0,470217,3
"G4200790","1890","Pennsylvania","420","Luzerne","0790","Luzerne","14","790",201203,146387,93541,10164780,482880,1135510,305,81034,247746,318752,120099,44455,0,0,6,1,0,0,0,0,0,0,279,121,42718,13,46,0,2,0,3,20,19,0,0,231096,1
"G4200810","1890","Pennsylvania","420","Lycoming","0810","Lycoming","14","810",70579,202706,130412,13366710,693240,1487955,1505,111021,715005,661982,67361,341550,0,0,10,1,0,0,0,0,0,0,6174,829,51324,186,335,0,134791,0,11,6,27,0,0,254861,3
"G4200830","1890","Pennsylvania","420","McKean","0830","Mckean","14","830",46863,64027,55168,3559160,154650,593340,439,12757,8648,134867,790,2998,0,0,0,0,0,0,0,0,0,0,19050,1659,32412,0,152,0,0,0,64,2,163,0,0,75610,12
"G4200850","1890","Pennsylvania","420","Mercer","0850","Mercer","14","850",55744,313411,79922,18505350,706720,2681340,315,61879,697651,1202332,9559,324695,0,0,65,14,0,0,0,0,0,967,1881,15278,109558,1251,1470,0,160,0,36,2,338,4731,0,213603,38
"G4200870","1890","Pennsylvania","420","Mifflin","0870","Mifflin","14","870",19996,98604,58085,6396670,232270,669570,257,698,496517,304524,2623,358351,0,0,0,0,0,0,0,0,0,12,0,0,23684,447,407,0,0,0,28,28,38,300,0,55401,40
"G4200890","1890","Pennsylvania","420","Monroe","0890","Monroe","14","890",20111,101081,78634,4304660,271660,650360,73,39690,163895,175539,92287,40826,0,0,0,0,0,0,0,0,0,0,0,50,23597,82,112,0,0,0,9,0,38,0,0,62746,9
"G4200910","1890","Pennsylvania","420","Montgomery","0910","Montgomery","14","910",123290,247283,20031,39617880,1587550,2705020,335,75,1270340,602293,184431,435379,0,0,0,0,0,0,0,0,0,0,0,0,124025,96,93,0,0,0,73,104,131,30,0,382742,403
"G4200930","1890","Pennsylvania","420","Montour","0930","Montour","14","930",15645,57811,11616,3516940,221280,393550,0,11484,265860,248527,21921,165313,0,0,0,0,0,0,0,0,0,0,0,0,16036,357,179,0,4700,0,0,0,50,0,0,46868,6
"G4200950","1890","Pennsylvania","420","Northampton","0950","Northampton","14","950",84220,176198,18675,15837360,903680,1517510,529,3762,789987,575758,222337,509294,0,0,0,0,0,0,0,0,0,0,0,0,42879,46,324,0,0,0,35,0,106,743,0,276786,210
"G4200970","1890","Pennsylvania","420","Northumberland","0970","Northumberland","14","970",74698,164640,36961,10180840,540510,989350,0,29500,710357,567897,80044,397095,0,0,1,0,15,0,0,0,0,124,0,0,39779,485,879,0,152700,0,22,306,100,600,0,269783,183
"G4200990","1890","Pennsylvania","420","Perry","0990","Perry","14","990",26276,149947,100585,6949730,379870,890040,115,5495,656705,474868,24797,335050,0,0,0,0,0,0,0,0,0,42,40,25,38675,1305,772,0,0,0,3,7,30,73,2,136621,2460
"G4201010","1890","Pennsylvania","420","Philadelphia","1010","Philadelphia","14","1010",1046964,31166,2236,15632770,369110,488520,0,2,115652,14862,14350,59752,0,0,0,0,0,0,0,0,0,0,,,14612,0,0,0,0,0,38,20,158,0,0,263307,85
"G4201030","1890","Pennsylvania","420","Pike","1030","Pike","14","1030",9412,34546,137416,2721900,122000,287350,12,18643,49670,45544,20011,3669,0,0,0,0,0,0,0,0,0,0,22,33,11782,0,7,0,0,0,0,0,0,0,5,36523,2
"G4201050","1890","Pennsylvania","420","Potter","1050","Potter","14","1050",22778,104864,122771,5331650,263580,925775,4447,84246,19996,331410,2215,3819,0,0,0,0,0,0,0,0,0,0,164072,6355,49628,1,19,0,1800,0,532,172,277,0,0,126824,0
"G4201070","1890","Pennsylvania","420","Schuylkill","1070","Schuylkill","14","1070",154163,136825,72195,9536640,506040,1024370,30,13915,356480,370926,79045,137250,0,0,0,0,0,0,0,0,0,0,0,0,55301,196,314,0,0,0,20,10,53,265,0,343628,232
"G4201090","1890","Pennsylvania","420","Snyder","1090","Snyder","14","1090",17651,109735,35820,5305660,253050,660680,26,2897,484578,378933,36080,278033,0,0,0,0,0,0,0,0,0,0,6,3,27096,717,655,0,1500,0,60,8,85,796,0,119332,141
"G4201110","1890","Pennsylvania","420","Somerset","1110","Somerset","14","1110",37317,280875,199764,11726250,552610,1648715,12032,101237,306779,750985,53654,241785,0,0,30,5,67,0,0,0,0,0,854716,14058,88248,1809,1515,0,0,0,20,4,461,0,0,107608,84
"G4201130","1890","Pennsylvania","420","Sullivan","1130","Sullivan","14","1130",11620,52731,40293,2300140,158230,428020,161,37864,62528,117444,6167,9154,0,0,14,0,0,0,0,0,0,0,25409,1800,20276,4,58,0,0,0,5,3,12,0,0,25448,0
"G4201150","1890","Pennsylvania","420","Susquehanna","1150","Susquehanna","14","1150",40093,317631,143506,12458160,694315,2250260,813,139435,198742,519708,21563,9464,0,0,0,0,0,0,0,0,0,0,63329,10763,129420,33,133,0,50,0,86,43,137,0,0,168238,11
"G4201170","1890","Pennsylvania","420","Tioga","1170","Tioga","14","1170",52313,272232,146196,13501522,691500,2038010,32113,300206,137904,870747,5953,34766,0,0,0,0,0,0,0,0,0,100,170767,9609,124054,63,400,0,498752,700,720,134,949,0,0,180308,0
"G4201190","1890","Pennsylvania","420","Union","1190","Union","14","1190",17820,82475,19529,6873970,283740,619215,280,952,398784,391698,8347,326658,0,0,0,0,0,0,0,0,0,226,50,0,26525,460,475,0,8700,0,13,1,53,100,0,73215,115
"G4201210","1890","Pennsylvania","420","Venango","1210","Venango","14","1210",46640,165197,97878,8134680,419090,1191530,656,99269,279839,552841,6292,64674,0,0,0,0,0,0,0,0,0,0,200,533,53078,370,143,0,0,0,10,0,21,0,0,139436,31
"G4201230","1890","Pennsylvania","420","Warren","1230","Warren","14","1230",37585,140230,98994,7006540,348400,1108535,5241,42956,97087,372119,3643,18357,0,0,0,0,0,0,0,0,0,0,44570,1997,56487,0,9,0,0,0,66,70,39,0,0,171939,0
"G4201250","1890","Pennsylvania","420","Washington","1250","Washington","14","1250",71155,442942,73462,34093540,833170,3728160,17750,694,1476835,999858,8910,561280,0,0,0,0,0,0,0,0,0,2335,1141,1751,131744,583,2164,0,30,0,112,26,86,2595,0,181611,391
