GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002,AJ1001,AJ1002,AJ1003,AJ1004,AJ1005,AJ1006,AJ1007,AJ1008,AJ1009,AJ1010,AJ1011,AJ1012,AJ1013,AJ1014,AJ1015,AJ1016,AJ1017,AJ1018,AJ1019,AJ1020,AJ1021,AJ1022,AJ1023,AJ1024,AJ1025,AJ1026,AJ1027,AJ1028,AJ1029,AJ1030,AJ1031,AJ1032,AJ1033,AJ1034
"G0500410","1870","Arkansas","050","Desha","0410","Desha","42","410",6125,33202,92633,6816,976504,35412,0,380,0,94797,100,0,0,0,0,8166,167,79,7041,11387,0,25062,395,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"G0500430","1870","Arkansas","050","Drew","0430","Drew","42","430",9960,40325,163941,33668,567745,26236,0,8828,85,222140,9850,17,0,0,430,6661,2497,1225,3470,32775,15,1118,25,40,0,1,0,0,0,0,0,0,0,0,0,50,0,0,17,840
"G0500470","1870","Arkansas","050","Franklin","0470","Franklin","42","470",9627,35896,76129,2752,818329,43818,11304,1781,98,323444,4918,0,0,0,5874,4796,3584,427,13520,23689,0,71692,0,0,271,0,0,0,0,0,0,0,0,0,0,0,5354,0,25,2285
"G0500490","1870","Arkansas","050","Fulton","0490","Fulton","42","490",4843,14435,88232,157,309397,22148,75,18416,1144,141925,10598,75,0,0,22750,276,5197,144,3587,2870,31,21395,400,300,15,1,0,0,0,0,0,0,0,0,0,0,6051,0,5,215
"G0500530","1870","Arkansas","050","Grant","0530","Grant","42","530",3943,13038,77670,0,151317,20360,110,3548,126,105664,3716,0,0,0,3919,1145,3178,1720,2678,22147,0,48118,0,0,0,0,0,0,0,100,0,0,0,0,0,1380,0,0,382,11052
"G0500550","1870","Arkansas","050","Greene","0550","Greene","42","550",7573,19513,1073,75025,381480,10005,111,10779,81,208352,10623,60,2,0,16912,983,4649,162,7691,12904,10,30742,30,0,55,0,14,0,0,0,0,0,0,0,0,0,9228,0,421,5732
"G0500570","1870","Arkansas","050","Hempstead","0570","Hempstead","42","570",13768,51279,1318,125308,733528,190397,1488,120,60,683425,2713,0,0,30,875,10664,40,185,7261,40541,0,13152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0500590","1870","Arkansas","050","Hot Spring","0590","Hot Spring","42","590",5877,18663,41365,927,208837,20830,1047,4749,451,196848,4244,43,2,20,4845,843,2927,2995,5543,15851,50,59667,66,3178,8,0,1,0,0,0,0,0,0,0,0,0,4859,75,412,5631
"G0500630","1870","Arkansas","050","Independence","0630","Independence","42","630",14566,58842,184447,7504,1236732,79127,0,38653,1230,508005,30820,0,0,471,21336,5613,8178,17,17574,21483,0,139225,0,20,414,0,0,0,0,0,0,0,0,0,0,600,6839,0,372,4322
"G0500650","1870","Arkansas","050","Izard","0650","Izard","42","650",6806,31409,787,132616,400145,62100,686,19390,3396,303242,17358,5,60,0,24975,1568,6885,612,11107,13435,92,92686,20,3,1,0,0,0,0,0,0,0,0,0,0,10496,1685,0,369,5073
"G0500670","1870","Arkansas","050","Jackson","0670","Jackson","42","670",7268,20555,60422,8437,648361,45662,7,933,125,115215,1346,152,0,0,33,3996,895,123,4981,4105,0,50395,306,600,40,0,23,0,0,0,0,0,0,0,0,0,90,0,107,2372
"G0500690","1870","Arkansas","050","Jefferson","0690","Jefferson","42","690",15733,70883,125478,3200,2460271,112137,42,188,7,303125,1673,60,0,0,0,18390,485,0,667,3840,6,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
"G0500710","1870","Arkansas","050","Johnson","0710","Johnson","42","710",9152,31953,209,113894,912064,23774,3919,9945,809,275185,21159,0,0,0,11915,4489,4290,123,7048,16890,0,70493,7,0,45,0,0,0,0,0,0,0,0,0,0,1940,98,0,235,11892
"G0500730","1870","Arkansas","050","Lafayette","0730","Lafayette","42","730",9139,68108,149848,17405,1215616,55693,50,24,0,247004,140,0,0,0,0,9572,192,108,2462,22303,0,18055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
"G0500750","1870","Arkansas","050","Lawrence","0750","Lawrence","42","750",5981,6787,21261,1745,164890,9050,0,285,10,47450,1545,0,0,0,375,1023,778,2,2864,1646,0,15867,0,0,0,0,0,25,0,0,0,0,0,0,0,0,774,0,141,851
"G0500810","1870","Arkansas","050","Little River","0810","Little River","42","810",3236,10843,24429,0,289337,11371,0,0,0,136500,0,0,0,0,0,4966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8049,0,0,0
"G0500870","1870","Arkansas","050","Madison","0870","Madison","42","870",8231,32863,2315,74232,623845,34563,0,68779,912,374171,17973,0,0,0,14080,8,13110,1149,23059,10763,0,160187,0,0,263,0,20,0,0,0,0,0,0,0,0,0,14291,0,596,2508
"G0500890","1870","Arkansas","050","Marion","0890","Marion","42","890",3979,12020,1462,45009,149545,18305,1301,11521,826,115169,4121,356,0,880,19361,302,3352,527,3906,3010,6,39024,25,20,179,7,47,0,0,200,4,0,0,0,0,0,4720,0,231,2058
"G0500930","1870","Arkansas","050","Mississippi","0930","Mississippi","42","930",3633,12573,63932,80,477166,21356,0,23,0,120700,100,0,0,0,0,3587,425,157,7416,3780,0,31412,0,0,92,0,0,0,0,10,0,0,0,0,0,0,10,0,234,3416
"G0500950","1870","Arkansas","050","Monroe","0950","Monroe","42","950",8336,31852,5754,50941,1266794,43305,335,48,0,184358,396,0,0,0,100,7334,376,36,1208,8205,0,260,0,0,11,0,0,0,0,0,0,0,0,0,0,0,83,0,0,300
"G0500970","1870","Arkansas","050","Montgomery","0970","Montgomery","42","970",2984,9664,20172,1623,133835,7065,0,3072,227,93739,2596,0,0,0,3044,273,2051,0,1897,5100,0,19252,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2065,0,172,2007
"G0501010","1870","Arkansas","050","Newton","1010","Newton","42","1010",4374,14256,14814,0,226030,7366,0,9830,384,169825,7741,5,0,0,13645,0,4435,231,7074,3944,2,43292,0,0,1,0,0,0,0,0,0,0,0,0,60,0,3472,0,644,14019
"G0501030","1870","Arkansas","050","Ouachita","1030","Ouachita","42","1030",12975,66852,209523,5030,837802,70730,0,1311,447,279589,2258,0,0,0,235,6467,8398,7762,2902,20680,1410,20933,0,400,505,0,0,0,0,0,0,0,0,0,0,0,735,0,292,22150
"G0501050","1870","Arkansas","050","Perry","1050","Perry","42","1050",2685,8763,36386,0,242765,10215,431,1138,6,85115,3631,0,0,0,3297,980,1275,52,2664,4902,0,15607,0,0,2,0,0,0,0,0,0,0,0,0,0,0,342,0,478,4507
"G0501070","1870","Arkansas","050","Phillips","1070","Phillips","42","1070",15372,49947,33393,4436,1943465,18047,0,3180,170,293849,2675,0,0,0,9000,18002,0,0,654,2371,0,40,0,100,5,0,0,0,0,0,0,0,0,0,0,0,30,0,0,45
"G0501090","1870","Arkansas","050","Pike","1090","Pike","42","1090",3788,12966,498,52627,200697,14617,1734,966,17,122358,3275,10,0,0,2474,1109,4061,1038,2985,10842,0,21329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3323,0,389,5741
"G0501110","1870","Arkansas","050","Poinsett","1110","Poinsett","42","1110",1720,5388,976,16592,100945,4684,60,558,10,36670,935,0,0,0,0,892,314,1188,2532,4147,0,18760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317
"G0501130","1870","Arkansas","050","Polk","1130","Polk","42","1130",3376,5669,14037,0,67070,5389,2153,33,157,75883,5349,0,0,0,6906,259,2049,243,3070,7713,0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,2859,0,0,293,5049
"G0501150","1870","Arkansas","050","Pope","1150","Pope","42","1150",8386,26892,61843,180,669301,18723,21363,0,180,225152,10834,0,0,0,1015,3070,718,237,6306,8114,0,42797,0,0,9,0,0,0,0,0,0,0,0,0,0,1240,0,0,12,275
"G0501170","1870","Arkansas","050","Prairie","1170","Prairie","42","1170",5604,13101,72617,9741,356045,11541,354,532,100,81618,2417,0,0,70850,11335,3332,945,666,4398,4671,10,3718,400,286,2130,0,0,0,0,0,0,0,0,0,0,675,0,0,210,1166
"G0501190","1870","Arkansas","050","Pulaski","1190","Pulaski","42","1190",32066,62702,150472,4347,2633509,105574,919,8754,678,516519,16442,0,0,0,0,14891,897,715,26252,41743,215,161370,0,19850,14,0,0,0,0,0,0,0,0,0,0,1390,1117,0,80,1289
"G0501210","1870","Arkansas","050","Randolph","1210","Randolph","42","1210",7466,25109,90749,8570,448530,31421,30,16733,197,265990,18293,0,0,0,11130,686,7643,802,7829,7257,0,57450,0,0,14,0,0,0,0,0,0,0,0,0,0,6950,0,0,13,725
"G0501230","1870","Arkansas","050","St Francis","1230","St Francis","42","1230",6714,22175,26189,246,355410,5435,357,280,0,141911,880,0,0,0,0,3757,506,10,2440,8850,0,32760,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"G0501250","1870","Arkansas","050","Saline","1250","Saline","42","1250",3911,18820,43568,870,311603,12336,10066,824,342,186040,8689,0,0,0,3816,603,3438,642,5874,15899,0,69292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4293,0,929,11457
"G0501270","1870","Arkansas","050","Scott","1270","Scott","42","1270",7483,30320,1168,65939,394421,17469,7913,5228,467,304408,9940,45,89,0,30411,678,3128,48,1338,5223,5,71530,15,0,18,0,2,0,0,0,0,0,0,0,100,0,5855,0,220,8756
"G0501290","1870","Arkansas","050","Searcy","1290","Searcy","42","1290",5614,18773,22217,8597,309501,12883,1067,20894,1326,263812,11852,98,0,0,25008,2180,4389,29,6715,7212,150,2990,0,4000,3,0,0,0,0,0,0,0,0,0,0,0,2576,0,448,10554
"G0501310","1870","Arkansas","050","Sebastian","1310","Sebastian","42","1310",12940,38926,118562,9559,1190008,64744,55,18463,902,362019,16084,547,25,0,28289,2215,3494,225,13703,25453,0,142347,55,2504,1099,27,24,0,0,0,0,0,0,0,0,0,11675,0,312,8098
"G0501330","1870","Arkansas","050","Sevier","1330","Sevier","42","1330",4492,17379,74394,2594,312220,24895,0,1919,58,123045,2108,45,0,0,3367,2189,3761,1392,2823,11873,0,23075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,0,286,6446
"G0501350","1870","Arkansas","050","Sharp","1350","Sharp","42","1350",5400,22755,103321,165,365760,28657,70,13373,2222,200090,13447,0,0,20,13166,1046,6617,40,5951,7709,34,56600,78,0,10,0,10,0,0,0,0,0,0,0,0,0,7432,0,113,1094
"G0501390","1870","Arkansas","050","Union","1390","Union","42","1390",10571,66932,236581,3405,794650,12565,0,641,679,232038,2956,0,0,0,0,6181,8238,9308,5650,56623,825,44471,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,1274,20562
"G0501410","1870","Arkansas","050","Van Buren","1410","Van Buren","42","1410",5107,16556,42661,0,269730,14068,0,3921,478,165710,11116,0,0,0,7264,1038,2270,70,6199,6104,0,52985,0,0,2,0,0,0,0,0,0,0,58,0,0,1962,0,0,224,3690
"G0501430","1870","Arkansas","050","Washington","1430","Washington","42","1430",17266,73145,3409,203873,2037060,43736,135,156486,186,580687,71938,30,0,0,116176,81,14876,220,40229,18562,475,156648,40,4,760,6,0,0,0,0,0,0,0,0,0,26827,0,0,31,1630
"G0501450","1870","Arkansas","050","White","1450","White","42","1450",10347,45924,135753,28747,532877,52023,0,5567,38,323603,21039,20,0,0,8217,4925,6880,889,11613,21816,44,75875,0,0,5,0,2,0,0,0,0,0,0,0,0,1745,1423,0,474,7112
"G0501470","1870","Arkansas","050","Woodruff","1470","Woodruff","42","1470",6891,25665,487,82030,529450,59143,50,110,0,145495,105,0,0,0,0,5880,544,211,1957,1772,0,18780,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,127,820
"G0501490","1870","Arkansas","050","Yell","1490","Yell","42","1490",8048,22773,66331,11211,734354,15825,213,13589,192,206075,11890,0,0,0,4404,3671,2999,193,6269,15932,0,97302,25,0,10,0,0,0,0,0,0,0,0,0,0,0,65,0,20,8097
"G0600010","1870","California","060","Alameda","0010","Alameda","71","10",24237,178661,625,36762,16747770,201425,854888,0,46,27288,69080,668975,670,0,0,0,138975,9520,114053,2205,2785,198910,430,343425,23464,0,0,7010,0,0,500,0,0,0,0,0,0,0,0,150
"G0600030","1870","California","060","Alpine","0030","Alpine","71","30",685,12365,1180,125564,82800,7790,1294,0,25,308,3113,8269,25,0,0,0,281700,0,6005,0,0,57290,50,275,994,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,75
"G0600050","1870","California","060","Amador","0050","Amador","71","50",9582,41534,2640,17142,486400,46015,16678,0,310,36760,130,51815,0,0,0,0,73010,16208,9898,1060,54165,43700,950,1600,5908,0,0,12050,0,0,0,0,0,0,0,0,0,0,0,2520
"G0600070","1870","California","060","Butte","0070","Butte","71","70",11403,187995,4967,25703,2423300,107345,746162,0,2720,16490,6140,339698,0,0,0,0,351023,115,2043,268,27919,24445,3000,13650,11799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260
"G0600090","1870","California","060","Calaveras","0090","Calaveras","71","90",8895,41000,13666,25382,221245,25445,8341,0,0,4535,0,37395,0,0,0,0,129025,4590,6695,400,99860,66357,3545,5782,6213,0,0,200,0,0,0,0,0,0,0,0,0,0,606,4700
"G0600110","1870","California","060","Colusa","0110","Colusa","71","110",6165,223337,29395,227595,4408064,143563,701174,0,0,2330,480,386468,0,0,1000,0,1086599,153,1708,364,170,37577,500,36,11214,8,0,12000,0,0,0,0,0,0,0,0,3,0,200,2663
"G0600130","1870","California","060","Contra Costa","0130","Contra Costa","71","130",8461,279100,6140,18017,4936635,149019,925054,0,40,280,67025,358350,0,0,0,0,58800,1080,1020,0,10330,153936,64890,125,18658,0,0,0,0,0,40,0,0,0,0,0,0,0,217,5197
"G0600150","1870","California","060","Del Norte","0150","Del Norte","71","150",2022,9877,4065,7965,165950,7895,7423,0,0,505,14955,2550,85,0,0,0,3471,1909,20495,0,0,35853,0,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295
"G0600170","1870","California","060","El Dorado","0170","El Dorado","71","170",10309,73823,29264,27196,672285,24927,3997,0,567,581,268,8642,0,0,0,0,50096,151,4693,0,118831,215530,27691,638,6235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670
"G0600190","1870","California","060","Fresno","0190","Fresno","71","190",6336,24536,6191,108327,629705,33915,19765,0,205,3930,0,18875,100,0,40,0,191594,215,4268,1650,0,5600,400,30,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,150,6150
"G0600230","1870","California","060","Humboldt","0230","Humboldt","71","230",6140,89851,11647,17832,1244775,52428,32284,0,0,10022,137022,31907,70,0,370,0,51867,54316,372924,140,5,112580,850,0,7426,50,97,0,0,90,315,0,0,0,0,0,0,0,0,1430
"G0600270","1870","California","060","Inyo","0270","Inyo","71","270",1956,4988,0,7898,148520,22550,13629,0,40,22915,2175,4905,50,0,0,0,0,695,6336,0,0,20940,0,1900,1456,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0
"G0600290","1870","California","060","Kern","0290","Kern","71","290",2925,9066,310,244070,339650,14375,13700,0,0,3575,590,26270,0,0,0,0,281100,945,6050,420,0,3150,0,1000,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400
"G0600315","1870","California","060","Klamath","0315","Klamath","71","315",1686,3309,4020,5108,69850,2859,2360,0,527,1505,2375,550,0,0,0,0,72,1043,9548,10,580,6275,200,46,693,0,0,0,0,0,0,0,0,0,0,0,0,0,50,80
"G0600330","1870","California","060","Lake","0330","Lake","71","330",2969,17508,619,115183,713100,44931,87016,0,850,11615,3894,67946,200,0,0,0,58046,257,5154,0,16,84268,63340,339,5296,0,0,0,200,0,0,0,0,0,0,0,0,0,25,8945
"G0600350","1870","California","060","Lassen","0350","Lassen","71","350",1327,37353,100,8142,297800,27780,12904,0,40,205,36497,93926,998,0,0,0,75,0,6170,0,0,59494,1700,0,9120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600370","1870","California","060","Los Angeles","0370","Los Angeles","71","370",15309,234883,0,371429,4245885,76123,12210,0,7408,454896,253,153080,200,0,150,0,962603,18339,20407,3310,531710,25836,300,16399,11249,0,0,17000,0,0,0,860,0,0,0,0,0,0,200,65590
"G0600410","1870","California","060","Marin","0410","Marin","71","410",6903,247186,23197,44368,5532313,170665,57880,0,1070,320,297744,37755,680,0,0,0,6692,202,157245,0,800,2107755,381300,59400,12054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600430","1870","California","060","Mariposa","0430","Mariposa","71","430",4572,24184,44310,14702,346500,4300,4275,0,90,455,350,8135,0,0,100,0,87816,217,1712,100,395,8290,0,2050,2499,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"G0600450","1870","California","060","Mendocino","0450","Mendocino","71","450",7545,62043,14950,79382,1364643,66832,95639,0,1338,6878,129971,64670,33,0,30,0,178493,206,83473,0,500,62692,330,0,10116,0,0,59400,0,0,0,0,0,0,0,0,0,0,0,0
"G0600470","1870","California","060","Merced","0470","Merced","71","470",2807,474755,4138,82838,2324112,72100,218162,0,0,14456,750,142436,0,0,0,0,231072,1296,13830,11330,10815,232530,229298,799,8195,0,0,0,0,0,0,60,0,0,0,0,0,0,30,1245
"G0600510","1870","California","060","Mono","0510","Mono","71","510",430,9190,2500,11770,84300,13825,6144,0,27,325,4173,12704,0,0,0,0,7000,150,4982,0,0,35685,4100,0,2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"G0600530","1870","California","060","Monterey","0530","Monterey","71","530",9876,150291,11196,847674,5150298,230296,744093,0,0,3570,21411,681115,700,0,59120,0,1054310,131213,69850,1200,5200,423385,713550,1360,18927,0,0,30000,0,0,1608,0,0,0,0,0,0,0,470,13701
"G0600550","1870","California","060","Napa","0550","Napa","71","550",7163,38539,1572,48480,1998190,41885,264240,0,1250,10190,3780,34890,0,0,0,0,20789,25,2458,785,46745,56860,0,0,4555,0,0,0,0,0,0,0,0,0,0,0,0,0,130,400
"G0600570","1870","California","060","Nevada","0570","Nevada","71","570",19134,7974,20943,8521,508750,40810,585,0,80,306,190,200,0,0,0,0,0,413,5548,0,10183,50741,1600,52720,4804,0,0,1900,0,0,0,167,0,0,0,0,0,0,110,400
"G0600610","1870","California","060","Placer","0610","Placer","71","610",11357,71057,7283,64519,994200,54360,102402,0,1301,1000,2510,57261,0,0,0,0,169033,0,2208,3345,61209,72125,850,11115,6665,0,0,50,0,0,0,0,0,0,0,0,0,0,25,5835
"G0600630","1870","California","060","Plumas","0630","Plumas","71","630",4489,66131,2140,100,441510,43675,15212,0,0,190,63474,16345,10,0,0,0,13023,100,14848,0,0,234725,0,1975,15765,0,83,0,0,0,0,0,0,0,0,0,0,0,0,650
"G0600670","1870","California","060","Sacramento","0670","Sacramento","71","670",26830,318659,5699,101763,5052160,177250,126135,0,2100,62280,10910,589513,500,0,0,0,515213,20510,72055,148920,74797,439835,88050,113100,21827,590,0,319500,0,0,0,1900,0,0,0,0,0,0,906,17485
"G0600710","1870","California","060","San Bernardino","0710","San Bernardino","71","710",3988,7129,860,14504,191242,12770,10356,0,45,12250,50,51906,0,0,0,0,71075,419,1542,785,48730,21510,7000,0,1808,70,0,2,0,0,0,0,0,0,0,0,0,0,729,17880
"G0600730","1870","California","060","San Diego","0730","San Diego","71","730",4951,10963,503,321495,782662,24737,32947,0,4,9330,260,18745,0,0,0,34,9250,554,3572,85,1000,11528,2300,100,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818
"G0600750","1870","California","060","San Francisco","0750","San Francisco","71","750",149473,3792,0,4506,5817400,31205,0,0,0,0,0,500,0,0,0,0,0,0,128800,0,0,0,0,1832887,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600770","1870","California","060","San Joaquin","0770","San Joaquin","71","770",21050,428061,0,2410,7874365,545146,2360925,0,220,37350,600,1027016,0,0,0,0,86760,665,7095,2300,21165,292060,25111,161000,41214,0,500,300,0,0,0,0,0,0,0,0,0,0,0,51000
"G0600790","1870","California","060","San Luis Obispo","0790","San Luis Obispo","71","790",4772,457846,12058,85828,1869673,32196,38864,0,10,25982,780,126604,0,0,0,0,903863,16519,5741,550,0,156340,341259,18000,5714,0,0,0,0,0,0,0,0,0,0,0,0,0,147,7035
"G0600810","1870","California","060","San Mateo","0810","San Mateo","71","810",6635,44626,15060,98259,3397701,113407,107049,0,520,278,294318,171207,400,0,0,0,12625,9844,329875,0,500,285460,469295,635235,19065,0,0,20000,0,30000,6842,0,0,0,0,0,0,0,0,1050
"G0600830","1870","California","060","Santa Barbara","0830","Santa Barbara","71","830",7784,40026,11746,739528,5323963,103805,20200,0,0,158374,514,187871,8735,0,1530,0,996200,41943,26539,3359,6275,81088,34500,14115,8655,0,0,1800,0,0,2899,0,0,0,0,0,0,0,217,5431
"G0600850","1870","California","060","Santa Clara","0850","Santa Clara","71","850",26246,168315,21246,128545,12022722,380902,1188137,0,440,13084,15134,405575,0,0,0,0,179465,10021,31764,100,85150,179675,525290,115665,45779,0,0,94000,0,0,0,0,0,0,0,0,130,0,10,1920
"G0600870","1870","California","060","Santa Cruz","0870","Santa Cruz","71","870",8743,38352,44351,20905,1870800,36960,115687,0,75,22795,56690,72155,435,0,0,0,3100,12204,34253,245,14550,120955,120225,1400,8664,0,0,0,0,250,1078,0,0,0,0,0,0,0,0,875
"G0600890","1870","California","060","Shasta","0890","Shasta","71","890",4173,22332,6680,9673,324973,31780,29569,0,143,2455,2227,54636,12,0,0,0,15820,945,9748,1735,19287,30150,2190,1205,5034,5,44,1000,0,0,0,0,0,0,0,0,0,0,85,10980
"G0600910","1870","California","060","Sierra","0910","Sierra","71","910",5619,13204,4817,5016,170950,15075,7794,0,220,0,8250,10415,0,0,0,0,0,0,8451,0,400,39200,0,6100,7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600930","1870","California","060","Siskiyou","0930","Siskiyou","71","930",6848,66674,688,30306,724755,69246,116107,0,821,3167,131383,55138,25,0,0,0,43858,150,17066,0,525,95800,2300,1000,12392,0,36,0,0,0,0,0,0,0,0,0,0,0,100,9570
"G0600950","1870","California","060","Solano","0950","Solano","71","950",16871,360536,100,11276,10170758,466910,1949418,0,20,3750,5442,443400,3060,0,1000,0,306817,4495,1950,960,54780,119969,4000,108200,37469,0,0,50,0,1400,0,0,0,0,0,0,0,0,0,4390
"G0600970","1870","California","060","Sonoma","0970","Sonoma","71","970",19819,402026,38392,58139,10079184,429579,618425,0,2120,145792,323961,195456,840,0,469,0,230394,2616,369154,107,308496,1060266,246900,20640,35571,0,76,10382,0,0,12,5,0,0,0,0,0,0,87,5266
"G0600990","1870","California","060","Stanislaus","0990","Stanislaus","71","990",6499,389239,19006,132811,4302840,368542,1650725,0,400,15700,0,632950,0,0,0,0,749263,180,1750,0,5140,52625,0,2190,15191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050
"G0601010","1870","California","060","Sutter","1010","Sutter","71","1010",5030,197966,6998,28599,2072288,118981,673749,0,850,26513,4150,452911,0,0,0,0,126657,5800,1612,9480,14630,117875,0,25550,14100,44,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"G0601030","1870","California","060","Tehama","1030","Tehama","71","1030",3587,185390,2230,21568,1353815,78340,404722,0,0,625,3801,108323,0,0,0,0,445456,0,260,350,33000,68185,0,8000,6549,0,0,140,0,0,0,0,0,0,0,0,0,0,100,620
"G0601050","1870","California","060","Trinity","1050","Trinity","71","1050",3213,2307,155,6070,78550,9550,9898,0,20,795,1460,735,0,0,0,0,0,247,5658,0,0,8820,200,250,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100
"G0601070","1870","California","060","Tulare","1070","Tulare","71","1070",4533,35028,1530,52086,812900,81605,53605,0,0,9750,0,85110,0,0,0,0,660645,50,8685,2100,5430,37490,200,0,4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250
"G0601090","1870","California","060","Tuolumne","1090","Tuolumne","71","1090",8150,18736,5110,39302,296365,17640,21920,0,120,137,40,7995,0,0,0,0,48525,95,5260,0,51590,26760,350,4400,5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100
"G0601130","1870","California","060","Yolo","1130","Yolo","71","1130",9899,307159,3837,180741,8720586,294942,2025612,0,0,2140,1320,499926,4100,0,0,0,437048,6338,15520,2930,10250,186929,18750,77300,27186,586,140,3200,0,0,0,595,0,0,0,0,0,0,150,14520
"G0601150","1870","California","060","Yuba","1150","Yuba","71","1150",10851,79231,29756,46093,1350827,148989,147347,0,213,33245,27867,270271,0,0,0,0,63425,3057,9256,1442,76743,100695,8280,32020,14081,0,0,30060,0,0,0,0,0,0,0,0,0,0,109,2555
"G0850015","1870","Colorado Territory","085","Arapahoe","0015","Arapahoe","62","50",6829,6738,321,13599,387600,28240,39928,1450,1042,24290,46687,9659,4,0,0,0,0,1985,16585,0,0,34905,570,11150,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0850035","1870","Colorado Territory","085","Bent","0035","Bent","62","110",592,985,0,7070,56090,3788,1637,0,0,7760,2939,0,0,0,0,0,8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0850055","1870","Colorado Territory","085","Boulder","0055","Boulder","62","130",1939,14365,0,28308,575650,36267,54441,450,982,21060,71183,3609,19,0,0,0,0,100,11964,0,0,84253,950,0,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0850075","1870","Colorado Territory","085","Clear Creek","0075","Clear Creek","62","190",1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0850095","1870","Colorado Territory","085","Conejos","0095","Conejos","62","210",2504,5218,0,18591,125032,17780,9222,0,0,459,852,0,0,0,580,0,71076,619,2001,0,0,800,8145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0850115","1870","Colorado Territory","085","Costilla","0115","Costilla","62","230",1779,5583,0,16022,90819,13747,7420,0,0,1650,2155,30,0,0,310,0,45020,339,500,0,0,13430,951,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0850135","1870","Colorado Territory","085","Douglas","0135","Douglas","62","350",1388,7899,1067,6412,137780,20007,8261,0,232,5050,22891,4436,13,0,0,0,0,16,7271,60,20,65735,4500,5800,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0850155","1870","Colorado Territory","085","El Paso","0155","El Paso","62","410",987,4457,545,10497,147380,11135,8876,0,0,11455,11727,1135,0,0,0,0,16900,0,300,0,0,15065,6600,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0850175","1870","Colorado Territory","085","Fremont","0175","Fremont","62","430",1064,2632,193,4925,79050,6215,5511,0,0,16585,8096,0,14,0,0,0,0,10,0,0,0,6125,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0850195","1870","Colorado Territory","085","Gilpin","0195","Gilpin","62","470",5490,1194,1350,2016,99200,3805,670,0,0,0,1150,0,0,0,0,0,0,0,21665,0,0,2220,0,2520,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0850215","1870","Colorado Territory","085","Greenwood","0215","Greenwood","62","495",510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
