GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AG3001,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006,AG6001,AG6002
"G4700750","1860","Tennessee","470","Haywood","0750","Haywood","54","750",19232,8165,41,11026,0,,,192234,973750
"G4700770","1860","Tennessee","470","Henderson","0770","Henderson","54","770",14491,11189,19,3283,0,,,113935,677337
"G4700790","1860","Tennessee","470","Henry","0790","Henry","54","790",19133,13592,11,5530,0,,,118830,957199
"G4700810","1860","Tennessee","470","Hickman","0810","Hickman","54","810",9312,7532,27,1753,0,,,79313,675811
"G4700850","1860","Tennessee","470","Humphreys","0850","Humphreys","54","850",9096,7619,14,1463,0,,,53364,478347
"G4700870","1860","Tennessee","470","Jackson","0870","Jackson","54","870",11725,10467,46,1212,0,,,47696,507323
"G4700890","1860","Tennessee","470","Jefferson","0890","Jefferson","54","890",16043,13777,170,2096,0,,,170131,411302
"G4700910","1860","Tennessee","470","Johnson","0910","Johnson","54","910",5018,4757,28,233,0,,,25943,137114
"G4700930","1860","Tennessee","470","Knox","0930","Knox","54","930",22813,20020,423,2370,0,,,202253,846253
"G4700970","1860","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",7559,4684,21,2854,0,,,67461,462579
"G4700990","1860","Tennessee","470","Lawrence","0990","Lawrence","54","990",9320,8136,24,1160,0,,,48699,386620
"G4701010","1860","Tennessee","470","Lewis","1010","Lewis","54","1010",2241,1992,2,247,0,,,13492,135380
"G4701030","1860","Tennessee","470","Lincoln","1030","Lincoln","54","1030",22828,15926,55,6847,0,,,230773,2029500
"G4701070","1860","Tennessee","470","McMinn","1070","Mcminn","54","1070",13555,11547,96,1909,3,,,129599,649487
"G4701090","1860","Tennessee","470","McNairy","1090","Mcnairy","54","1090",14732,12810,22,1900,0,,,105577,813021
"G4701110","1860","Tennessee","470","Macon","1110","Macon","54","1110",7290,6244,117,929,0,,,38837,419524
"G4701130","1860","Tennessee","470","Madison","1130","Madison","54","1130",21535,11440,83,10012,0,,,255315,1044553
"G4701150","1860","Tennessee","470","Marion","1150","Marion","54","1150",6190,5487,25,678,0,,,41938,284111
"G4701170","1860","Tennessee","470","Marshall","1170","Marshall","54","1170",14592,10064,48,4480,0,,,156181,1498709
"G4701190","1860","Tennessee","470","Maury","1190","Maury","54","1190",32498,17701,143,14654,0,,,281902,3371005
"G4701210","1860","Tennessee","470","Meigs","1210","Meigs","54","1210",4667,4021,7,638,1,,,45342,259222
"G4701230","1860","Tennessee","470","Monroe","1230","Monroe","54","1230",12607,10899,108,1600,0,,,124854,686677
"G4701250","1860","Tennessee","470","Montgomery","1250","Montgomery","54","1250",20895,11235,106,9554,0,,,140897,915753
"G4701290","1860","Tennessee","470","Morgan","1290","Morgan","54","1290",3353,3192,41,120,0,,,18788,141205
"G4701310","1860","Tennessee","470","Obion","1310","Obion","54","1310",12817,10380,38,2399,0,,,108009,742748
"G4701330","1860","Tennessee","470","Overton","1330","Overton","54","1330",12637,11452,98,1087,0,,,55547,480891
"G4701350","1860","Tennessee","470","Perry","1350","Perry","54","1350",6042,5486,8,548,0,,,36538,398824
"G4701390","1860","Tennessee","470","Polk","1390","Polk","54","1390",8726,8228,31,434,33,,,34124,181793
"G4701410","1860","Tennessee","470","Putnam","1410","Putnam","54","1410",8558,7840,36,682,0,,,45647,386037
"G4701430","1860","Tennessee","470","Rhea","1430","Rhea","54","1430",4991,4346,30,615,0,,,42872,258249
"G4701450","1860","Tennessee","470","Roane","1450","Roane","54","1450",13583,11730,105,1748,0,,,116275,696065
"G4701470","1860","Tennessee","470","Robertson","1470","Robertson","54","1470",15265,10375,29,4861,0,,,150094,1025925
"G4701490","1860","Tennessee","470","Rutherford","1490","Rutherford","54","1490",27918,14743,190,12984,1,,,265867,2115432
"G4701510","1860","Tennessee","470","Scott","1510","Scott","54","1510",3519,3446,14,59,0,,,12138,109188
"G4701530","1860","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",2120,1918,1,201,0,,,16095,135494
"G4701550","1860","Tennessee","470","Sevier","1550","Sevier","54","1550",9122,8520,64,538,0,,,75150,429474
"G4701570","1860","Tennessee","470","Shelby","1570","Shelby","54","1570",48092,30861,276,16953,2,,,250648,1126049
"G4701590","1860","Tennessee","470","Smith","1590","Smith","54","1590",16357,12015,114,4228,0,,,105645,1098544
"G4701610","1860","Tennessee","470","Stewart","1610","Stewart","54","1610",9896,7404,76,2415,1,,,52013,414138
"G4701630","1860","Tennessee","470","Sullivan","1630","Sullivan","54","1630",13552,12309,169,1074,0,,,124692,602550
"G4701650","1860","Tennessee","470","Sumner","1650","Sumner","54","1650",22030,14227,103,7700,0,,,182397,1596720
"G4701670","1860","Tennessee","470","Tipton","1670","Tipton","54","1670",10705,5408,9,5288,0,,,112121,640992
"G4701730","1860","Tennessee","470","Union","1730","Union","54","1730",6117,5853,82,182,0,,,28874,217906
"G4701750","1860","Tennessee","470","Van Buren","1750","Van Buren","54","1750",2581,2334,8,239,0,,,14255,136164
"G4701770","1860","Tennessee","470","Warren","1770","Warren","54","1770",11147,8760,66,2320,1,,,63474,507795
"G4701790","1860","Tennessee","470","Washington","1790","Washington","54","1790",14829,13580,297,952,0,,,154697,672576
"G4701810","1860","Tennessee","470","Wayne","1810","Wayne","54","1810",9115,7841,5,1269,0,,,58043,586501
"G4701830","1860","Tennessee","470","Weakley","1830","Weakley","54","1830",18216,13985,18,4213,0,,,137807,849665
"G4701850","1860","Tennessee","470","White","1850","White","54","1850",9381,8074,162,1145,0,,,51180,459839
"G4701870","1860","Tennessee","470","Williamson","1870","Williamson","54","1870",23827,11415,45,12367,0,,,217142,2030341
"G4701890","1860","Tennessee","470","Wilson","1890","Wilson","54","1890",26072,17787,321,7964,0,,,291411,2592550
"G4800010","1860","Texas","480","Anderson","0010","Anderson","49","10",10398,6730,0,3668,0,,,131412,625221
"G4800050","1860","Texas","480","Angelina","0050","Angelina","49","50",4271,3575,10,686,0,,,34038,268595
"G4800130","1860","Texas","480","Atascosa","0130","Atascosa","49","130",1578,1471,0,107,0,,,7168,284692
"G4800150","1860","Texas","480","Austin","0150","Austin","49","150",10139,6225,0,3914,0,,,120793,1112967
"G4800190","1860","Texas","480","Bandera","0190","Bandera","49","190",399,387,0,12,0,,,2290,22648
"G4800210","1860","Texas","480","Bastrop","0210","Bastrop","49","210",7006,4415,0,2591,0,,,59599,725462
"G4800230","1860","Texas","480","Baylor","0230","Baylor","49","230",,,,,,,,,
"G4800250","1860","Texas","480","Bee","0250","Bee","49","250",910,802,0,79,29,,,750,284480
"G4800270","1860","Texas","480","Bell","0270","Bell","49","270",4799,3794,0,1005,0,,,65171,767680
"G4800290","1860","Texas","480","Bexar","0290","Bexar","49","290",14454,13057,2,1395,0,,,12892,464172
"G4800310","1860","Texas","480","Blanco","0310","Blanco","49","310",1281,1183,0,98,0,,,13770,356683
"G4800350","1860","Texas","480","Bosque","0350","Bosque","49","350",2005,1712,0,293,0,,,9801,226260
"G4800370","1860","Texas","480","Bowie","0370","Bowie","49","370",5052,2401,0,2651,0,,,71806,324536
"G4800390","1860","Texas","480","Brazoria","0390","Brazoria","49","390",6823,2027,6,5110,0,,,531717,923981
"G4800410","1860","Texas","480","Brazos","0410","Brazos","49","410",3096,1713,0,1063,0,,,31472,376014
"G4800490","1860","Texas","480","Brown","0490","Brown","49","490",244,244,0,0,0,,,155,20782
"G4800493","1860","Texas","480","Buchanan","0493","Buchanan","49","4290",230,198,0,32,0,,,1360,53095
"G4800510","1860","Texas","480","Burleson","0510","Burleson","49","510",5683,3679,0,2003,1,,,59517,660070
"G4800530","1860","Texas","480","Burnet","0530","Burnet","49","530",2487,2252,0,235,0,,,25892,431280
"G4800550","1860","Texas","480","Caldwell","0550","Caldwell","49","550",4481,2870,1,1610,0,,,41243,518223
"G4800570","1860","Texas","480","Calhoun","0570","Calhoun","49","570",2642,2228,0,414,0,,,2875,43364
"G4800590","1860","Texas","480","Callahan","0590","Callahan","49","590",,,,,,,,,
"G4800610","1860","Texas","480","Cameron","0610","Cameron","49","610",6028,5953,66,7,2,,,35261,594750
"G4800655","1860","Texas","480","Cass (old)","0655","Cass (old)","49","670",8411,4936,0,3475,0,,,67317,358463
"G4800710","1860","Texas","480","Chambers","0710","Chambers","49","710",1508,995,0,513,0,,,15515,268062
"G4800730","1860","Texas","480","Cherokee","0730","Cherokee","49","730",12098,8849,3,3246,0,,,99089,629261
"G4800770","1860","Texas","480","Clay","0770","Clay","49","770",109,107,2,0,0,,,,
"G4800830","1860","Texas","480","Coleman","0830","Coleman","49","830",,,,,,,,,
"G4800850","1860","Texas","480","Collin","0850","Collin","49","850",9264,8217,0,1047,0,,,100115,824286
"G4800890","1860","Texas","480","Colorado","0890","Colorado","49","890",7885,4326,0,3559,0,,,212416,592512
"G4800910","1860","Texas","480","Comal","0910","Comal","49","910",4030,3837,0,193,0,,,41853,324634
"G4800930","1860","Texas","480","Comanche","0930","Comanche","49","930",709,648,0,61,0,,,6173,150403
"G4800950","1860","Texas","480","Concho","0950","Concho","49","950",,,,,,,,,
"G4800970","1860","Texas","480","Cooke","0970","Cooke","49","970",3760,3391,0,369,0,,,34446,408883
"G4800990","1860","Texas","480","Coryell","0990","Coryell","49","990",2666,2360,0,306,0,,,27420,332010
"G4801130","1860","Texas","480","Dallas","1130","Dallas","49","1130",8665,7591,0,1074,0,,,130014,987145
"G4801155","1860","Texas","480","Dawson","1155","Dawson","49","1135",281,281,0,0,0,,,,
"G4801210","1860","Texas","480","Denton","1210","Denton","49","1210",5031,4780,0,251,0,,,18485,388434
"G4801230","1860","Texas","480","DeWitt","1230","De Witt","49","1230",5108,3465,0,1643,0,,,66880,721826
"G4801270","1860","Texas","480","Dimmit","1270","Dimmit","49","1270",,,,,,,,,
"G4801310","1860","Texas","480","Duval","1310","Duval","49","1310",,,,,,,,,
"G4801330","1860","Texas","480","Eastland","1330","Eastland","49","1330",99,99,0,0,0,,,2885,52867
"G4801370","1860","Texas","480","Edwards","1370","Edwards","49","1370",,,,,,,,,
"G4801390","1860","Texas","480","Ellis","1390","Ellis","49","1390",5246,4136,0,1104,6,,,76495,1053059
"G4801410","1860","Texas","480","El Paso","1410","El Paso","49","1410",4051,3826,14,15,196,,,11367,278991
"G4801415","1860","Texas","480","Encinal","1415","Encinal","49","1415",43,43,0,0,0,,,,
"G4801430","1860","Texas","480","Erath","1430","Erath","49","1430",2425,2307,0,118,0,,,30050,412672
"G4801450","1860","Texas","480","Falls","1450","Falls","49","1450",3614,1895,2,1716,1,,,25274,432296
"G4801470","1860","Texas","480","Fannin","1470","Fannin","49","1470",9217,7496,0,1721,0,,,102830,650885
"G4801490","1860","Texas","480","Fayette","1490","Fayette","49","1490",11604,7808,10,3786,0,,,163899,1107731
"G4801570","1860","Texas","480","Fort Bend","1570","Fort Bend","49","1570",6143,2007,9,4127,0,,,129175,625000
"G4801610","1860","Texas","480","Freestone","1610","Freestone","49","1610",6881,3268,0,3613,0,,,71726,574294
"G4801630","1860","Texas","480","Frio","1630","Frio","49","1630",42,40,0,2,0,,,,
"G4801670","1860","Texas","480","Galveston","1670","Galveston","49","1670",8229,6707,2,1520,0,,,6783,145865
"G4801710","1860","Texas","480","Gillespie","1710","Gillespie","49","1710",2736,2703,0,33,0,,,34372,313990
"G4801750","1860","Texas","480","Goliad","1750","Goliad","49","1750",3384,2541,0,843,0,,,32060,604498
"G4801770","1860","Texas","480","Gonzales","1770","Gonzales","49","1770",8059,4891,0,3168,0,,,91977,1089239
"G4801810","1860","Texas","480","Grayson","1810","Grayson","49","1810",8184,6892,0,1292,0,,,93215,859186
"G4801850","1860","Texas","480","Grimes","1850","Grimes","49","1850",10307,4832,1,5468,6,,,95908,766730
"G4801870","1860","Texas","480","Guadalupe","1870","Guadalupe","49","1870",5444,3689,7,1748,0,,,67093,895722
"G4801930","1860","Texas","480","Hamilton","1930","Hamilton","49","1930",489,463,0,26,0,,,190,6200
"G4801970","1860","Texas","480","Hardeman","1970","Hardeman","49","1970",,,,,,,,,
"G4801990","1860","Texas","480","Hardin","1990","Hardin","49","1990",1353,1162,0,191,0,,,4723,78667
"G4802010","1860","Texas","480","Harris","2010","Harris","49","2010",9070,7008,9,2053,0,,,15674,149355
"G4802030","1860","Texas","480","Harrison","2030","Harrison","49","2030",15001,6217,0,8784,0,,,137536,715639
"G4802070","1860","Texas","480","Haskell","2070","Haskell","49","2070",,,,,,,,,
"G4802090","1860","Texas","480","Hays","2090","Hays","49","2090",2126,1329,0,797,0,,,8236,278426
"G4802130","1860","Texas","480","Henderson","2130","Henderson","49","2130",4595,3478,1,1116,0,,,37148,260189
"G4802150","1860","Texas","480","Hidalgo","2150","Hidalgo","49","2150",1192,1155,34,1,2,,,13320,109765
"G4802170","1860","Texas","480","Hill","2170","Hill","49","2170",3653,3003,0,650,0,,,42856,593154
"G4802230","1860","Texas","480","Hopkins","2230","Hopkins","49","2230",7745,6749,0,990,6,,,62581,757010
"G4802250","1860","Texas","480","Houston","2250","Houston","49","2250",8058,5239,0,2819,0,,,115131,573745
"G4802310","1860","Texas","480","Hunt","2310","Hunt","49","2310",6630,6053,0,577,0,,,45769,509508
"G4802370","1860","Texas","480","Jack","2370","Jack","49","2370",1000,950,0,50,0,,,3160,76785
"G4802390","1860","Texas","480","Jackson","2390","Jackson","49","2390",2612,1396,22,1194,0,,,41857,570715
"G4802410","1860","Texas","480","Jasper","2410","Jasper","49","2410",4037,2426,0,1611,0,,,34301,183599
"G4802450","1860","Texas","480","Jefferson","2450","Jefferson","49","2450",1995,1684,2,309,0,,,2767,121585
"G4802510","1860","Texas","480","Johnson","2510","Johnson","49","2510",4305,3792,0,513,0,,,34039,387330
"G4802530","1860","Texas","480","Jones","2530","Jones","49","2530",,,,,,,,,
"G4802550","1860","Texas","480","Karnes","2550","Karnes","49","2550",2171,1844,0,327,0,,,7499,629197
"G4802570","1860","Texas","480","Kaufman","2570","Kaufman","49","2570",3936,3403,0,533,0,,,38281,459262
"G4802650","1860","Texas","480","Kerr","2650","Kerr","49","2650",634,585,0,49,0,,,6755,58150
"G4802670","1860","Texas","480","Kimble","2670","Kimble","49","2670",,,,,,,,,
"G4802710","1860","Texas","480","Kinney","2710","Kinney","49","2710",61,46,15,0,0,,,535,24
"G4802750","1860","Texas","480","Knox","2750","Knox","49","2750",,,,,,,,,
"G4802770","1860","Texas","480","Lamar","2770","Lamar","49","2770",10136,7294,9,2833,0,,,76583,604569
"G4802810","1860","Texas","480","Lampasas","2810","Lampasas","49","2810",1028,874,1,153,0,,,12074,183933
"G4802830","1860","Texas","480","La Salle","2830","La Salle","49","2830",,,,,,,,,
"G4802850","1860","Texas","480","Lavaca","2850","Lavaca","49","2850",5945,4238,0,1707,0,,,51957,567152
"G4802890","1860","Texas","480","Leon","2890","Leon","49","2890",6781,4161,0,2620,0,,,65648,432635
"G4802910","1860","Texas","480","Liberty","2910","Liberty","49","2910",3189,2102,8,1079,0,,,40011,458248
"G4802930","1860","Texas","480","Limestone","2930","Limestone","49","2930",4537,3464,1,1072,0,,,39351,652715
"G4802970","1860","Texas","480","Live Oak","2970","Live Oak","49","2970",593,508,0,85,0,,,1928,219105
"G4802990","1860","Texas","480","Llano","2990","Llano","49","2990",1101,1047,0,54,0,,,8654,332236
"G4803070","1860","Texas","480","McCulloch","3070","Mcculloch","49","3070",,,,,,,,,
"G4803090","1860","Texas","480","McLennan","3090","Mclennan","49","3090",6206,3799,9,2395,3,,,59063,916844
"G4803110","1860","Texas","480","McMullen","3110","Mcmullen","49","3110",,,,,,,,,
"G4803130","1860","Texas","480","Madison","3130","Madison","49","3130",2238,1563,0,675,0,,,8053,294860
"G4803150","1860","Texas","480","Marion","3150","Marion","49","3150",3977,1960,0,2017,0,,,27615,111157
"G4803190","1860","Texas","480","Mason","3190","Mason","49","3190",630,606,6,18,0,,,7660,114247
"G4803210","1860","Texas","480","Matagorda","3210","Matagorda","49","3210",3454,1347,0,2107,0,,,89745,374276
"G4803230","1860","Texas","480","Maverick","3230","Maverick","49","3230",726,704,21,1,0,,,,
"G4803250","1860","Texas","480","Medina","3250","Medina","49","3250",1838,1732,0,106,0,,,18798,201596
"G4803275","1860","Texas","480","Menora","3275","Menora","49","3275",,,,,,,,,
"G4803310","1860","Texas","480","Milam","3310","Milam","49","3310",5175,3632,1,1542,0,,,69598,420473
"G4803370","1860","Texas","480","Montague","3370","Montague","49","3370",849,814,0,35,0,,,1861,26508
"G4803390","1860","Texas","480","Montgomery","3390","Montgomery","49","3390",5479,2668,0,2811,0,,,22406,371511
"G4803470","1860","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",8292,5930,3,2359,0,,,84823,485365
"G4803490","1860","Texas","480","Navarro","3490","Navarro","49","3490",5996,4105,1,1890,0,,,70197,922536
"G4803510","1860","Texas","480","Newton","3510","Newton","49","3510",3119,2106,0,1013,0,,,27512,166022
"G4803550","1860","Texas","480","Nueces","3550","Nueces","49","3550",2906,2689,1,216,0,,,4715,612394
"G4803610","1860","Texas","480","Orange","3610","Orange","49","3610",1916,1495,29,392,0,,,4114,52111
"G4803630","1860","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",1524,1394,0,130,0,,,13084,350992
"G4803650","1860","Texas","480","Panola","3650","Panola","49","3650",8475,5417,0,3058,0,,,69030,417426
"G4803670","1860","Texas","480","Parker","3670","Parker","49","3670",4213,3991,0,222,0,,,8971,380241
"G4803730","1860","Texas","480","Polk","3730","Polk","49","3730",8300,4098,4,4198,0,,,95617,461373
"G4803770","1860","Texas","480","Presidio","3770","Presidio","49","3770",580,574,2,4,0,,,,
"G4803870","1860","Texas","480","Red River","3870","Red River","49","3870",8535,5491,5,3039,0,,,121446,471407
"G4803910","1860","Texas","480","Refugio","3910","Refugio","49","3910",1600,1212,6,234,148,,,5635,929820
"G4803950","1860","Texas","480","Robertson","3950","Robertson","49","3950",4997,2739,0,2258,0,,,44587,574984
"G4803990","1860","Texas","480","Runnels","3990","Runnels","49","3990",,,,,,,,,
"G4804010","1860","Texas","480","Rusk","4010","Rusk","49","4010",15803,9670,1,6132,0,,,133786,750118
"G4804030","1860","Texas","480","Sabine","4030","Sabine","49","4030",2750,1600,0,1150,0,,,23675,130497
"G4804050","1860","Texas","480","San Augustine","4050","San Augustine","49","4050",4094,2377,0,1717,0,,,45637,207253
"G4804090","1860","Texas","480","San Patricio","4090","San Patricio","49","4090",620,525,0,95,0,,,3615,435065
"G4804110","1860","Texas","480","San Saba","4110","San Saba","49","4110",913,824,0,89,0,,,9588,234417
"G4804170","1860","Texas","480","Shackelford","4170","Shackelford","49","4170",44,35,0,9,0,,,125,960
"G4804190","1860","Texas","480","Shelby","4190","Shelby","49","4190",5362,3885,1,1476,0,,,63360,303764
"G4804230","1860","Texas","480","Smith","4230","Smith","49","4230",13392,8408,2,4982,0,,,140486,590997
"G4804270","1860","Texas","480","Starr","4270","Starr","49","4270",2406,2396,4,6,0,,,1476,68280
"G4804390","1860","Texas","480","Tarrant","4390","Tarrant","49","4390",6020,5170,0,850,0,,,,
"G4804410","1860","Texas","480","Taylor","4410","Taylor","49","4410",,,,,,,,,
"G4804470","1860","Texas","480","Throckmorton","4470","Throckmorton","49","4470",124,124,0,0,0,,,,
"G4804490","1860","Texas","480","Titus","4490","Titus","49","4490",9648,7209,1,2438,0,,,87212,557993
"G4804530","1860","Texas","480","Travis","4530","Travis","49","4530",8080,4931,13,3136,0,,,154085,1071136
"G4804550","1860","Texas","480","Trinity","4550","Trinity","49","4550",4392,3432,1,959,0,,,8765,176576
"G4804570","1860","Texas","480","Tyler","4570","Tyler","49","4570",4525,3377,0,1148,0,,,30055,254546
"G4804590","1860","Texas","480","Upshur","4590","Upshur","49","4590",10645,6851,0,3794,0,,,92915,533802
"G4804630","1860","Texas","480","Uvalde","4630","Uvalde","49","4630",506,479,0,27,0,,,2510,53692
"G4804670","1860","Texas","480","Van Zandt","4670","Van Zandt","49","4670",3777,3453,2,322,0,,,28714,218130
"G4804690","1860","Texas","480","Victoria","4690","Victoria","49","4690",4171,2757,1,1413,0,,,48465,534314
"G4804710","1860","Texas","480","Walker","4710","Walker","49","4710",8191,4056,0,4135,0,,,59092,420871
"G4804770","1860","Texas","480","Washington","4770","Washington","49","4770",15215,7268,3,7941,3,,,198553,1064077
"G4804790","1860","Texas","480","Webb","4790","Webb","49","4790",1397,1397,0,0,0,,,30,640
"G4804810","1860","Texas","480","Wharton","4810","Wharton","49","4810",3380,646,0,2734,0,,,97965,384485
"G4804910","1860","Texas","480","Williamson","4910","Williamson","49","4910",4529,3638,0,891,0,,,57816,823053
"G4804970","1860","Texas","480","Wise","4970","Wise","49","4970",3160,3031,1,128,0,,,14425,184160
"G4804990","1860","Texas","480","Wood","4990","Wood","49","4990",4968,3963,0,1005,0,,,36456,220123
"G4805030","1860","Texas","480","Young","5030","Young","49","5030",592,500,0,92,0,,,3265,41510
"G4805050","1860","Texas","480","Zapata","5050","Zapata","49","5050",1248,1248,0,0,0,,,473,6048
"G4805070","1860","Texas","480","Zavala","5070","Zavala","49","5070",26,26,0,0,0,,,,
"G4950015","1860","Utah Territory","495","Beaver","0015","Beaver","67","10",785,785,0,0,0,,,7840,47507
"G4950035","1860","Utah Territory","495","Box Elder","0035","Box Elder","67","30",1608,1608,0,0,0,,,7624,69835
"G4950055","1860","Utah Territory","495","Cache","0055","Cache","67","50",2605,2601,0,0,4,,,17059,118963
"G4950075","1860","Utah Territory","495","Carson","0075","Carson","65","5",6712,6667,45,0,0,,,10981,177553
"G4950095","1860","Utah Territory","495","Cedar","0095","Cedar","67","75",741,741,0,0,0,,,3231,21355
"G4950115","1860","Utah Territory","495","Davis","0115","Davis","67","110",2904,2886,0,10,8,,,18101,140956
"G4950135","1860","Utah Territory","495","Deseret","0135","Deseret","67","112",,,,,,,,,
"G4950215","1860","Utah Territory","495","Greasewood","0215","Greasewood","67","114",,,,,,,,,
"G4950255","1860","Utah Territory","495","Green River","0255","Green River","67","195",141,133,0,0,8,,,600,5500
"G4950275","1860","Utah Territory","495","Humboldt","0275","Humboldt","65","130",40,40,0,0,0,,,,
"G4950295","1860","Utah Territory","495","Iron","0295","Iron","67","210",1010,1010,0,0,0,,,11290,56765
"G4950315","1860","Utah Territory","495","Juab","0315","Juab","67","230",672,672,0,0,0,,,7198,39285
"G4950375","1860","Utah Territory","495","Millard","0375","Millard","67","270",715,715,0,0,0,,,6772,58215
"G4950495","1860","Utah Territory","495","Salt Lake","0495","Salt Lake","67","350",11295,11200,26,19,50,,,44161,248160
"G4950535","1860","Utah Territory","495","Sanpete","0535","Sanpete","67","370",3815,3806,0,0,9,,,33031,188722
"G4950575","1860","Utah Territory","495","Shambip","0575","Shambip","67","415",162,162,0,0,0,,,1450,8200
"G4950595","1860","Utah Territory","495","Summit","0595","Summit","67","430",198,198,0,0,0,,,,
"G4950605","1860","Utah Territory","495","St Marys","0605","St Marys","65","285",105,105,0,0,0,,,100,85
"G4950615","1860","Utah Territory","495","Tooele","0615","Tooele","67","450",1008,1000,0,0,8,,,6115,30070
"G4950655","1860","Utah Territory","495","Unincorporated Territory","0655","Unincorporated Territory","67","9995",,,,,,,,,
"G4950675","1860","Utah Territory","495","Utah","0675","Utah","67","490",8248,8243,4,0,1,,,56652,276706
"G4950695","1860","Utah Territory","495","Walade","0695","Walade","67","495",,,,,,,,,
"G4950735","1860","Utah Territory","495","Washington","0735","Washington","67","530",691,691,0,0,0,,,4850,44431
"G4950755","1860","Utah Territory","495","Weber","0755","Weber","67","570",3675,3674,0,0,1,,,16915,162037
"G5000010","1860","Vermont","500","Addison","0010","Addison","6","10",24010,23921,89,0,0,,,286923,1711862
"G5000030","1860","Vermont","500","Bennington","0030","Bennington","6","30",19436,19345,91,0,0,,,194589,744077
"G5000050","1860","Vermont","500","Caledonia","0050","Caledonia","6","50",21708,21684,24,0,0,,,314513,1025232
"G5000070","1860","Vermont","500","Chittenden","0070","Chittenden","6","70",28171,28052,99,0,20,,,300314,1205791
"G5000090","1860","Vermont","500","Essex","0090","Essex","6","90",5786,5786,0,0,0,,,69021,296938
"G5000110","1860","Vermont","500","Franklin","0110","Franklin","6","110",27231,27193,38,0,0,,,355048,1364635
"G5000130","1860","Vermont","500","Grand Isle","0130","Grand Isle","6","130",4276,4271,5,0,0,,,57024,177595
"G5000150","1860","Vermont","500","Lamoille","0150","Lamoille","6","150",12311,12310,1,0,0,,,201469,625141
"G5000170","1860","Vermont","500","Orange","0170","Orange","6","170",25455,25431,24,0,0,,,386794,1490908
"G5000190","1860","Vermont","500","Orleans","0190","Orleans","6","190",18981,18961,20,0,0,,,177540,1026201
"G5000210","1860","Vermont","500","Rutland","0210","Rutland","6","210",35946,35806,140,0,0,,,403046,1807403
"G5000230","1860","Vermont","500","Washington","0230","Washington","6","230",27612,27595,17,0,0,,,289281,1323830
"G5000250","1860","Vermont","500","Windham","0250","Windham","6","250",26982,26949,33,0,0,,,247158,1495410
"G5000270","1860","Vermont","500","Windsor","0270","Windsor","6","270",37193,37065,128,0,0,,,383235,1946966
"G5100010","1860","Virginia","510","Accomack","0010","Accomack","40","10",18586,10661,3418,4507,0,,,68738,345628
"G5100030","1860","Virginia","510","Albemarle","0030","Albemarle","40","30",26625,12103,606,13916,0,,,188079,899680
"G5100035","1860","Virginia","510","Alexandria","0035","Alexandria","40","130",12652,9851,1415,1386,0,,,19990,44445
"G5100050","1860","Virginia","510","Alleghany","0050","Alleghany","40","50",6765,5643,132,990,0,,,27752,161153
"G5100070","1860","Virginia","510","Amelia","0070","Amelia","40","70",10741,2897,189,7655,0,,,68957,372640
"G5100090","1860","Virginia","510","Amherst","0090","Amherst","40","90",13742,7167,297,6278,0,,,81618,370824
"G5100110","1860","Virginia","510","Appomattox","0110","Appomattox","40","110",8889,4118,171,4600,0,,,54538,265772
"G5100150","1860","Virginia","510","Augusta","0150","Augusta","40","150",27749,21547,586,5616,0,,,296390,1287615
"G5100155","1860","Virginia","510","Barbour","0155","Barbour","40","155",8958,8728,135,95,0,,,145850,377693
"G5100170","1860","Virginia","510","Bath","0170","Bath","40","170",3676,2652,78,946,0,,,28216,187823
"G5100190","1860","Virginia","510","Bedford","0190","Bedford","40","190",25068,14388,504,10176,0,,,229101,837393
"G5100195","1860","Virginia","510","Berkeley","0195","Berkeley","40","195",12525,10589,286,1650,0,,,79976,335757
"G5100215","1860","Virginia","510","Boone","0215","Boone","40","215",4840,4681,1,158,0,,,12471,120589
"G5100230","1860","Virginia","510","Botetourt","0230","Botetourt","40","230",11516,8441,306,2769,0,,,76804,380728
"G5100233","1860","Virginia","510","Braxton","0233","Braxton","40","235",4992,4885,3,104,0,,,10301,109456
"G5100237","1860","Virginia","510","Brooke","0237","Brooke","40","245",5494,5425,51,18,0,,,48286,282439
"G5100250","1860","Virginia","510","Brunswick","0250","Brunswick","40","250",14809,4992,671,9146,0,,,75573,430309
"G5100270","1860","Virginia","510","Buchanan","0270","Buchanan","40","270",2793,2762,1,30,0,,,3985,68248
"G5100290","1860","Virginia","510","Buckingham","0290","Buckingham","40","290",15212,6041,360,8811,0,,,104154,419349
"G5100293","1860","Virginia","510","Cabell","0293","Cabell","40","295",8020,7691,24,305,0,,,30559,195674
"G5100297","1860","Virginia","510","Calhoun","0297","Calhoun","40","305",2502,2492,1,9,0,,,7058,74651
"G5100310","1860","Virginia","510","Campbell","0310","Campbell","40","310",26197,13588,1029,11580,0,,,83323,359778
"G5100330","1860","Virginia","510","Caroline","0330","Caroline","40","330",18464,6948,844,10672,0,,,107323,450654
"G5100350","1860","Virginia","510","Carroll","0350","Carroll","40","350",8012,7719,31,262,0,,,26302,162470
