GISJOIN,year,state,census_pop,enslaved,farmv_total,improved,unimproved,slavery_legal,total_farmland
G1300150,1900,Georgia,20823,0,2968310,109766,98836,1,208602
G2600690,1900,Michigan,10246,0,1135325,25156,38203,0,63359
G0500430,1900,Arkansas,19451,0,2671217,141661,182248,1,323909
G2901830,1900,Missouri,24474,0,11755008,220491,79680,1,300171
G3700870,1900,North Carolina,16222,0,3093348,84541,167046,1,251587
G2900730,1900,Missouri,12298,0,5017012,109491,185481,1,294972
G5500490,1900,Wisconsin,23114,0,16823981,268334,200434,0,468768
G4804350,1900,Texas,1727,0,2458089,1367,926811,1,928178
G0500850,1900,Arkansas,22544,0,4557352,157897,121399,1,279296
G5400910,1900,West Virginia,14978,0,2903913,78535,25169,1,103704
G1301370,1900,Georgia,13604,0,1201244,46691,136322,1,183013
G0600970,1900,California,38480,0,33071707,221374,563690,0,785064
G3600410,1900,New York,4947,0,900278,22917,40915,0,63832
G3901530,1900,Ohio,71715,0,15531643,162020,76796,0,238816
G2405100,1900,Maryland,508957,0,2046586,2438,693,1,3131
G2901750,1900,Missouri,24442,0,9588539,224515,62976,1,287491
G0600150,1900,California,2408,0,1021040,9787,23328,0,33115
G3900010,1900,Ohio,26328,0,6650169,212928,112197,0,325125
G4059095,1900,Oklahoma Territory,NA,0,2492039,58624,136228,1,194852
G2801350,1900,Mississippi,19600,0,3431111,95611,83815,1,179426
G5300090,1900,Washington,5603,0,1084649,10108,42559,0,52667
G2000630,1900,Kansas,2441,0,1837819,64701,170957,0,235658
G1600590,1900,Idaho,3446,0,1547980,24895,36435,0,61330
G4500770,1900,South Carolina,19375,0,3182464,100387,138533,1,238920
G2001170,1900,Kansas,24355,0,20231297,468771,104368,0,573139
G1701510,1900,Illinois,13585,0,3054161,131786,73134,0,204920
G2500210,1900,Massachusetts,151539,0,13636110,48581,66472,0,115053
G2800990,1900,Mississippi,12726,0,1573275,74470,192021,1,266491
G0600370,1900,California,170298,0,74817646,518744,376919,0,895663
G4802770,1900,Texas,48627,0,10857523,300036,127745,1,427781
G0500230,1900,Arkansas,9628,0,1149904,56245,127636,1,183881
G4803170,1900,Texas,332,0,1381987,203,591745,1,591948
G4600170,1900,South Dakota,1790,0,577262,36494,55801,0,92295
G1900770,1900,Iowa,18729,0,16836443,304646,52430,0,357076
G5500810,1900,Wisconsin,28103,0,11858166,221533,268257,0,489790
G4700130,1900,Tennessee,17317,0,1811463,68392,99577,1,167969
G5100530,1900,Virginia,15374,0,2260619,102016,181736,1,283752
G1901070,1900,Iowa,24979,0,20290315,300975,60569,0,361544
G0101010,1900,Alabama,72047,0,6032853,261974,109789,1,371763
G4201010,1900,Pennsylvania,1293697,0,26444620,31978,4024,0,36002
G3700370,1900,North Carolina,23912,0,3047351,132427,278657,1,411084
G0501270,1900,Arkansas,13183,0,1624734,70359,132905,1,203264
G3701910,1900,North Carolina,31356,0,3899745,145199,191963,1,337162
G4200670,1900,Pennsylvania,16054,0,5253584,103705,74481,0,178186
G4200930,1900,Pennsylvania,15526,0,3867343,60648,15323,0,75971
G1300490,1900,Georgia,3592,0,304555,9683,151368,1,161051
G4050335,1900,Oklahoma Territory,25915,0,7708519,249768,201814,1,451582
G4801630,1900,Texas,4200,0,3283306,33105,803628,1,836733
G4804030,1900,Texas,6394,0,784632,37015,74095,1,111110
G1301790,1900,Georgia,13093,0,1117299,41313,223334,1,264647
G2801410,1900,Mississippi,10124,0,880430,46114,162793,1,208907
G5100170,1900,Virginia,5595,0,1780315,46443,136160,1,182603
G3101350,1900,Nebraska,1702,0,970640,35882,78200,0,114082
G0500710,1900,Arkansas,17448,0,2341044,95400,111097,1,206497
G2001230,1900,Kansas,14647,0,9978690,374757,83309,0,458066
G4200030,1900,Pennsylvania,775058,0,52054488,282961,67635,0,350596
G0450015,1900,Arizona Territory,8297,0,1317924,9275,21057,1,30332
G2801550,1900,Mississippi,13619,0,1536652,80511,160056,1,240567
G0801030,1900,Colorado,1690,0,2428359,21846,46278,0,68124
G0800830,1900,Colorado,3058,0,963287,15204,30868,0,46072
G2800070,1900,Mississippi,26248,0,2933192,150341,234662,1,385003
G1901510,1900,Iowa,15339,0,16767095,344243,21212,0,365455
G4800950,1900,Texas,1427,0,2680064,6184,639904,1,646088
G5501290,1900,Wisconsin,5521,0,702311,13039,54479,0,67518
G3600830,1900,New York,121697,0,15289836,256584,108423,0,365007
G2800470,1900,Mississippi,21002,0,845287,9353,79545,1,88898
G5100330,1900,Virginia,16709,0,2554343,153922,147553,1,301475
G4800790,1900,Texas,25,0,27000,0,1900,1,1900
G2600230,1900,Michigan,27811,0,14485839,227385,81861,0,309246
G5000110,1900,Vermont,30198,0,11081231,160500,200362,0,360862
G4802170,1900,Texas,41355,0,14330617,365155,166352,1,531507
G4500270,1900,South Carolina,28184,0,2872523,131492,149385,1,280877
G0900150,1900,Connecticut,46861,0,8387308,102739,167972,0,270711
G2100810,1900,Kentucky,13239,0,4847906,139986,14906,1,154892
G3701550,1900,North Carolina,40371,0,5396836,174801,323372,1,498173
G0450095,1900,Arizona Territory,14162,0,3311363,20761,151809,1,172570
G1200730,1900,Florida,19887,0,1918159,118930,88377,1,207307
G4200370,1900,Pennsylvania,39896,0,8872423,165803,65378,0,231181
G4900210,1900,Utah,3546,0,611606,7746,15816,0,23562
G1301990,1900,Georgia,23339,0,3323171,144939,115158,1,260097
G1901890,1900,Iowa,12725,0,10702916,207969,31116,0,239085
G3300190,1900,New Hampshire,18009,0,4527437,62722,199602,0,262324
G1900910,1900,Iowa,12667,0,14093994,258186,16427,0,274613
G5400630,1900,West Virginia,13130,0,4660386,143987,103596,1,247583
G5500690,1900,Wisconsin,16269,0,1724431,23317,75616,0,98933
G2102030,1900,Kentucky,12416,0,1601767,74611,89506,1,164117
G1800870,1900,Indiana,15284,0,11467602,176709,56492,0,233201
G2101690,1900,Kentucky,9988,0,1717198,91992,74943,1,166935
G2300270,1900,Maine,24185,0,6364043,155789,225742,0,381531
G4200870,1900,Pennsylvania,23160,0,5986687,97538,59756,0,157294
G4900530,1900,Utah,4612,0,1088900,10866,11020,0,21886
G1789055,1900,Indian Territory,99781,0,11274713,404159,288896,1,693055
G2201030,1900,Louisiana,13335,0,546752,19491,68176,1,87667
G4601350,1900,South Dakota,12649,0,9280981,262660,66689,0,329349
G1700530,1900,Illinois,18359,0,23545782,298335,10120,0,308455
G0600270,1900,California,4377,0,2571629,43740,97319,0,141059
G2100390,1900,Kentucky,10195,0,2804260,78349,35759,1,114108
G2901690,1900,Missouri,10394,0,2226797,75660,119457,1,195117
G4803790,1900,Texas,6127,0,1189770,44030,48608,1,92638
G2701690,1900,Minnesota,35686,0,14371809,230698,140961,0,371659
G3100350,1900,Nebraska,15735,0,12671763,305064,54540,0,359604
G3900770,1900,Ohio,32330,0,14931485,237093,63070,0,300163
G0100030,1900,Alabama,13194,0,910438,13552,138080,1,151632
G4803290,1900,Texas,1741,0,1975767,897,897150,1,898047
G2001610,1900,Kansas,13828,0,10787003,239503,150116,0,389619
G4801750,1900,Texas,8310,0,6119971,55999,529856,1,585855
G0500610,1900,Arkansas,14076,0,1769856,86597,161304,1,247901
G4800670,1900,Texas,22841,0,2569485,164728,203551,1,368279
G1302750,1900,Georgia,31076,0,2805614,150124,192212,1,342336
G4804970,1900,Texas,27116,0,7704721,243999,280452,1,524451
G2001190,1900,Kansas,1581,0,2158908,80843,254347,0,335190
G2000010,1900,Kansas,19507,0,8104368,239452,67801,0,307253
G2701530,1900,Minnesota,22214,0,8425069,151002,214986,0,365988
G0800410,1900,Colorado,31602,0,4452866,62408,504382,0,566790
G5300370,1900,Washington,9704,0,3186420,55057,144028,0,199085
G3550175,1900,New Mexico Territory,5429,0,2243043,3711,60473,1,64184
G1701750,1900,Illinois,10186,0,13334195,155993,25882,0,181875
G0500190,1900,Arkansas,21289,0,2114505,97411,177354,1,274765
G0101070,1900,Alabama,24402,0,2949362,147443,308935,1,456378
G2101510,1900,Kentucky,25607,0,9738022,229185,37974,1,267159
G2201050,1900,Louisiana,17625,0,2073413,38146,125540,1,163686
G3550455,1900,New Mexico Territory,3158,0,1828582,8036,454115,1,462151
G2200770,1900,Louisiana,25777,0,5455943,102924,71456,1,174380
G0800150,1900,Colorado,7085,0,908588,14726,32339,0,47065
G4802870,1900,Texas,14595,0,3693894,94695,206205,1,300900
G1900750,1900,Iowa,13757,0,21319200,304421,12491,0,316912
G3000430,1900,Montana,5330,0,1444512,23176,51209,0,74385
G3000570,1900,Montana,7695,0,5645305,111836,205380,0,317216
G2001470,1900,Kansas,14442,0,8937088,353749,203633,0,557382
G3100610,1900,Nebraska,9455,0,6933438,200628,129990,0,330618
G1700630,1900,Illinois,24136,0,18141875,233608,18649,0,252257
G4804190,1900,Texas,20452,0,2400153,113096,178472,1,291568
G3100770,1900,Nebraska,5691,0,4213637,134445,133152,0,267597
G0100150,1900,Alabama,34874,0,3123747,100622,122153,1,222775
G1701730,1900,Illinois,32126,0,23238426,407781,57560,0,465341
G1801230,1900,Indiana,18778,0,2816745,108359,108957,0,217316
G1701050,1900,Illinois,42035,0,55055331,625401,24094,0,649495
G3900130,1900,Ohio,60875,0,12964188,267625,59825,0,327450
G5400430,1900,West Virginia,15434,0,1696388,68687,115978,1,184665
G3700250,1900,North Carolina,22456,0,2959443,98582,110543,1,209125
G1701490,1900,Illinois,31595,0,19580313,387999,103819,0,491818
G2902170,1900,Missouri,31619,0,13772724,408694,76050,1,484744
G1600490,1900,Idaho,9121,0,3910356,83906,165612,0,249518
G3600630,1900,New York,74961,0,23472530,279807,25649,0,305456
G3800770,1900,North Dakota,17387,0,15713488,577916,141136,0,719052
G1800930,1900,Indiana,25729,0,5081659,168575,98370,0,266945
G0800990,1900,Colorado,3766,0,4806242,58172,159160,0,217332
G1301930,1900,Georgia,14093,0,1623900,94891,80951,1,175842
G2701310,1900,Minnesota,26080,0,14202328,227779,77734,0,305513
G2500150,1900,Massachusetts,58820,0,12097482,134180,187744,0,321924
G3701410,1900,North Carolina,13381,0,1596044,52090,243158,1,295248
G3100970,1900,Nebraska,11197,0,10110042,198718,30974,0,229692
G1700910,1900,Illinois,37154,0,28372248,363133,51994,0,415127
G5100150,1900,Virginia,32370,0,13278350,276459,134519,1,410978
G5500030,1900,Wisconsin,20176,0,1030900,13611,52576,0,66187
G3700670,1900,North Carolina,35261,0,3698012,101666,126766,1,228432
G3700130,1900,North Carolina,26404,0,2239945,65823,182281,1,248104
G3550115,1900,New Mexico Territory,10187,0,1562781,21870,22850,1,44720
G2900630,1900,Missouri,14418,0,12330142,222284,39110,1,261394
G2801330,1900,Mississippi,16084,0,3572263,73696,49269,1,122965
G3101670,1900,Nebraska,6959,0,8913822,211341,59261,0,270602
G5107000,1900,Virginia,19635,0,380893,304,389,1,693
G2701730,1900,Minnesota,14602,0,12069526,353000,70714,0,423714
G2700510,1900,Minnesota,8935,0,6090831,221610,62429,0,284039
G4804530,1900,Texas,47386,0,12538244,203715,264235,1,467950
G5300410,1900,Washington,15157,0,4331408,53558,171197,0,224755
G3800070,1900,North Dakota,975,0,1440320,22498,65658,0,88156
G2701110,1900,Minnesota,45375,0,18895532,505358,439374,0,944732
G5100730,1900,Virginia,12832,0,1928392,55918,49976,1,105894
G4050215,1900,Oklahoma Territory,17922,0,6363904,189582,723222,1,912804
G2000190,1900,Kansas,11804,0,6070272,166841,242117,0,408958
G5500570,1900,Wisconsin,20629,0,8378389,158408,197919,0,356327
G2200010,1900,Louisiana,23483,0,5273691,143354,133136,1,276490
G3601210,1900,New York,30413,0,16288099,270374,97520,0,367894
G5101110,1900,Virginia,11705,0,1558345,85067,148784,1,233851
G4050235,1900,Oklahoma Territory,22530,0,12452782,349281,131172,1,480453
G2801630,1900,Mississippi,43948,0,7671242,238098,190047,1,428145
G1300770,1900,Georgia,24980,0,2849749,133563,85671,1,219234
G0500950,1900,Arkansas,16816,0,2293346,77602,54299,1,131901
G5600070,1900,Wyoming,9589,0,6957406,113161,670861,0,784022
G2800190,1900,Mississippi,13036,0,1515062,70290,147301,1,217591
G4803250,1900,Texas,7783,0,3717324,81366,666771,1,748137
G3900890,1900,Ohio,47070,0,18473609,353412,63618,0,417030
G0101050,1900,Alabama,31783,0,3702520,182462,191681,1,374143
G2700790,1900,Minnesota,20234,0,11126777,148939,139670,0,288609
G2800290,1900,Mississippi,34395,0,4117608,176814,215700,1,392514
G4802970,1900,Texas,2268,0,2838082,18521,619359,1,637880
G3601110,1900,New York,88422,0,18314798,254310,267803,0,522113
G2700150,1900,Minnesota,19787,0,13329561,313492,59188,0,372680
G2601190,1900,Michigan,3234,0,525738,11029,24293,0,35322
G5600090,1900,Wyoming,3337,0,5180165,32329,433411,0,465740
G3100650,1900,Nebraska,12373,0,7563262,290596,142954,0,433550
G4100030,1900,Oregon,6706,0,4547961,85823,149829,0,235652
G5500850,1900,Wisconsin,8875,0,506628,7778,33504,0,41282
G4801110,1900,Texas,146,0,433610,1280,24810,1,26090
G4800090,1900,Texas,2508,0,4104473,155402,503081,1,658483
G2700950,1900,Minnesota,8066,0,2081803,31406,64254,0,95660
G3700770,1900,North Carolina,23263,0,2952865,118420,190796,1,309216
G1200970,1900,Florida,3444,0,1283310,5251,49875,1,55126
G4500150,1900,South Carolina,30454,0,2368304,110774,345125,1,455899
G4801690,1900,Texas,185,0,1149002,545,504573,1,505118
G1200890,1900,Florida,9654,0,323561,7100,78215,1,85315
G1900710,1900,Iowa,18546,0,17854911,295577,33381,0,328958
G2901110,1900,Missouri,16724,0,9990054,235437,74384,1,309821
G3600550,1900,New York,217854,0,40040453,339870,42071,0,381941
G2900230,1900,Missouri,16769,0,1786241,55664,98463,1,154127
G4802950,1900,Texas,790,0,1520678,11213,460705,1,471918
G3600130,1900,New York,88314,0,30837931,434246,180057,0,614303
G2001270,1900,Kansas,11967,0,11024152,367564,105969,0,473533
G4100590,1900,Oregon,18049,0,12884927,382763,321089,0,703852
G2100870,1900,Kentucky,12255,0,2044872,124142,21815,1,145957
G5501190,1900,Wisconsin,11262,0,1983091,23392,80173,0,103565
G2400050,1900,Maryland,90755,0,35981055,244806,95400,1,340206
G3550035,1900,New Mexico Territory,28630,0,2649196,18737,84817,1,103554
G5108400,1900,Virginia,5161,0,37409,192,58,1,250
G3800710,1900,North Dakota,9198,0,7660411,314512,221983,0,536495
G1800990,1900,Indiana,25119,0,12868679,198378,64381,0,262759
G2900110,1900,Missouri,18253,0,10014226,311024,36529,1,347553
G4600230,1900,South Dakota,8498,0,7305914,258090,258874,0,516964
G2400290,1900,Maryland,18786,0,6674845,138944,30344,1,169288
G3300170,1900,New Hampshire,39337,0,6023622,65305,131784,0,197089
G0101210,1900,Alabama,35773,0,3676974,155546,131582,1,287128
G2200150,1900,Louisiana,24153,0,3949684,128423,150101,1,278524
G0101130,1900,Alabama,27083,0,2644554,157423,147088,1,304511
G1301510,1900,Georgia,18602,0,2882696,108711,78136,1,186847
G1701330,1900,Illinois,13847,0,7979669,154066,53199,0,207265
G1700050,1900,Illinois,16078,0,7058670,186184,30610,0,216794
G4050475,1900,Oklahoma Territory,7469,0,6952254,90404,755010,1,845414
G1700830,1900,Illinois,14612,0,8645065,142193,64074,0,206267
G5101050,1900,Virginia,19856,0,4567950,135165,108166,1,243331
G2701670,1900,Minnesota,8080,0,7252265,267764,51234,0,318998
G1200770,1900,Florida,2956,0,161408,10098,40129,1,50227
G1800570,1900,Indiana,29914,0,15300041,202912,40193,0,243105
G4900430,1900,Utah,9439,0,2592580,35296,254355,0,289651
G3100310,1900,Nebraska,6541,0,8123892,239321,478314,0,717635
G0800070,1900,Colorado,2117,0,1285611,10372,30926,0,41298
G5500090,1900,Wisconsin,46359,0,13431978,175096,109978,0,285074
G5000270,1900,Vermont,32225,0,9799620,222509,325308,0,547817
G4900010,1900,Utah,3613,0,917668,14821,14418,0,29239
G4500630,1900,South Carolina,27264,0,4473049,144696,327133,1,471829
G1201290,1900,Florida,5149,0,279069,22710,50225,1,72935
G2000610,1900,Kansas,10744,0,5516586,117811,112131,0,229942
G0600330,1900,California,6017,0,3495090,41414,170762,0,212176
G3901410,1900,Ohio,40940,0,15424684,307181,98017,0,405198
G3100010,1900,Nebraska,18840,0,11218071,305465,37666,0,343131
G3400190,1900,New Jersey,34507,0,11729412,208986,39747,0,248733
G4500850,1900,South Carolina,51237,0,5754451,237088,168587,1,405675
G1301050,1900,Georgia,19729,0,2279105,105579,95917,1,201496
G5100190,1900,Virginia,30356,0,5527708,249956,182523,1,432479
G0800610,1900,Colorado,701,0,949775,4138,67819,0,71957
G5400030,1900,West Virginia,19469,0,4838325,126882,41913,1,168795
G4100130,1900,Oregon,3964,0,5000111,55734,727751,0,783485
G5300650,1900,Washington,10543,0,2626069,57582,157459,0,215041
G3901490,1900,Ohio,24625,0,11598643,202356,49437,0,251793
G4200710,1900,Pennsylvania,159241,0,61928158,478325,74436,0,552761
G0900130,1900,Connecticut,24523,0,5946266,65608,140085,0,205693
G2700890,1900,Minnesota,15698,0,8491457,340882,202308,0,543190
G1900410,1900,Iowa,13401,0,16130252,324815,20145,0,344960
G2601230,1900,Michigan,17673,0,5604225,136997,144467,0,281464
G3700830,1900,North Carolina,30793,0,3390770,163951,216676,1,380627
G4804770,1900,Texas,32931,0,10360302,200382,137869,1,338251
G1801470,1900,Indiana,22407,0,6437825,202799,44179,0,246978
G5300290,1900,Washington,1870,0,991352,9368,21337,0,30705
G3600790,1900,New York,13787,0,7726794,70263,63636,0,133899
G3901050,1900,Ohio,28620,0,6437283,204486,56667,0,261153
G1600690,1900,Idaho,13748,0,6163733,200455,200055,0,400510
G2100310,1900,Kentucky,15896,0,1930259,121952,109155,1,231107
G3800190,1900,North Dakota,12580,0,8637757,322399,272867,0,595266
G0800430,1900,Colorado,15636,0,4331109,20512,88976,0,109488
G4700875,1900,Tennessee,5407,0,1101689,38236,47281,1,85517
G4200990,1900,Pennsylvania,26263,0,7050479,151620,106112,0,257732
G3701090,1900,North Carolina,15498,0,2378424,84218,96264,1,180482
G2601050,1900,Michigan,18885,0,4170307,71974,59188,0,131162
G1600370,1900,Idaho,2049,0,983341,20375,29254,0,49629
G3700330,1900,North Carolina,15028,0,2150886,113824,129913,1,243737
G5100270,1900,Virginia,9692,0,1466835,40722,160196,1,200918
G1200670,1900,Florida,4987,0,627453,25594,66437,1,92031
G2102130,1900,Kentucky,11624,0,3245767,87625,27955,1,115580
G1302290,1900,Georgia,8100,0,1067933,27997,230268,1,258265
G2905100,1900,Missouri,575238,0,8227791,9305,2256,1,11561
G2300030,1900,Maine,60744,0,14683421,389232,403973,0,793205
G5100050,1900,Virginia,16330,0,1255215,30861,79467,1,110328
G1301210,1900,Georgia,117363,0,3542018,30185,42036,1,72221
G4200730,1900,Pennsylvania,57042,0,12483629,160313,55656,0,215969
G2901790,1900,Missouri,8161,0,1446869,50271,70103,1,120374
G4701450,1900,Tennessee,22738,0,2695564,95005,103029,1,198034
G4100330,1900,Oregon,7517,0,1521039,22139,73880,0,96019
G1300010,1900,Georgia,12336,0,1239410,44415,296327,1,340742
G1801370,1900,Indiana,19881,0,7213414,199212,71762,0,270974
G3100270,1900,Nebraska,12467,0,12642800,307023,103602,0,410625
G3901370,1900,Ohio,32525,0,16751867,234066,56487,0,290553
G4600370,1900,South Dakota,12254,0,7423682,379382,203283,0,582665
G1800310,1900,Indiana,19518,0,10522280,184309,45590,0,229899
G5500750,1900,Wisconsin,30822,0,2850096,47126,79115,0,126241
G1300670,1900,Georgia,24664,0,2980733,98468,94205,1,192673
G4900230,1900,Utah,10082,0,1591969,26351,52966,0,79317
G4700950,1900,Tennessee,7368,0,1809125,42372,11913,1,54285
G1200010,1900,Florida,32245,0,2940564,101594,177081,1,278675
G2000550,1900,Kansas,3469,0,3160087,72274,464505,0,536779
G2100450,1900,Kentucky,15144,0,2138287,93306,144306,1,237612
G4801870,1900,Texas,21385,0,9334084,169676,204984,1,374660
G5400010,1900,West Virginia,14198,0,4973678,146399,70870,1,217269
G4801810,1900,Texas,63661,0,16691607,362918,163322,1,526240
G2700370,1900,Minnesota,21733,0,11793346,272490,59808,0,332298
G2900390,1900,Missouri,16923,0,5802549,185840,93344,1,279184
G4801950,1900,Texas,167,0,613487,2266,172626,1,174892
G2800550,1900,Mississippi,10400,0,2314100,55052,35624,1,90676
G2002030,1900,Kansas,1197,0,610414,38608,75448,0,114056
G1302015,1900,Georgia,6763,0,913786,38666,44157,1,82823
G1700610,1900,Illinois,23402,0,15770512,251064,65569,0,316633
G4700690,1900,Tennessee,22976,0,3151693,130594,217927,1,348521
G3101450,1900,Nebraska,9604,0,5196372,271339,127221,0,398560
G3900910,1900,Ohio,30420,0,12894525,226557,63220,0,289777
G3400410,1900,New Jersey,37781,0,8473597,154015,47673,0,201688
G4050455,1900,Oklahoma Territory,34975,0,15718719,663052,689274,1,1352326
G0601130,1900,California,13618,0,19989751,351213,200852,0,552065
G1701570,1900,Illinois,28001,0,10745932,240660,75197,0,315857
G3800550,1900,North Dakota,4791,0,2363444,65264,112325,0,177589
G0800490,1900,Colorado,741,0,960585,18504,48034,0,66538
G1301430,1900,Georgia,11922,0,1186076,48921,79305,1,128226
G4802930,1900,Texas,32573,0,9206889,273432,161016,1,434448
G5401010,1900,West Virginia,8862,0,1108051,30640,85146,1,115786
G5500310,1900,Wisconsin,36335,0,722199,5234,23877,0,29111
G0900030,1900,Connecticut,195480,0,24990812,198562,150244,0,348806
G1300870,1900,Georgia,29454,0,2546774,143040,271220,1,414260
G4100110,1900,Oregon,10324,0,3193819,37622,134714,0,172336
G2101610,1900,Kentucky,20446,0,9203382,134612,8078,1,142690
G3000970,1900,Montana,3086,0,3748705,39495,340693,0,380188
G0500990,1900,Arkansas,16609,0,1760065,102945,142329,1,245274
G5500970,1900,Wisconsin,29483,0,8577154,189396,204461,0,393857
G3700410,1900,North Carolina,10258,0,882545,34972,37556,1,72528
G5300430,1900,Washington,11969,0,11238178,516924,387073,0,903997
G2600210,1900,Michigan,49165,0,22665285,263364,76966,0,340330
G1800070,1900,Indiana,13123,0,17922499,237650,12254,0,249904
G5500430,1900,Wisconsin,38881,0,26305272,411077,276598,0,687675
G2100170,1900,Kentucky,18069,0,14693895,155849,18534,1,174383
G1801490,1900,Indiana,10431,0,5453489,106391,55833,0,162224
G5500550,1900,Wisconsin,34789,0,25421946,232748,104683,0,337431
G4201310,1900,Pennsylvania,17152,0,6124999,109484,59296,0,168780
G2901670,1900,Missouri,23255,0,7500069,234426,126445,1,360871
G5400890,1900,West Virginia,16265,0,2330288,78517,110873,1,189390
G4601030,1900,South Dakota,5610,0,2458506,44215,173191,0,217406
G4802390,1900,Texas,6094,0,4194879,64999,422795,1,487794
G2300210,1900,Maine,16949,0,3651012,104223,160957,0,265180
G3900650,1900,Ohio,31187,0,14712118,233864,57128,0,290992
G4802670,1900,Texas,2503,0,1934951,13931,705684,1,719615
G2000870,1900,Kansas,17533,0,13015459,274760,74655,0,349415
G2900990,1900,Missouri,25712,0,8012181,156055,188121,1,344176
G4700830,1900,Tennessee,6476,0,700407,25714,49696,1,75410
G4500310,1900,South Carolina,32388,0,4151883,150001,135782,1,285783
G0601110,1900,California,14367,0,21433487,174419,377940,0,552359
G2600070,1900,Michigan,18254,0,1830038,38263,82022,0,120285
G1300510,1900,Georgia,71239,0,1929056,17681,57295,1,74976
G4801390,1900,Texas,50059,0,18511165,394968,126676,1,521644
G2400410,1900,Maryland,20342,0,6955071,119266,45526,1,164792
G5400530,1900,West Virginia,24142,0,5049341,186904,75554,1,262458
G1900270,1900,Iowa,20319,0,19731747,346597,10390,0,356987
G5000030,1900,Vermont,21705,0,5785974,112673,157936,0,270609
G5400310,1900,West Virginia,8449,0,2414536,79579,176570,1,256149
G4804550,1900,Texas,10976,0,1030833,41221,62969,1,104190
G1700650,1900,Illinois,20197,0,5753531,194194,42126,0,236320
G1200790,1900,Florida,15446,0,1538856,119885,107057,1,226942
G2601070,1900,Michigan,20693,0,4888663,131390,118687,0,250077
G2001350,1900,Kansas,4535,0,2819745,142982,440560,0,583542
G2900370,1900,Missouri,23636,0,16276332,363474,48280,1,411754
G4600590,1900,South Dakota,4525,0,3562844,228772,320402,0,549174
G2100690,1900,Kentucky,17074,0,6214274,162634,41883,1,204517
G1801430,1900,Indiana,8307,0,2363700,82002,31576,0,113578
G1701110,1900,Illinois,29759,0,27107118,271017,98208,0,369225
G5400270,1900,West Virginia,11806,0,2907107,138391,203789,1,342180
G3900510,1900,Ohio,22801,0,14317056,195741,51388,0,247129
G2200430,1900,Louisiana,12902,0,1123758,41867,81469,1,123336
G3700390,1900,North Carolina,11860,0,1263261,41927,166432,1,208359
G2701070,1900,Minnesota,15045,0,9615630,316597,112388,0,428985
G2600670,1900,Michigan,34329,0,15858240,279503,75963,0,355466
G4100290,1900,Oregon,13698,0,5322236,92103,202060,0,294163
G4800850,1900,Texas,50087,0,20805952,377594,131825,1,509419
G2600490,1900,Michigan,41804,0,18880467,312826,87855,0,400681
G2800630,1900,Mississippi,21292,0,2659727,112110,106908,1,219018
G4700170,1900,Tennessee,24250,0,3851039,173287,147039,1,320326
G5100510,1900,Virginia,7747,0,1320437,35637,116783,1,152420
G3901730,1900,Ohio,51555,0,26207700,296928,70599,0,367527
G5107300,1900,Virginia,21810,0,79939,1811,424,1,2235
G5400750,1900,West Virginia,8572,0,3355012,71667,182139,1,253806
G5400110,1900,West Virginia,29252,0,2275050,80852,67535,1,148387
G5107900,1900,Virginia,7289,0,78208,310,45,1,355
G3700470,1900,North Carolina,21274,0,2034124,68471,292384,1,360855
G5500050,1900,Wisconsin,23677,0,6374063,117407,203252,0,320659
G2200090,1900,Louisiana,29701,0,5959722,117171,77670,1,194841
G1900850,1900,Iowa,25597,0,19042960,332303,90446,0,422749
G4804130,1900,Texas,515,0,2075471,1177,729002,1,730179
G4801170,1900,Texas,843,0,1187802,11041,306920,1,317961
G2900690,1900,Missouri,21706,0,3604564,101173,42467,1,143640
G3000590,1900,Montana,2526,0,4279261,52419,546785,0,599204
G1901950,1900,Iowa,10887,0,12381001,233292,15789,0,249081
G4700030,1900,Tennessee,23845,0,8228238,190144,97468,1,287612
G1700150,1900,Illinois,18963,0,17090924,235582,40869,0,276451
G2000170,1900,Kansas,8246,0,9936307,129333,322529,0,451862
G1302190,1900,Georgia,8602,0,1287520,53314,49210,1,102524
G5501210,1900,Wisconsin,23114,0,11923019,253343,204561,0,457904
G4804230,1900,Texas,37370,0,4411148,221102,158638,1,379740
G3701750,1900,North Carolina,6620,0,1221602,29734,82997,1,112731
G1700590,1900,Illinois,15836,0,5363240,130107,29259,0,159366
G3001050,1900,Montana,4355,0,2319795,21278,45048,0,66326
G2600190,1900,Michigan,9685,0,1460816,30951,36863,0,67814
G5400850,1900,West Virginia,18901,0,5011804,152628,90318,1,242946
G5100550,1900,Virginia,19460,0,813077,10361,4713,1,15074
G2800810,1900,Mississippi,21956,0,2944660,134379,104112,1,238491
G0501350,1900,Arkansas,12199,0,1877976,84241,178879,1,263120
G1200710,1900,Florida,3071,0,1133979,3387,20634,1,24021
G4801770,1900,Texas,28882,0,8603019,193954,402592,1,596546
G2901990,1900,Missouri,13232,0,10118159,222498,55291,1,277789
G4200270,1900,Pennsylvania,42894,0,12023924,185504,112060,0,297564
G0800050,1900,Colorado,153017,0,17296895,202047,702661,0,904708
G1801270,1900,Indiana,19175,0,10828340,180724,58059,0,238783
G2600350,1900,Michigan,8360,0,1198533,28420,53816,0,82236
G1302690,1900,Georgia,9846,0,1004347,64949,108445,1,173394
G0801250,1900,Colorado,1729,0,1330133,30145,63386,0,93531
G2200290,1900,Louisiana,13559,0,2197961,65998,86802,1,152800
