GISJOIN,year,state,census_pop,enslaved,farmv_total,improved,unimproved,slavery_legal,total_farmland
G4600810,1890,South Dakota,11673,0,1269090,33839,49875,0,NA
G5000270,1890,Vermont,31706,0,9904310,340717,169007,0,NA
G2700650,1890,Minnesota,1579,0,268730,3369,17081,0,NA
G0501430,1890,Arkansas,32024,0,7582050,197459,262358,1,NA
G4601277,1890,South Dakota,0,0,NA,NA,NA,0,NA
G4600370,1890,South Dakota,9168,0,4251515,229754,178974,0,NA
G4600050,1890,South Dakota,9586,0,4495990,254433,176779,0,NA
G3901090,1890,Ohio,39754,0,17770960,202197,31445,0,NA
G1700190,1890,Illinois,42159,0,33613285,552591,45744,0,NA
G1800250,1890,Indiana,13941,0,2051233,94199,81068,0,NA
G3101630,1890,Nebraska,6399,0,3429345,124349,86419,0,NA
G1900630,1890,Iowa,4274,0,2136665,57725,34712,0,NA
G3900950,1890,Ohio,102296,0,11526340,97448,35414,0,NA
G5500990,1890,Wisconsin,5258,0,443080,5160,36229,0,NA
G4600510,1890,South Dakota,6814,0,2664655,130938,71096,0,NA
G1201010,1890,Florida,4249,0,2523120,13427,56092,1,NA
G0501310,1890,Arkansas,33200,0,4007770,111442,115431,1,NA
G3800790,1890,North Dakota,2427,0,960270,31991,74213,0,NA
G1100010,1890,District of Columbia,230392,0,6680000,9898,1847,1,NA
G3100730,1890,Nebraska,4816,0,2716300,121032,62092,0,NA
G4500490,1890,South Carolina,20544,0,2085320,128957,229847,1,NA
G4701470,1890,Tennessee,20078,0,5272810,169035,108268,1,NA
G3400090,1890,New Jersey,11268,0,1522440,26491,20575,0,NA
G3901530,1890,Ohio,54089,0,17166616,192790,43664,0,NA
G4200770,1890,Pennsylvania,76631,0,18817375,158607,32880,0,NA
G3900530,1890,Ohio,27005,0,5557010,207869,59138,0,NA
G2900190,1890,Missouri,26043,0,9349055,273336,116948,1,NA
G1701110,1890,Illinois,26114,0,22158365,298546,68075,0,NA
G1302670,1890,Georgia,10253,0,1384930,35553,380541,1,NA
G2001670,1890,Kansas,7333,0,4210980,186014,105650,0,NA
G4801190,1890,Texas,9117,0,2058610,66624,41042,1,NA
G4700630,1890,Tennessee,11418,0,2415240,65845,38522,1,NA
G1701190,1890,Illinois,51535,0,21771220,351071,46540,0,NA
G1300390,1890,Georgia,6178,0,442310,7122,90524,1,NA
G1700930,1890,Illinois,12106,0,12104860,177876,16355,0,NA
G4600170,1890,South Dakota,993,0,518870,19783,38762,0,NA
G4200850,1890,Pennsylvania,55744,0,21893410,313411,79922,0,NA
G2800510,1890,Mississippi,30970,0,4835590,165754,183776,1,NA
G3901710,1890,Ohio,24897,0,13827690,186525,62840,0,NA
G5100990,1890,Virginia,6641,0,1187400,69925,39264,1,NA
G1701950,1890,Illinois,30854,0,20633470,371629,34976,0,NA
G3701770,1890,North Carolina,4225,0,415250,18854,45537,1,NA
G2701110,1890,Minnesota,34232,0,10776331,311175,405380,0,NA
G1302810,1890,Georgia,4064,0,337970,18872,64231,1,NA
G2101750,1890,Kentucky,11249,0,1700930,76166,142029,1,NA
G0800850,1890,Colorado,3980,0,3320590,36544,66801,0,NA
G4700930,1890,Tennessee,59557,0,9525790,177612,111880,1,NA
G1701010,1890,Illinois,14693,0,5132880,146362,42739,0,NA
G2400210,1890,Maryland,49512,0,20473050,297846,69859,1,NA
G2100590,1890,Kentucky,33120,0,7009090,196439,65002,1,NA
G4601113,1890,South Dakota,0,0,NA,NA,NA,0,NA
G5401090,1890,West Virginia,6247,0,1126140,36631,82894,1,NA
G3700770,1890,North Carolina,24484,0,3846980,122498,172520,1,NA
G2101870,1890,Kentucky,17676,0,5587300,179183,35842,1,NA
G1301570,1890,Georgia,19176,0,2232040,123745,84176,1,NA
G4803290,1890,Texas,1033,0,186510,147,8730,1,NA
G1800210,1890,Indiana,30536,0,7893405,146934,53141,0,NA
G5000170,1890,Vermont,19575,0,7271680,253651,133074,0,NA
G4800810,1890,Texas,2059,0,289730,3993,34074,1,NA
G3600390,1890,New York,31598,0,12682090,228889,98740,0,NA
G4803310,1890,Texas,24773,0,5302070,206962,221542,1,NA
G5600110,1890,Wyoming,2338,0,2460530,24027,103218,0,NA
G3601170,1890,New York,49729,0,25748010,296847,46807,0,NA
G4802310,1890,Texas,31885,0,8061840,255038,113667,1,NA
G2902250,1890,Missouri,15177,0,3346796,113099,134618,1,NA
G1301190,1890,Georgia,14670,0,1673910,75415,107269,1,NA
G1302070,1890,Georgia,19137,0,2465730,161404,116546,1,NA
G1801830,1890,Indiana,17768,0,10392734,135674,66125,0,NA
G1801290,1890,Indiana,21529,0,9365850,168662,39982,0,NA
G5101710,1890,Virginia,19671,0,8055110,143375,130183,1,NA
G3800810,1890,North Dakota,5076,0,3296405,144536,133381,0,NA
G4803790,1890,Texas,3909,0,791310,30728,36181,1,NA
G3101770,1890,Nebraska,11869,0,8405490,193567,28760,0,NA
G3601070,1890,New York,29935,0,10285080,223302,70648,0,NA
G3800990,1890,North Dakota,16587,0,8999830,431676,130239,0,NA
G4600690,1890,South Dakota,1860,0,805790,27859,53692,0,NA
G3900930,1890,Ohio,40295,0,18314430,238279,48993,0,NA
G2001350,1890,Kansas,4944,0,2476710,153599,105380,0,NA
G2801530,1890,Mississippi,9817,0,810590,31476,111267,1,NA
G2101330,1890,Kentucky,6920,0,882400,36935,171692,1,NA
G2701270,1890,Minnesota,9386,0,4717346,148289,111417,0,NA
G3700350,1890,North Carolina,18689,0,3261830,101193,136541,1,NA
G2601130,1890,Michigan,5048,0,786790,15381,24901,0,NA
G1901070,1890,Iowa,23862,0,13131750,291096,39682,0,NA
G4700650,1890,Tennessee,53482,0,5696900,55377,77197,1,NA
G2101630,1890,Kentucky,9484,0,2700320,93803,67041,1,NA
G4701310,1890,Tennessee,27273,0,6733170,144151,122149,1,NA
G2900510,1890,Missouri,17281,0,6121940,105952,102068,1,NA
G4700210,1890,Tennessee,8845,0,1752550,52250,90344,1,NA
G5501370,1890,Wisconsin,13507,0,5204890,159592,154243,0,NA
G2000990,1890,Kansas,27586,0,10009230,321598,61396,0,NA
G4801610,1890,Texas,15987,0,3387845,163683,182953,1,NA
G5500070,1890,Wisconsin,7390,0,118590,1297,11663,0,NA
G2902170,1890,Missouri,31505,0,12605990,341033,117231,1,NA
G2901670,1890,Missouri,20339,0,5715518,163205,163184,1,NA
G4801070,1890,Texas,346,0,NA,NA,NA,1,NA
G4801150,1890,Texas,29,0,354680,367,87570,1,NA
G1600110,1890,Idaho,13575,0,2850190,64150,118891,0,NA
G3900210,1890,Ohio,26980,0,14403538,210668,41230,0,NA
G5400630,1890,West Virginia,12429,0,4495790,132002,113944,1,NA
G2601550,1890,Michigan,30952,0,15847240,229585,83664,0,NA
G3600270,1890,New York,77879,0,24975184,360698,90297,0,NA
G0500750,1890,Arkansas,12984,0,2119760,63748,104716,1,NA
G2200710,1890,Louisiana,242039,0,546920,4186,5435,1,NA
G3701410,1890,North Carolina,12514,0,1368200,46235,249374,1,NA
G0500050,1890,Arkansas,8527,0,1106890,46317,100291,1,NA
G2100130,1890,Kentucky,10312,0,1317910,27662,113892,1,NA
G0800370,1890,Colorado,3725,0,1082020,16924,20617,0,NA
G2800450,1890,Mississippi,8318,0,113130,2843,32975,1,NA
G4801730,1890,Texas,208,0,322480,20640,26240,1,NA
G2701690,1890,Minnesota,33797,0,9176800,220002,118121,0,NA
G2100630,1890,Kentucky,9214,0,1000060,56582,97884,1,NA
G4800830,1890,Texas,6112,0,3053860,36270,368679,1,NA
G2101590,1890,Kentucky,4209,0,527220,12568,89585,1,NA
G4500410,1890,South Carolina,25027,0,2384180,98337,183333,1,NA
G4801490,1890,Texas,31481,0,18307070,287853,173117,1,NA
G4100130,1890,Oregon,3244,0,2953600,59737,116352,0,NA
G1302350,1890,Georgia,16559,0,1673613,113596,122260,1,NA
G3900070,1890,Ohio,43655,0,16576645,307192,84380,0,NA
G4500790,1890,South Carolina,36821,0,2604560,116122,179442,1,NA
G4200050,1890,Pennsylvania,46747,0,14702988,273121,92727,0,NA
G5501130,1890,Wisconsin,1977,0,42850,1005,1239,0,NA
G3101790,1890,Nebraska,6169,0,4966480,144196,90929,0,NA
G4801790,1890,Texas,203,0,76160,12919,5268,1,NA
G3600610,1890,New York,1515301,0,661980,413,115,0,NA
G4600850,1890,South Dakota,233,0,30055,280,5280,0,NA
G1901090,1890,Iowa,13120,0,7684155,187653,115495,0,NA
G5501110,1890,Wisconsin,30575,0,11364217,244535,215325,0,NA
G4600095,1890,South Dakota,0,0,NA,NA,NA,0,NA
G2601110,1890,Michigan,10657,0,2661220,42319,57867,0,NA
G3300010,1890,New Hampshire,20321,0,4949730,132727,70369,0,NA
G1200030,1890,Florida,3333,0,439700,8369,40072,1,NA
G4600955,1890,South Dakota,0,0,NA,NA,NA,0,NA
G5100170,1890,Virginia,4587,0,1486260,38737,119773,1,NA
G0500410,1890,Arkansas,10324,0,2099900,45742,77137,1,NA
G5101210,1890,Virginia,17742,0,3789720,103056,94693,1,NA
G3701610,1890,North Carolina,18770,0,2624190,95850,181460,1,NA
G2100990,1890,Kentucky,16439,0,2950430,131360,95871,1,NA
G2400350,1890,Maryland,18461,0,9382570,172042,48437,1,NA
G4803750,1890,Texas,849,0,1701590,5785,505735,1,NA
G3901330,1890,Ohio,27868,0,15142500,227084,65391,0,NA
G5600210,1890,Wyoming,16777,0,8669170,116689,657472,0,NA
G1901590,1890,Iowa,13556,0,8761280,257852,36482,0,NA
G5000010,1890,Vermont,22277,0,10515730,277478,89675,0,NA
G0600810,1890,California,10087,0,12349120,117581,50452,0,NA
G0100650,1890,Alabama,27501,0,3908090,183457,140940,1,NA
G4200010,1890,Pennsylvania,33486,0,13724185,226116,49130,0,NA
G2900210,1890,Missouri,70100,0,13674480,190150,34226,1,NA
G2200730,1890,Louisiana,17985,0,2362090,68784,93210,1,NA
G4201170,1890,Pennsylvania,52313,0,16231032,272232,146196,0,NA
G1801170,1890,Indiana,14678,0,3329150,146855,79411,0,NA
G2901010,1890,Missouri,28132,0,13173016,364698,86666,1,NA
G4500370,1890,South Carolina,49259,0,6455510,318808,315450,1,NA
G3100090,1890,Nebraska,1146,0,571468,22099,43786,0,NA
G2701330,1890,Minnesota,6817,0,4258330,142636,58848,0,NA
G3800195,1890,North Dakota,74,0,57510,1445,3835,0,NA
G4804210,1890,Texas,34,0,28990,2815,3585,1,NA
G5400430,1890,West Virginia,11246,0,1163290,50195,111294,1,NA
G0500730,1890,Arkansas,7700,0,753940,33510,66524,1,NA
G2900010,1890,Missouri,17417,0,6385804,206723,92447,1,NA
G2700510,1890,Minnesota,6875,0,3578260,116845,87207,0,NA
G2001950,1890,Kansas,2535,0,1265330,49862,76348,0,NA
G2400270,1890,Maryland,16269,0,7568260,115289,36013,1,NA
G2500070,1890,Massachusetts,4369,0,923470,17427,20970,0,NA
G2902010,1890,Missouri,11228,0,2871340,93835,53569,1,NA
G3901050,1890,Ohio,29813,0,6987380,188648,56630,0,NA
G5100810,1890,Virginia,8230,0,809000,47960,89043,1,NA
G2102050,1890,Kentucky,6129,0,576380,27280,93140,1,NA
G2400290,1890,Maryland,17471,0,7158070,140346,29747,1,NA
G4500010,1890,South Carolina,46854,0,5349110,283453,271136,1,NA
G5000210,1890,Vermont,45397,0,11306780,269451,158156,0,NA
G2300070,1890,Maine,17053,0,4660906,195807,182538,0,NA
G1700770,1890,Illinois,27809,0,6180981,152566,88279,0,NA
G0600350,1890,California,4239,0,3994460,100948,141413,0,NA
G2900850,1890,Missouri,9453,0,2458340,83607,105467,1,NA
G1302210,1890,Georgia,16951,0,2271070,135396,124801,1,NA
G3200190,1890,Nevada,1987,0,820980,27149,22296,0,NA
G4804010,1890,Texas,18559,0,2657630,134473,216738,1,NA
G2801030,1890,Mississippi,27338,0,2899670,164985,117453,1,NA
G3200010,1890,Nevada,703,0,581650,42785,9995,0,NA
G0100030,1890,Alabama,8941,0,473260,7031,65558,1,NA
G3700810,1890,North Carolina,28052,0,3845480,150387,220189,1,NA
G2001810,1890,Kansas,5261,0,1939970,111469,134350,0,NA
G4801970,1890,Texas,3904,0,2022250,179712,25310,1,NA
G2101350,1890,Kentucky,14803,0,2698740,86954,109732,1,NA
G4950595,1890,Utah Territory,7733,0,908060,18266,16720,0,NA
G3900830,1890,Ohio,27600,0,16167315,257981,56316,0,NA
G2100430,1890,Kentucky,17204,0,1438150,71772,104873,1,NA
G4800390,1890,Texas,11506,0,3339090,131322,140921,1,NA
G2900670,1890,Missouri,14111,0,1948540,74964,209229,1,NA
G4801770,1890,Texas,18016,0,5015140,339672,118031,1,NA
G5501030,1890,Wisconsin,19121,0,7031910,159276,167133,0,NA
G2100210,1890,Kentucky,12948,0,5993030,83742,18482,1,NA
G3101610,1890,Nebraska,8687,0,4251320,182661,206156,0,NA
G5101570,1890,Virginia,8678,0,2810560,109474,58856,1,NA
G5500810,1890,Wisconsin,23211,0,6496478,180210,202274,0,NA
G2100450,1890,Kentucky,11848,0,1935470,73993,133566,1,NA
G2001630,1890,Kansas,8018,0,3279250,170404,106349,0,NA
G3600150,1890,New York,48265,0,10014590,164512,49079,0,NA
G5100530,1890,Virginia,13515,0,2021245,99572,188326,1,NA
G1303010,1890,Georgia,10957,0,1343850,98261,65429,1,NA
G3000930,1890,Montana,23744,0,574920,8343,13283,0,NA
G4601073,1890,South Dakota,23,0,5416,134,346,0,NA
G4804110,1890,Texas,6641,0,2104410,39301,318755,1,NA
G1801090,1890,Indiana,18643,0,8108400,162351,70961,0,NA
G2800250,1890,Mississippi,18607,0,2634340,104238,95362,1,NA
G2100350,1890,Kentucky,14675,0,2192240,102430,118608,1,NA
G0600970,1890,California,32721,0,35632940,308080,398973,0,NA
G2700270,1890,Minnesota,11517,0,4348155,161147,120722,0,NA
G1301630,1890,Georgia,17213,0,1932030,112863,124205,1,NA
G2002010,1890,Kansas,22894,0,12976170,415135,67760,0,NA
G4950675,1890,Utah Territory,23768,0,3463900,50824,17813,0,NA
G2001970,1890,Kansas,11720,0,9130340,174052,202625,0,NA
G4200950,1890,Pennsylvania,84220,0,18258550,176198,18675,0,NA
G1302630,1890,Georgia,13258,0,1435920,88179,86867,1,NA
G4801810,1890,Texas,53211,0,15206320,340266,167097,1,NA
G4201110,1890,Pennsylvania,37317,0,13927575,280875,199764,0,NA
G0100930,1890,Alabama,11347,0,965710,59139,225905,1,NA
G0501410,1890,Arkansas,8567,0,983080,55196,108843,1,NA
G1900150,1890,Iowa,23772,0,11198210,265330,55800,0,NA
G5101190,1890,Virginia,7458,0,1052590,33324,27178,1,NA
G2400130,1890,Maryland,32376,0,14024840,217067,52944,1,NA
G1701290,1890,Illinois,13120,0,11509595,170418,18723,0,NA
G2901750,1890,Missouri,24893,0,8066689,216170,70381,1,NA
G5101050,1890,Virginia,18216,0,4621650,116999,130053,1,NA
G1302850,1890,Georgia,20723,0,2674060,130299,94622,1,NA
G2700690,1890,Minnesota,5387,0,3002375,117319,114011,0,NA
G2600490,1890,Michigan,39430,0,18235730,279047,93188,0,NA
G2901890,1890,Missouri,36307,0,20208750,182544,41416,1,NA
G4803470,1890,Texas,15984,0,1721140,75218,204887,1,NA
G5000190,1890,Vermont,22101,0,7481460,200002,153017,0,NA
G1700490,1890,Illinois,19358,0,6328400,200994,52300,0,NA
G3900390,1890,Ohio,25769,0,11673720,150437,79803,0,NA
G3800975,1890,North Dakota,24,0,114300,165,475,0,NA
G1800590,1890,Indiana,17829,0,10217310,139776,41459,0,NA
G1901110,1890,Iowa,37715,0,11298350,229244,81387,0,NA
G4950735,1890,Utah Territory,4009,0,293720,3634,1238,0,NA
G3901670,1890,Ohio,42380,0,11682375,268117,108232,0,NA
G0100330,1890,Alabama,20189,0,2084810,78555,141360,1,NA
G0800150,1890,Colorado,6612,0,873060,14503,14493,0,NA
G3600990,1890,New York,28227,0,12761550,161859,22676,0,NA
G2600510,1890,Michigan,4208,0,596250,10242,14870,0,NA
G4800170,1890,Texas,0,0,NA,NA,NA,1,NA
G2100490,1890,Kentucky,15434,0,8053400,125738,20577,1,NA
G4802030,1890,Texas,26721,0,2093740,135828,152808,1,NA
G3101210,1890,Nebraska,8758,0,6045035,174144,39422,0,NA
G2400250,1890,Maryland,28993,0,11919820,164470,64907,1,NA
G1300350,1890,Georgia,10565,0,1157810,54303,54384,1,NA
G1901530,1890,Iowa,65410,0,17483475,280135,41641,0,NA
G3600850,1890,New York,51693,0,3600005,10131,3531,0,NA
G4100050,1890,Oregon,15233,0,6825210,91458,169532,0,NA
G1900130,1890,Iowa,24219,0,13519780,302674,37304,0,NA
G1300850,1890,Georgia,5612,0,668080,42120,82436,1,NA
G2101170,1890,Kentucky,54161,0,5946640,90512,8917,1,NA
G2201270,1890,Louisiana,7082,0,653930,33815,143174,1,NA
G0500990,1890,Arkansas,14832,0,1674320,88393,148893,1,NA
G3600490,1890,New York,29806,0,14159850,283385,170490,0,NA
G3600250,1890,New York,45496,0,23774580,508128,290687,0,NA
G5101230,1890,Virginia,19692,0,2494460,67479,107187,1,NA
G5400350,1890,West Virginia,19021,0,4405150,132668,103262,1,NA
G2101290,1890,Kentucky,6205,0,488250,20073,47430,1,NA
G3100410,1890,Nebraska,21677,0,11481110,408072,437769,0,NA
G5300410,1890,Washington,11499,0,3320030,36400,89463,0,NA
G4805030,1890,Texas,5049,0,1566070,62671,161712,1,NA
G2902270,1890,Missouri,8738,0,4213090,120906,37464,1,NA
G2100730,1890,Kentucky,21267,0,3997720,100746,19968,1,NA
G2801170,1890,Mississippi,13679,0,1562920,69720,157190,1,NA
G0100890,1890,Alabama,38119,0,5428040,218911,172826,1,NA
G5400690,1890,West Virginia,41557,0,4946470,50838,8527,1,NA
G1200250,1890,Florida,861,0,1118550,941,30712,1,NA
G4701670,1890,Tennessee,24271,0,4255320,135451,104105,1,NA
G4701230,1890,Tennessee,15329,0,3208230,112549,160268,1,NA
G3100710,1890,Nebraska,1659,0,918900,24973,41950,0,NA
G1300450,1890,Georgia,22301,0,2274190,116214,119771,1,NA
G1600490,1890,Idaho,2955,0,2060560,71047,47491,0,NA
G4601310,1890,South Dakota,0,0,NA,NA,NA,0,NA
G3601010,1890,New York,81473,0,34506540,572266,208546,0,NA
G1800550,1890,Indiana,24379,0,7223495,237259,78082,0,NA
G1301130,1890,Georgia,8728,0,1189290,54784,46271,1,NA
G1800110,1890,Indiana,26572,0,13511260,202214,53285,0,NA
G3900170,1890,Ohio,48597,0,16668448,233840,44495,0,NA
G4500390,1890,South Carolina,28599,0,2980800,164635,203919,1,NA
G1900530,1890,Iowa,15643,0,8351120,222741,70933,0,NA
G5400870,1890,West Virginia,15303,0,3458330,123310,139981,1,NA
G2102270,1890,Kentucky,30158,0,6933760,197030,107451,1,NA
G2200150,1890,Louisiana,20330,0,2588610,97883,123824,1,NA
G2701010,1890,Minnesota,6692,0,3106260,114307,72279,0,NA
G3101270,1890,Nebraska,12930,0,8646582,197923,36770,0,NA
G4700130,1890,Tennessee,13486,0,1732250,64242,117816,1,NA
G3701590,1890,North Carolina,24123,0,3258610,134911,158230,1,NA
G3200170,1890,Nevada,2466,0,314520,10302,8503,0,NA
G5500730,1890,Wisconsin,30369,0,5314516,83863,192248,0,NA
G1600590,1890,Idaho,1915,0,776100,16682,21000,0,NA
G4200090,1890,Pennsylvania,38644,0,11099973,252332,192733,0,NA
G4600390,1890,South Dakota,4574,0,2018600,91952,65040,0,NA
G4803510,1890,Texas,4650,0,399360,15436,90639,1,NA
G5300090,1890,Washington,2771,0,868400,7760,11067,0,NA
G3100190,1890,Nebraska,22162,0,10461685,320175,121203,0,NA
G4802350,1890,Texas,870,0,1136287,30920,162240,1,NA
G1900370,1890,Iowa,15019,0,8094370,240358,41316,0,NA
G2601390,1890,Michigan,35358,0,11913880,192956,78235,0,NA
G3200090,1890,Nevada,2148,0,303500,10740,8320,0,NA
G3600550,1890,New York,189586,0,42638690,329191,30519,0,NA
G3100270,1890,Nebraska,7028,0,4260930,156784,36419,0,NA
G2100810,1890,Kentucky,12671,0,4914320,134485,24230,1,NA
G3000490,1890,Montana,19145,0,3586500,47688,53633,0,NA
G0450075,1890,Arizona Territory,2021,0,75270,694,2386,1,NA
G1300770,1890,Georgia,22354,0,2992255,138994,111466,1,NA
G4701350,1890,Tennessee,7785,0,1482680,44383,137243,1,NA
G2201170,1890,Louisiana,6700,0,838450,28368,145700,1,NA
G2800930,1890,Mississippi,26043,0,3685180,202995,169500,1,NA
G4701830,1890,Tennessee,28955,0,5635580,172873,154256,1,NA
G0100710,1890,Alabama,28026,0,4114520,148791,295944,1,NA
G3600690,1890,New York,48453,0,28210295,323443,60257,0,NA
G3700910,1890,North Carolina,13851,0,1671500,73219,109471,1,NA
G5101750,1890,Virginia,20078,0,2373100,124352,187581,1,NA
G1901910,1890,Iowa,22528,0,13928351,334107,77195,0,NA
G0801170,1890,Colorado,1906,0,82000,1970,1710,0,NA
G1901470,1890,Iowa,9318,0,5115435,124099,77164,0,NA
G5300370,1890,Washington,8777,0,3725450,47629,74587,0,NA
G2600130,1890,Michigan,3036,0,88840,294,518,0,NA
G0801230,1890,Colorado,11736,0,10365980,203382,165399,0,NA
G2500230,1890,Massachusetts,92700,0,7113020,56922,87459,0,NA
G2700730,1890,Minnesota,10382,0,5368915,210259,109617,0,NA
G5100570,1890,Virginia,10047,0,1486060,73186,77674,1,NA
G1302290,1890,Georgia,6379,0,731960,17257,172069,1,NA
G1700050,1890,Illinois,14550,0,5528960,180060,25151,0,NA
G3700730,1890,North Carolina,10252,0,1210850,55744,84093,1,NA
G3800930,1890,North Dakota,5266,0,2153780,82310,61686,0,NA
G2901650,1890,Missouri,16248,0,10457135,165882,66264,1,NA
G3600410,1890,New York,4762,0,861580,27703,44512,0,NA
G3900030,1890,Ohio,40644,0,14649970,178508,55454,0,NA
G2601070,1890,Michigan,19697,0,3817340,80290,83749,0,NA
G1800910,1890,Indiana,34445,0,14764410,238789,59994,0,NA
G3701110,1890,North Carolina,10939,0,1923590,48483,159632,1,NA
G2701670,1890,Minnesota,4346,0,2269081,84648,69592,0,NA
G1700630,1890,Illinois,21024,0,12068030,226433,12715,0,NA
G3101570,1890,Nebraska,1888,0,836270,24476,67857,0,NA
G3000210,1890,Montana,2056,0,793150,2751,7955,0,NA
G3900330,1890,Ohio,31927,0,14209130,188410,43850,0,NA
G2102070,1890,Kentucky,8136,0,1083860,58040,82579,1,NA
G3701130,1890,North Carolina,10102,0,1516020,52499,198631,1,NA
G0500550,1890,Arkansas,12908,0,1620610,57560,95332,1,NA
G4800950,1890,Texas,1065,0,1090870,4950,238017,1,NA
G0801030,1890,Colorado,1200,0,1229180,17358,19317,0,NA
G1700590,1890,Illinois,14935,0,4186460,102446,40588,0,NA
G5101690,1890,Virginia,21694,0,4650900,133335,185267,1,NA
G0800630,1890,Colorado,2472,0,364980,12819,50147,0,NA
G3101030,1890,Nebraska,3920,0,1665860,73574,97110,0,NA
G2200750,1890,Louisiana,12541,0,1490880,27536,43726,1,NA
G3701890,1890,North Carolina,10611,0,1895880,66004,120309,1,NA
G4950035,1890,Utah Territory,7642,0,3061730,58857,371526,0,NA
G4200170,1890,Pennsylvania,70615,0,35907300,321566,34866,0,NA
G4200230,1890,Pennsylvania,7238,0,796320,12413,18511,0,NA
G4700730,1890,Tennessee,22246,0,3999020,142035,145648,1,NA
G2900530,1890,Missouri,22707,0,11091211,246532,82076,1,NA
G2701530,1890,Minnesota,12930,0,3147025,69833,155226,0,NA
G3800350,1890,North Dakota,18357,0,8777680,447543,111074,0,NA
G2201230,1890,Louisiana,3748,0,1048100,45763,65677,1,NA
G4800110,1890,Texas,944,0,2112440,36487,376638,1,NA
G3600670,1890,New York,146247,0,32811500,380373,59619,0,NA
G4100110,1890,Oregon,8874,0,2659080,32213,90430,0,NA
G5300210,1890,Washington,696,0,116140,1388,5707,0,NA
G4100510,1890,Oregon,74884,0,10588840,37095,40959,0,NA
G2001210,1890,Kansas,19614,0,11620195,270089,69809,0,NA
G0100490,1890,Alabama,21106,0,2197430,87042,200226,1,NA
G2500090,1890,Massachusetts,299995,0,13435800,104136,54189,0,NA
G3901130,1890,Ohio,100852,0,22052900,229242,39532,0,NA
G2101370,1890,Kentucky,15962,0,5674140,120131,60709,1,NA
G4801750,1890,Texas,5910,0,1309860,46066,159739,1,NA
G0600690,1890,California,6412,0,8920290,270274,214087,0,NA
G2901630,1890,Missouri,26321,0,10604675,280957,86481,1,NA
G4803250,1890,Texas,5730,0,3621440,110293,360324,1,NA
