GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002
"G4701670","1870","Tennessee","470","Tipton","1670","Tipton","54","1670",14884,67370,92907,2131,2236745,69095
"G4701730","1870","Tennessee","470","Union","1730","Union","54","1730",7605,46435,100,89966,904320,18324
"G4701750","1870","Tennessee","470","Van Buren","1750","Van Buren","54","1750",2725,26414,69978,4755,370120,16285
"G4701770","1870","Tennessee","470","Warren","1770","Warren","54","1770",12714,85844,122388,775,2454908,87098
"G4701790","1870","Tennessee","470","Washington","1790","Washington","54","1790",16317,106646,111709,13007,3228291,149297
"G4701810","1870","Tennessee","470","Wayne","1810","Wayne","54","1810",10209,56957,244545,30092,1201233,67489
"G4701830","1870","Tennessee","470","Weakley","1830","Weakley","54","1830",20755,113457,214346,43500,3453713,119700
"G4701850","1870","Tennessee","470","White","1850","White","54","1850",9375,64361,11472,75590,1203790,59844
"G4701870","1870","Tennessee","470","Williamson","1870","Williamson","54","1870",25328,155471,150130,9139,6528324,253890
"G4701890","1870","Tennessee","470","Wilson","1890","Wilson","54","1890",25881,163834,151749,16194,7147654,229410
"G4800010","1870","Texas","480","Anderson","0010","Anderson","49","10",9229,43413,10614,187678,399740,22311
"G4800050","1870","Texas","480","Angelina","0050","Angelina","49","50",3985,13808,93800,505,209030,26765
"G4800090","1870","Texas","480","Archer","0090","Archer","49","90",,,,,,
"G4800130","1870","Texas","480","Atascosa","0130","Atascosa","49","130",2915,4772,57165,593,74453,18694
"G4800150","1870","Texas","480","Austin","0150","Austin","49","150",15087,76619,111126,106217,1724465,102037
"G4800190","1870","Texas","480","Bandera","0190","Bandera","49","190",649,1156,800,9938,21250,4438
"G4800210","1870","Texas","480","Bastrop","0210","Bastrop","49","210",12290,46210,4193,184905,1387995,89340
"G4800230","1870","Texas","480","Baylor","0230","Baylor","49","230",,,,,,
"G4800250","1870","Texas","480","Bee","0250","Bee","49","250",1082,452,0,10381,16099,250
"G4800270","1870","Texas","480","Bell","0270","Bell","49","270",9771,27927,56682,96169,614605,22501
"G4800290","1870","Texas","480","Bexar","0290","Bexar","49","290",16043,5546,7129,105891,256129,19470
"G4800295","1870","Texas","480","Bexar District","0295","Bexar District","49","295",1077,,,,,
"G4800310","1870","Texas","480","Blanco","0310","Blanco","49","310",1187,3690,820,42705,90736,17690
"G4800350","1870","Texas","480","Bosque","0350","Bosque","49","350",4981,21038,32777,59010,380355,19084
"G4800370","1870","Texas","480","Bowie","0370","Bowie","49","370",4684,18360,104392,4195,223347,16247
"G4800390","1870","Texas","480","Brazoria","0390","Brazoria","49","390",7527,38181,107562,110417,1435070,216995
"G4800410","1870","Texas","480","Brazos","0410","Brazos","49","410",9205,22046,5955,100797,109765,12982
"G4800490","1870","Texas","480","Brown","0490","Brown","49","490",544,408,0,1044,6450,418
"G4800510","1870","Texas","480","Burleson","0510","Burleson","49","510",8072,24814,76456,65201,578649,65265
"G4800530","1870","Texas","480","Burnet","0530","Burnet","49","530",3688,13510,21488,63889,326540,8342
"G4800550","1870","Texas","480","Caldwell","0550","Caldwell","49","550",6572,39547,55041,30102,500331,33141
"G4800570","1870","Texas","480","Calhoun","0570","Calhoun","49","570",3443,451,610,1267,55750,3881
"G4800590","1870","Texas","480","Callahan","0590","Callahan","49","590",,,,,,
"G4800610","1870","Texas","480","Cameron","0610","Cameron","49","610",10999,4354,29445,302760,102920,12355
"G4800710","1870","Texas","480","Chambers","0710","Chambers","49","710",1503,5365,6056,75171,137407,4804
"G4800730","1870","Texas","480","Cherokee","0730","Cherokee","49","730",11079,43206,376,89432,465947,20192
"G4800770","1870","Texas","480","Clay","0770","Clay","49","770",,,,,,
"G4800830","1870","Texas","480","Coleman","0830","Coleman","49","830",347,150,1300,300,2450,115
"G4800850","1870","Texas","480","Collin","0850","Collin","49","850",14013,51728,81731,147229,3002800,43570
"G4800890","1870","Texas","480","Colorado","0890","Colorado","49","890",8326,30244,89896,41366,493890,41430
"G4800910","1870","Texas","480","Comal","0910","Comal","49","910",5283,13850,5255,96230,632950,53672
"G4800930","1870","Texas","480","Comanche","0930","Comanche","49","930",1001,1543,0,15936,40595,5125
"G4800950","1870","Texas","480","Concho","0950","Concho","49","950",,,,,,
"G4800970","1870","Texas","480","Cooke","0970","Cooke","49","970",5315,20159,57282,33974,688565,18337
"G4800990","1870","Texas","480","Coryell","0990","Coryell","49","990",4124,11831,22386,62519,210537,15350
"G4801130","1870","Texas","480","Dallas","1130","Dallas","49","1130",13314,65300,56057,134811,1578915,50294
"G4801135","1870","Texas","480","Davis","1135","Davis","49","670",8875,53903,182001,270,406566,14494
"G4801210","1870","Texas","480","Denton","1210","Denton","49","1210",7251,19778,33954,39992,585972,19824
"G4801230","1870","Texas","480","DeWitt","1230","De Witt","49","1230",6443,22884,67733,109204,478823,8566
"G4801270","1870","Texas","480","Dimmit","1270","Dimmit","49","1270",109,510,180,196,3860,980
"G4801310","1870","Texas","480","Duval","1310","Duval","49","1310",1083,740,0,53806,19321,300
"G4801330","1870","Texas","480","Eastland","1330","Eastland","49","1330",88,16,0,0,230,20
"G4801370","1870","Texas","480","Edwards","1370","Edwards","49","1370",,,,,,
"G4801390","1870","Texas","480","Ellis","1390","Ellis","49","1390",7514,28201,29859,114416,633232,28474
"G4801410","1870","Texas","480","El Paso","1410","El Paso","49","1410",3671,50,0,50,800,125
"G4801415","1870","Texas","480","Encinal","1415","Encinal","49","1415",427,2660,850,850,5510,160
"G4801430","1870","Texas","480","Erath","1430","Erath","49","1430",1801,5858,19157,33398,151378,18985
"G4801450","1870","Texas","480","Falls","1450","Falls","49","1450",9851,32988,32224,40781,549704,45051
"G4801470","1870","Texas","480","Fannin","1470","Fannin","49","1470",13207,46097,60,185718,1302250,51072
"G4801490","1870","Texas","480","Fayette","1490","Fayette","49","1490",16863,76041,126455,148256,2117213,129826
"G4801570","1870","Texas","480","Fort Bend","1570","Fort Bend","49","1570",7114,31258,79312,40168,924241,111638
"G4801610","1870","Texas","480","Freestone","1610","Freestone","49","1610",8139,47558,24167,122047,692461,32461
"G4801630","1870","Texas","480","Frio","1630","Frio","49","1630",309,322,5112,285,11030,1661
"G4801670","1870","Texas","480","Galveston","1670","Galveston","49","1670",15290,2326,0,12249,245900,7380
"G4801710","1870","Texas","480","Gillespie","1710","Gillespie","49","1710",3566,6878,20240,17631,174001,37820
"G4801750","1870","Texas","480","Goliad","1750","Goliad","49","1750",3628,6257,14124,21637,105484,2145
"G4801770","1870","Texas","480","Gonzales","1770","Gonzales","49","1770",8951,33841,17553,211272,608972,100044
"G4801810","1870","Texas","480","Grayson","1810","Grayson","49","1810",14387,48918,59516,91112,1315148,63715
"G4801850","1870","Texas","480","Grimes","1850","Grimes","49","1850",13218,71436,397025,58654,991807,50038
"G4801870","1870","Texas","480","Guadalupe","1870","Guadalupe","49","1870",7282,28929,67734,64188,627948,48870
"G4801930","1870","Texas","480","Hamilton","1930","Hamilton","49","1930",733,2596,6012,6440,26160,1645
"G4801970","1870","Texas","480","Hardeman","1970","Hardeman","49","1970",,,,,,
"G4801990","1870","Texas","480","Hardin","1990","Hardin","49","1990",1460,3866,2450,18490,46880,2925
"G4802010","1870","Texas","480","Harris","2010","Harris","49","2010",17375,14016,55871,81842,605732,44602
"G4802030","1870","Texas","480","Harrison","2030","Harrison","49","2030",13241,76187,119409,15789,863851,35672
"G4802070","1870","Texas","480","Haskell","2070","Haskell","49","2070",,,,,,
"G4802090","1870","Texas","480","Hays","2090","Hays","49","2090",4088,7792,2357,16771,207897,5480
"G4802130","1870","Texas","480","Henderson","2130","Henderson","49","2130",6786,26240,507,145067,187080,8655
"G4802150","1870","Texas","480","Hidalgo","2150","Hidalgo","49","2150",2387,1098,36568,105909,74200,3950
"G4802170","1870","Texas","480","Hill","2170","Hill","49","2170",7453,23296,38401,57363,1030420,56238
"G4802210","1870","Texas","480","Hood","2210","Hood","49","2210",2585,9574,14536,32329,174100,8110
"G4802230","1870","Texas","480","Hopkins","2230","Hopkins","49","2230",12651,42371,132157,60828,1037789,32369
"G4802250","1870","Texas","480","Houston","2250","Houston","49","2250",8147,6746,0,47779,57180,6787
"G4802310","1870","Texas","480","Hunt","2310","Hunt","49","2310",10291,41065,100920,93522,780140,104813
"G4802370","1870","Texas","480","Jack","2370","Jack","49","2370",694,323,2475,137,9040,645
"G4802390","1870","Texas","480","Jackson","2390","Jackson","49","2390",2278,10816,36736,27121,152613,4140
"G4802410","1870","Texas","480","Jasper","2410","Jasper","49","2410",4218,23114,164456,854,245344,12490
"G4802450","1870","Texas","480","Jefferson","2450","Jefferson","49","2450",1906,1484,575,22644,61092,2978
"G4802510","1870","Texas","480","Johnson","2510","Johnson","49","2510",4923,18413,48123,39435,331054,38671
"G4802530","1870","Texas","480","Jones","2530","Jones","49","2530",,,,,,
"G4802550","1870","Texas","480","Karnes","2550","Karnes","49","2550",1705,3443,42851,4095,45620,2380
"G4802570","1870","Texas","480","Kaufman","2570","Kaufman","49","2570",6895,14948,1451,62315,487055,10418
"G4802590","1870","Texas","480","Kendall","2590","Kendall","49","2590",1536,3617,5435,52096,116960,18228
"G4802650","1870","Texas","480","Kerr","2650","Kerr","49","2650",1042,3712,3383,36968,99052,15567
"G4802670","1870","Texas","480","Kimble","2670","Kimble","49","2670",72,18,0,0,180,10
"G4802710","1870","Texas","480","Kinney","2710","Kinney","49","2710",1204,2610,0,22300,57605,5000
"G4802750","1870","Texas","480","Knox","2750","Knox","49","2750",,,,,,
"G4802770","1870","Texas","480","Lamar","2770","Lamar","49","2770",15790,43494,144208,16713,1058936,57153
"G4802810","1870","Texas","480","Lampasas","2810","Lampasas","49","2810",1344,3611,434,46785,62140,3787
"G4802830","1870","Texas","480","La Salle","2830","La Salle","49","2830",69,0,0,0,0,0
"G4802850","1870","Texas","480","Lavaca","2850","Lavaca","49","2850",9168,36987,2764,268412,1025101,34729
"G4802890","1870","Texas","480","Leon","2890","Leon","49","2890",6523,32265,189309,9578,370852,45591
"G4802910","1870","Texas","480","Liberty","2910","Liberty","49","2910",4414,11279,85868,19521,319668,13663
"G4802930","1870","Texas","480","Limestone","2930","Limestone","49","2930",8591,34846,1299,239577,1121390,2040
"G4802970","1870","Texas","480","Live Oak","2970","Live Oak","49","2970",852,4801,23024,28679,63839,875
"G4802990","1870","Texas","480","Llano","2990","Llano","49","2990",1379,1624,12933,19481,42210,6223
"G4803070","1870","Texas","480","McCulloch","3070","Mcculloch","49","3070",173,97,305,3348,2920,93
"G4803090","1870","Texas","480","McLennan","3090","Mclennan","49","3090",13500,36148,15577,16095,356734,9385
"G4803110","1870","Texas","480","McMullen","3110","Mcmullen","49","3110",230,173,2210,1000,4500,0
"G4803130","1870","Texas","480","Madison","3130","Madison","49","3130",4061,15166,132309,27357,206175,14674
"G4803150","1870","Texas","480","Marion","3150","Marion","49","3150",8562,27819,85017,2927,412591,0
"G4803190","1870","Texas","480","Mason","3190","Mason","49","3190",678,1131,150,17736,29530,5110
"G4803210","1870","Texas","480","Matagorda","3210","Matagorda","49","3210",3377,16007,54763,37594,364817,32681
"G4803230","1870","Texas","480","Maverick","3230","Maverick","49","3230",1951,1388,0,102587,44235,3045
"G4803250","1870","Texas","480","Medina","3250","Medina","49","3250",2078,5504,0,22815,118570,13830
"G4803270","1870","Texas","480","Menard","3270","Menard","49","3270",667,147,700,7612,15050,210
"G4803310","1870","Texas","480","Milam","3310","Milam","49","3310",8984,32644,67372,46964,505584,50961
"G4803370","1870","Texas","480","Montague","3370","Montague","49","3370",890,2615,25817,395,63960,5856
"G4803390","1870","Texas","480","Montgomery","3390","Montgomery","49","3390",6483,35412,191722,35450,702328,16171
"G4803470","1870","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",9614,35646,164477,201452,499311,27886
"G4803490","1870","Texas","480","Navarro","3490","Navarro","49","3490",8879,47042,97622,184143,1078152,39187
"G4803510","1870","Texas","480","Newton","3510","Newton","49","3510",2187,10580,88623,27,136255,9121
"G4803550","1870","Texas","480","Nueces","3550","Nueces","49","3550",3975,14367,217200,402715,288149,7905
"G4803610","1870","Texas","480","Orange","3610","Orange","49","3610",1255,984,6248,5825,28063,1294
"G4803630","1870","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",,,,,,
"G4803650","1870","Texas","480","Panola","3650","Panola","49","3650",10119,61359,256125,1600,1031615,25827
"G4803670","1870","Texas","480","Parker","3670","Parker","49","3670",4186,5926,16615,5877,136475,17495
"G4803730","1870","Texas","480","Polk","3730","Polk","49","3730",8707,30344,189817,3758,311426,46296
"G4803770","1870","Texas","480","Presidio","3770","Presidio","49","3770",1636,,,,,
"G4803870","1870","Texas","480","Red River","3870","Red River","49","3870",10653,50964,294087,73103,909268,53436
"G4803910","1870","Texas","480","Refugio","3910","Refugio","49","3910",2324,5400,34896,98266,135300,8980
"G4803950","1870","Texas","480","Robertson","3950","Robertson","49","3950",9990,27207,74960,11553,742965,19203
"G4803990","1870","Texas","480","Runnels","3990","Runnels","49","3990",,,,,,
"G4804010","1870","Texas","480","Rusk","4010","Rusk","49","4010",16916,78250,255397,10517,562829,47748
"G4804030","1870","Texas","480","Sabine","4030","Sabine","49","4030",3256,17653,121734,4546,136000,18836
"G4804050","1870","Texas","480","San Augustine","4050","San Augustine","49","4050",4196,19752,6167,202432,131363,23298
"G4804090","1870","Texas","480","San Patricio","4090","San Patricio","49","4090",602,2417,15390,34285,43800,3770
"G4804110","1870","Texas","480","San Saba","4110","San Saba","49","4110",1425,2377,3393,25788,124561,1827
"G4804170","1870","Texas","480","Shackelford","4170","Shackelford","49","4170",455,320,0,160,480,0
"G4804190","1870","Texas","480","Shelby","4190","Shelby","49","4190",5732,31649,0,162659,178553,37269
"G4804230","1870","Texas","480","Smith","4230","Smith","49","4230",16532,75466,239442,637,1382113,31105
"G4804270","1870","Texas","480","Starr","4270","Starr","49","4270",4154,200,500,7777,1375,75
"G4804290","1870","Texas","480","Stephens","4290","Stephens","49","4290",330,105,1170,900,2850,300
"G4804390","1870","Texas","480","Tarrant","4390","Tarrant","49","4390",5788,22387,86435,60432,496047,60682
"G4804410","1870","Texas","480","Taylor","4410","Taylor","49","4410",,,,,,
"G4804470","1870","Texas","480","Throckmorton","4470","Throckmorton","49","4470",,,,,,
"G4804490","1870","Texas","480","Titus","4490","Titus","49","4490",11339,53012,217123,80413,1133072,41827
"G4804530","1870","Texas","480","Travis","4530","Travis","49","4530",13153,83279,27846,81088,1897960,49483
"G4804550","1870","Texas","480","Trinity","4550","Trinity","49","4550",4141,16151,63414,3132,172214,24764
"G4804570","1870","Texas","480","Tyler","4570","Tyler","49","4570",5010,17040,139670,35790,250806,13933
"G4804590","1870","Texas","480","Upshur","4590","Upshur","49","4590",12039,63804,120733,108188,590238,37238
"G4804630","1870","Texas","480","Uvalde","4630","Uvalde","49","4630",851,1205,0,8847,35410,3635
"G4804670","1870","Texas","480","Van Zandt","4670","Van Zandt","49","4670",6494,22195,119232,9990,502267,16507
"G4804690","1870","Texas","480","Victoria","4690","Victoria","49","4690",4860,11247,22255,65509,240743,16686
"G4804710","1870","Texas","480","Walker","4710","Walker","49","4710",9776,34224,85763,23130,311566,24171
"G4804770","1870","Texas","480","Washington","4770","Washington","49","4770",23104,122833,141185,53550,3765786,122830
"G4804790","1870","Texas","480","Webb","4790","Webb","49","4790",2615,6120,2685,3015,17640,2258
"G4804810","1870","Texas","480","Wharton","4810","Wharton","49","4810",3426,22126,40997,18560,332345,28860
"G4804850","1870","Texas","480","Wichita","4850","Wichita","49","4850",,,,,,
"G4804870","1870","Texas","480","Wilbarger","4870","Wilbarger","49","4870",,,,,,
"G4804910","1870","Texas","480","Williamson","4910","Williamson","49","4910",6368,18329,81128,74837,389239,28767
"G4804930","1870","Texas","480","Wilson","4930","Wilson","49","4930",2556,10907,27850,20654,153961,3388
"G4804970","1870","Texas","480","Wise","4970","Wise","49","4970",1450,3537,13211,8585,70420,5975
"G4804990","1870","Texas","480","Wood","4990","Wood","49","4990",6894,30053,121698,11962,510834,17445
"G4805030","1870","Texas","480","Young","5030","Young","49","5030",135,199,590,150,1200,0
"G4805050","1870","Texas","480","Zapata","5050","Zapata","49","5050",1488,10442,142362,194715,106939,437
"G4805070","1870","Texas","480","Zavala","5070","Zavala","49","5070",133,108,150,1294,2600,455
"G4950015","1870","Utah Territory","495","Beaver","0015","Beaver","67","10",2007,3653,0,0,37145,13030
"G4950035","1870","Utah Territory","495","Box Elder","0035","Box Elder","67","30",4855,5471,0,4081,109235,10858
"G4950055","1870","Utah Territory","495","Cache","0055","Cache","67","50",8229,7770,0,50,76230,16480
"G4950115","1870","Utah Territory","495","Davis","0115","Davis","67","110",4459,4335,0,1099,220300,0
"G4950295","1870","Utah Territory","495","Iron","0295","Iron","67","210",2277,3714,0,340,32781,11060
"G4950315","1870","Utah Territory","495","Juab","0315","Juab","67","230",2034,3264,0,697,40221,7959
"G4950335","1870","Utah Territory","495","Kane","0335","Kane","67","250",1513,1244,0,20,48845,14705
"G4950375","1870","Utah Territory","495","Millard","0375","Millard","67","270",2753,8887,0,10,70635,22450
"G4950395","1870","Utah Territory","495","Morgan","0395","Morgan","67","290",1972,2588,0,837,69840,0
"G4950415","1870","Utah Territory","495","Piute","0415","Piute","67","310",82,0,0,0,0,0
"G4950435","1870","Utah Territory","495","Rich","0435","Rich","67","330",1955,914,0,1050,22250,3990
"G4950495","1870","Utah Territory","495","Salt Lake","0495","Salt Lake","67","350",18337,4271,0,4803,319800,15020
"G4950535","1870","Utah Territory","495","Sanpete","0535","Sanpete","67","390",6786,14094,1,1237,243506,27679
"G4950555","1870","Utah Territory","495","Sevier","0555","Sevier","67","410",19,145,0,140,2400,750
"G4950595","1870","Utah Territory","495","Summit","0595","Summit","67","430",2512,4927,0,2637,32369,12798
"G4950615","1870","Utah Territory","495","Tooele","0615","Tooele","67","450",2177,1803,0,871,113245,7342
"G4950675","1870","Utah Territory","495","Utah","0675","Utah","67","490",12203,29616,50,6581,465627,90015
"G4950715","1870","Utah Territory","495","Wasatch","0715","Wasatch","67","510",1244,4579,0,1994,31179,9442
"G4950735","1870","Utah Territory","495","Washington","0735","Washington","67","530",3064,2497,10,254,84815,20977
"G4950755","1870","Utah Territory","495","Weber","0755","Weber","67","570",7858,14496,154,2671,264903,2390
"G5000010","1870","Vermont","500","Addison","0010","Addison","6","10",23484,278170,108990,9945,16001518,436446
"G5000030","1870","Vermont","500","Bennington","0030","Bennington","6","30",21325,127006,61079,2385,6340195,211621
"G5000050","1870","Vermont","500","Caledonia","0050","Caledonia","6","50",22235,235955,122061,0,8438066,380709
"G5000070","1870","Vermont","500","Chittenden","0070","Chittenden","6","70",36480,218670,64970,7055,14783046,491216
"G5000090","1870","Vermont","500","Essex","0090","Essex","6","90",6811,58516,68025,11952,1873965,86706
"G5000110","1870","Vermont","500","Franklin","0110","Franklin","6","110",30291,276963,112794,8313,16663492,438093
"G5000130","1870","Vermont","500","Grand Isle","0130","Grand Isle","6","130",4082,36872,8889,1081,2579795,74641
"G5000150","1870","Vermont","500","Lamoille","0150","Lamoille","6","150",12448,106638,81542,185,5675180,209453
"G5000170","1870","Vermont","500","Orange","0170","Orange","6","170",23090,291318,107951,1473,10205064,338500
"G5000190","1870","Vermont","500","Orleans","0190","Orleans","6","190",21035,196456,157449,299,8949310,395542
"G5000210","1870","Vermont","500","Rutland","0210","Rutland","6","210",40651,301499,120238,19859,14231526,508191
"G5000230","1870","Vermont","500","Washington","0230","Washington","6","230",26520,238113,118403,3135,11305586,565973
"G5000250","1870","Vermont","500","Windham","0250","Windham","6","250",26036,308975,123886,1245,9127096,483621
"G5000270","1870","Vermont","500","Windsor","0270","Windsor","6","270",36063,398106,130657,1686,13193240,629567
"G5100010","1870","Virginia","510","Accomack","0010","Accomack","40","10",20409,78556,72774,11296,2657265,82354
"G5100030","1870","Virginia","510","Albemarle","0030","Albemarle","40","30",27544,196309,128021,5510,5928975,116858
"G5100035","1870","Virginia","510","Alexandria","0035","Alexandria","40","130",16755,6914,558,623,660875,15599
"G5100050","1870","Virginia","510","Alleghany","0050","Alleghany","40","50",3674,23423,87013,0,744820,22132
"G5100070","1870","Virginia","510","Amelia","0070","Amelia","40","70",9878,109009,78828,9287,1725061,38456
"G5100090","1870","Virginia","510","Amherst","0090","Amherst","40","90",14900,130593,96182,3778,1987119,41583
"G5100110","1870","Virginia","510","Appomattox","0110","Appomattox","40","110",8950,109111,76948,6509,1540199,25150
"G5100150","1870","Virginia","510","Augusta","0150","Augusta","40","150",28763,222843,157251,20777,10232552,284003
"G5100170","1870","Virginia","510","Bath","0170","Bath","40","170",3795,37913,134155,650,1394270,21152
"G5100190","1870","Virginia","510","Bedford","0190","Bedford","40","190",25327,174099,131480,57797,3373549,98513
"G5100210","1870","Virginia","510","Bland","0210","Bland","40","210",4000,30082,86146,0,663119,17275
"G5100230","1870","Virginia","510","Botetourt","0230","Botetourt","40","230",11329,73691,75055,7167,2748574,72029
"G5100250","1870","Virginia","510","Brunswick","0250","Brunswick","40","250",13427,75337,192683,5376,694602,30520
"G5100270","1870","Virginia","510","Buchanan","0270","Buchanan","40","270",3777,14055,0,195060,293994,6452
"G5100290","1870","Virginia","510","Buckingham","0290","Buckingham","40","290",13371,133273,158511,20326,1998752,43639
"G5100310","1870","Virginia","510","Campbell","0310","Campbell","40","310",28384,144813,136045,11162,3048166,67232
"G5100330","1870","Virginia","510","Caroline","0330","Caroline","40","330",15128,137176,106700,13308,2359064,32409
"G5100350","1870","Virginia","510","Carroll","0350","Carroll","40","350",9147,57656,136110,0,638494,24546
"G5100360","1870","Virginia","510","Charles City","0360","Charles City","40","360",4975,41438,51737,1125,991352,49013
"G5100370","1870","Virginia","510","Charlotte","0370","Charlotte","40","370",14513,116802,85810,53773,2401030,45618
"G5100410","1870","Virginia","510","Chesterfield","0410","Chesterfield","40","410",18470,60855,102651,35488,2315069,49635
"G5100430","1870","Virginia","510","Clarke","0430","Clarke","40","430",6670,73253,25343,873,4014970,59876
"G5100450","1870","Virginia","510","Craig","0450","Craig","40","450",2942,27107,63839,0,861052,27612
"G5100470","1870","Virginia","510","Culpeper","0470","Culpeper","40","470",12227,165789,62558,7369,4041710,74408
"G5100490","1870","Virginia","510","Cumberland","0490","Cumberland","40","490",8142,77239,56444,12551,1170312,25270
"G5100530","1870","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",30702,86573,85433,59672,1384876,32232
"G5100550","1870","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",8303,12213,14042,2405,577239,7357
"G5100570","1870","Virginia","510","Essex","0570","Essex","40","570",9927,91599,63291,1341,1652972,23345
"G5100590","1870","Virginia","510","Fairfax","0590","Fairfax","40","590",12952,103099,83048,20380,5885840,141907
"G5100610","1870","Virginia","510","Fauquier","0610","Fauquier","40","610",19690,288546,104296,13463,9581486,151971
"G5100630","1870","Virginia","510","Floyd","0630","Floyd","40","630",9824,68627,93728,81,1000650,28925
"G5100650","1870","Virginia","510","Fluvanna","0650","Fluvanna","40","650",9875,64484,57683,21390,1306339,33992
"G5100670","1870","Virginia","510","Franklin","0670","Franklin","40","670",18264,109514,174671,48205,1674512,65534
"G5100690","1870","Virginia","510","Frederick","0690","Frederick","40","690",16596,134160,75603,6,4494430,124749
"G5100710","1870","Virginia","510","Giles","0710","Giles","40","710",5875,40102,18758,65478,979272,22125
"G5100730","1870","Virginia","510","Gloucester","0730","Gloucester","40","730",10211,56777,49400,413,1128473,24998
"G5100750","1870","Virginia","510","Goochland","0750","Goochland","40","750",10313,135445,62512,0,1607600,84602
"G5100770","1870","Virginia","510","Grayson","0770","Grayson","40","770",9587,65389,119543,9875,1059544,40913
"G5100790","1870","Virginia","510","Greene","0790","Greene","40","790",4634,43585,38518,0,841995,20229
"G5100810","1870","Virginia","510","Greensville","0810","Greensville","40","810",6362,51991,77913,22890,909097,16263
"G5100830","1870","Virginia","510","Halifax","0830","Halifax","40","830",27828,183771,129324,29584,2545790,59135
"G5100850","1870","Virginia","510","Hanover","0850","Hanover","40","850",16455,130193,100523,8002,3295587,50908
"G5100870","1870","Virginia","510","Henrico","0870","Henrico","40","870",66179,62029,57922,5004,5195650,87990
"G5100890","1870","Virginia","510","Henry","0890","Henry","40","890",12303,66559,86888,24340,819920,31529
"G5100910","1870","Virginia","510","Highland","0910","Highland","40","910",4151,53491,116766,0,1811700,37836
"G5100930","1870","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",8320,56317,87110,19107,1145148,19337
"G5100950","1870","Virginia","510","James City","0950","James City","40","950",4425,15071,28530,2594,311647,10516
"G5100970","1870","Virginia","510","King And Queen","0970","King And Queen","40","970",9709,75646,65682,13144,981885,23263
"G5100990","1870","Virginia","510","King George","0990","King George","40","990",5742,60404,38837,2179,1320987,24775
"G5101010","1870","Virginia","510","King William","1010","King William","40","1010",7515,71848,57919,33668,1728298,42085
"G5101030","1870","Virginia","510","Lancaster","1030","Lancaster","40","1030",5355,34432,36522,1611,849895,13802
"G5101050","1870","Virginia","510","Lee","1050","Lee","40","1050",13268,75731,116877,31650,2184205,45535
"G5101070","1870","Virginia","510","Loudoun","1070","Loudoun","40","1070",20929,201888,67246,7157,10877006,206700
"G5101090","1870","Virginia","510","Louisa","1090","Louisa","40","1090",16332,122974,101120,29993,2564753,51274
"G5101110","1870","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",10403,94967,60101,69576,891238,23425
"G5101130","1870","Virginia","510","Madison","1130","Madison","40","1130",8670,72312,81763,10317,1753087,46807
"G5101150","1870","Virginia","510","Mathews","1150","Matthews","40","1150",6200,25376,18212,455,825169,6701
"G5101170","1870","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",21318,133357,127125,73150,2197841,59186
"G5101190","1870","Virginia","510","Middlesex","1190","Middlesex","40","1190",4981,32834,27472,7367,583200,15497
"G5101210","1870","Virginia","510","Montgomery","1210","Montgomery","40","1210",12556,79573,113368,12290,2976295,63963
"G5101230","1870","Virginia","510","Nansemond","1230","Nansemond","40","1230",11576,56338,106161,245,1197737,29963
"G5101250","1870","Virginia","510","Nelson","1250","Nelson","40","1250",13898,105982,109766,24535,3042768,61464
"G5101270","1870","Virginia","510","New Kent","1270","New Kent","40","1270",4381,29115,41758,7041,644940,25114
"G5101290","1870","Virginia","510","Norfolk","1290","Norfolk","40","1290",46702,46055,49288,8819,2755457,57632
"G5101310","1870","Virginia","510","Northampton","1310","Northampton","40","1310",8046,68728,35364,2621,1609493,31074
"G5101330","1870","Virginia","510","Northumberland","1330","Northumberland","40","1330",6863,51238,48081,3999,1129160,17838
"G5101350","1870","Virginia","510","Nottoway","1350","Nottoway","40","1350",9291,69454,75056,0,1225536,22525
"G5101370","1870","Virginia","510","Orange","1370","Orange","40","1370",10396,96754,67805,9016,799148,55786
"G5101390","1870","Virginia","510","Page","1390","Page","40","1390",8462,48744,48901,7605,1935974,51849
"G5101410","1870","Virginia","510","Patrick","1410","Patrick","40","1410",10161,59414,160906,10277,351975,19935
"G5101430","1870","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",31343,239018,294568,66135,3390720,89799
"G5101450","1870","Virginia","510","Powhatan","1450","Powhatan","40","1450",7667,59540,56025,14012,1449229,29007
"G5101470","1870","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",12004,76912,54214,56445,1707300,36277
"G5101490","1870","Virginia","510","Prince George","1490","Prince George","40","1490",7820,55551,48344,3661,969513,32097
"G5101510","1870","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",8273,46940,52127,1742,1412328,40982
"G5101530","1870","Virginia","510","Prince William","1530","Prince William","40","1530",7504,69737,53658,17368,2193552,51949
