GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002
"G3601090","1870","New York","360","Tompkins","1090","Tompkins","13","1090",33178,221989,57039,4391,19007784,743526
"G3601110","1870","New York","360","Ulster","1110","Ulster","13","1110",84075,279140,175556,4981,21051468,916659
"G3601130","1870","New York","360","Warren","1130","Warren","13","1130",22592,126622,136545,84010,4648455,169845
"G3601150","1870","New York","360","Washington","1150","Washington","13","1150",49568,353761,103783,8001,29113664,859443
"G3601170","1870","New York","360","Wayne","1170","Wayne","13","1170",47710,284454,52410,16513,27020484,916521
"G3601190","1870","New York","360","Westchester","1190","Westchester","13","1190",131348,177052,50758,15024,36861860,671458
"G3601210","1870","New York","360","Wyoming","1210","Wyoming","13","1210",29164,282926,78007,655,17717480,632555
"G3601230","1870","New York","360","Yates","1230","Yates","13","1230",19595,161660,36362,1756,15118258,507407
"G3700010","1870","North Carolina","370","Alamance","0010","Alamance","47","10",11874,89543,77701,55476,772989,75363
"G3700030","1870","North Carolina","370","Alexander","0030","Alexander","47","30",6868,32137,94459,20745,550768,22805
"G3700050","1870","North Carolina","370","Alleghany","0050","Alleghany","47","50",3691,45298,86135,165,526862,26616
"G3700070","1870","North Carolina","370","Anson","0070","Anson","47","70",12428,54535,76392,84840,699925,45527
"G3700090","1870","North Carolina","370","Ashe","0090","Ashe","47","90",9573,60147,159237,0,847548,29460
"G3700130","1870","North Carolina","370","Beaufort","0130","Beaufort","47","130",13011,35161,226102,5438,481471,39934
"G3700150","1870","North Carolina","370","Bertie","0150","Bertie","47","150",12950,78713,196850,10568,1036101,30547
"G3700170","1870","North Carolina","370","Bladen","0170","Bladen","47","170",12831,28332,267881,14677,222227,20598
"G3700190","1870","North Carolina","370","Brunswick","0190","Brunswick","47","190",7754,21019,259626,2190,376432,23872
"G3700210","1870","North Carolina","370","Buncombe","0210","Buncombe","47","210",15412,66135,229279,15630,1703115,49719
"G3700230","1870","North Carolina","370","Burke","0230","Burke","47","230",9777,33275,120112,11001,595096,33504
"G3700250","1870","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",11954,72492,65981,37804,1205471,68084
"G3700270","1870","North Carolina","370","Caldwell","0270","Caldwell","47","270",8476,42686,151827,4087,856910,44785
"G3700290","1870","North Carolina","370","Camden","0290","Camden","47","290",5361,34836,27735,11769,531296,17004
"G3700310","1870","North Carolina","370","Carteret","0310","Carteret","47","310",9010,10836,51836,19399,179290,13939
"G3700330","1870","North Carolina","370","Caswell","0330","Caswell","47","330",16081,74204,64878,86157,1129700,55654
"G3700350","1870","North Carolina","370","Catawba","0350","Catawba","47","350",10984,39203,27790,60961,607424,37387
"G3700370","1870","North Carolina","370","Chatham","0370","Chatham","47","370",19723,122750,204466,93557,1169981,138089
"G3700390","1870","North Carolina","370","Cherokee","0390","Cherokee","47","390",8080,26858,121010,54856,480909,14447
"G3700410","1870","North Carolina","370","Chowan","0410","Chowan","47","410",6450,36637,44179,726,542278,17995
"G3700430","1870","North Carolina","370","Clay","0430","Clay","47","430",2461,13991,65108,5646,323965,24510
"G3700450","1870","North Carolina","370","Cleveland","0450","Cleveland","47","450",12696,76099,106019,31480,686785,51462
"G3700470","1870","North Carolina","370","Columbus","0470","Columbus","47","470",8474,25785,23864,243401,161127,20750
"G3700490","1870","North Carolina","370","Craven","0490","Craven","47","490",20516,45039,265673,12085,844404,52001
"G3700510","1870","North Carolina","370","Cumberland","0510","Cumberland","47","510",17035,37332,237640,3478,637362,30679
"G3700530","1870","North Carolina","370","Currituck","0530","Currituck","47","530",5131,39687,52546,7455,510874,15341
"G3700550","1870","North Carolina","370","Dare","0550","Dare","47","550",2778,278,2012,2073,14193,838
"G3700570","1870","North Carolina","370","Davidson","0570","Davidson","47","570",17414,111230,133017,63372,1395298,107816
"G3700590","1870","North Carolina","370","Davie","0590","Davie","47","590",9620,42878,49576,33037,626542,27932
"G3700610","1870","North Carolina","370","Duplin","0610","Duplin","47","610",15542,83957,310577,12110,649750,33610
"G3700650","1870","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",22970,108019,133850,13370,3353471,122155
"G3700670","1870","North Carolina","370","Forsyth","0670","Forsyth","47","670",13050,114126,93640,462,1173202,42730
"G3700690","1870","North Carolina","370","Franklin","0690","Franklin","47","690",14134,82926,111874,43317,944916,47129
"G3700710","1870","North Carolina","370","Gaston","0710","Gaston","47","710",12602,62591,103455,31770,1294000,54463
"G3700730","1870","North Carolina","370","Gates","0730","Gates","47","730",7724,53382,99438,646,451750,23335
"G3700770","1870","North Carolina","370","Granville","0770","Granville","47","770",24831,149968,116483,108036,2007031,84760
"G3700790","1870","North Carolina","370","Greene","0790","Greene","47","790",8687,55450,87153,2704,1534503,48977
"G3700810","1870","North Carolina","370","Guilford","0810","Guilford","47","810",21736,156567,105679,69959,2093277,105433
"G3700830","1870","North Carolina","370","Halifax","0830","Halifax","47","830",20408,146700,204841,14529,2875197,218263
"G3700850","1870","North Carolina","370","Harnett","0850","Harnett","47","850",8895,29114,163499,13321,509679,41958
"G3700870","1870","North Carolina","370","Haywood","0870","Haywood","47","870",7921,35750,82545,316,591148,32609
"G3700890","1870","North Carolina","370","Henderson","0890","Henderson","47","890",7706,42569,123106,2575,1015192,39939
"G3700910","1870","North Carolina","370","Hertford","0910","Hertford","47","910",9273,53499,110063,1341,730355,24922
"G3700950","1870","North Carolina","370","Hyde","0950","Hyde","47","950",6445,24655,25028,1547,861775,13457
"G3700970","1870","North Carolina","370","Iredell","0970","Iredell","47","970",16931,74246,116077,73685,1434977,73580
"G3700990","1870","North Carolina","370","Jackson","0990","Jackson","47","990",6683,24882,208243,38,415733,21471
"G3701010","1870","North Carolina","370","Johnston","1010","Johnston","47","1010",16897,76829,261614,57247,871903,29067
"G3701030","1870","North Carolina","370","Jones","1030","Jones","47","1030",5002,30021,82360,0,330495,9463
"G3701070","1870","North Carolina","370","Lenoir","1070","Lenoir","47","1070",10434,71896,95926,9375,731917,39674
"G3701090","1870","North Carolina","370","Lincoln","1090","Lincoln","47","1090",9573,57376,70400,19443,828644,31850
"G3701110","1870","North Carolina","370","McDowell","1110","Mcdowell","47","1110",7592,31496,27620,0,581325,17135
"G3701130","1870","North Carolina","370","Macon","1130","Macon","47","1130",6615,34795,289573,12870,510612,38855
"G3701150","1870","North Carolina","370","Madison","1150","Madison","47","1150",8192,32804,121368,0,527216,23064
"G3701170","1870","North Carolina","370","Martin","1170","Martin","47","1170",9647,48830,168603,13138,1061956,26120
"G3701190","1870","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",24299,103602,105253,60603,2645482,123763
"G3701210","1870","North Carolina","370","Mitchell","1210","Mitchell","47","1210",4705,18385,74329,0,258205,6411
"G3701230","1870","North Carolina","370","Montgomery","1230","Montgomery","47","1230",7487,46296,146245,46473,411125,32690
"G3701250","1870","North Carolina","370","Moore","1250","Moore","47","1250",12040,58971,265704,37234,380188,59347
"G3701270","1870","North Carolina","370","Nash","1270","Nash","47","1270",11077,52534,146560,10590,608289,28005
"G3701290","1870","North Carolina","370","New Hanover","1290","New Hanover","47","1290",27978,46493,274059,29923,651180,37247
"G3701310","1870","North Carolina","370","Northampton","1310","Northampton","47","1310",14749,104697,132115,38607,1746833,75360
"G3701330","1870","North Carolina","370","Onslow","1330","Onslow","47","1330",7569,37618,157705,1433,349640,23806
"G3701350","1870","North Carolina","370","Orange","1350","Orange","47","1350",17507,73745,94104,80052,977308,71707
"G3701390","1870","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",8131,44616,37663,2371,1274945,34915
"G3701430","1870","North Carolina","370","Perquimans","1430","Perquimans","47","1430",7945,47806,65652,9632,796648,26922
"G3701450","1870","North Carolina","370","Person","1450","Person","47","1450",11170,49763,74752,96180,442203,45893
"G3701470","1870","North Carolina","370","Pitt","1470","Pitt","47","1470",17276,97342,190271,9822,1896965,74866
"G3701490","1870","North Carolina","370","Polk","1490","Polk","47","1490",4319,16259,68429,597,347606,10503
"G3701510","1870","North Carolina","370","Randolph","1510","Randolph","47","1510",17551,120272,289540,22228,1518108,114073
"G3701530","1870","North Carolina","370","Richmond","1530","Richmond","47","1530",12882,51316,249804,28311,670193,27405
"G3701550","1870","North Carolina","370","Robeson","1550","Robeson","47","1550",16262,77741,313699,51266,552220,48313
"G3701570","1870","North Carolina","370","Rockingham","1570","Rockingham","47","1570",15708,76534,130565,79248,1401765,56325
"G3701590","1870","North Carolina","370","Rowan","1590","Rowan","47","1590",16810,93440,92263,71207,1408361,86713
"G3701610","1870","North Carolina","370","Rutherford","1610","Rutherford","47","1610",13121,52210,134251,22052,760471,40189
"G3701630","1870","North Carolina","370","Sampson","1630","Sampson","47","1630",16436,83662,323429,13910,513191,53305
"G3701670","1870","North Carolina","370","Stanly","1670","Stanly","47","1670",8315,41598,114000,16554,352586,37794
"G3701690","1870","North Carolina","370","Stokes","1690","Stokes","47","1690",11208,41420,124593,28661,613079,29520
"G3701710","1870","North Carolina","370","Surry","1710","Surry","47","1710",11252,52899,154359,6198,830837,34099
"G3701750","1870","North Carolina","370","Transylvania","1750","Transylvania","47","1750",3536,15096,87605,83,340007,8034
"G3701770","1870","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",4173,17514,42144,15343,215896,14705
"G3701790","1870","North Carolina","370","Union","1790","Union","47","1790",12217,71982,191847,62255,378056,56899
"G3701830","1870","North Carolina","370","Wake","1830","Wake","47","1830",35617,119021,183247,94781,1816048,159746
"G3701850","1870","North Carolina","370","Warren","1850","Warren","47","1850",17768,110173,139070,41933,1608848,54972
"G3701870","1870","North Carolina","370","Washington","1870","Washington","47","1870",6516,21215,51450,2450,393207,17821
"G3701890","1870","North Carolina","370","Watauga","1890","Watauga","47","1890",5287,28240,117251,263,239638,15487
"G3701910","1870","North Carolina","370","Wayne","1910","Wayne","47","1910",18144,94390,170157,5437,1680473,61370
"G3701930","1870","North Carolina","370","Wilkes","1930","Wilkes","47","1930",15539,82102,209009,16600,986086,39552
"G3701950","1870","North Carolina","370","Wilson","1950","Wilson","47","1950",12258,55412,98972,8784,1159690,56301
"G3701970","1870","North Carolina","370","Yadkin","1970","Yadkin","47","1970",10697,50988,94910,44781,670688,29108
"G3701990","1870","North Carolina","370","Yancey","1990","Yancey","47","1990",5909,23826,79942,40,218651,8268
"G3900010","1870","Ohio","390","Adams","0010","Adams","24","10",20750,152591,133707,3193,5715694,167403
"G3900030","1870","Ohio","390","Allen","0030","Allen","24","30",23623,119287,102109,1829,8117216,259029
"G3900050","1870","Ohio","390","Ashland","0050","Ashland","24","50",21933,189500,64419,2167,14121144,428333
"G3900070","1870","Ohio","390","Ashtabula","0070","Ashtabula","24","70",32517,271276,91203,1432,15378316,452701
"G3900090","1870","Ohio","390","Athens","0090","Athens","24","90",23768,153673,112406,663,7414708,231029
"G3900110","1870","Ohio","390","Auglaize","0110","Auglaize","24","110",20041,94764,88568,4973,6429025,203964
"G3900130","1870","Ohio","390","Belmont","0130","Belmont","24","130",39714,221457,87254,1919,16572734,318617
"G3900150","1870","Ohio","390","Brown","0150","Brown","24","150",30802,199862,83171,1799,9376576,249289
"G3900170","1870","Ohio","390","Butler","0170","Butler","24","170",39912,191028,51234,1232,21452774,391908
"G3900190","1870","Ohio","390","Carroll","0190","Carroll","24","190",14491,183075,70937,825,11939576,258742
"G3900210","1870","Ohio","390","Champaign","0210","Champaign","24","210",24188,159300,70033,11973,14501484,321798
"G3900230","1870","Ohio","390","Clark","0230","Clark","24","230",32070,168680,52168,1194,15492266,328419
"G3900250","1870","Ohio","390","Clermont","0250","Clermont","24","250",34268,187046,60060,911,14229016,389143
"G3900270","1870","Ohio","390","Clinton","0270","Clinton","24","270",21914,160132,62477,1287,11144680,189550
"G3900290","1870","Ohio","390","Columbiana","0290","Columbiana","24","290",38299,221714,79323,2836,17419788,341487
"G3900310","1870","Ohio","390","Coshocton","0310","Coshocton","24","310",23600,221228,106616,6135,12051120,262245
"G3900330","1870","Ohio","390","Crawford","0330","Crawford","24","330",25556,156417,65271,2762,11634698,371649
"G3900350","1870","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",132010,197730,41446,693,20270196,397995
"G3900370","1870","Ohio","390","Darke","0370","Darke","24","370",32278,195236,132500,5100,14438482,423994
"G3900390","1870","Ohio","390","Defiance","0390","Defiance","24","390",15719,83153,89997,519,5588757,158668
"G3900410","1870","Ohio","390","Delaware","0410","Delaware","24","410",25175,189496,79926,1192,14293606,287033
"G3900430","1870","Ohio","390","Erie","0430","Erie","24","430",28188,117276,18374,2077,11190256,184882
"G3900450","1870","Ohio","390","Fairfield","0450","Fairfield","24","450",31138,212323,91709,1744,17952096,370476
"G3900470","1870","Ohio","390","Fayette","0470","Fayette","24","470",17170,181677,61646,1600,15603110,237416
"G3900490","1870","Ohio","390","Franklin","0490","Franklin","24","490",63019,201313,68478,2293,18051454,439245
"G3900510","1870","Ohio","390","Fulton","0510","Fulton","24","510",17789,92578,77624,2830,7189890,252898
"G3900530","1870","Ohio","390","Gallia","0530","Gallia","24","530",25545,152135,100137,4156,6476596,178147
"G3900550","1870","Ohio","390","Geauga","0550","Geauga","24","550",14190,182650,52521,1355,10647182,279751
"G3900570","1870","Ohio","390","Greene","0570","Greene","24","570",28038,165485,57675,4955,14868342,326932
"G3900590","1870","Ohio","390","Guernsey","0590","Guernsey","24","590",23838,208513,97298,2896,11233520,271783
"G3900610","1870","Ohio","390","Hamilton","0610","Hamilton","24","610",260370,158028,40275,1850,27723352,519058
"G3900630","1870","Ohio","390","Hancock","0630","Hancock","24","630",23847,168120,122409,6567,11880938,377120
"G3900650","1870","Ohio","390","Hardin","0650","Hardin","24","650",18714,95497,85438,3371,5859176,189166
"G3900670","1870","Ohio","390","Harrison","0670","Harrison","24","670",18682,157408,53217,1835,11972620,283433
"G3900690","1870","Ohio","390","Henry","0690","Henry","24","690",14028,57380,78149,11056,4440804,136311
"G3900710","1870","Ohio","390","Highland","0710","Highland","24","710",29133,220677,87559,1480,12115600,289942
"G3900730","1870","Ohio","390","Hocking","0730","Hocking","24","730",17925,131088,104024,777,5394776,206051
"G3900750","1870","Ohio","390","Holmes","0750","Holmes","24","750",18177,161029,84540,495,10869136,246092
"G3900770","1870","Ohio","390","Huron","0770","Huron","24","770",28532,198110,61799,4949,13940258,366037
