GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AWS001,AWT001,AWU001,AWW001,AWW002,AWW003,AWW004
"G1901730","1900","Iowa","190","Taylor","1730","Taylor","31","1730",18784,337002,294010,11381040,2070700,448500,3244361
"G1901750","1900","Iowa","190","Union","1750","Union","31","1750",19928,268513,212705,8622540,1593330,395850,2517181
"G1901770","1900","Iowa","190","Van Buren","1770","Van Buren","31","1770",17354,300111,210723,8079130,2052030,414380,2260911
"G1901790","1900","Iowa","190","Wapello","1790","Wapello","31","1790",35426,262459,208849,9282280,1965530,404340,2141102
"G1901810","1900","Iowa","190","Warren","1810","Warren","31","1810",20376,351783,287010,11931710,2266510,468330,3306985
"G1901830","1900","Iowa","190","Washington","1830","Washington","31","1830",20718,344695,293219,14662740,2932430,617770,3348190
"G1901850","1900","Iowa","190","Wayne","1850","Wayne","31","1850",17491,332762,298910,9826640,1891240,462590,2732306
"G1901870","1900","Iowa","190","Webster","1870","Webster","31","1870",31757,428975,360558,15556930,2643920,759620,2733918
"G1901890","1900","Iowa","190","Winnebago","1890","Winnebago","31","1890",12725,239085,207969,7643020,1294890,367910,1397096
"G1901910","1900","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",23731,423227,338358,14288410,3626140,731980,2941096
"G1901930","1900","Iowa","190","Woodbury","1930","Woodbury","31","1930",54610,522737,443681,16297170,2878120,860110,3703887
"G1901950","1900","Iowa","190","Worth","1950","Worth","31","1950",10887,249081,233292,8809130,1662570,436570,1472731
"G1901970","1900","Iowa","190","Wright","1970","Wright","31","1970",18227,366371,330951,13221370,2048830,613460,2521948
"G1909015","1900","Iowa","190","Sac and Fox Indian Reservation (Iowa part)","9015","Sac and Fox Indian Reservation (Iowa part)","31","1615",0,881,789,31450,4310,3380,7540
"G2000010","1900","Kansas","200","Allen","0010","Allen","32","10",19507,307253,239452,5374240,1032290,235370,1462468
"G2000030","1900","Kansas","200","Anderson","0030","Anderson","32","30",13938,358373,265732,5648980,1367680,268990,2075794
"G2000050","1900","Kansas","200","Atchison","0050","Atchison","32","50",28606,257486,217598,8497230,1666070,315900,1558582
"G2000070","1900","Kansas","200","Barber","0070","Barber","32","70",6594,677741,179211,2693890,539300,179110,2884402
"G2000090","1900","Kansas","200","Barton","0090","Barton","32","90",13784,548900,388249,6799510,1283030,426260,1499856
"G2000110","1900","Kansas","200","Bourbon","0110","Bourbon","32","110",24712,382151,281343,5934330,1352710,293280,1731012
"G2000130","1900","Kansas","200","Brown","0130","Brown","32","130",22369,341841,304021,13425820,2536500,526320,2316982
"G2000150","1900","Kansas","200","Butler","0150","Butler","32","150",23363,871901,538464,10831640,2032370,521200,5483886
"G2000170","1900","Kansas","200","Chase","0170","Chase","32","170",8246,451862,129333,5127960,753900,202470,3851977
"G2000190","1900","Kansas","200","Chautauqua","0190","Chautauqua","32","190",11804,408958,166841,3377660,629100,219120,1844392
"G2000210","1900","Kansas","200","Cherokee","0210","Cherokee","32","210",42694,345380,295082,6423260,1338630,355040,1445052
"G2000230","1900","Kansas","200","Cheyenne","0230","Cheyenne","32","230",2640,230026,79806,527160,147140,55830,587343
"G2000250","1900","Kansas","200","Clark","0250","Clark","32","250",1701,611590,57820,1075130,145750,49240,2029023
"G2000270","1900","Kansas","200","Clay","0270","Clay","32","270",15833,411309,299252,6845420,1587120,427790,2228182
"G2000290","1900","Kansas","200","Cloud","0290","Cloud","32","290",18071,444405,312924,6503800,1469630,416010,2338781
"G2000310","1900","Kansas","200","Coffey","0310","Coffey","32","310",16643,402653,251071,6370560,1486240,351390,2519713
"G2000330","1900","Kansas","200","Comanche","0330","Comanche","32","330",1619,460758,58636,1113290,187350,59490,1334076
"G2000350","1900","Kansas","200","Cowley","0350","Cowley","32","350",30156,707239,546612,10163520,2034820,578590,3833173
"G2000370","1900","Kansas","200","Crawford","0370","Crawford","32","370",38809,362185,320788,7603030,1498400,331740,1616786
"G2000390","1900","Kansas","200","Decatur","0390","Decatur","32","390",9234,539384,239533,2947860,641480,266520,1467985
"G2000410","1900","Kansas","200","Dickinson","0410","Dickinson","32","410",21816,531398,464614,8399940,2267960,586360,2864876
"G2000430","1900","Kansas","200","Doniphan","0430","Doniphan","32","430",15079,227580,195784,8327490,1434760,280130,1413260
"G2000450","1900","Kansas","200","Douglas","0450","Douglas","32","450",25096,292674,229560,7632910,2111590,305670,1652170
"G2000470","1900","Kansas","200","Edwards","0470","Edwards","32","470",3682,365759,131525,1808240,369350,156920,983942
"G2000490","1900","Kansas","200","Elk","0490","Elk","32","490",11443,408825,226531,4072590,885590,271700,2485586
"G2000510","1900","Kansas","200","Ellis","0510","Ellis","32","510",8626,460853,267916,3858170,533130,258970,955618
"G2000530","1900","Kansas","200","Ellsworth","0530","Ellsworth","32","530",9626,371816,215065,6017510,1166150,333500,1990904
"G2000550","1900","Kansas","200","Finney","0550","Finney","32","550",3469,536779,72274,1314510,297670,83220,1464687
"G2000570","1900","Kansas","200","Ford","0570","Ford","32","570",5497,513282,116219,1437720,313730,117210,1383571
"G2000590","1900","Kansas","200","Franklin","0590","Franklin","32","590",21354,366371,282247,7835790,1894790,336820,2108749
"G2000610","1900","Kansas","200","Geary","0610","Geary","32","610",10744,229942,117811,3247410,794430,185620,1289126
"G2000630","1900","Kansas","200","Gove","0630","Gove","32","630",2441,235658,64701,795480,224870,68230,749239
"G2000650","1900","Kansas","200","Graham","0650","Graham","32","650",5173,406132,141567,1842290,389490,145070,885187
"G2000670","1900","Kansas","200","Grant","0670","Grant","32","670",422,47051,5784,95190,28940,10300,303002
"G2000690","1900","Kansas","200","Gray","0690","Gray","32","690",1264,171050,31590,620400,162330,45390,699771
"G2000710","1900","Kansas","200","Greeley","0710","Greeley","32","710",493,18083,4778,37640,23910,10200,151679
"G2000730","1900","Kansas","200","Greenwood","0730","Greenwood","32","730",16196,666256,338876,7687770,1457820,360060,5293976
"G2000750","1900","Kansas","200","Hamilton","0750","Hamilton","32","750",1426,81987,18824,318330,83010,20350,521852
"G2000770","1900","Kansas","200","Harper","0770","Harper","32","770",10310,498466,335183,4088440,853520,383090,1810517
"G2000790","1900","Kansas","200","Harvey","0790","Harvey","32","790",17591,326816,276465,6055620,1368070,377460,1636423
"G2000810","1900","Kansas","200","Haskell","0810","Haskell","32","810",457,60000,9695,154410,45590,11840,144024
"G2000830","1900","Kansas","200","Hodgeman","0830","Hodgeman","32","830",2032,341517,60214,976590,209270,75230,808210
"G2000850","1900","Kansas","200","Jackson","0850","Jackson","32","850",17117,347413,287824,8446200,1670350,310470,2273051
"G2000870","1900","Kansas","200","Jefferson","0870","Jefferson","32","870",17533,349415,274760,8816590,1776880,319030,2102959
"G2000890","1900","Kansas","200","Jewell","0890","Jewell","32","890",19420,572091,453377,8397150,1801840,563470,3346096
"G2000910","1900","Kansas","200","Johnson","0910","Johnson","32","910",18104,293310,252098,11378890,2073130,371580,1817830
"G2000930","1900","Kansas","200","Kearny","0930","Kearny","32","930",1107,115565,26444,495450,96940,35450,493472
"G2000950","1900","Kansas","200","Kingman","0950","Kingman","32","950",10663,532239,332536,4262400,864330,310070,2129460
"G2000970","1900","Kansas","200","Kiowa","0970","Kiowa","32","970",2365,412051,68314,1300645,192450,65640,1022523
"G2000990","1900","Kansas","200","Labette","0990","Labette","32","990",27387,419416,356910,6443170,1778490,462720,1702568
"G2001010","1900","Kansas","200","Lane","1010","Lane","32","1010",1563,170461,50909,544475,108180,32620,388566
"G2001030","1900","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",40940,334404,215221,8336590,2080990,323830,1794640
"G2001050","1900","Kansas","200","Lincoln","1050","Lincoln","32","1050",9886,447758,236000,4593260,897060,320510,1826625
"G2001070","1900","Kansas","200","Linn","1070","Linn","32","1070",16689,351672,278691,5626870,1261330,270740,1781048
"G2001090","1900","Kansas","200","Logan","1090","Logan","32","1090",1962,269387,57662,676950,150190,56840,664032
"G2001110","1900","Kansas","200","Lyon","1110","Lyon","32","1110",25074,538768,366827,8865130,1989460,414840,4033201
"G2001130","1900","Kansas","200","McPherson","1130","Mcpherson","32","1130",21421,602620,506148,10202870,1943630,650320,2534022
"G2001150","1900","Kansas","200","Marion","1150","Marion","32","1150",20676,567249,419763,8297650,1743680,559380,3096951
"G2001170","1900","Kansas","200","Marshall","1170","Marshall","32","1170",24355,573139,468771,13403020,2744970,619420,3463887
"G2001190","1900","Kansas","200","Meade","1190","Meade","32","1190",1581,335190,80843,978745,148960,42990,988213
"G2001210","1900","Kansas","200","Miami","1210","Miami","32","1210",21641,370438,312825,8470900,1799870,356750,2203875
"G2001230","1900","Kansas","200","Mitchell","1230","Mitchell","32","1230",14647,458066,374757,6001750,1445010,449210,2082720
"G2001250","1900","Kansas","200","Montgomery","1250","Montgomery","32","1250",29039,390380,271718,6172550,1540590,406810,1576976
"G2001270","1900","Kansas","200","Morris","1270","Morris","32","1270",11967,473533,367564,6229790,1259510,282480,3252372
"G2001290","1900","Kansas","200","Morton","1290","Morton","32","1290",304,104894,7616,237810,43750,15790,591169
"G2001310","1900","Kansas","200","Nemaha","1310","Nemaha","32","1310",20376,457998,383913,12603440,2364000,531170,3229387
"G2001330","1900","Kansas","200","Neosho","1330","Neosho","32","1330",19254,348332,288199,5557430,1454440,363490,1694699
"G2001350","1900","Kansas","200","Ness","1350","Ness","32","1350",4535,583542,142982,1348015,295770,124900,1051060
"G2001370","1900","Kansas","200","Norton","1370","Norton","32","1370",11325,521639,288080,3608560,779700,311160,1699532
"G2001390","1900","Kansas","200","Osage","1390","Osage","32","1390",23659,490909,340937,8696810,2066830,430400,3273328
"G2001410","1900","Kansas","200","Osborne","1410","Osborne","32","1410",11844,562614,385429,4566190,1110930,374920,2275612
"G2001430","1900","Kansas","200","Ottawa","1430","Ottawa","32","1430",11182,436495,250729,5960170,1048020,318510,2225461
"G2001450","1900","Kansas","200","Pawnee","1450","Pawnee","32","1450",5084,386321,229682,2416740,507930,188350,782431
"G2001470","1900","Kansas","200","Phillips","1470","Phillips","32","1470",14442,557382,353749,5136800,1161860,388370,2250058
"G2001490","1900","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",18470,556541,315073,10637580,2010450,358450,3669405
"G2001510","1900","Kansas","200","Pratt","1510","Pratt","32","1510",7085,402839,269021,2023210,477670,193950,1158753
"G2001530","1900","Kansas","200","Rawlins","1530","Rawlins","32","1530",5241,512979,173188,1538870,363830,158570,932775
"G2001550","1900","Kansas","200","Reno","1550","Reno","32","1550",29027,787162,598696,10736240,2102160,693990,3633037
"G2001570","1900","Kansas","200","Republic","1570","Republic","32","1570",18248,450704,378826,8463560,1959450,491220,2682407
"G2001590","1900","Kansas","200","Rice","1590","Rice","32","1590",14745,449478,357254,7067860,1261190,463570,1932094
"G2001610","1900","Kansas","200","Riley","1610","Riley","32","1610",13828,389619,239503,6370900,1498770,290680,2626653
"G2001630","1900","Kansas","200","Rooks","1630","Rooks","32","1630",7960,489132,211789,2681660,538380,226810,1068421
"G2001650","1900","Kansas","200","Rush","1650","Rush","32","1650",6134,400514,247402,3245910,532460,259530,823625
"G2001670","1900","Kansas","200","Russell","1670","Russell","32","1670",8489,570847,324407,5290840,813390,302750,1746494
"G2001690","1900","Kansas","200","Saline","1690","Saline","32","1690",17076,433505,376236,6908290,1420210,474930,2097814
"G2001710","1900","Kansas","200","Scott","1710","Scott","32","1710",1098,104928,29588,192450,77690,27550,448555
"G2001730","1900","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",44037,613946,514560,12590490,2589410,696520,3186878
"G2001750","1900","Kansas","200","Seward","1750","Seward","32","1750",822,122344,12715,218310,52070,15460,476299
"G2001770","1900","Kansas","200","Shawnee","1770","Shawnee","32","1770",53727,353945,299775,9884330,2166780,398970,2325617
"G2001790","1900","Kansas","200","Sheridan","1790","Sheridan","32","1790",3819,436650,144643,1858570,333900,144920,880006
"G2001810","1900","Kansas","200","Sherman","1810","Sherman","32","1810",3341,221182,89493,443700,150250,69200,530217
"G2001830","1900","Kansas","200","Smith","1830","Smith","32","1830",16384,561558,410688,5281430,1387230,449240,2576798
"G2001850","1900","Kansas","200","Stafford","1850","Stafford","32","1850",9829,457611,306441,3878590,799040,300520,1421903
"G2001870","1900","Kansas","200","Stanton","1870","Stanton","32","1870",327,36680,6320,113920,36080,9760,216849
"G2001890","1900","Kansas","200","Stevens","1890","Stevens","32","1890",620,54761,10990,135090,49900,21950,313847
"G2001910","1900","Kansas","200","Sumner","1910","Sumner","32","1910",25631,743920,606975,11003980,2082390,738600,2713436
"G2001930","1900","Kansas","200","Thomas","1930","Thomas","32","1930",4112,320116,157161,952160,166900,131610,735109
"G2001950","1900","Kansas","200","Trego","1950","Trego","32","1950",2722,373117,99637,1809390,326860,108730,902170
"G2001970","1900","Kansas","200","Wabaunsee","1970","Wabaunsee","32","1970",12813,541646,328079,7821330,1607800,337740,4300415
"G2001990","1900","Kansas","200","Wallace","1990","Wallace","32","1990",1178,196843,20434,524210,109150,27840,552272
"G2002010","1900","Kansas","200","Washington","2010","Washington","32","2010",21963,563147,433177,11255490,2475000,590630,3436424
"G2002030","1900","Kansas","200","Wichita","2030","Wichita","32","2030",1197,114056,38608,246340,77800,34580,251694
"G2002050","1900","Kansas","200","Wilson","2050","Wilson","32","2050",15621,353047,245689,4928880,1151510,309150,1841861
"G2002070","1900","Kansas","200","Woodson","2070","Woodson","32","2070",10022,283287,197575,3931610,783570,195190,1372137
"G2002090","1900","Kansas","200","Wyandotte","2090","Wyandotte","32","2090",73227,80431,61354,7378260,1132670,162640,578907
"G2009015","1900","Kansas","200","Kikapoo Indian Reservation","9015","Kikapoo Indian Reservation","32","935",0,10954,8683,207110,12750,8150,29878
"G2009035","1900","Kansas","200","Pottawatomi Indian Reservation","9035","Pottawatomi Indian Reservation","32","1495",0,12760,9896,269750,46400,11670,108549
"G2009055","1900","Kansas","200","Sac and Fox Indian Reservation (Kansas part)","9055","Sac and Fox Indian Reservation (Kansas part)","32","1675",0,8340,6405,315560,25500,10280,31979
"G2100010","1900","Kentucky","210","Adair","0010","Adair","51","10",14888,225257,124365,1214900,454950,93540,496380
"G2100030","1900","Kentucky","210","Allen","0030","Allen","51","30",14657,199540,120341,1062970,396630,104710,551600
"G2100050","1900","Kentucky","210","Anderson","0050","Anderson","51","50",10051,116658,97378,1443120,658440,101730,461380
"G2100070","1900","Kentucky","210","Ballard","0070","Ballard","51","70",10761,130497,84401,1636070,476880,142160,509854
"G2100090","1900","Kentucky","210","Barren","0090","Barren","51","90",23197,285706,214010,2490340,1072080,185720,888139
