GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AKE001,AK3001,AK3002,AK3003,AK3004
"G1800950","1870","Indiana","180","Madison","0950","Madison","22","950",3126,22682,88,0,0
"G1800970","1870","Indiana","180","Marion","0970","Marion","22","970",48244,67997,3938,0,4
"G1800990","1870","Indiana","180","Marshall","0990","Marshall","22","990",0,20211,0,0,0
"G1801010","1870","Indiana","180","Martin","1010","Martin","22","1010",0,11067,36,0,0
"G1801030","1870","Indiana","180","Miami","1030","Miami","22","1030",3617,20856,51,0,145
"G1801050","1870","Indiana","180","Monroe","1050","Monroe","22","1050",0,13909,259,0,0
"G1801070","1870","Indiana","180","Montgomery","1070","Montgomery","22","1070",3701,23598,167,0,0
"G1801090","1870","Indiana","180","Morgan","1090","Morgan","22","1090",0,17454,74,0,0
"G1801110","1870","Indiana","180","Newton","1110","Newton","22","1110",0,5796,33,0,0
"G1801130","1870","Indiana","180","Noble","1130","Noble","22","1130",0,20376,13,0,0
"G1801150","1870","Indiana","180","Ohio","1150","Ohio","22","1150",0,5648,189,0,0
"G1801170","1870","Indiana","180","Orange","1170","Orange","22","1170",0,13338,159,0,0
"G1801190","1870","Indiana","180","Owen","1190","Owen","22","1190",0,16078,59,0,0
"G1801210","1870","Indiana","180","Parke","1210","Parke","22","1210",0,18014,152,0,0
"G1801230","1870","Indiana","180","Perry","1230","Perry","22","1230",0,14651,150,0,0
"G1801250","1870","Indiana","180","Pike","1250","Pike","22","1250",0,13765,14,0,0
"G1801270","1870","Indiana","180","Porter","1270","Porter","22","1270",2765,13903,39,0,0
"G1801290","1870","Indiana","180","Posey","1290","Posey","22","1290",2880,18621,564,0,0
"G1801310","1870","Indiana","180","Pulaski","1310","Pulaski","22","1310",0,7801,0,0,0
"G1801330","1870","Indiana","180","Putnam","1330","Putnam","22","1330",3227,21409,105,0,0
"G1801350","1870","Indiana","180","Randolph","1350","Randolph","22","1350",0,22245,617,0,0
"G1801370","1870","Indiana","180","Ripley","1370","Ripley","22","1370",0,20874,103,0,0
"G1801390","1870","Indiana","180","Rush","1390","Rush","22","1390",0,17162,463,0,1
"G1801410","1870","Indiana","180","St Joseph","1410","St Joseph","22","1410",9823,25195,120,0,7
"G1801430","1870","Indiana","180","Scott","1430","Scott","22","1430",0,7868,5,0,0
"G1801450","1870","Indiana","180","Shelby","1450","Shelby","22","1450",2731,21764,128,0,0
"G1801470","1870","Indiana","180","Spencer","1470","Spencer","22","1470",0,17049,949,0,0
"G1801490","1870","Indiana","180","Starke","1490","Starke","22","1490",0,3888,0,0,0
"G1801510","1870","Indiana","180","Steuben","1510","Steuben","22","1510",0,12849,5,0,0
"G1801530","1870","Indiana","180","Sullivan","1530","Sullivan","22","1530",0,18348,105,0,0
"G1801550","1870","Indiana","180","Switzerland","1550","Switzerland","22","1550",0,12013,121,0,0
"G1801570","1870","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",13506,33343,172,0,0
"G1801590","1870","Indiana","180","Tipton","1590","Tipton","22","1590",0,11892,61,0,0
"G1801610","1870","Indiana","180","Union","1610","Union","22","1610",0,6229,112,0,0
"G1801630","1870","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",21830,30994,2151,0,0
"G1801650","1870","Indiana","180","Vermillion","1650","Vermillion","22","1650",0,10792,48,0,0
"G1801670","1870","Indiana","180","Vigo","1670","Vigo","22","1670",16103,32447,1099,0,3
"G1801690","1870","Indiana","180","Wabash","1690","Wabash","22","1690",2881,21174,84,0,47
"G1801710","1870","Indiana","180","Warren","1710","Warren","22","1710",0,10181,22,0,1
"G1801730","1870","Indiana","180","Warrick","1730","Warrick","22","1730",0,17166,487,0,0
"G1801750","1870","Indiana","180","Washington","1750","Washington","22","1750",0,18477,18,0,0
"G1801770","1870","Indiana","180","Wayne","1770","Wayne","22","1770",9445,32810,1238,0,0
"G1801790","1870","Indiana","180","Wells","1790","Wells","22","1790",0,13585,0,0,0
"G1801810","1870","Indiana","180","White","1810","White","22","1810",0,10551,3,0,0
"G1801830","1870","Indiana","180","Whitley","1830","Whitley","22","1830",0,14302,97,0,0
"G1900010","1870","Iowa","190","Adair","0010","Adair","31","10",0,3981,1,0,0
"G1900030","1870","Iowa","190","Adams","0030","Adams","31","30",0,4590,24,0,0
"G1900050","1870","Iowa","190","Allamakee","0050","Allamakee","31","50",0,17860,8,0,0
"G1900070","1870","Iowa","190","Appanoose","0070","Appanoose","31","70",0,16421,35,0,0
"G1900090","1870","Iowa","190","Audubon","0090","Audubon","31","90",0,1211,1,0,0
"G1900110","1870","Iowa","190","Benton","0110","Benton","31","110",0,22430,24,0,0
"G1900130","1870","Iowa","190","Black Hawk","0130","Black Hawk","31","130",7407,21688,18,0,0
"G1900150","1870","Iowa","190","Boone","0150","Boone","31","150",0,14572,11,0,1
"G1900170","1870","Iowa","190","Bremer","0170","Bremer","31","170",0,12510,17,0,1
"G1900190","1870","Iowa","190","Buchanan","0190","Buchanan","31","190",2945,17025,9,0,0
"G1900210","1870","Iowa","190","Buena Vista","0210","Buena Vista","31","210",0,1585,0,0,0
"G1900230","1870","Iowa","190","Butler","0230","Butler","31","230",0,9951,0,0,0
"G1900250","1870","Iowa","190","Calhoun","0250","Calhoun","31","250",0,1602,0,0,0
"G1900270","1870","Iowa","190","Carroll","0270","Carroll","31","270",0,2451,0,0,0
"G1900290","1870","Iowa","190","Cass","0290","Cass","31","290",0,5459,5,0,0
"G1900310","1870","Iowa","190","Cedar","0310","Cedar","31","310",0,19689,42,0,0
"G1900330","1870","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",0,4718,4,0,0
"G1900350","1870","Iowa","190","Cherokee","0350","Cherokee","31","350",0,1961,6,0,0
"G1900370","1870","Iowa","190","Chickasaw","0370","Chickasaw","31","370",0,10177,3,0,0
"G1900390","1870","Iowa","190","Clarke","0390","Clarke","31","390",0,8709,26,0,0
"G1900410","1870","Iowa","190","Clay","0410","Clay","31","410",0,1523,0,0,0
"G1900430","1870","Iowa","190","Clayton","0430","Clayton","31","430",0,27744,26,0,1
"G1900450","1870","Iowa","190","Clinton","0450","Clinton","31","450",10217,35226,129,0,2
"G1900470","1870","Iowa","190","Crawford","0470","Crawford","31","470",0,2529,1,0,0
"G1900490","1870","Iowa","190","Dallas","0490","Dallas","31","490",0,11994,25,0,0
"G1900510","1870","Iowa","190","Davis","0510","Davis","31","510",0,15535,30,0,0
"G1900530","1870","Iowa","190","Decatur","0530","Decatur","31","530",0,11977,41,0,0
"G1900550","1870","Iowa","190","Delaware","0550","Delaware","31","550",0,17411,21,0,0
"G1900570","1870","Iowa","190","Des Moines","0570","Des Moines","31","570",14930,27029,227,0,0
"G1900590","1870","Iowa","190","Dickinson","0590","Dickinson","31","590",0,1389,0,0,0
"G1900610","1870","Iowa","190","Dubuque","0610","Dubuque","31","610",18434,38802,167,0,0
"G1900630","1870","Iowa","190","Emmet","0630","Emmet","31","630",0,1389,3,0,0
"G1900650","1870","Iowa","190","Fayette","0650","Fayette","31","650",0,16903,70,0,0
"G1900670","1870","Iowa","190","Floyd","0670","Floyd","31","670",0,10765,3,0,0
"G1900690","1870","Iowa","190","Franklin","0690","Franklin","31","690",0,4733,5,0,0
"G1900710","1870","Iowa","190","Fremont","0710","Fremont","31","710",0,11144,29,0,1
"G1900730","1870","Iowa","190","Greene","0730","Greene","31","730",0,4624,3,0,0
"G1900750","1870","Iowa","190","Grundy","0750","Grundy","31","750",0,6399,0,0,0
"G1900770","1870","Iowa","190","Guthrie","0770","Guthrie","31","770",0,7056,5,0,0
"G1900790","1870","Iowa","190","Hamilton","0790","Hamilton","31","790",0,6052,3,0,0
"G1900810","1870","Iowa","190","Hancock","0810","Hancock","31","810",0,994,5,0,0
"G1900830","1870","Iowa","190","Hardin","0830","Hardin","31","830",0,13651,23,0,10
"G1900850","1870","Iowa","190","Harrison","0850","Harrison","31","850",0,8930,1,0,0
"G1900870","1870","Iowa","190","Henry","0870","Henry","31","870",4245,20980,465,0,18
"G1900890","1870","Iowa","190","Howard","0890","Howard","31","890",0,6270,12,0,0
"G1900910","1870","Iowa","190","Humboldt","0910","Humboldt","31","910",0,2596,0,0,0
"G1900930","1870","Iowa","190","Ida","0930","Ida","31","930",0,226,0,0,0
"G1900950","1870","Iowa","190","Iowa","0950","Iowa","31","950",0,16633,11,0,0
"G1900970","1870","Iowa","190","Jackson","0970","Jackson","31","970",0,22594,25,0,0
"G1900990","1870","Iowa","190","Jasper","0990","Jasper","31","990",0,22047,69,0,0
"G1901010","1870","Iowa","190","Jefferson","1010","Jefferson","31","1010",0,17786,53,0,0
"G1901030","1870","Iowa","190","Johnson","1030","Johnson","31","1030",5914,24800,98,0,0
"G1901050","1870","Iowa","190","Jones","1050","Jones","31","1050",0,19699,32,0,0
"G1901070","1870","Iowa","190","Keokuk","1070","Keokuk","31","1070",0,19431,3,0,0
"G1901090","1870","Iowa","190","Kossuth","1090","Kossuth","31","1090",0,3351,0,0,0
"G1901110","1870","Iowa","190","Lee","1110","Lee","31","1110",16777,35647,1563,0,0
"G1901130","1870","Iowa","190","Linn","1130","Linn","31","1130",5940,31032,48,0,
"G1901150","1870","Iowa","190","Louisa","1150","Louisa","31","1150",0,12818,59,0,0
"G1901170","1870","Iowa","190","Lucas","1170","Lucas","31","1170",0,10357,31,0,0
"G1901190","1870","Iowa","190","Lyon","1190","Lyon","31","1190",0,221,0,0,0
"G1901210","1870","Iowa","190","Madison","1210","Madison","31","1210",0,13881,3,0,0
"G1901230","1870","Iowa","190","Mahaska","1230","Mahaska","31","1230",3204,22358,150,0,0
"G1901250","1870","Iowa","190","Marion","1250","Marion","31","1250",0,24400,36,0,0
"G1901270","1870","Iowa","190","Marshall","1270","Marshall","31","1270",3218,17536,37,3,0
"G1901290","1870","Iowa","190","Mills","1290","Mills","31","1290",0,8713,5,0,0
"G1901310","1870","Iowa","190","Mitchell","1310","Mitchell","31","1310",0,9581,1,0,0
"G1901330","1870","Iowa","190","Monona","1330","Monona","31","1330",0,3612,42,0,0
"G1901350","1870","Iowa","190","Monroe","1350","Monroe","31","1350",0,12675,49,0,0
"G1901370","1870","Iowa","190","Montgomery","1370","Montgomery","31","1370",0,5921,13,0,0
"G1901390","1870","Iowa","190","Muscatine","1390","Muscatine","31","1390",6718,21525,163,0,0
"G1901410","1870","Iowa","190","O Brien","1410","O Brien","31","1410",0,709,6,0,0
"G1901430","1870","Iowa","190","Osceola","1430","Osceola","31","1430",,,,,
"G1901450","1870","Iowa","190","Page","1450","Page","31","1450",0,9822,153,0,0
"G1901470","1870","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",0,1336,0,0,0
"G1901490","1870","Iowa","190","Plymouth","1490","Plymouth","31","1490",0,2199,0,0,0
"G1901510","1870","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",0,1446,0,0,0
"G1901530","1870","Iowa","190","Polk","1530","Polk","31","1530",12035,27554,303,0,0
"G1901550","1870","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",10020,16725,163,0,5
"G1901570","1870","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",0,15502,79,0,0
"G1901590","1870","Iowa","190","Ringgold","1590","Ringgold","31","1590",0,5686,5,0,0
"G1901610","1870","Iowa","190","Sac","1610","Sac","31","1610",0,1410,1,0,0
"G1901630","1870","Iowa","190","Scott","1630","Scott","31","1630",20038,38353,246,0,0
"G1901650","1870","Iowa","190","Shelby","1650","Shelby","31","1650",0,2534,6,0,0
"G1901670","1870","Iowa","190","Sioux","1670","Sioux","31","1670",0,576,0,0,0
"G1901690","1870","Iowa","190","Story","1690","Story","31","1690",0,11649,2,0,0
"G1901710","1870","Iowa","190","Tama","1710","Tama","31","1710",0,16086,45,0,0
"G1901730","1870","Iowa","190","Taylor","1730","Taylor","31","1730",0,6888,101,0,0
"G1901750","1870","Iowa","190","Union","1750","Union","31","1750",0,5973,13,0,0
"G1901770","1870","Iowa","190","Van Buren","1770","Van Buren","31","1770",0,17461,211,0,0
"G1901790","1870","Iowa","190","Wapello","1790","Wapello","31","1790",5214,22153,193,0,0
"G1901810","1870","Iowa","190","Warren","1810","Warren","31","1810",0,17899,81,0,0
"G1901830","1870","Iowa","190","Washington","1830","Washington","31","1830",2575,18899,53,0,0
"G1901850","1870","Iowa","190","Wayne","1850","Wayne","31","1850",0,11286,1,0,0
"G1901870","1870","Iowa","190","Webster","1870","Webster","31","1870",3095,10475,9,0,0
"G1901890","1870","Iowa","190","Winnebago","1890","Winnebago","31","1890",0,1561,1,0,0
"G1901910","1870","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",0,23545,25,0,0
"G1901930","1870","Iowa","190","Woodbury","1930","Woodbury","31","1930",3401,6119,44,0,9
"G1901950","1870","Iowa","190","Worth","1950","Worth","31","1950",0,2892,0,0,0
"G1901970","1870","Iowa","190","Wright","1970","Wright","31","1970",0,2390,2,0,0
"G2000010","1870","Kansas","200","Allen","0010","Allen","32","10",0,6869,152,0,1
"G2000030","1870","Kansas","200","Anderson","0030","Anderson","32","30",0,5108,112,0,0
"G2000050","1870","Kansas","200","Atchison","0050","Atchison","32","50",7054,14368,1136,0,3
"G2000090","1870","Kansas","200","Barton","0090","Barton","32","90",0,2,0,0,0
"G2000110","1870","Kansas","200","Bourbon","0110","Bourbon","32","110",4174,14297,770,0,9
"G2000130","1870","Kansas","200","Brown","0130","Brown","32","130",0,6721,95,0,7
"G2000150","1870","Kansas","200","Butler","0150","Butler","32","150",0,3002,30,0,3
"G2000170","1870","Kansas","200","Chase","0170","Chase","32","170",0,1969,6,0,0
"G2000210","1870","Kansas","200","Cherokee","0210","Cherokee","32","210",0,10899,134,0,5
"G2000270","1870","Kansas","200","Clay","0270","Clay","32","270",0,2932,10,0,0
"G2000290","1870","Kansas","200","Cloud","0290","Cloud","32","290",0,2316,7,0,0
"G2000310","1870","Kansas","200","Coffey","0310","Coffey","32","310",0,6045,156,0,0
"G2000350","1870","Kansas","200","Cowley","0350","Cowley","32","350",0,1175,0,0,0
"G2000370","1870","Kansas","200","Crawford","0370","Crawford","32","370",0,8158,2,0,0
"G2000375","1870","Kansas","200","Davis","0375","Davis","32","610",2778,5394,128,0,4
"G2000410","1870","Kansas","200","Dickinson","0410","Dickinson","32","410",0,3026,17,0,0
"G2000430","1870","Kansas","200","Doniphan","0430","Doniphan","32","430",0,13135,833,0,1
"G2000450","1870","Kansas","200","Douglas","0450","Douglas","32","450",8320,18232,2352,0,8
"G2000510","1870","Kansas","200","Ellis","0510","Ellis","32","510",0,1304,31,0,1
"G2000530","1870","Kansas","200","Ellsworth","0530","Ellsworth","32","530",0,1159,26,0,0
"G2000570","1870","Kansas","200","Ford","0570","Ford","32","570",0,317,109,0,1
"G2000590","1870","Kansas","200","Franklin","0590","Franklin","32","590",2941,9961,364,0,60
"G2000730","1870","Kansas","200","Greenwood","0730","Greenwood","32","730",0,3449,35,0,0
"G2000833","1870","Kansas","200","Howard","0833","Howard","32","835",0,2794,0,0,0
"G2000850","1870","Kansas","200","Jackson","0850","Jackson","32","850",0,5937,45,0,71
"G2000870","1870","Kansas","200","Jefferson","0870","Jefferson","32","870",0,11901,625,0,0
"G2000890","1870","Kansas","200","Jewell","0890","Jewell","32","890",0,207,0,0,0
"G2000910","1870","Kansas","200","Johnson","0910","Johnson","32","910",0,13241,438,0,5
"G2000990","1870","Kansas","200","Labette","0990","Labette","32","990",0,9879,94,0,0
"G2001030","1870","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",17873,28148,4284,0,12
"G2001050","1870","Kansas","200","Lincoln","1050","Lincoln","32","1050",0,516,0,0,0
"G2001070","1870","Kansas","200","Linn","1070","Linn","32","1070",0,11504,655,0,15
"G2001110","1870","Kansas","200","Lyon","1110","Lyon","32","1110",0,7888,126,0,0
"G2001130","1870","Kansas","200","McPherson","1130","Mcpherson","32","1130",0,727,11,0,0
"G2001150","1870","Kansas","200","Marion","1150","Marion","32","1150",0,766,1,0,1
"G2001170","1870","Kansas","200","Marshall","1170","Marshall","32","1170",0,6893,8,0,0
"G2001210","1870","Kansas","200","Miami","1210","Miami","32","1210",0,11248,466,0,11
"G2001230","1870","Kansas","200","Mitchell","1230","Mitchell","32","1230",0,485,0,0,0
"G2001250","1870","Kansas","200","Montgomery","1250","Montgomery","32","1250",0,7496,65,0,3
"G2001270","1870","Kansas","200","Morris","1270","Morris","32","1270",0,2152,72,0,1
"G2001310","1870","Kansas","200","Nemaha","1310","Nemaha","32","1310",0,7316,23,0,0
"G2001330","1870","Kansas","200","Neosho","1330","Neosho","32","1330",0,10130,45,0,31
"G2001350","1870","Kansas","200","Ness","1350","Ness","32","1350",0,2,0,0,0
"G2001390","1870","Kansas","200","Osage","1390","Osage","32","1390",0,7530,118,0,0
"G2001410","1870","Kansas","200","Osborne","1410","Osborne","32","1410",0,33,0,0,0
"G2001430","1870","Kansas","200","Ottawa","1430","Ottawa","32","1430",0,2125,2,0,0
"G2001450","1870","Kansas","200","Pawnee","1450","Pawnee","32","1450",0,173,6,0,0
"G2001490","1870","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",0,7255,443,0,150
"G2001570","1870","Kansas","200","Republic","1570","Republic","32","1570",0,1281,0,0,0
"G2001590","1870","Kansas","200","Rice","1590","Rice","32","1590",0,5,0,0,0
"G2001610","1870","Kansas","200","Riley","1610","Riley","32","1610",0,5035,70,0,0
"G2001670","1870","Kansas","200","Russell","1670","Russell","32","1670",0,143,13,0,0
"G2001690","1870","Kansas","200","Saline","1690","Saline","32","1690",0,4240,6,0,0
"G2001730","1870","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",0,1085,9,0,1
"G2001770","1870","Kansas","200","Shawnee","1770","Shawnee","32","1770",5790,12032,729,0,360
"G2001830","1870","Kansas","200","Smith","1830","Smith","32","1830",0,66,0,0,0
"G2001910","1870","Kansas","200","Sumner","1910","Sumner","32","1910",0,22,0,0,0
"G2001950","1870","Kansas","200","Trego","1950","Trego","32","1950",0,165,1,0,0
"G2001970","1870","Kansas","200","Wabaunsee","1970","Wabaunsee","32","1970",0,3183,85,0,94
"G2001990","1870","Kansas","200","Wallace","1990","Wallace","32","1990",0,536,2,0,0
"G2002010","1870","Kansas","200","Washington","2010","Washington","32","2010",0,4079,2,0,0
"G2002050","1870","Kansas","200","Wilson","2050","Wilson","32","2050",0,6689,5,0,0
"G2002070","1870","Kansas","200","Woodson","2070","Woodson","32","2070",0,3793,34,0,0
"G2002090","1870","Kansas","200","Wyandotte","2090","Wyandotte","32","2090",2940,7839,2120,0,56
"G2100010","1870","Kentucky","210","Adair","0010","Adair","51","10",0,9229,1836,0,0
"G2100030","1870","Kentucky","210","Allen","0030","Allen","51","30",0,9192,1104,0,0
"G2100050","1870","Kentucky","210","Anderson","0050","Anderson","51","50",0,4751,698,0,0
"G2100070","1870","Kentucky","210","Ballard","0070","Ballard","51","70",0,11099,1477,0,0
"G2100090","1870","Kentucky","210","Barren","0090","Barren","51","90",0,14157,3623,0,0
"G2100110","1870","Kentucky","210","Bath","0110","Bath","51","110",0,8443,1702,0,0
"G2100150","1870","Kentucky","210","Boone","0150","Boone","51","150",0,9684,1012,0,0
"G2100170","1870","Kentucky","210","Bourbon","0170","Bourbon","51","170",2655,8186,6677,0,0
"G2100190","1870","Kentucky","210","Boyd","0190","Boyd","51","190",0,8282,291,0,0
"G2100210","1870","Kentucky","210","Boyle","0210","Boyle","51","210",2542,5836,3679,0,0
"G2100230","1870","Kentucky","210","Bracken","0230","Bracken","51","230",0,10773,636,0,0
"G2100250","1870","Kentucky","210","Breathitt","0250","Breathitt","51","250",0,5491,181,0,0
"G2100270","1870","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",0,11758,1682,0,0
"G2100290","1870","Kentucky","210","Bullitt","0290","Bullitt","51","290",0,6587,1194,0,0
"G2100310","1870","Kentucky","210","Butler","0310","Butler","51","310",0,8761,643,0,0
"G2100330","1870","Kentucky","210","Caldwell","0330","Caldwell","51","330",0,8748,2078,0,0
"G2100350","1870","Kentucky","210","Calloway","0350","Calloway","51","350",0,8598,812,0,0
"G2100370","1870","Kentucky","210","Campbell","0370","Campbell","51","370",15087,27123,282,0,1
"G2100410","1870","Kentucky","210","Carroll","0410","Carroll","51","410",0,5649,540,0,0
"G2100430","1870","Kentucky","210","Carter","0430","Carter","51","430",0,7409,100,0,0
"G2100450","1870","Kentucky","210","Casey","0450","Casey","51","450",0,8340,544,0,0
"G2100470","1870","Kentucky","210","Christian","0470","Christian","51","470",3136,13415,9812,0,0
"G2100490","1870","Kentucky","210","Clark","0490","Clark","51","490",0,7167,3715,0,0
"G2100510","1870","Kentucky","210","Clay","0510","Clay","51","510",0,7802,495,0,0
"G2100530","1870","Kentucky","210","Clinton","0530","Clinton","51","530",0,6205,292,0,0
"G2100550","1870","Kentucky","210","Crittenden","0550","Crittenden","51","550",0,8572,809,0,0
"G2100570","1870","Kentucky","210","Cumberland","0570","Cumberland","51","570",0,6181,1509,0,0
"G2100590","1870","Kentucky","210","Daviess","0590","Daviess","51","590",3437,17111,3603,0,0
"G2100610","1870","Kentucky","210","Edmonson","0610","Edmonson","51","610",0,4233,226,0,0
"G2100630","1870","Kentucky","210","Elliott","0630","Elliott","51","630",0,4411,22,0,0
"G2100650","1870","Kentucky","210","Estill","0650","Estill","51","650",0,8599,599,0,0
"G2100670","1870","Kentucky","210","Fayette","0670","Fayette","51","670",14801,14142,12513,0,1
"G2100690","1870","Kentucky","210","Fleming","0690","Fleming","51","690",0,11842,1556,0,0
"G2100710","1870","Kentucky","210","Floyd","0710","Floyd","51","710",0,7706,171,0,0
"G2100730","1870","Kentucky","210","Franklin","0730","Franklin","51","730",5396,10637,4663,0,0
"G2100750","1870","Kentucky","210","Fulton","0750","Fulton","51","750",0,5224,937,0,0
"G2100770","1870","Kentucky","210","Gallatin","0770","Gallatin","51","770",0,4474,600,0,0
"G2100790","1870","Kentucky","210","Garrard","0790","Garrard","51","790",0,6972,3404,0,0
"G2100810","1870","Kentucky","210","Grant","0810","Grant","51","810",0,9020,509,0,0
"G2100830","1870","Kentucky","210","Graves","0830","Graves","51","830",0,17069,2329,0,0
"G2100850","1870","Kentucky","210","Grayson","0850","Grayson","51","850",0,11173,407,0,0
"G2100870","1870","Kentucky","210","Green","0870","Green","51","870",0,7442,1937,0,0
"G2100890","1870","Kentucky","210","Greenup","0890","Greenup","51","890",0,11002,461,0,0
"G2100910","1870","Kentucky","210","Hancock","0910","Hancock","51","910",0,5861,729,1,0
"G2100930","1870","Kentucky","210","Hardin","0930","Hardin","51","930",0,13429,2276,0,0
"G2100950","1870","Kentucky","210","Harlan","0950","Harlan","51","950",0,4304,99,0,12
"G2100970","1870","Kentucky","210","Harrison","0970","Harrison","51","970",0,10615,2378,0,0
"G2100990","1870","Kentucky","210","Hart","0990","Hart","51","990",0,11495,2192,0,0
"G2101010","1870","Kentucky","210","Henderson","1010","Henderson","51","1010",4171,12467,5990,0,0
"G2101030","1870","Kentucky","210","Henry","1030","Henry","51","1030",0,8628,2438,0,0
"G2101050","1870","Kentucky","210","Hickman","1050","Hickman","51","1050",0,6818,1635,0,0
"G2101070","1870","Kentucky","210","Hopkins","1070","Hopkins","51","1070",0,11958,1869,0,0
"G2101090","1870","Kentucky","210","Jackson","1090","Jackson","51","1090",0,4496,51,0,0
"G2101110","1870","Kentucky","210","Jefferson","1110","Jefferson","51","1110",100753,99806,19146,0,1
"G2101130","1870","Kentucky","210","Jessamine","1130","Jessamine","51","1130",0,5199,3439,0,0
"G2101150","1870","Kentucky","210","Johnson","1150","Johnson","51","1150",0,7373,37,0,84
"G2101155","1870","Kentucky","210","Josh Bell","1155","Josh Bell","51","130",0,3620,111,0,0
"G2101170","1870","Kentucky","210","Kenton","1170","Kenton","51","1170",24505,34439,1657,0,0
"G2101210","1870","Kentucky","210","Knox","1210","Knox","51","1210",0,7737,557,0,0
"G2101230","1870","Kentucky","210","Larue","1230","Larue","51","1230",0,7270,965,0,0
"G2101250","1870","Kentucky","210","Laurel","1250","Laurel","51","1250",0,5872,144,0,0
"G2101270","1870","Kentucky","210","Lawrence","1270","Lawrence","51","1270",0,8376,121,0,0
"G2101290","1870","Kentucky","210","Lee","1290","Lee","51","1290",0,2924,131,0,0
"G2101330","1870","Kentucky","210","Letcher","1330","Letcher","51","1330",0,4479,129,0,0
"G2101350","1870","Kentucky","210","Lewis","1350","Lewis","51","1350",0,8887,228,0,0
"G2101370","1870","Kentucky","210","Lincoln","1370","Lincoln","51","1370",0,7871,3076,0,0
"G2101390","1870","Kentucky","210","Livingston","1390","Livingston","51","1390",0,7147,1052,0,1
"G2101410","1870","Kentucky","210","Logan","1410","Logan","51","1410",0,14706,5723,0,0
"G2101430","1870","Kentucky","210","Lyon","1430","Lyon","51","1430",0,4814,1419,0,0
"G2101450","1870","Kentucky","210","McCracken","1450","Mccracken","51","1450",6866,10699,3289,0,0
"G2101490","1870","Kentucky","210","McLean","1490","Mclean","51","1490",0,6800,814,0,0
"G2101510","1870","Kentucky","210","Madison","1510","Madison","51","1510",0,13271,6272,0,0
"G2101530","1870","Kentucky","210","Magoffin","1530","Magoffin","51","1530",0,4505,179,0,0
"G2101550","1870","Kentucky","210","Marion","1550","Marion","51","1550",0,9495,3343,0,0
"G2101570","1870","Kentucky","210","Marshall","1570","Marshall","51","1570",0,9070,385,0,0
"G2101610","1870","Kentucky","210","Mason","1610","Mason","51","1610",4705,14544,3582,0,0
"G2101630","1870","Kentucky","210","Meade","1630","Meade","51","1630",0,8191,1294,0,0
"G2101650","1870","Kentucky","210","Menifee","1650","Menifee","51","1650",0,1970,16,0,0
"G2101670","1870","Kentucky","210","Mercer","1670","Mercer","51","1670",0,9834,3310,0,0
"G2101690","1870","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",0,7073,861,0,0
"G2101710","1870","Kentucky","210","Monroe","1710","Monroe","51","1710",0,8442,789,0,0
"G2101730","1870","Kentucky","210","Montgomery","1730","Montgomery","51","1730",0,4858,2699,0,0
"G2101750","1870","Kentucky","210","Morgan","1750","Morgan","51","1750",0,5931,44,0,0
"G2101770","1870","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",0,11005,1633,0,0
"G2101790","1870","Kentucky","210","Nelson","1790","Nelson","51","1790",0,10886,3918,0,0
"G2101810","1870","Kentucky","210","Nicholas","1810","Nicholas","51","1810",0,7885,1244,0,0
"G2101830","1870","Kentucky","210","Ohio","1830","Ohio","51","1830",0,14168,1393,0,0
"G2101850","1870","Kentucky","210","Oldham","1850","Oldham","51","1850",0,6217,2810,0,0
"G2101870","1870","Kentucky","210","Owen","1870","Owen","51","1870",0,13133,1176,0,0
"G2101890","1870","Kentucky","210","Owsley","1890","Owsley","51","1890",0,3812,75,0,2
"G2101910","1870","Kentucky","210","Pendleton","1910","Pendleton","51","1910",0,13389,641,0,0
"G2101930","1870","Kentucky","210","Perry","1930","Perry","51","1930",0,4173,96,0,5
"G2101950","1870","Kentucky","210","Pike","1950","Pike","51","1950",0,9460,102,0,0
"G2101970","1870","Kentucky","210","Powell","1970","Powell","51","1970",0,2360,239,0,0
"G2101990","1870","Kentucky","210","Pulaski","1990","Pulaski","51","1990",0,16595,1075,0,0
"G2102010","1870","Kentucky","210","Robertson","2010","Robertson","51","2010",0,5142,257,0,0
"G2102030","1870","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",0,6776,369,0,0
"G2102050","1870","Kentucky","210","Rowan","2050","Rowan","51","2050",0,2959,32,0,0
"G2102070","1870","Kentucky","210","Russell","2070","Russell","51","2070",0,5516,293,0,0
"G2102090","1870","Kentucky","210","Scott","2090","Scott","51","2090",0,7651,3955,0,1
