GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AKE001,AK3001,AK3002,AK3003,AK3004
"G1301010","1870","Georgia","130","Echols","1010","Echols","44","1010",0,1513,465,0,0
"G1301030","1870","Georgia","130","Effingham","1030","Effingham","44","1030",0,2507,1704,0,3
"G1301050","1870","Georgia","130","Elbert","1050","Elbert","44","1050",0,4386,4863,0,0
"G1301070","1870","Georgia","130","Emanuel","1070","Emanuel","44","1070",0,4431,1703,0,0
"G1301110","1870","Georgia","130","Fannin","1110","Fannin","44","1110",0,5285,144,0,0
"G1301130","1870","Georgia","130","Fayette","1130","Fayette","44","1130",0,5683,2538,0,0
"G1301150","1870","Georgia","130","Floyd","1150","Floyd","44","1150",2748,11473,5753,0,4
"G1301170","1870","Georgia","130","Forsyth","1170","Forsyth","44","1170",0,6862,1121,0,0
"G1301190","1870","Georgia","130","Franklin","1190","Franklin","44","1190",0,6034,1859,0,0
"G1301210","1870","Georgia","130","Fulton","1210","Fulton","44","1210",21789,18164,15282,0,0
"G1301230","1870","Georgia","130","Gilmer","1230","Gilmer","44","1230",0,6527,117,0,0
"G1301250","1870","Georgia","130","Glascock","1250","Glascock","44","1250",0,1917,819,0,0
"G1301270","1870","Georgia","130","Glynn","1270","Glynn","44","1270",0,1926,3450,0,0
"G1301290","1870","Georgia","130","Gordon","1290","Gordon","44","1290",0,7726,1536,0,6
"G1301330","1870","Georgia","130","Greene","1330","Greene","44","1330",0,4298,8156,0,0
"G1301350","1870","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",0,10272,2159,0,0
"G1301370","1870","Georgia","130","Habersham","1370","Habersham","44","1370",0,5373,949,0,0
"G1301390","1870","Georgia","130","Hall","1390","Hall","44","1390",0,8317,1290,0,0
"G1301410","1870","Georgia","130","Hancock","1410","Hancock","44","1410",0,3645,7672,0,0
"G1301430","1870","Georgia","130","Haralson","1430","Haralson","44","1430",0,3685,319,0,0
"G1301450","1870","Georgia","130","Harris","1450","Harris","44","1450",0,5791,7493,0,0
"G1301470","1870","Georgia","130","Hart","1470","Hart","44","1470",0,4841,1942,0,0
"G1301490","1870","Georgia","130","Heard","1490","Heard","44","1490",0,5218,2648,0,0
"G1301510","1870","Georgia","130","Henry","1510","Henry","44","1510",0,6269,3833,0,0
"G1301530","1870","Georgia","130","Houston","1530","Houston","44","1530",0,5071,15332,0,3
"G1301550","1870","Georgia","130","Irwin","1550","Irwin","44","1550",0,1541,296,0,0
"G1301570","1870","Georgia","130","Jackson","1570","Jackson","44","1570",0,7471,3710,0,0
"G1301590","1870","Georgia","130","Jasper","1590","Jasper","44","1590",0,3884,6555,0,0
"G1301630","1870","Georgia","130","Jefferson","1630","Jefferson","44","1630",0,4247,7943,0,0
"G1301670","1870","Georgia","130","Johnson","1670","Johnson","44","1670",0,2049,915,0,0
"G1301690","1870","Georgia","130","Jones","1690","Jones","44","1690",0,2991,6445,0,0
"G1301750","1870","Georgia","130","Laurens","1750","Laurens","44","1750",0,4180,3654,0,0
"G1301770","1870","Georgia","130","Lee","1770","Lee","44","1770",0,1924,7643,0,0
"G1301790","1870","Georgia","130","Liberty","1790","Liberty","44","1790",0,2428,5260,0,0
"G1301810","1870","Georgia","130","Lincoln","1810","Lincoln","44","1810",0,1797,3616,0,0
"G1301850","1870","Georgia","130","Lowndes","1850","Lowndes","44","1850",0,4276,4045,0,0
"G1301870","1870","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",0,4699,462,0,0
"G1301910","1870","Georgia","130","McIntosh","1910","Mcintosh","44","1910",0,1196,3288,0,7
"G1301930","1870","Georgia","130","Macon","1930","Macon","44","1930",0,3975,7483,0,0
"G1301950","1870","Georgia","130","Madison","1950","Madison","44","1950",0,3646,1581,0,0
"G1301970","1870","Georgia","130","Marion","1970","Marion","44","1970",0,4169,3830,0,1
"G1301990","1870","Georgia","130","Meriwether","1990","Meriwether","44","1990",0,6387,7369,0,0
"G1302010","1870","Georgia","130","Miller","2010","Miller","44","2010",0,2135,956,0,0
"G1302015","1870","Georgia","130","Milton","2015","Milton","44","2030",0,3818,466,0,0
"G1302050","1870","Georgia","130","Mitchell","2050","Mitchell","44","2050",0,3683,2950,0,0
"G1302070","1870","Georgia","130","Monroe","2070","Monroe","44","2070",0,6409,10804,0,0
"G1302090","1870","Georgia","130","Montgomery","2090","Montgomery","44","2090",0,2478,1108,0,0
"G1302110","1870","Georgia","130","Morgan","2110","Morgan","44","2110",0,3637,7058,0,1
"G1302130","1870","Georgia","130","Murray","2130","Murray","44","2130",0,5743,757,0,0
"G1302150","1870","Georgia","130","Muscogee","2150","Muscogee","44","2150",7401,7441,9220,0,2
"G1302170","1870","Georgia","130","Newton","2170","Newton","44","2170",0,8601,6014,0,0
"G1302210","1870","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",0,4641,7141,0,0
"G1302230","1870","Georgia","130","Paulding","2230","Paulding","44","2230",0,7083,556,0,0
"G1302270","1870","Georgia","130","Pickens","2270","Pickens","44","2270",0,5188,129,0,0
"G1302290","1870","Georgia","130","Pierce","2290","Pierce","44","2290",0,1964,814,0,0
"G1302310","1870","Georgia","130","Pike","2310","Pike","44","2310",0,5999,4906,0,0
"G1302330","1870","Georgia","130","Polk","2330","Polk","44","2330",0,5244,2578,0,0
"G1302350","1870","Georgia","130","Pulaski","2350","Pulaski","44","2350",0,5955,5984,0,1
"G1302370","1870","Georgia","130","Putnam","2370","Putnam","44","2370",0,3016,7445,0,0
"G1302390","1870","Georgia","130","Quitman","2390","Quitman","44","2390",0,1773,2377,0,0
"G1302410","1870","Georgia","130","Rabun","2410","Rabun","44","2410",0,3137,119,0,0
"G1302430","1870","Georgia","130","Randolph","2430","Randolph","44","2430",0,5084,5477,0,0
"G1302450","1870","Georgia","130","Richmond","2450","Richmond","44","2450",15389,13157,12565,0,2
"G1302490","1870","Georgia","130","Schley","2490","Schley","44","2490",0,2278,2851,0,0
"G1302510","1870","Georgia","130","Screven","2510","Screven","44","2510",0,4287,4888,0,0
"G1302550","1870","Georgia","130","Spalding","2550","Spalding","44","2550",3421,5327,4878,0,0
"G1302590","1870","Georgia","130","Stewart","2590","Stewart","44","2590",0,5104,9100,0,0
"G1302610","1870","Georgia","130","Sumter","2610","Sumter","44","2610",3259,5920,10639,0,0
"G1302630","1870","Georgia","130","Talbot","2630","Talbot","44","2630",0,4761,7152,0,0
"G1302650","1870","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",0,1809,2987,0,0
"G1302670","1870","Georgia","130","Tattnall","2670","Tattnall","44","2670",0,3580,1280,0,0
"G1302690","1870","Georgia","130","Taylor","2690","Taylor","44","2690",0,4181,2962,0,0
"G1302710","1870","Georgia","130","Telfair","2710","Telfair","44","2710",0,2100,1145,0,0
"G1302730","1870","Georgia","130","Terrell","2730","Terrell","44","2730",0,3769,5284,0,0
"G1302750","1870","Georgia","130","Thomas","2750","Thomas","44","2750",0,6160,8363,0,0
"G1302810","1870","Georgia","130","Towns","2810","Towns","44","2810",0,2623,155,0,2
"G1302850","1870","Georgia","130","Troup","2850","Troup","44","2850",0,6408,11224,0,0
"G1302890","1870","Georgia","130","Twiggs","2890","Twiggs","44","2890",0,2913,5632,0,0
"G1302910","1870","Georgia","130","Union","2910","Union","44","2910",0,5153,114,0,0
"G1302930","1870","Georgia","130","Upson","2930","Upson","44","2930",0,4865,4565,0,0
"G1302950","1870","Georgia","130","Walker","2950","Walker","44","2950",0,8396,1529,0,0
"G1302970","1870","Georgia","130","Walton","2970","Walton","44","2970",0,6876,4162,0,0
"G1302990","1870","Georgia","130","Ware","2990","Ware","44","2990",0,1834,452,0,0
"G1303010","1870","Georgia","130","Warren","3010","Warren","44","3010",0,4285,6260,0,0
"G1303030","1870","Georgia","130","Washington","3030","Washington","44","3030",0,7530,8312,0,0
"G1303050","1870","Georgia","130","Wayne","3050","Wayne","44","3050",0,1798,379,0,0
"G1303070","1870","Georgia","130","Webster","3070","Webster","44","3070",0,2439,2238,0,0
"G1303110","1870","Georgia","130","White","3110","White","44","3110",0,4042,564,0,0
"G1303130","1870","Georgia","130","Whitfield","3130","Whitfield","44","3130",0,8606,1511,0,0
"G1303150","1870","Georgia","130","Wilcox","3150","Wilcox","44","3150",0,1902,537,0,0
"G1303170","1870","Georgia","130","Wilkes","3170","Wilkes","44","3170",0,3969,7827,0,0
"G1303190","1870","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",0,4684,4699,0,0
"G1303210","1870","Georgia","130","Worth","3210","Worth","44","3210",0,2673,1105,0,0
"G1650015","1870","Idaho Territory","165","Ada","0015","Ada","63","10",0,2569,20,78,8
"G1650035","1870","Idaho Territory","165","Alturas","0035","Alturas","63","35",0,369,5,314,1
"G1650075","1870","Idaho Territory","165","Boise","0075","Boise","63","150",0,2057,15,1754,8
"G1650115","1870","Idaho Territory","165","Idaho","0115","Idaho","63","490",0,415,2,425,7
"G1650155","1870","Idaho Territory","165","Lemhi","0155","Lemhi","63","590",0,864,2,120,2
"G1650175","1870","Idaho Territory","165","Nez Perce","0175","Nez Perce","63","690",0,837,4,747,19
"G1650195","1870","Idaho Territory","165","Oneida","0195","Oneida","63","710",0,1921,1,0,0
"G1650215","1870","Idaho Territory","165","Owyhee","0215","Owyhee","63","730",0,1334,9,368,2
"G1650235","1870","Idaho Territory","165","Shoshone","0235","Shoshone","63","790",0,252,2,468,0
"G1700010","1870","Illinois","170","Adams","0010","Adams","21","10",24052,54794,1567,0,1
"G1700030","1870","Illinois","170","Alexander","0030","Alexander","21","30",6267,8268,2296,0,0
"G1700050","1870","Illinois","170","Bond","0050","Bond","21","50",0,13042,110,0,0
"G1700070","1870","Illinois","170","Boone","0070","Boone","21","70",3231,12907,35,0,0
"G1700090","1870","Illinois","170","Brown","0090","Brown","21","90",0,12179,26,0,0
"G1700110","1870","Illinois","170","Bureau","0110","Bureau","21","110",3264,32272,143,0,0
"G1700130","1870","Illinois","170","Calhoun","0130","Calhoun","21","130",0,6559,3,0,0
"G1700150","1870","Illinois","170","Carroll","0150","Carroll","21","150",0,16675,30,0,0
"G1700170","1870","Illinois","170","Cass","0170","Cass","21","170",2528,11576,4,0,0
"G1700190","1870","Illinois","170","Champaign","0190","Champaign","21","190",4625,32504,233,0,0
"G1700210","1870","Illinois","170","Christian","0210","Christian","21","210",0,20318,45,0,0
"G1700230","1870","Illinois","170","Clark","0230","Clark","21","230",0,18698,21,0,0
"G1700250","1870","Illinois","170","Clay","0250","Clay","21","250",0,15818,56,0,1
"G1700270","1870","Illinois","170","Clinton","0270","Clinton","21","270",0,15962,323,0,0
"G1700290","1870","Illinois","170","Coles","0290","Coles","21","290",2849,25015,220,0,0
"G1700310","1870","Illinois","170","Cook","0310","Cook","21","310",298977,346102,3858,0,6
"G1700330","1870","Illinois","170","Crawford","0330","Crawford","21","330",0,13885,4,0,0
"G1700350","1870","Illinois","170","Cumberland","0350","Cumberland","21","350",0,12220,3,0,0
"G1700370","1870","Illinois","170","DeKalb","0370","De Kalb","21","370",0,23212,53,0,0
"G1700390","1870","Illinois","170","De Witt","0390","De Witt","21","390",0,14712,56,0,0
"G1700410","1870","Illinois","170","Douglas","0410","Douglas","21","410",0,13387,97,0,0
"G1700430","1870","Illinois","170","Dupage","0430","Du Page","21","430",0,16652,33,0,0
"G1700450","1870","Illinois","170","Edgar","0450","Edgar","21","450",3057,21339,111,0,0
"G1700470","1870","Illinois","170","Edwards","0470","Edwards","21","470",0,7498,67,0,0
"G1700490","1870","Illinois","170","Effingham","0490","Effingham","21","490",0,15643,10,0,0
"G1700510","1870","Illinois","170","Fayette","0510","Fayette","21","510",0,19585,53,0,0
"G1700530","1870","Illinois","170","Ford","0530","Ford","21","530",0,9089,14,0,0
"G1700550","1870","Illinois","170","Franklin","0550","Franklin","21","550",0,12646,6,0,0
"G1700570","1870","Illinois","170","Fulton","0570","Fulton","21","570",3308,38226,65,0,0
"G1700590","1870","Illinois","170","Gallatin","0590","Gallatin","21","590",0,10522,612,0,0
"G1700610","1870","Illinois","170","Greene","0610","Greene","21","610",0,20255,22,0,0
"G1700630","1870","Illinois","170","Grundy","0630","Grundy","21","630",3138,14843,94,0,1
"G1700650","1870","Illinois","170","Hamilton","0650","Hamilton","21","650",0,12993,21,0,0
"G1700670","1870","Illinois","170","Hancock","0670","Hancock","21","670",3583,35807,128,0,0
"G1700690","1870","Illinois","170","Hardin","0690","Hardin","21","690",0,5024,89,0,0
"G1700710","1870","Illinois","170","Henderson","0710","Henderson","21","710",0,12575,7,0,0
"G1700730","1870","Illinois","170","Henry","0730","Henry","21","730",3042,35413,93,0,0
"G1700750","1870","Illinois","170","Iroquois","0750","Iroquois","21","750",0,25618,164,0,0
"G1700770","1870","Illinois","170","Jackson","0770","Jackson","21","770",0,18639,995,0,0
"G1700790","1870","Illinois","170","Jasper","0790","Jasper","21","790",0,11211,23,0,0
"G1700810","1870","Illinois","170","Jefferson","0810","Jefferson","21","810",0,17826,38,0,0
"G1700830","1870","Illinois","170","Jersey","0830","Jersey","21","830",2576,14823,231,0,0
"G1700850","1870","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",7019,27727,92,0,1
"G1700870","1870","Illinois","170","Johnson","0870","Johnson","21","870",0,11196,52,0,0
"G1700890","1870","Illinois","170","Kane","0890","Kane","21","890",16603,38724,367,0,0
"G1700910","1870","Illinois","170","Kankakee","0910","Kankakee","21","910",0,24282,69,0,1
"G1700930","1870","Illinois","170","Kendall","0930","Kendall","21","930",0,12345,54,0,0
"G1700950","1870","Illinois","170","Knox","0950","Knox","21","950",10158,38713,809,0,0
"G1700970","1870","Illinois","170","Lake","0970","Lake","21","970",4507,20948,62,0,4
"G1700990","1870","Illinois","170","La Salle","0990","La Salle","21","990",20132,60722,69,0,1
"G1701010","1870","Illinois","170","Lawrence","1010","Lawrence","21","1010",0,12243,290,0,0
"G1701030","1870","Illinois","170","Lee","1030","Lee","21","1030",6880,27123,48,0,0
"G1701050","1870","Illinois","170","Livingston","1050","Livingston","21","1050",0,31360,111,0,0
"G1701070","1870","Illinois","170","Logan","1070","Logan","21","1070",0,22937,116,0,0
"G1701090","1870","Illinois","170","McDonough","1090","Mcdonough","21","1090",2748,26467,42,0,0
"G1701110","1870","Illinois","170","McHenry","1110","Mchenry","21","1110",0,23698,64,0,0
"G1701130","1870","Illinois","170","McLean","1130","Mclean","21","1130",14590,53561,427,0,0
"G1701150","1870","Illinois","170","Macon","1150","Macon","21","1150",7161,26246,235,0,0
"G1701170","1870","Illinois","170","Macoupin","1170","Macoupin","21","1170",0,32406,320,0,0
"G1701190","1870","Illinois","170","Madison","1190","Madison","21","1190",8665,41917,2214,0,0
"G1701210","1870","Illinois","170","Marion","1210","Marion","21","1210",3190,20407,215,0,0
"G1701230","1870","Illinois","170","Marshall","1230","Marshall","21","1230",0,16943,13,0,0
"G1701250","1870","Illinois","170","Mason","1250","Mason","21","1250",0,16181,3,0,0
"G1701270","1870","Illinois","170","Massac","1270","Massac","21","1270",0,8625,956,0,0
"G1701290","1870","Illinois","170","Menard","1290","Menard","21","1290",0,11727,8,0,0
"G1701310","1870","Illinois","170","Mercer","1310","Mercer","21","1310",0,18741,28,0,0
"G1701330","1870","Illinois","170","Monroe","1330","Monroe","21","1330",0,12913,69,0,0
"G1701350","1870","Illinois","170","Montgomery","1350","Montgomery","21","1350",3852,25162,152,0,0
"G1701370","1870","Illinois","170","Morgan","1370","Morgan","21","1370",9203,27869,593,1,0
"G1701390","1870","Illinois","170","Moultrie","1390","Moultrie","21","1390",0,10384,1,0,0
"G1701410","1870","Illinois","170","Ogle","1410","Ogle","21","1410",0,27407,85,0,0
"G1701430","1870","Illinois","170","Peoria","1430","Peoria","21","1430",22849,47385,155,0,0
"G1701450","1870","Illinois","170","Perry","1450","Perry","21","1450",0,13332,391,0,0
"G1701470","1870","Illinois","170","Piatt","1470","Piatt","21","1470",0,10947,6,0,0
"G1701490","1870","Illinois","170","Pike","1490","Pike","21","1490",0,30661,106,0,1
"G1701510","1870","Illinois","170","Pope","1510","Pope","21","1510",0,10955,471,0,11
"G1701530","1870","Illinois","170","Pulaski","1530","Pulaski","21","1530",0,6358,2394,0,0
"G1701550","1870","Illinois","170","Putnam","1550","Putnam","21","1550",0,6215,65,0,0
"G1701570","1870","Illinois","170","Randolph","1570","Randolph","21","1570",0,19722,1137,0,0
"G1701590","1870","Illinois","170","Richland","1590","Richland","21","1590",2680,12773,30,0,0
"G1701610","1870","Illinois","170","Rock Island","1610","Rock Island","21","1610",12056,29646,137,0,0
"G1701630","1870","Illinois","170","St Clair","1630","St Clair","21","1630",16580,49771,1297,0,0
"G1701650","1870","Illinois","170","Saline","1650","Saline","21","1650",0,12483,231,0,0
"G1701670","1870","Illinois","170","Sangamon","1670","Sangamon","21","1670",17364,45186,1166,0,0
"G1701690","1870","Illinois","170","Schuyler","1690","Schuyler","21","1690",0,17394,25,0,0
"G1701710","1870","Illinois","170","Scott","1710","Scott","21","1710",0,10515,15,0,0
"G1701730","1870","Illinois","170","Shelby","1730","Shelby","21","1730",0,25416,60,0,0
"G1701750","1870","Illinois","170","Stark","1750","Stark","21","1750",0,10730,21,0,0
"G1701770","1870","Illinois","170","Stephenson","1770","Stephenson","21","1770",7889,30596,12,0,0
"G1701790","1870","Illinois","170","Tazewell","1790","Tazewell","21","1790",5696,27839,64,0,0
"G1701810","1870","Illinois","170","Union","1810","Union","21","1810",0,16370,148,0,0
