GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AUM001,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AUY001,AUY002
"G1901230","1890","Iowa","190","Mahaska","1230","Mahaska","31","1230",28805,1592,524,150,2,0,0,0,0,0,0,0,0,11888610,414920
"G1901250","1890","Iowa","190","Marion","1250","Marion","31","1250",23058,38,44,36,0,0,0,0,0,0,6,0,0,9310000,346730
"G1901270","1890","Iowa","190","Marshall","1270","Marshall","31","1270",25842,136,97,37,1,1,3,0,0,0,7,27,0,11852490,444820
"G1901290","1890","Iowa","190","Mills","1290","Mills","31","1290",14548,21,24,5,0,0,0,0,0,0,0,0,0,8098930,274330
"G1901310","1890","Iowa","190","Mitchell","1310","Mitchell","31","1310",13299,8,5,1,0,0,0,0,0,0,0,0,0,6218880,330060
"G1901330","1890","Iowa","190","Monona","1330","Monona","31","1330",14515,23,88,42,0,0,0,0,0,0,6,0,0,7293930,290810
"G1901350","1890","Iowa","190","Monroe","1350","Monroe","31","1350",13666,202,258,49,0,0,0,0,0,0,1,0,0,5039540,240520
"G1901370","1890","Iowa","190","Montgomery","1370","Montgomery","31","1370",15848,38,113,13,0,0,0,0,0,0,0,0,0,8671196,293350
"G1901390","1890","Iowa","190","Muscatine","1390","Muscatine","31","1390",24504,177,179,163,1,0,0,0,0,0,0,0,0,10475360,367290
"G1901410","1890","Iowa","190","O Brien","1410","O Brien","31","1410",13060,1,13,6,0,0,0,0,0,0,0,0,0,7393630,411750
"G1901430","1890","Iowa","190","Osceola","1430","Osceola","31","1430",5574,0,0,0,0,0,0,0,0,0,0,0,0,3154965,179870
"G1901450","1890","Iowa","190","Page","1450","Page","31","1450",21341,234,247,153,1,0,0,0,0,0,0,0,0,10641880,343400
"G1901470","1890","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",9318,8,0,0,0,0,0,0,0,0,0,0,0,3815330,229740
"G1901490","1890","Iowa","190","Plymouth","1490","Plymouth","31","1490",19568,9,5,0,1,0,0,0,0,0,0,0,0,12089636,338700
"G1901510","1890","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",9553,0,0,0,0,0,0,0,0,0,0,0,0,5143510,316460
"G1901530","1890","Iowa","190","Polk","1530","Polk","31","1530",65410,1194,672,303,2,9,0,0,0,0,3,0,0,14636250,415550
"G1901550","1890","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",47430,327,614,163,3,3,0,0,0,0,2,2,5,18752000,764400
"G1901570","1890","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",18394,66,62,79,0,0,0,1,0,0,0,0,0,10812440,428760
"G1901590","1890","Iowa","190","Ringgold","1590","Ringgold","31","1590",13556,0,15,5,0,0,0,0,0,0,0,0,0,6061760,298550
"G1901610","1890","Iowa","190","Sac","1610","Sac","31","1610",14522,0,0,1,0,0,0,0,0,0,0,0,0,8997660,392920
"G1901630","1890","Iowa","190","Scott","1630","Scott","31","1630",43164,274,266,246,6,0,0,0,0,0,0,0,0,15424350,513470
"G1901650","1890","Iowa","190","Shelby","1650","Shelby","31","1650",17611,1,13,6,0,0,0,0,0,0,0,0,0,9997890,458210
"G1901670","1890","Iowa","190","Sioux","1670","Sioux","31","1670",18370,0,1,0,0,0,0,0,0,0,0,0,0,11035400,583850
"G1901690","1890","Iowa","190","Story","1690","Story","31","1690",18127,0,9,2,0,0,0,0,0,0,0,0,0,6639690,288960
"G1901710","1890","Iowa","190","Tama","1710","Tama","31","1710",21651,45,32,45,2,0,0,0,0,0,0,380,0,13009810,581100
"G1901730","1890","Iowa","190","Taylor","1730","Taylor","31","1730",16384,96,130,101,0,0,0,0,0,0,0,0,0,7935400,335930
"G1901750","1890","Iowa","190","Union","1750","Union","31","1750",16900,68,90,13,1,2,0,0,0,0,0,0,0,5514465,231355
"G1901770","1890","Iowa","190","Van Buren","1770","Van Buren","31","1770",16253,130,123,211,0,0,0,0,0,0,0,0,0,6543440,306000
"G1901790","1890","Iowa","190","Wapello","1790","Wapello","31","1790",30426,658,460,193,2,2,0,0,0,0,0,0,0,6886970,269030
"G1901810","1890","Iowa","190","Warren","1810","Warren","31","1810",18269,54,63,81,0,0,0,0,0,0,0,0,0,9503320,384300
"G1901830","1890","Iowa","190","Washington","1830","Washington","31","1830",18468,75,95,53,0,0,0,0,0,0,0,0,0,11040160,429810
"G1901850","1890","Iowa","190","Wayne","1850","Wayne","31","1850",15670,20,22,1,0,0,0,0,0,0,6,0,0,7182570,318020
"G1901870","1890","Iowa","190","Webster","1870","Webster","31","1870",21582,43,8,9,2,0,0,0,0,0,0,0,0,8049020,443770
"G1901890","1890","Iowa","190","Winnebago","1890","Winnebago","31","1890",7325,0,1,1,0,0,0,0,0,0,0,0,0,2071180,156630
"G1901910","1890","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",22528,10,13,25,1,0,0,0,0,0,16,4,0,11203976,522920
"G1901930","1890","Iowa","190","Woodbury","1930","Woodbury","31","1930",55632,366,178,44,14,3,0,0,0,0,0,30,9,10744560,487380
"G1901950","1890","Iowa","190","Worth","1950","Worth","31","1950",9247,22,9,0,0,0,0,0,0,0,0,0,0,4153030,264030
"G1901970","1890","Iowa","190","Wright","1970","Wright","31","1970",12057,2,0,2,0,0,0,0,0,0,0,0,0,5761040,319070
"G2000010","1890","Kansas","200","Allen","0010","Allen","32","10",13509,394,350,152,0,0,0,0,0,0,0,1,1,5670760,202550
"G2000030","1890","Kansas","200","Anderson","0030","Anderson","32","30",14203,288,186,112,1,0,0,0,0,0,0,0,0,6618578,203380
"G2000050","1890","Kansas","200","Atchison","0050","Atchison","32","50",26758,3001,3410,1136,2,3,0,0,0,0,7,18,3,8795670,266160
"G2000070","1890","Kansas","200","Barber","0070","Barber","32","70",7973,30,8,0,0,0,0,0,0,0,1,1,0,3825940,131030
"G2000090","1890","Kansas","200","Barton","0090","Barton","32","90",13172,329,296,0,0,0,0,0,0,0,0,0,0,5353800,246520
"G2000110","1890","Kansas","200","Bourbon","0110","Bourbon","32","110",28575,2272,1716,770,0,0,0,0,0,0,5,9,9,7399450,207840
"G2000130","1890","Kansas","200","Brown","0130","Brown","32","130",20319,422,263,95,3,0,0,0,0,0,0,0,7,11579220,321700
"G2000150","1890","Kansas","200","Butler","0150","Butler","32","150",24055,105,59,30,0,0,0,0,0,0,1,0,3,11322892,340490
"G2000170","1890","Kansas","200","Chase","0170","Chase","32","170",8233,178,119,6,0,0,0,0,0,0,1,0,0,5338450,119400
"G2000190","1890","Kansas","200","Chautauqua","0190","Chautauqua","32","190",12297,224,144,0,0,0,0,1,0,0,0,13,0,3979640,148340
"G2000210","1890","Kansas","200","Cherokee","0210","Cherokee","32","210",27770,1342,1861,134,0,0,0,0,0,0,7,13,5,7044850,198710
"G2000230","1890","Kansas","200","Cheyenne","0230","Cheyenne","32","230",4401,0,0,0,0,0,0,0,0,0,0,0,0,1607320,95530
"G2000250","1890","Kansas","200","Clark","0250","Clark","32","250",2357,6,4,0,0,0,0,0,0,0,0,0,0,750250,32590
"G2000270","1890","Kansas","200","Clay","0270","Clay","32","270",16146,207,119,10,0,0,0,0,0,0,0,1,0,8102800,299760
"G2000290","1890","Kansas","200","Cloud","0290","Cloud","32","290",19295,34,41,7,2,0,0,0,0,0,0,0,0,7938110,272700
"G2000310","1890","Kansas","200","Coffey","0310","Coffey","32","310",15856,189,433,156,0,0,0,0,0,0,0,1,0,7004080,245130
"G2000330","1890","Kansas","200","Comanche","0330","Comanche","32","330",2549,32,3,0,1,0,0,0,0,0,0,0,0,751420,42000
"G2000350","1890","Kansas","200","Cowley","0350","Cowley","32","350",34478,622,221,0,3,0,0,1,0,0,3,1,0,12294050,359610
"G2000370","1890","Kansas","200","Crawford","0370","Crawford","32","370",30286,426,100,2,0,0,0,0,0,0,1,2,0,8748160,251450
"G2000390","1890","Kansas","200","Decatur","0390","Decatur","32","390",8414,10,1,0,1,0,0,0,0,0,0,0,0,2537280,150210
"G2000410","1890","Kansas","200","Dickinson","0410","Dickinson","32","410",22273,158,81,17,1,0,0,0,0,0,1,0,0,12216590,409880
"G2000430","1890","Kansas","200","Doniphan","0430","Doniphan","32","430",13535,767,914,833,0,0,0,0,0,0,0,0,1,6565440,189890
"G2000450","1890","Kansas","200","Douglas","0450","Douglas","32","450",23961,3076,3217,2352,2,2,0,0,0,0,440,5,8,9074380,288780
"G2000470","1890","Kansas","200","Edwards","0470","Edwards","32","470",3600,85,56,0,0,0,0,0,0,0,0,0,0,1649700,88050
"G2000490","1890","Kansas","200","Elk","0490","Elk","32","490",12216,6,21,0,0,0,0,0,0,0,0,0,0,4673090,147560
"G2000510","1890","Kansas","200","Ellis","0510","Ellis","32","510",7942,66,68,31,0,0,0,0,0,0,0,0,1,2603110,116240
"G2000530","1890","Kansas","200","Ellsworth","0530","Ellsworth","32","530",9272,126,107,26,1,0,0,0,0,0,0,2,0,5177760,172100
"G2000550","1890","Kansas","200","Finney","0550","Finney","32","550",3350,62,0,0,0,0,0,0,0,0,0,0,0,839130,42860
"G2000570","1890","Kansas","200","Ford","0570","Ford","32","570",5308,51,73,109,0,0,0,0,0,0,0,1,1,1385230,65830
"G2000590","1890","Kansas","200","Franklin","0590","Franklin","32","590",20279,863,923,364,0,0,0,0,0,0,0,27,60,7998740,205090
"G2000595","1890","Kansas","200","Garfield","0595","Garfield","32","595",881,5,0,0,0,0,0,0,0,0,0,0,0,322380,15660
"G2000610","1890","Kansas","200","Geary","0610","Geary","32","610",10423,377,339,128,3,0,0,0,0,0,3,2,4,3630820,108970
"G2000630","1890","Kansas","200","Gove","0630","Gove","32","630",2994,37,10,0,0,0,0,0,0,0,0,0,0,830600,41170
"G2000650","1890","Kansas","200","Graham","0650","Graham","32","650",5029,529,484,0,1,0,0,0,0,0,2,0,0,2113390,88720
"G2000670","1890","Kansas","200","Grant","0670","Grant","32","670",1308,45,0,0,0,0,0,0,0,0,0,0,0,389530,19870
"G2000690","1890","Kansas","200","Gray","0690","Gray","32","690",2415,9,0,0,0,0,0,0,0,0,0,0,0,640840,28200
"G2000710","1890","Kansas","200","Greeley","0710","Greeley","32","710",1264,0,0,0,0,0,0,0,0,0,0,0,0,254420,22040
"G2000730","1890","Kansas","200","Greenwood","0730","Greenwood","32","730",16309,168,80,35,0,0,0,0,0,0,0,0,0,8477460,216960
"G2000750","1890","Kansas","200","Hamilton","0750","Hamilton","32","750",2027,57,0,0,0,0,0,0,0,0,0,0,0,415760,17270
"G2000770","1890","Kansas","200","Harper","0770","Harper","32","770",13266,82,19,0,1,0,0,0,0,0,0,0,0,6584820,232930
"G2000790","1890","Kansas","200","Harvey","0790","Harvey","32","790",17601,275,98,0,1,2,0,0,0,0,2,0,0,7540690,270540
"G2000810","1890","Kansas","200","Haskell","0810","Haskell","32","810",1077,0,0,0,0,0,0,0,0,0,0,0,0,204950,16530
"G2000830","1890","Kansas","200","Hodgeman","0830","Hodgeman","32","830",2395,155,129,0,0,0,0,0,0,0,0,0,0,950180,44130
"G2000850","1890","Kansas","200","Jackson","0850","Jackson","32","850",14626,203,165,45,1,0,0,0,0,0,1,33,71,7749785,227730
"G2000870","1890","Kansas","200","Jefferson","0870","Jefferson","32","870",16620,661,790,625,0,0,0,0,0,0,0,1,0,8451980,235810
"G2000890","1890","Kansas","200","Jewell","0890","Jewell","32","890",19349,3,18,0,0,0,0,0,0,0,0,0,0,8997380,379130
"G2000910","1890","Kansas","200","Johnson","0910","Johnson","32","910",17385,899,899,438,1,0,0,0,0,0,18,17,5,11194820,246740
"G2000930","1890","Kansas","200","Kearny","0930","Kearny","32","930",1571,8,0,0,0,0,0,0,0,0,0,0,0,517890,21940
"G2000950","1890","Kansas","200","Kingman","0950","Kingman","32","950",11823,83,2,0,0,0,0,0,0,0,0,0,0,4499840,172090
"G2000970","1890","Kansas","200","Kiowa","0970","Kiowa","32","970",2873,15,0,0,0,0,0,0,0,0,0,0,0,1164750,38580
"G2000990","1890","Kansas","200","Labette","0990","Labette","32","990",27586,2045,2179,94,0,0,0,1,0,0,17,39,0,8113920,284080
"G2001010","1890","Kansas","200","Lane","1010","Lane","32","1010",2060,3,0,0,0,0,0,0,0,0,0,0,0,592980,32480
"G2001030","1890","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",38485,4465,4970,4284,4,0,0,0,0,0,16,2,12,8504290,222810
"G2001050","1890","Kansas","200","Lincoln","1050","Lincoln","32","1050",9709,42,65,0,1,0,0,0,0,0,0,0,0,4381660,167530
"G2001070","1890","Kansas","200","Linn","1070","Linn","32","1070",17215,777,815,655,0,0,0,0,0,0,0,2,15,6674910,243580
"G2001090","1890","Kansas","200","Logan","1090","Logan","32","1090",3384,25,0,0,0,0,0,0,0,0,0,0,0,1158530,67020
"G2001110","1890","Kansas","200","Lyon","1110","Lyon","32","1110",23196,1031,1027,126,2,0,0,0,0,0,0,1,0,9006510,239630
"G2001130","1890","Kansas","200","McPherson","1130","Mcpherson","32","1130",21614,50,49,11,1,2,0,0,0,0,0,1,0,10787280,386940
"G2001150","1890","Kansas","200","Marion","1150","Marion","32","1150",20539,150,97,1,0,0,0,0,0,0,0,0,1,8999510,363480
"G2001170","1890","Kansas","200","Marshall","1170","Marshall","32","1170",23912,286,231,8,1,0,0,0,0,0,0,0,0,11603900,432100
"G2001190","1890","Kansas","200","Meade","1190","Meade","32","1190",2542,25,0,0,1,0,0,0,0,0,0,0,0,727050,31320
"G2001210","1890","Kansas","200","Miami","1210","Miami","32","1210",19614,937,868,466,0,0,0,0,0,0,3,33,11,9487400,229020
"G2001230","1890","Kansas","200","Mitchell","1230","Mitchell","32","1230",15037,50,41,0,2,0,0,0,0,0,0,0,0,6330110,215760
"G2001250","1890","Kansas","200","Montgomery","1250","Montgomery","32","1250",23104,947,684,65,1,0,0,0,0,0,10,1,3,7140200,230250
"G2001270","1890","Kansas","200","Morris","1270","Morris","32","1270",11381,497,532,72,0,0,0,0,0,0,0,1,1,6322880,192820
"G2001290","1890","Kansas","200","Morton","1290","Morton","32","1290",724,7,0,0,0,0,0,0,0,0,0,0,0,248690,16200
"G2001310","1890","Kansas","200","Nemaha","1310","Nemaha","32","1310",19249,213,75,23,1,0,0,0,0,0,1,0,0,10228300,308570
"G2001330","1890","Kansas","200","Neosho","1330","Neosho","32","1330",18561,330,374,45,1,0,0,0,0,0,13,12,31,6343880,224830
"G2001350","1890","Kansas","200","Ness","1350","Ness","32","1350",4944,1,0,0,0,0,0,0,0,0,0,0,0,1875820,84320
"G2001370","1890","Kansas","200","Norton","1370","Norton","32","1370",10617,36,32,0,1,0,0,0,0,0,0,0,0,3331030,168220
"G2001390","1890","Kansas","200","Osage","1390","Osage","32","1390",25062,678,571,118,0,0,0,0,0,0,1,166,0,9252660,282630
"G2001410","1890","Kansas","200","Osborne","1410","Osborne","32","1410",12083,106,61,0,0,0,0,0,0,0,1,0,0,4996040,186540
"G2001430","1890","Kansas","200","Ottawa","1430","Ottawa","32","1430",12581,72,68,2,1,0,0,0,0,0,0,0,0,6913666,225320
"G2001450","1890","Kansas","200","Pawnee","1450","Pawnee","32","1450",5204,144,32,6,2,0,0,0,0,0,0,0,0,1913780,78340
"G2001470","1890","Kansas","200","Phillips","1470","Phillips","32","1470",13661,167,117,0,0,0,0,0,0,0,0,0,0,4503620,208460
"G2001490","1890","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",17722,260,233,443,0,0,0,0,0,0,77,223,150,9034850,260880
"G2001510","1890","Kansas","200","Pratt","1510","Pratt","32","1510",8118,179,38,0,1,0,0,0,0,0,0,0,0,2815890,144640
"G2001530","1890","Kansas","200","Rawlins","1530","Rawlins","32","1530",6756,0,0,0,0,0,0,0,0,0,0,0,0,1972990,159500
"G2001550","1890","Kansas","200","Reno","1550","Reno","32","1550",27079,354,77,0,4,0,0,0,0,0,0,2,0,10868520,348520
"G2001570","1890","Kansas","200","Republic","1570","Republic","32","1570",19002,27,15,0,0,0,0,0,0,0,0,0,0,8887460,324230
"G2001590","1890","Kansas","200","Rice","1590","Rice","32","1590",14451,118,57,0,0,0,0,0,0,0,4,0,0,7109490,255920
"G2001610","1890","Kansas","200","Riley","1610","Riley","32","1610",13183,330,324,70,0,0,0,0,0,0,0,0,0,6489920,221000
"G2001630","1890","Kansas","200","Rooks","1630","Rooks","32","1630",8018,61,56,0,0,0,0,0,0,0,0,0,0,2433000,123790
"G2001650","1890","Kansas","200","Rush","1650","Rush","32","1650",5204,5,5,0,0,0,0,0,0,0,0,0,0,2086810,106640
"G2001670","1890","Kansas","200","Russell","1670","Russell","32","1670",7333,54,34,13,0,0,0,0,0,0,0,0,0,3193970,145070
"G2001690","1890","Kansas","200","Saline","1690","Saline","32","1690",17442,460,280,6,0,0,0,0,0,0,0,0,0,8727620,318050
"G2001710","1890","Kansas","200","Scott","1710","Scott","32","1710",1262,0,0,0,0,0,0,0,0,0,0,0,0,267470,17960
"G2001730","1890","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",43626,1354,268,9,13,2,0,0,0,0,3,24,1,15395430,417010
"G2001750","1890","Kansas","200","Seward","1750","Seward","32","1750",1503,5,0,0,0,0,0,0,0,0,0,0,0,355250,18130
"G2001770","1890","Kansas","200","Shawnee","1770","Shawnee","32","1770",49172,6112,5356,729,6,5,0,0,0,0,45,77,360,12658740,260650
"G2001790","1890","Kansas","200","Sheridan","1790","Sheridan","32","1790",3733,0,0,0,0,0,0,0,0,0,0,0,0,1110460,59760
"G2001810","1890","Kansas","200","Sherman","1810","Sherman","32","1810",5261,19,0,0,0,0,0,0,0,0,0,0,0,1449100,94200
"G2001830","1890","Kansas","200","Smith","1830","Smith","32","1830",15613,2,15,0,0,0,0,0,0,0,0,0,0,6461670,256250
"G2001850","1890","Kansas","200","Stafford","1850","Stafford","32","1850",8520,190,123,0,0,0,0,0,0,0,0,0,0,3047730,131200
"G2001870","1890","Kansas","200","Stanton","1870","Stanton","32","1870",1031,2,0,0,0,0,0,0,0,0,0,0,0,275300,14990
"G2001890","1890","Kansas","200","Stevens","1890","Stevens","32","1890",1418,19,0,0,0,0,0,0,0,0,0,0,0,329100,27950
"G2001910","1890","Kansas","200","Sumner","1910","Sumner","32","1910",30271,177,104,0,0,3,0,0,0,0,1,7,0,13076016,506680
"G2001930","1890","Kansas","200","Thomas","1930","Thomas","32","1930",5538,6,0,0,0,0,0,0,0,0,0,0,0,1513600,92690
"G2001950","1890","Kansas","200","Trego","1950","Trego","32","1950",2535,41,25,1,0,0,0,0,0,0,0,0,0,924280,43370
"G2001970","1890","Kansas","200","Wabaunsee","1970","Wabaunsee","32","1970",11720,717,646,85,0,0,0,1,0,0,22,36,94,7093060,222460
"G2001990","1890","Kansas","200","Wallace","1990","Wallace","32","1990",2468,39,7,2,0,0,0,0,0,0,0,0,0,623520,38930
"G2002010","1890","Kansas","200","Washington","2010","Washington","32","2010",22894,18,19,2,0,0,0,0,0,0,1,0,0,10232670,387040
"G2002030","1890","Kansas","200","Wichita","2030","Wichita","32","2030",1827,8,0,0,0,0,0,0,0,0,0,0,0,378170,21150
"G2002050","1890","Kansas","200","Wilson","2050","Wilson","32","2050",15286,77,77,5,0,0,0,0,0,0,4,0,0,6188730,215870
"G2002070","1890","Kansas","200","Woodson","2070","Woodson","32","2070",9021,75,56,34,0,0,0,0,0,0,1,12,0,3879170,137460
"G2002090","1890","Kansas","200","Wyandotte","2090","Wyandotte","32","2090",54407,6935,4576,2120,25,0,0,0,0,0,23,28,56,7629270,69160
"G2100010","1890","Kentucky","210","Adair","0010","Adair","51","10",13721,1828,2171,1836,0,0,0,0,0,0,0,0,0,1505320,66470
"G2100030","1890","Kentucky","210","Allen","0030","Allen","51","30",13692,1042,1069,1104,0,0,0,0,0,0,0,0,0,1446860,90100
"G2100050","1890","Kentucky","210","Anderson","0050","Anderson","51","50",10610,1063,1069,698,0,0,0,0,0,0,0,0,0,1692400,56990
"G2100070","1890","Kentucky","210","Ballard","0070","Ballard","51","70",8390,1412,1725,1477,0,0,0,0,0,0,0,0,0,1398300,95690
"G2100090","1890","Kentucky","210","Barren","0090","Barren","51","90",21490,3724,4941,3623,0,0,0,0,0,0,1,0,0,3186300,147910
"G2100110","1890","Kentucky","210","Bath","0110","Bath","51","110",12813,1578,2017,1702,0,0,0,0,0,0,0,0,0,4130640,80880
"G2100130","1890","Kentucky","210","Bell","0130","Bell","51","130",10312,740,181,111,2,0,0,0,0,0,0,0,0,1158100,15360
"G2100150","1890","Kentucky","210","Boone","0150","Boone","51","150",12246,1112,1232,1012,0,0,0,0,0,0,0,0,0,6773060,181000
"G2100170","1890","Kentucky","210","Bourbon","0170","Bourbon","51","170",16976,6797,7314,6677,0,0,0,0,0,0,0,0,0,11060480,131270
"G2100190","1890","Kentucky","210","Boyd","0190","Boyd","51","190",14033,705,556,291,0,0,0,0,0,0,0,1,0,794340,22820
"G2100210","1890","Kentucky","210","Boyle","0210","Boyle","51","210",12948,4809,4737,3679,0,0,0,0,0,0,0,0,0,4857530,107170
"G2100230","1890","Kentucky","210","Bracken","0230","Bracken","51","230",12369,646,816,636,0,0,0,0,0,0,0,0,0,4182350,127180
"G2100250","1890","Kentucky","210","Breathitt","0250","Breathitt","51","250",8705,169,185,181,0,0,0,0,0,0,0,0,0,1256120,21670
"G2100270","1890","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",18976,2080,2204,1682,0,0,0,0,0,0,0,0,0,2842650,144420
"G2100290","1890","Kentucky","210","Bullitt","0290","Bullitt","51","290",8291,1048,1307,1194,0,0,0,0,0,0,0,0,0,2116370,115450
"G2100310","1890","Kentucky","210","Butler","0310","Butler","51","310",13956,773,820,643,0,0,0,0,0,0,0,0,0,1298660,68610
"G2100330","1890","Kentucky","210","Caldwell","0330","Caldwell","51","330",13186,2736,2187,2078,0,0,0,0,0,0,0,0,0,1914720,104980
"G2100350","1890","Kentucky","210","Calloway","0350","Calloway","51","350",14675,1092,1215,812,0,0,0,0,0,0,0,0,0,1589450,89300
"G2100370","1890","Kentucky","210","Campbell","0370","Campbell","51","370",44208,686,441,282,0,2,0,0,0,0,0,0,1,4600480,260400
"G2100390","1890","Kentucky","210","Carlisle","0390","Carlisle","51","390",7612,389,0,0,0,0,0,0,0,0,0,0,0,1202130,85180
"G2100410","1890","Kentucky","210","Carroll","0410","Carroll","51","410",9266,757,771,540,0,0,0,0,0,0,0,0,0,3401430,71510
"G2100430","1890","Kentucky","210","Carter","0430","Carter","51","430",17204,137,371,100,0,0,0,0,0,0,0,0,0,1062520,37050
"G2100450","1890","Kentucky","210","Casey","0450","Casey","51","450",11848,516,608,544,0,0,0,0,0,0,1,0,0,1403930,60800
"G2100470","1890","Kentucky","210","Christian","0470","Christian","51","470",34118,15231,14639,9812,0,0,0,0,0,0,1,0,0,6476020,273020
"G2100490","1890","Kentucky","210","Clark","0490","Clark","51","490",15434,4826,4186,3715,0,0,0,0,0,0,0,0,0,6979200,96240
"G2100510","1890","Kentucky","210","Clay","0510","Clay","51","510",12447,413,706,495,0,0,0,0,0,0,0,0,0,1692130,25490
"G2100530","1890","Kentucky","210","Clinton","0530","Clinton","51","530",7047,188,311,292,0,0,0,0,0,0,0,0,0,616420,32690
