GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AUM001,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AUY001,AUY002
"G4701670","1890","Tennessee","470","Tipton","1670","Tipton","54","1670",24271,11770,10543,6891,0,0,0,0,0,0,0,8,5,3215530,170460
"G4701690","1890","Tennessee","470","Trousdale","1690","Trousdale","54","1690",5850,1827,2141,0,0,0,0,0,0,0,0,0,0,1100470,43690
"G4701710","1890","Tennessee","470","Unicoi","1710","Unicoi","54","1710",4619,219,119,0,0,0,0,0,0,0,0,0,0,456000,15110
"G4701730","1890","Tennessee","470","Union","1730","Union","54","1730",11459,103,218,214,0,0,0,0,0,0,1,0,0,1237380,61950
"G4701750","1890","Tennessee","470","Van Buren","1750","Van Buren","54","1750",2863,67,186,156,0,0,0,0,0,0,2,0,0,363540,16900
"G4701770","1890","Tennessee","470","Warren","1770","Warren","54","1770",14413,2011,2276,1955,0,0,0,0,0,0,0,2,6,1937430,113720
"G4701790","1890","Tennessee","470","Washington","1790","Washington","54","1790",20354,1945,1577,1614,0,0,0,0,0,0,1,0,0,3555190,153570
"G4701810","1890","Tennessee","470","Wayne","1810","Wayne","54","1810",11471,884,1069,893,0,0,0,0,0,0,0,0,0,1262720,49820
"G4701830","1890","Tennessee","470","Weakley","1830","Weakley","54","1830",28955,4520,4413,3899,0,0,0,0,0,0,2,0,0,4185330,230620
"G4701850","1890","Tennessee","470","White","1850","White","54","1850",12348,849,988,1080,0,0,0,0,0,0,0,15,0,1577960,73860
"G4701870","1890","Tennessee","470","Williamson","1870","Williamson","54","1870",26321,10084,12390,11411,0,0,0,0,0,0,0,1,0,6322850,247610
"G4701890","1890","Tennessee","470","Wilson","1890","Wilson","54","1890",27148,7338,8455,7331,0,0,0,0,0,0,0,0,6,5500190,239900
"G4800010","1890","Texas","480","Anderson","0010","Anderson","49","10",20923,9502,7775,4436,1,1,0,0,0,0,0,0,0,1284810,86180
"G4800030","1890","Texas","480","Andrews","0030","Andrews","49","30",24,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4800050","1890","Texas","480","Angelina","0050","Angelina","49","50",6306,601,834,742,0,0,0,0,0,0,0,0,0,399440,28950
"G4800070","1890","Texas","480","Aransas","0070","Aransas","49","70",1824,137,79,0,3,0,0,0,0,0,0,0,0,7460,470
"G4800090","1890","Texas","480","Archer","0090","Archer","49","90",2101,12,7,0,0,0,0,0,0,0,0,0,0,1677030,29500
"G4800110","1890","Texas","480","Armstrong","0110","Armstrong","49","110",944,0,0,0,1,0,0,0,0,0,0,1,0,1101570,12570
"G4800130","1890","Texas","480","Atascosa","0130","Atascosa","49","130",6459,285,279,160,0,0,0,0,0,0,17,0,22,2069130,65670
"G4800150","1890","Texas","480","Austin","0150","Austin","49","150",17859,5185,3939,6574,1,0,0,0,0,0,0,0,0,4063500,155060
"G4800170","1890","Texas","480","Bailey","0170","Bailey","49","170",0,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4800190","1890","Texas","480","Bandera","0190","Bandera","49","190",3795,126,31,18,0,0,0,0,0,0,0,0,0,942740,13820
"G4800210","1890","Texas","480","Bastrop","0210","Bastrop","49","210",20736,8898,7306,5233,0,0,0,0,0,0,2,0,1,3669140,133240
"G4800230","1890","Texas","480","Baylor","0230","Baylor","49","230",2595,6,6,0,0,0,0,0,0,0,0,0,0,518050,27070
"G4800250","1890","Texas","480","Bee","0250","Bee","49","250",3720,317,153,69,1,0,0,0,0,0,1,0,0,1461370,14860
"G4800270","1890","Texas","480","Bell","0270","Bell","49","270",33377,2650,1734,1104,11,0,0,0,0,0,0,1,0,8664130,274020
"G4800290","1890","Texas","480","Bexar","0290","Bexar","49","290",49266,5504,3867,2303,46,0,0,0,0,0,54,0,1,5625280,162140
"G4800295","1890","Texas","480","Bexar District","0295","Bexar District","49","295",0,0,0,63,0,0,0,0,0,0,0,0,0,,
"G4800310","1890","Texas","480","Blanco","0310","Blanco","49","310",4649,210,168,44,0,0,0,0,0,0,0,0,0,1235760,30570
"G4800330","1890","Texas","480","Borden","0330","Borden","49","330",222,5,0,0,0,0,0,0,0,0,0,0,0,86780,6360
"G4800350","1890","Texas","480","Bosque","0350","Bosque","49","350",14224,641,498,528,0,1,0,0,0,0,0,0,0,3785160,149580
"G4800370","1890","Texas","480","Bowie","0370","Bowie","49","370",20267,7591,4331,2249,4,0,0,0,0,0,13,6,1,1297030,64540
"G4800390","1890","Texas","480","Brazoria","0390","Brazoria","49","390",11506,8523,7524,5736,0,0,0,0,0,0,0,0,0,2623650,115570
"G4800410","1890","Texas","480","Brazos","0410","Brazos","49","410",16650,8433,6250,3759,1,0,0,0,0,0,3,1,0,1721370,66180
"G4800430","1890","Texas","480","Brewster","0430","Brewster","49","430",710,13,0,0,2,0,0,0,0,0,1,0,0,,
"G4800450","1890","Texas","480","Briscoe","0450","Briscoe","49","450",0,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4800490","1890","Texas","480","Brown","0490","Brown","49","490",11421,73,114,37,0,0,0,0,0,0,0,9,0,2100690,85720
"G4800497","1890","Texas","480","Buchel","0497","Buchel","49","495",298,11,0,0,0,0,0,0,0,0,0,0,0,,
"G4800510","1890","Texas","480","Burleson","0510","Burleson","49","510",13001,5727,3886,3021,0,0,0,0,0,0,0,1,0,2193030,79390
"G4800530","1890","Texas","480","Burnet","0530","Burnet","49","530",10747,307,248,358,0,0,0,0,0,0,0,0,0,2569710,92020
"G4800550","1890","Texas","480","Caldwell","0550","Caldwell","49","550",15769,4878,4034,2531,0,0,0,0,0,0,1,0,0,3057680,77970
"G4800570","1890","Texas","480","Calhoun","0570","Calhoun","49","570",815,168,547,907,0,0,0,0,0,0,0,0,0,365370,61650
"G4800590","1890","Texas","480","Callahan","0590","Callahan","49","590",5457,31,24,0,0,0,0,0,0,0,0,10,0,1300550,41830
"G4800610","1890","Texas","480","Cameron","0610","Cameron","49","610",14424,108,117,157,1,0,0,1,0,0,7,0,0,367010,16757
"G4800630","1890","Texas","480","Camp","0630","Camp","49","630",6624,3296,2845,0,0,0,0,0,0,0,0,1,0,373610,28290
"G4800650","1890","Texas","480","Carson","0650","Carson","49","650",356,1,0,0,0,0,0,0,0,0,0,0,0,98150,4330
"G4800670","1890","Texas","480","Cass","0670","Cass","49","670",22554,8512,6444,3379,0,0,0,0,0,0,1,6,0,2011510,83550
"G4800690","1890","Texas","480","Castro","0690","Castro","49","690",9,0,0,0,0,0,0,0,0,0,0,0,0,70000,300
"G4800710","1890","Texas","480","Chambers","0710","Chambers","49","710",2241,757,693,452,0,0,0,0,0,0,5,0,0,236240,7850
"G4800730","1890","Texas","480","Cherokee","0730","Cherokee","49","730",22975,7705,5708,3285,1,0,0,0,0,0,4,1,0,2159870,89450
"G4800750","1890","Texas","480","Childress","0750","Childress","49","750",1175,2,1,0,2,0,0,0,0,0,0,0,0,291590,12320
"G4800770","1890","Texas","480","Clay","0770","Clay","49","770",7503,102,26,0,1,0,0,0,0,0,0,0,0,3645100,77690
"G4800790","1890","Texas","480","Cochran","0790","Cochran","49","790",0,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4800810","1890","Texas","480","Coke","0810","Coke","49","810",2059,0,0,0,0,0,0,0,0,0,1,0,0,130240,8990
"G4800830","1890","Texas","480","Coleman","0830","Coleman","49","830",6112,69,35,7,1,0,0,0,0,0,0,0,0,2131020,81530
"G4800850","1890","Texas","480","Collin","0850","Collin","49","850",36736,2525,1979,1653,1,0,0,0,0,0,2,1,12,9180540,329620
"G4800870","1890","Texas","480","Collingsworth","0870","Collingsworth","49","870",357,0,3,0,0,0,0,0,0,0,0,0,0,204140,6650
"G4800890","1890","Texas","480","Colorado","0890","Colorado","49","890",19512,8845,7686,3701,1,0,0,0,0,0,0,0,0,3614610,147060
"G4800910","1890","Texas","480","Comal","0910","Comal","49","910",6398,180,270,377,0,0,0,0,0,0,0,0,0,2590710,111680
"G4800930","1890","Texas","480","Comanche","0930","Comanche","49","930",15608,8,79,24,0,0,0,0,0,0,0,0,0,2615200,103110
"G4800950","1890","Texas","480","Concho","0950","Concho","49","950",1065,14,17,0,0,0,0,0,0,0,0,0,0,625570,6890
"G4800970","1890","Texas","480","Cooke","0970","Cooke","49","970",24696,1351,814,471,11,2,0,0,0,0,11,15,17,5227430,240680
"G4800990","1890","Texas","480","Coryell","0990","Coryell","49","990",16873,459,385,279,1,0,0,0,0,0,0,0,0,4645310,201670
"G4801010","1890","Texas","480","Cottle","1010","Cottle","49","1010",240,0,0,0,0,0,0,0,0,0,0,0,0,453300,3660
"G4801030","1890","Texas","480","Crane","1030","Crane","49","1030",15,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4801050","1890","Texas","480","Crockett","1050","Crockett","49","1050",194,0,0,0,0,0,0,0,0,0,0,0,0,185280,0
"G4801070","1890","Texas","480","Crosby","1070","Crosby","49","1070",346,1,1,0,0,0,0,0,0,0,0,0,0,,
"G4801110","1890","Texas","480","Dallam","1110","Dallam","49","1110",112,0,0,0,0,0,0,0,0,0,0,0,0,28800,1400
"G4801130","1890","Texas","480","Dallas","1130","Dallas","49","1130",67042,11177,4947,2109,63,6,0,1,0,0,6,5,8,10788530,252260
"G4801150","1890","Texas","480","Dawson","1150","Dawson","49","1150",29,1,1,0,0,0,0,0,0,0,0,0,0,31750,170
"G4801170","1890","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",179,0,1,0,0,0,0,0,0,0,0,0,0,38210,1600
"G4801190","1890","Texas","480","Delta","1190","Delta","49","1190",9117,728,598,0,0,0,0,0,0,0,0,0,0,1662340,63530
"G4801210","1890","Texas","480","Denton","1210","Denton","49","1210",21289,1707,1070,500,1,0,0,0,0,0,1,2,0,6457000,261340
"G4801230","1890","Texas","480","DeWitt","1230","De Witt","49","1230",14307,3995,2938,1757,1,0,0,0,0,0,0,0,0,4050460,84590
"G4801250","1890","Texas","480","Dickens","1250","Dickens","49","1250",295,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4801270","1890","Texas","480","Dimmit","1270","Dimmit","49","1270",1049,37,16,6,0,0,0,0,0,0,0,0,0,1015920,2260
"G4801290","1890","Texas","480","Donley","1290","Donley","49","1290",1056,40,0,0,4,0,0,0,0,0,0,1,0,50210,1240
"G4801310","1890","Texas","480","Duval","1310","Duval","49","1310",7598,7,37,3,0,0,0,0,0,0,0,8,0,692400,4490
"G4801330","1890","Texas","480","Eastland","1330","Eastland","49","1330",10373,25,18,1,0,0,0,0,0,0,1,0,0,1339100,68040
"G4801350","1890","Texas","480","Ector","1350","Ector","49","1350",224,1,0,0,0,0,0,0,0,0,0,0,0,,
"G4801370","1890","Texas","480","Edwards","1370","Edwards","49","1370",1970,6,1,0,0,0,0,0,0,0,0,0,0,405700,7600
"G4801390","1890","Texas","480","Ellis","1390","Ellis","49","1390",31774,3376,2539,1506,1,0,0,0,0,0,0,0,0,7936560,321729
"G4801410","1890","Texas","480","El Paso","1410","El Paso","49","1410",15678,377,47,306,225,0,0,0,0,0,80,200,136,180940,9910
"G4801415","1890","Texas","480","Encinal","1415","Encinal","49","1415",2744,6,1,0,0,0,0,0,0,0,0,0,0,642220,790
"G4801430","1890","Texas","480","Erath","1430","Erath","49","1430",21594,723,257,89,0,0,0,0,0,0,2,0,0,3353770,135470
"G4801450","1890","Texas","480","Falls","1450","Falls","49","1450",20706,7961,6673,4681,0,0,0,0,0,0,0,2,25,4542220,135100
"G4801470","1890","Texas","480","Fannin","1470","Fannin","49","1470",38709,4241,3416,2484,6,0,0,0,0,0,3,4,2,7101080,285840
"G4801490","1890","Texas","480","Fayette","1490","Fayette","49","1490",31481,8446,8763,5901,1,0,0,0,0,0,3,66,9,17131600,259940
"G4801510","1890","Texas","480","Fisher","1510","Fisher","49","1510",2996,15,1,0,0,0,0,0,0,0,0,0,0,910210,23980
"G4801530","1890","Texas","480","Floyd","1530","Floyd","49","1530",529,0,0,0,0,0,0,0,0,0,0,0,0,122420,9340
"G4801555","1890","Texas","480","Foley","1555","Foley","49","1555",25,17,0,0,0,0,0,0,0,0,0,0,0,,
"G4801570","1890","Texas","480","Fort Bend","1570","Fort Bend","49","1570",10586,8981,7508,5510,0,0,0,0,0,0,0,1,0,1417970,138610
"G4801590","1890","Texas","480","Franklin","1590","Franklin","49","1590",6481,819,614,0,0,0,0,0,0,0,1,0,0,724220,45350
"G4801610","1890","Texas","480","Freestone","1610","Freestone","49","1610",15987,6675,6652,3368,0,0,0,0,0,0,1,0,0,2430190,90105
"G4801630","1890","Texas","480","Frio","1630","Frio","49","1630",3112,102,65,15,0,0,0,0,0,0,0,0,0,956190,10120
"G4801650","1890","Texas","480","Gaines","1650","Gaines","49","1650",68,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4801670","1890","Texas","480","Galveston","1670","Galveston","49","1670",31476,7009,5651,3236,42,15,0,0,0,0,3,1,1,1550530,15810
"G4801690","1890","Texas","480","Garza","1690","Garza","49","1690",14,0,1,0,0,0,0,0,0,0,0,0,0,,
"G4801710","1890","Texas","480","Gillespie","1710","Gillespie","49","1710",7056,108,132,77,0,0,0,0,0,0,1,0,0,1918030,75110
"G4801730","1890","Texas","480","Glasscock","1730","Glasscock","49","1730",208,0,0,0,0,0,0,0,0,0,0,0,0,138820,2150
"G4801750","1890","Texas","480","Goliad","1750","Goliad","49","1750",5910,1644,1666,876,0,0,0,0,0,0,0,0,1,1052640,25260
"G4801770","1890","Texas","480","Gonzales","1770","Gonzales","49","1770",18016,5869,4861,3670,1,0,0,0,0,0,0,5,12,4167000,140610
"G4801790","1890","Texas","480","Gray","1790","Gray","49","1790",203,1,1,0,0,0,0,0,0,0,0,0,0,30670,4460
"G4801810","1890","Texas","480","Grayson","1810","Grayson","49","1810",53211,6712,4548,2145,8,2,0,0,0,0,38,9,5,12810280,340090
"G4801830","1890","Texas","480","Gregg","1830","Gregg","49","1830",9402,5349,4711,0,0,0,0,0,0,0,1,2,0,637430,25690
"G4801850","1890","Texas","480","Grimes","1850","Grimes","49","1850",21312,11664,10276,7921,0,0,0,0,0,0,0,4,3,2888320,126030
"G4801870","1890","Texas","480","Guadalupe","1870","Guadalupe","49","1870",15217,4415,3455,2534,0,0,0,0,0,0,3,0,0,4297810,130550
"G4801890","1890","Texas","480","Hale","1890","Hale","49","1890",721,3,0,0,0,0,0,0,0,0,0,0,0,,
"G4801910","1890","Texas","480","Hall","1910","Hall","49","1910",703,1,1,0,0,0,0,0,0,0,0,0,0,142430,5490
"G4801930","1890","Texas","480","Hamilton","1930","Hamilton","49","1930",9313,13,24,17,0,0,0,0,0,0,0,0,1,2305230,100310
"G4801950","1890","Texas","480","Hansford","1950","Hansford","49","1950",133,0,0,0,0,0,0,0,0,0,0,0,0,78780,1510
"G4801970","1890","Texas","480","Hardeman","1970","Hardeman","49","1970",3904,21,1,0,3,0,0,0,0,0,0,0,0,1288710,66510
"G4801990","1890","Texas","480","Hardin","1990","Hardin","49","1990",3956,967,236,242,0,0,0,0,0,0,0,0,0,108980,9960
"G4802010","1890","Texas","480","Harris","2010","Harris","49","2010",37249,13522,10816,6509,8,7,0,0,0,0,1,2,1,1180560,70970
"G4802030","1890","Texas","480","Harrison","2030","Harrison","49","2030",26721,18191,17196,8931,2,0,0,0,0,0,0,5,0,1499720,86400
"G4802050","1890","Texas","480","Hartley","2050","Hartley","49","2050",252,1,0,0,0,0,0,0,0,0,0,0,0,383970,2450
"G4802070","1890","Texas","480","Haskell","2070","Haskell","49","2070",1665,6,2,0,0,0,0,0,0,0,0,0,0,189890,5320
"G4802090","1890","Texas","480","Hays","2090","Hays","49","2090",11352,2171,1475,1217,5,0,0,0,0,0,24,4,0,2679040,70510
"G4802110","1890","Texas","480","Hemphill","2110","Hemphill","49","2110",519,9,3,0,2,0,0,0,0,0,0,0,0,101630,4830
"G4802130","1890","Texas","480","Henderson","2130","Henderson","49","2130",12285,2988,2094,1654,0,0,0,0,0,0,4,0,0,1049770,76150
"G4802150","1890","Texas","480","Hidalgo","2150","Hidalgo","49","2150",6534,76,114,41,0,0,0,0,0,0,1,0,1,1168455,14620
"G4802170","1890","Texas","480","Hill","2170","Hill","49","2170",27583,2096,1298,806,2,0,0,0,0,0,0,0,0,7209250,301100
"G4802190","1890","Texas","480","Hockley","2190","Hockley","49","2190",0,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4802210","1890","Texas","480","Hood","2210","Hood","49","2210",7614,274,198,97,1,0,11,0,0,0,0,0,0,1184450,45790
"G4802230","1890","Texas","480","Hopkins","2230","Hopkins","49","2230",20572,2838,2153,1620,1,0,0,0,0,0,7,2,1,2471100,113600
"G4802250","1890","Texas","480","Houston","2250","Houston","49","2250",19360,8467,7233,3542,0,0,0,0,0,0,1,4,0,1441360,71110
"G4802270","1890","Texas","480","Howard","2270","Howard","49","2270",1210,34,2,0,11,0,0,0,0,0,0,0,0,,
"G4802310","1890","Texas","480","Hunt","2310","Hunt","49","2310",31885,2953,1211,1078,3,0,0,0,0,0,12,4,0,6443150,272130
"G4802330","1890","Texas","480","Hutchinson","2330","Hutchinson","49","2330",58,2,0,0,0,0,0,0,0,0,0,0,0,20050,240
"G4802350","1890","Texas","480","Irion","2350","Irion","49","2350",870,2,0,0,0,0,0,0,0,0,0,0,0,252002,4155
"G4802370","1890","Texas","480","Jack","2370","Jack","49","2370",9740,97,118,72,0,0,1,0,0,0,0,0,1,2193680,71450
"G4802390","1890","Texas","480","Jackson","2390","Jackson","49","2390",3281,1822,1412,1164,0,0,0,0,0,0,0,1,0,1127690,21860
"G4802410","1890","Texas","480","Jasper","2410","Jasper","49","2410",5592,2378,2538,1759,0,0,0,0,0,0,0,0,0,381890,15390
"G4802430","1890","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",1394,37,0,0,3,0,0,0,0,0,2,0,0,458440,170
"G4802450","1890","Texas","480","Jefferson","2450","Jefferson","49","2450",5857,2218,1199,498,0,0,0,0,0,0,1,0,0,465150,12150
"G4802510","1890","Texas","480","Johnson","2510","Johnson","49","2510",22313,852,574,279,2,0,0,0,0,0,0,0,5,5452350,245570
"G4802530","1890","Texas","480","Jones","2530","Jones","49","2530",3797,7,4,0,0,0,0,0,0,0,0,0,0,1969570,51790
"G4802550","1890","Texas","480","Karnes","2550","Karnes","49","2550",3637,544,489,279,0,0,0,0,0,0,0,1,0,1528600,23190
"G4802570","1890","Texas","480","Kaufman","2570","Kaufman","49","2570",21598,3176,1974,838,4,3,0,0,0,0,0,0,2,4248340,153940
"G4802590","1890","Texas","480","Kendall","2590","Kendall","49","2590",3826,216,175,101,0,0,0,0,0,0,0,0,0,1289120,48600
"G4802630","1890","Texas","480","Kent","2630","Kent","49","2630",324,0,0,0,0,0,0,0,0,0,0,0,0,41270,1690
"G4802650","1890","Texas","480","Kerr","2650","Kerr","49","2650",4462,106,92,90,1,0,0,0,0,0,0,1,0,687450,22690
"G4802670","1890","Texas","480","Kimble","2670","Kimble","49","2670",2243,5,8,0,0,0,0,0,0,0,0,0,0,829740,12380
"G4802690","1890","Texas","480","King","2690","King","49","2690",173,2,1,0,0,0,0,0,0,0,0,0,0,16190,930
"G4802710","1890","Texas","480","Kinney","2710","Kinney","49","2710",3781,253,475,418,0,0,0,0,0,0,1,6,1,842330,5940
"G4802750","1890","Texas","480","Knox","2750","Knox","49","2750",1134,0,3,0,0,0,0,0,0,0,0,0,0,322070,7870
"G4802770","1890","Texas","480","Lamar","2770","Lamar","49","2770",37302,9378,6729,4410,6,1,0,0,0,0,35,18,15,6110220,227450
"G4802790","1890","Texas","480","Lamb","2790","Lamb","49","2790",4,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4802810","1890","Texas","480","Lampasas","2810","Lampasas","49","2810",7584,262,172,86,2,0,0,0,0,0,0,1,0,1449470,54680
"G4802830","1890","Texas","480","La Salle","2830","La Salle","49","2830",2139,67,14,1,0,0,0,0,0,0,0,0,0,1303540,4510
"G4802850","1890","Texas","480","Lavaca","2850","Lavaca","49","2850",21887,4253,3420,2707,2,0,0,0,0,0,1,0,0,4931960,157630
"G4802870","1890","Texas","480","Lee","2870","Lee","49","2870",11952,3102,1956,0,0,0,0,0,0,0,0,0,0,1880950,77750
"G4802890","1890","Texas","480","Leon","2890","Leon","49","2890",13841,5377,5102,2708,0,0,0,0,0,0,0,8,0,1321520,53080
"G4802910","1890","Texas","480","Liberty","2910","Liberty","49","2910",4230,1715,2433,1975,0,0,0,0,0,0,3,1,24,300670,13420
"G4802930","1890","Texas","480","Limestone","2930","Limestone","49","2930",21678,4459,3171,1919,0,0,10,0,0,0,2,0,0,4289710,161020
"G4802950","1890","Texas","480","Lipscomb","2950","Lipscomb","49","2950",632,0,2,0,0,0,0,0,0,0,0,0,0,52650,5830
"G4802970","1890","Texas","480","Live Oak","2970","Live Oak","49","2970",2055,49,76,28,0,0,0,0,0,0,0,0,0,815430,8880
"G4802990","1890","Texas","480","Llano","2990","Llano","49","2990",6772,52,66,18,0,0,0,0,0,0,1,0,0,1317430,26880
"G4803010","1890","Texas","480","Loving","3010","Loving","49","3010",3,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4803030","1890","Texas","480","Lubbock","3030","Lubbock","49","3030",33,2,0,0,0,0,0,0,0,0,0,0,0,,
"G4803050","1890","Texas","480","Lynn","3050","Lynn","49","3050",24,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4803070","1890","Texas","480","McCulloch","3070","Mcculloch","49","3070",3217,12,22,2,0,0,0,0,0,0,0,0,0,934390,23020
"G4803090","1890","Texas","480","McLennan","3090","Mclennan","49","3090",39204,10381,7643,4627,11,3,0,0,0,0,1,12,12,7140810,252960
"G4803110","1890","Texas","480","McMullen","3110","Mcmullen","49","3110",1038,44,47,12,0,0,0,0,0,0,0,0,0,584580,3110
"G4803130","1890","Texas","480","Madison","3130","Madison","49","3130",8512,2070,1702,1470,0,0,0,0,0,0,3,0,0,836950,37610
"G4803150","1890","Texas","480","Marion","3150","Marion","49","3150",10862,6989,7210,4362,0,1,0,0,0,0,12,13,0,551550,21980
"G4803170","1890","Texas","480","Martin","3170","Martin","49","3170",264,0,0,0,0,0,0,0,0,0,0,0,0,123540,1040
"G4803190","1890","Texas","480","Mason","3190","Mason","49","3190",5180,31,41,26,0,0,0,0,0,0,0,0,2,1345950,29460
"G4803210","1890","Texas","480","Matagorda","3210","Matagorda","49","3210",3985,2621,2524,2120,0,0,0,0,0,0,0,0,3,667980,28700
"G4803230","1890","Texas","480","Maverick","3230","Maverick","49","3230",3698,142,94,281,9,0,0,0,0,0,0,0,0,753010,4730
"G4803250","1890","Texas","480","Medina","3250","Medina","49","3250",5730,283,277,92,0,0,0,0,0,0,2,6,0,2888610,52010
"G4803270","1890","Texas","480","Menard","3270","Menard","49","3270",1215,23,37,372,0,0,0,0,0,0,0,0,0,1359680,13830
"G4803290","1890","Texas","480","Midland","3290","Midland","49","3290",1033,3,0,0,2,0,0,0,0,0,0,0,0,13090,10
"G4803310","1890","Texas","480","Milam","3310","Milam","49","3310",24773,6220,3934,2977,3,0,0,0,0,0,2,2,2,4287030,133580
"G4803330","1890","Texas","480","Mills","3330","Mills","49","3330",5493,57,0,0,0,0,0,0,0,0,0,0,0,781800,40080
"G4803350","1890","Texas","480","Mitchell","3350","Mitchell","49","3350",2059,99,5,0,10,0,0,0,0,0,0,0,0,61930,4050
"G4803370","1890","Texas","480","Montague","3370","Montague","49","3370",18863,87,47,24,0,0,0,0,0,0,2,0,5,2963110,150530
"G4803390","1890","Texas","480","Montgomery","3390","Montgomery","49","3390",11765,5488,5220,3351,1,0,0,0,0,0,1,8,1,811780,37670
"G4803410","1890","Texas","480","Moore","3410","Moore","49","3410",15,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4803430","1890","Texas","480","Morris","3430","Morris","49","3430",6580,2610,2043,0,0,1,0,0,0,0,2,0,0,608530,33080
"G4803450","1890","Texas","480","Motley","3450","Motley","49","3450",139,3,0,0,0,0,0,0,0,0,0,0,0,74910,1210
"G4803470","1890","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",15984,4257,3040,3275,0,0,0,0,0,0,14,0,32,1249510,63280
"G4803490","1890","Texas","480","Navarro","3490","Navarro","49","3490",26373,6266,5344,2245,1,0,0,0,0,0,1,2,0,4299510,176270
"G4803510","1890","Texas","480","Newton","3510","Newton","49","3510",4650,1558,1507,831,0,0,0,0,0,0,0,0,0,315110,11480
"G4803530","1890","Texas","480","Nolan","3530","Nolan","49","3530",1573,32,5,0,0,0,0,0,0,0,1,0,0,361260,9540
"G4803550","1890","Texas","480","Nueces","3550","Nueces","49","3550",8093,707,629,332,2,0,0,0,0,0,0,0,0,1830630,7520
"G4803570","1890","Texas","480","Ochiltree","3570","Ochiltree","49","3570",198,0,0,0,0,0,0,0,0,0,0,0,0,141730,4820
"G4803590","1890","Texas","480","Oldham","3590","Oldham","49","3590",270,3,0,0,0,0,0,0,0,0,0,0,0,16800,230
"G4803610","1890","Texas","480","Orange","3610","Orange","49","3610",4770,829,463,250,0,0,0,0,0,0,4,0,0,133770,5500
"G4803630","1890","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",8320,67,85,0,0,0,0,0,0,0,0,3,0,1797060,59320
"G4803650","1890","Texas","480","Panola","3650","Panola","49","3650",14328,6350,4924,3727,0,0,0,0,0,0,0,11,0,1083660,61160
"G4803670","1890","Texas","480","Parker","3670","Parker","49","3670",21682,671,615,293,2,5,0,0,0,0,0,0,0,3794650,193750
"G4803690","1890","Texas","480","Parmer","3690","Parmer","49","3690",7,0,0,0,0,0,0,0,0,0,0,0,0,,
"G4803710","1890","Texas","480","Pecos","3710","Pecos","49","3710",1326,8,127,0,11,0,0,0,0,0,0,0,0,41930,1410
"G4803730","1890","Texas","480","Polk","3730","Polk","49","3730",10332,3837,2611,4298,0,0,0,0,0,0,223,236,1,508450,36570
"G4803750","1890","Texas","480","Potter","3750","Potter","49","3750",849,14,2,0,5,0,0,0,0,0,0,0,0,1568060,2750
"G4803770","1890","Texas","480","Presidio","3770","Presidio","49","3770",1698,26,429,489,3,0,0,0,0,0,0,0,0,101070,1930
"G4803790","1890","Texas","480","Rains","3790","Rains","49","3790",3909,415,250,0,0,0,0,0,0,0,0,0,0,627310,23140
"G4803810","1890","Texas","480","Randall","3810","Randall","49","3810",187,0,0,0,0,0,0,0,0,0,0,0,0,47130,1760
"G4803870","1890","Texas","480","Red River","3870","Red River","49","3870",21452,6628,6242,4148,0,0,0,0,0,0,1,40,0,2482470,101360
"G4803890","1890","Texas","480","Reeves","3890","Reeves","49","3890",1247,7,0,0,16,0,0,0,0,0,0,0,0,,
"G4803910","1890","Texas","480","Refugio","3910","Refugio","49","3910",1239,324,336,246,0,0,0,0,0,0,0,0,0,1378620,9200
"G4803930","1890","Texas","480","Roberts","3930","Roberts","49","3930",326,2,0,0,0,0,0,0,0,0,0,0,0,61140,2260
"G4803950","1890","Texas","480","Robertson","3950","Robertson","49","3950",26506,14142,10925,4530,38,72,3,0,0,0,0,0,0,3446800,173790
"G4803970","1890","Texas","480","Rockwall","3970","Rockwall","49","3970",5972,216,83,0,0,0,0,0,0,0,0,3,0,1517110,75140
"G4803990","1890","Texas","480","Runnels","3990","Runnels","49","3990",3193,31,13,0,0,0,0,0,0,0,0,0,0,721260,16550
"G4804010","1890","Texas","480","Rusk","4010","Rusk","49","4010",18559,7624,8169,7715,0,0,0,0,0,0,9,10,0,1946110,91250
"G4804030","1890","Texas","480","Sabine","4030","Sabine","49","4030",4969,1084,993,1107,0,0,0,0,0,0,0,0,0,476520,28060
