GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G4700790","1850","Tennessee","470","Henry","0790","Henry","54","790",91188,181675,1174370,86013,45606,146,893328,141056,0,2029132,685,28256,954,14894,54550,0,15,0,125590,226,516,0,73,0,0,0,1515,0,0,0,0,0,0,5097
"G4700810","1850","Tennessee","470","Hickman","0810","Hickman","54","810",44667,197376,751904,53064,5336,356,635265,82250,0,34136,261,17202,11291,12474,29396,0,0,0,92016,2914,410,25,107,0,0,0,638,8,0,542,0,280,0,8994
"G4700850","1850","Tennessee","470","Humphreys","0850","Humphreys","54","850",28076,144336,373848,22827,4643,116,419387,30173,1870,11045,2,12088,3018,8814,23149,0,0,0,89656,1672,14,0,199,0,0,3,420,0,0,3852,0,0,0,8724
"G4700870","1850","Tennessee","470","Jackson","0870","Jackson","54","870",66653,239448,829082,52440,13429,2121,805737,56288,76,432114,0,28421,2922,22348,36088,0,33,0,177310,2090,653,0,0,0,0,0,4119,168,0,2466,0,16,0,38851
"G4700890","1850","Tennessee","470","Jefferson","0890","Jefferson","54","890",80196,140698,1310816,73778,40426,423,659187,192469,10,4745,0,18509,790,10340,21848,30,28,0,101632,7222,2432,438,0,0,0,0,5704,346,48,3911,0,15,0,8916
"G4700910","1850","Tennessee","470","Johnson","0910","Johnson","54","910",16578,80881,315715,17570,6925,2102,87801,57037,0,1801,0,9675,402,2428,1196,0,2171,0,43214,2665,1138,39,50,0,0,0,6280,365,5,6679,0,228,0,6978
"G4700930","1850","Tennessee","470","Knox","0930","Knox","54","930",107598,213552,1872886,104282,39611,612,861703,256890,1188,20231,0,22223,4888,17463,27867,95,423,30,176916,8340,2943,448,148,27,0,0,14912,827,11,4430,0,1126,0,17963
"G4700970","1850","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",17971,64991,446937,26083,4915,64,216896,13516,8830,157440,1604,2624,1152,4518,18833,0,83,0,31258,6,106,10,201,199,0,0,300,1,5,70,0,0,0,5431
"G4700990","1850","Tennessee","470","Lawrence","0990","Lawrence","54","990",36725,200989,658185,44364,4626,213,34123,50457,3054,16765,125,11486,1957,10679,26265,0,0,0,80153,2993,1824,3,76,3,0,0,434,1,3,432,0,0,0,6733
"G4701010","1850","Tennessee","470","Lewis","1010","Lewis","54","1010",19526,63367,394002,20551,4119,414,293610,18729,587,8260,155,8421,2251,5731,11430,15,5,0,38680,1154,729,6,224,13,0,0,198,11,5,222,0,0,0,6993
"G4701030","1850","Tennessee","470","Lincoln","1030","Lincoln","54","1030",134768,194113,3321045,155547,18612,2240,1873321,239707,1928,13285,2576,47492,2222,25238,63036,0,146,0,253766,9724,2088,11,145,10,3,21,5121,354,0,566,0,24,0,61455
"G4701070","1850","Tennessee","470","McMinn","1070","Mcminn","54","1070",97306,203419,1277133,89749,32132,0,939116,216154,300,10720,0,15876,13385,23501,56559,0,35,0,113928,1000,1637,140,131,40,0,0,6033,273,124,440,0,16,0,1756
"G4701090","1850","Tennessee","470","McNairy","1090","Mcnairy","54","1090",64173,285474,755861,66971,21577,179,571080,55332,4330,9180,2821,14437,2846,8003,45472,0,0,0,140548,620,174,0,17,0,0,0,0,0,0,0,0,0,0,14206
"G4701110","1850","Tennessee","470","Macon","1110","Macon","54","1110",30771,109854,415457,22840,8798,286,302505,44365,0,941268,0,10677,1221,8122,15416,0,2,0,48388,846,38,0,24,0,0,0,5917,301,0,2811,1,36,12,15633
"G4701130","1850","Tennessee","470","Madison","1130","Madison","54","1130",115872,199405,2152906,179356,32707,1672,1045424,1242,66955,34340,15823,20058,21329,38626,67245,0,0,0,187089,0,55,2,55,0,0,0,0,0,0,0,0,0,0,6986
"G4701150","1850","Tennessee","470","Marion","1150","Marion","54","1150",39985,202533,648694,31906,3019,182,468294,56965,2657,6538,24413,7368,2670,10637,27930,50,0,0,77854,1653,95,2,10,0,20,0,2263,193,0,306,7,0,0,11817
"G4701170","1850","Tennessee","470","Marshall","1170","Marshall","54","1170",79951,119734,2009667,86614,28324,3315,1291675,161727,887,60757,1054,34544,6283,17499,49192,0,6,0,144600,7388,468,67,238,25,2,10,2163,93,0,1419,0,16,0,54051
"G4701190","1850","Tennessee","470","Maury","1190","Maury","54","1190",143730,144434,4177514,181257,33140,11612,2016600,185170,44862,167517,9972,47437,5654,39940,74893,38,15,0,240710,1980,2507,14,2149,80,272,1,1153,37,0,961,0,0,0,31639
"G4701210","1850","Tennessee","470","Meigs","1210","Meigs","54","1210",38211,136558,116332,18434,6502,449,432875,72022,1704,17667,0,8874,929,7041,18890,0,0,0,59911,718,135,15,24,0,0,0,881,108,10,65,0,2,0,1326
"G4701230","1850","Tennessee","470","Monroe","1230","Monroe","54","1230",83610,257125,1260346,83610,42499,402,671167,177519,4640,14064,0,15661,2487,12734,36913,0,63,0,72207,1489,1518,77,8,0,0,30,5263,36,113,0,0,0,0,814
"G4701250","1850","Tennessee","470","Montgomery","1250","Montgomery","54","1250",101225,203252,1256742,103094,43807,763,1077304,153179,160,3454745,0,30114,2784,22296,49717,0,50,0,155129,680,816,20,284,30,0,0,650,6,0,0,0,0,0,2215
"G4701290","1850","Tennessee","470","Morgan","1290","Morgan","54","1290",14807,521283,323860,10110,651,551,103522,18874,0,6735,0,5072,1682,8642,11016,0,92,0,31184,4104,634,0,0,0,0,0,2560,110,0,123,0,0,0,5256
"G4701310","1850","Tennessee","470","Obion","1310","Obion","54","1310",26027,114222,635344,32093,9413,5,445420,15824,0,139305,55,3547,615,10883,17304,0,0,0,54379,50,258,0,159,0,0,0,1953,12,0,330,0,0,0,8800
"G4701330","1850","Tennessee","470","Overton","1330","Overton","54","1330",60537,246179,662474,48866,16656,1122,622485,63824,465,63752,0,24436,950,18965,36791,7,149,0,104885,1435,109,8,58,4,0,0,14657,1008,70,9904,0,309,0,18455
"G4701350","1850","Tennessee","470","Perry","1350","Perry","54","1350",22157,174428,404231,29731,2650,19,395535,23484,0,940,53,9691,4718,8928,16051,0,0,0,41686,262,0,0,0,0,2,0,0,0,0,430,0,100,0,5762
"G4701390","1850","Tennessee","470","Polk","1390","Polk","54","1390",29568,145235,578455,27843,14727,638,299917,51572,2439,29266,29,8072,2489,6366,21235,0,56,0,46923,663,37,2,60,15,0,0,1106,35,0,5,0,0,0,2339
"G4701430","1850","Tennessee","470","Rhea","1430","Rhea","54","1430",21694,56712,357898,21569,3129,295,231124,41777,245,3755,0,5572,1273,4600,13624,0,0,0,34537,1945,683,33,128,4,0,0,4408,63,0,76,0,0,0,6954
"G4701450","1850","Tennessee","470","Roane","1450","Roane","54","1450",66440,174443,1005466,56470,20026,1019,595296,137440,3235,15121,121,17257,2744,16337,37149,0,58,0,137519,837,2090,133,27,0,20,0,7468,349,0,466,0,6,0,9923
"G4701470","1850","Tennessee","470","Robertson","1470","Robertson","54","1470",98700,167676,1306276,86416,36837,1252,858615,115304,80,1445670,7,26299,957,11144,36655,33,0,0,108255,4128,135,4,75,8,0,0,867,539,88,717,0,37,0,320
"G4701490","1850","Tennessee","470","Rutherford","1490","Rutherford","54","1490",149563,170994,4383496,138898,28684,1235,1667320,181461,490,169047,14070,39064,2258,23712,83123,10,2,0,184536,1475,408,0,54,13,0,0,1401,3,0,400,0,173,0,12857
"G4701510","1850","Tennessee","470","Scott","1510","Scott","54","1510",8587,126845,86494,14197,1298,1422,66421,5895,646,5492,0,4735,3355,3695,3939,748,134,0,28962,806,367,20,352,11,0,19,4796,403,86,2425,33,0,193,10485
"G4701550","1850","Tennessee","470","Sevier","1550","Sevier","54","1550",39830,167936,462241,39298,11845,1210,375940,63339,4417,8324,0,10655,1987,10245,22176,0,365,0,62571,2170,803,176,226,0,0,0,6519,225,0,4927,0,627,0,8221
"G4701570","1850","Tennessee","470","Shelby","1570","Shelby","54","1570",121889,184792,3221776,201680,5452,90,837837,76108,0,0,20741,9933,24541,21365,107328,0,0,0,163042,0,3905,0,3,50,0,0,0,0,0,0,0,0,0,25007
"G4701590","1850","Tennessee","470","Smith","1590","Smith","54","1590",90548,144908,1197542,82881,27210,2030,1066410,97755,468,2377394,22,30881,6754,22606,41816,0,0,0,122972,2611,1159,0,59,10,0,0,1655,41,1,1602,0,25,0,51827
"G4701610","1850","Tennessee","470","Stewart","1610","Stewart","54","1610",39118,184722,330489,44300,3880,202,584050,43225,265,290320,40,14534,3229,13247,22050,112,50,0,92625,1665,119,0,0,0,0,0,696,70,0,520,0,87,0,7898
"G4701630","1850","Tennessee","470","Sullivan","1630","Sullivan","54","1630",95034,121371,1330563,72993,69937,1335,373698,162914,450,2610,0,16122,451,7658,11369,43,2834,0,99299,7031,3560,455,11,1,0,0,15403,1421,0,10398,140,45,415,20855
"G4701650","1850","Tennessee","470","Sumner","1650","Sumner","54","1650",118391,155017,2732280,101066,38874,2587,1375590,209077,0,809517,153,44934,2390,24896,41786,25,15,0,197213,4322,509,200,65,0,2,0,780,12,0,550,0,0,0,9155
"G4701670","1850","Tennessee","470","Tipton","1670","Tipton","54","1670",48176,132622,1016047,92002,17308,130,439785,35346,310,0,6611,5609,17718,9467,43429,0,0,0,84756,0,492,0,0,0,0,0,0,0,0,0,0,0,0,12030
"G4701750","1850","Tennessee","470","Van Buren","1750","Van Buren","54","1750",12115,164851,140287,7836,1752,656,131890,11800,0,0,2,4634,71,4705,8076,0,0,0,23886,900,4,0,0,0,0,0,1700,6,0,1655,0,24,0,3920
"G4701770","1850","Tennessee","470","Warren","1770","Warren","54","1770",52100,131547,691152,40477,11908,2979,474705,87298,0,200,0,16454,1324,7839,26349,0,0,0,78838,2594,441,0,16,0,0,0,0,0,0,929,0,0,0,4483
"G4701790","1850","Tennessee","470","Washington","1790","Washington","54","1790",86794,116150,1700231,101696,96967,1035,395742,201568,300,3238,0,24046,88,7259,12125,0,4160,0,151030,10144,4265,517,49,67,0,0,16833,1329,0,4208,0,989,0,27698
"G4701810","1850","Tennessee","470","Wayne","1810","Wayne","54","1810",33230,284772,530852,34048,3386,169,458148,41070,0,3646,303,11649,945,8730,23972,60,0,0,47912,636,11,0,0,0,0,0,231,1,0,99,0,0,0,2966
"G4701830","1850","Tennessee","470","Weakley","1830","Weakley","54","1830",61933,192445,807816,64351,27713,121,736930,77454,900,2228990,93,13489,1853,14380,45180,0,50,0,85464,130,204,5,139,2,0,0,572,34,0,0,0,0,0,7914
"G4701850","1850","Tennessee","470","White","1850","White","54","1850",79174,219678,752896,43183,14679,3245,599015,59407,1126,20779,0,23537,2857,19508,36595,5,220,0,119508,3183,363,33,130,35,0,0,13092,583,3,4734,0,181,0,18213
"G4701870","1850","Tennessee","470","Williamson","1870","Williamson","54","1870",169792,164840,5208237,174476,43854,5911,1697570,223193,203,1302209,5314,30399,16093,34161,75793,291,3,50,153297,3738,2127,33,368,0,58,5,704,52,2,100,0,15,0,12280
"G4701890","1850","Tennessee","470","Wilson","1890","Wilson","54","1890",140784,186299,2741401,139924,55774,1225,1543869,210172,0,1237305,63,51813,2646,24527,66734,200,2,0,253259,435,1125,0,282,0,0,0,100,4,0,0,0,0,0,13621
"G4800010","1850","Texas","480","Anderson","0010","Anderson","49","10",9844,103264,209973,26918,907,101,87506,1296,0,0,734,1681,296,0,19167,0,0,0,39524,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5364
"G4800050","1850","Texas","480","Angelina","0050","Angelina","49","50",3004,33375,133690,9575,6,100,22005,1017,3975,1190,174,171,448,400,10716,0,0,0,12400,1713,20,0,0,0,0,0,0,0,0,0,2,0,390,1366
"G4800150","1850","Texas","480","Austin","0150","Austin","49","150",12381,107922,410169,23099,120,5,149230,1469,0,9663,3205,2317,929,3530,37322,0,0,0,97020,1392,355,0,0,0,0,0,0,0,0,0,60,0,4195,10005
"G4800210","1850","Texas","480","Bastrop","0210","Bastrop","49","210",9672,78991,289473,26784,215,5,148360,6572,0,0,1478,1626,2520,3761,18552,0,4,0,91536,5037,98,0,0,0,0,0,0,0,0,0,0,0,0,16272
"G4800290","1850","Texas","480","Bexar","0290","Bexar","49","290",5062,135182,209951,14377,120,0,82975,2365,0,230,0,5225,262,194,1968,0,5,5,18761,865,740,0,0,0,0,0,0,0,5,0,0,0,0,4085
"G4800370","1850","Texas","480","Bowie","0370","Bowie","49","370",19045,335398,187394,23407,568,0,93110,6598,0,0,1113,0,545,12122,44355,4300,0,0,40282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800390","1850","Texas","480","Brazoria","0390","Brazoria","49","390",22251,1023706,748056,369413,0,0,213225,100,0,3200,3531,870,2226,10150,78100,0,0,7,56455,0,394,0,0,5,0,0,0,0,0,0,4811,0,314164,0
"G4800410","1850","Texas","480","Brazos","0410","Brazos","49","410",1928,174210,61531,7455,21,5,15934,387,9,20,142,1000,156,270,540,0,0,0,8096,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1340
"G4800510","1850","Texas","480","Burleson","0510","Burleson","49","510",5182,316531,135636,20949,54,26,70000,507,50,784,1010,559,169,549,3620,0,0,0,17230,1040,76,0,0,0,0,0,0,0,0,0,10,0,300,637
"G4800550","1850","Texas","480","Caldwell","0550","Caldwell","49","550",1991,18131,65836,5746,199,0,29885,0,0,0,122,624,1760,166,5079,0,0,0,12010,1370,4,0,0,1,0,0,0,0,0,0,0,0,0,1342
"G4800570","1850","Texas","480","Calhoun","0570","Calhoun","49","570",1085,38570,75365,1164,199,0,7660,0,0,0,109,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800610","1850","Texas","480","Cameron","0610","Cameron","49","615",574,215230,103500,1230,0,0,8700,0,0,0,0,2000,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800655","1850","Texas","480","Cass (old)","0655","Cass (old)","49","670",24062,263295,485524,48616,360,28,167250,13389,55,335,1573,1938,21855,2599,45462,0,0,0,55122,260,548,0,0,0,0,0,0,0,0,0,0,0,0,649
"G4800730","1850","Texas","480","Cherokee","0730","Cherokee","49","730",19133,169750,547233,37267,466,59,226660,5618,4250,1295,1083,2492,43562,1186,54291,0,0,3,122097,2009,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800850","1850","Texas","480","Collin","0850","Collin","49","850",6697,130141,153583,21779,2433,110,88195,3684,0,200,1,1920,55,133,4745,0,0,0,59475,1965,465,0,0,0,0,0,20,1,0,0,0,0,0,22682
"G4800890","1850","Texas","480","Colorado","0890","Colorado","49","890",13744,285654,157654,41935,0,0,92865,0,0,13500,4771,10660,0,80,19700,0,0,0,8645,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800910","1850","Texas","480","Comal","0910","Comal","49","910",1704,8768,74725,6440,210,70,37575,0,0,1595,10,621,119,125,1615,0,0,0,9444,2877,414,0,0,0,0,0,0,0,4,0,0,0,0,520
"G4800970","1850","Texas","480","Cooke","0970","Cooke","49","970",433,34922,5250,1145,0,0,5170,100,0,130,0,349,44,2,437,0,0,0,5249,180,27,0,0,0,0,0,0,0,0,0,0,0,0,700
"G4801130","1850","Texas","480","Dallas","1130","Dallas","49","1130",7305,96232,160236,15266,2983,45,94870,3948,0,50,44,2144,228,15,5954,0,11,0,35520,4662,366,0,0,0,0,0,105,3,0,0,0,0,0,8096
"G4801210","1850","Texas","480","Denton","1210","Denton","49","1210",2131,60027,16958,4535,176,3,14171,980,0,0,0,457,24,38,925,0,0,0,18728,375,32,0,0,0,0,0,135,3,0,0,0,0,0,1599
"G4801230","1850","Texas","480","DeWitt","1230","De Witt","49","1230",5493,93884,173233,23710,50,0,66545,0,0,0,547,520,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801390","1850","Texas","480","Ellis","1390","Ellis","49","1390",2600,57048,56136,9087,945,45,28744,1315,287,200,0,783,923,130,2487,30,0,0,16420,800,57,0,0,0,0,0,30,0,0,0,0,0,0,3974
"G4801470","1850","Texas","480","Fannin","1470","Fannin","49","1470",14118,127462,267040,33067,4849,118,124634,7927,0,193,374,7813,321,1333,10573,5,5,0,96224,5634,624,0,0,0,0,0,570,12,0,0,0,0,0,49786
"G4801490","1850","Texas","480","Fayette","1490","Fayette","49","1490",9023,78852,289138,23501,30,0,116030,1630,0,4830,1194,820,1859,3000,18916,0,0,0,36255,550,36,0,0,0,0,0,0,0,0,0,0,0,0,4960
"G4801570","1850","Texas","480","Fort Bend","1570","Fort Bend","49","1570",10892,92260,313070,52939,0,0,135205,0,0,20,2465,3000,1555,2336,53330,0,0,0,14414,0,0,0,0,0,0,0,0,0,0,0,100,0,420,240
"G4801670","1850","Texas","480","Galveston","1670","Galveston","49","1670",478,19659,34100,1100,0,0,5720,0,0,0,0,0,0,745,4705,0,0,0,7750,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801710","1850","Texas","480","Gillespie","1710","Gillespie","49","1710",2217,8407,23590,2798,80,0,15240,0,0,20,0,120,169,729,0,0,0,0,4880,260,117,0,0,0,0,0,0,0,0,0,0,0,0,100
"G4801750","1850","Texas","480","Goliad","1750","Goliad","49","1750",1470,27680,48743,6880,0,0,21735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801770","1850","Texas","480","Gonzales","1770","Gonzales","49","1770",6504,362193,214557,40001,25,0,87375,975,0,0,1271,720,0,1100,9418,0,0,0,75450,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801810","1850","Texas","480","Grayson","1810","Grayson","49","1810",5891,99252,155671,18124,1485,0,59015,1786,0,75,5,1532,123,779,5016,0,2,0,55245,1882,321,0,0,0,0,0,5,0,0,0,0,0,0,20599
"G4801850","1850","Texas","480","Grimes","1850","Grimes","49","1850",15627,108667,262464,31468,48,264,138405,2410,0,370,2282,5404,1940,2574,29437,0,0,0,56685,1155,47,0,0,0,0,0,0,0,0,0,14,0,700,11890
"G4801870","1850","Texas","480","Guadalupe","1870","Guadalupe","49","1870",4433,89449,193835,17919,294,0,80330,635,0,1540,182,4281,91,504,3050,0,0,0,34265,2215,179,0,0,0,0,0,8,0,0,0,0,0,0,665
"G4802010","1850","Texas","480","Harris","2010","Harris","49","2010",4512,53411,122767,15170,0,0,49664,160,0,2300,11,1048,0,935,20371,0,0,0,30880,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"G4802030","1850","Texas","480","Harrison","2030","Harrison","49","2030",56277,220498,1042373,81155,166,58,376620,8938,196,0,4581,830,15512,8711,126763,0,0,0,47061,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802090","1850","Texas","480","Hays","2090","Hays","49","2090",725,17498,53840,4908,75,0,19000,800,0,50,2,1091,100,145,380,0,20,0,7350,2100,138,0,0,0,0,0,0,0,0,0,0,0,0,1150
"G4802130","1850","Texas","480","Henderson","2130","Henderson","49","2130",2468,357,41302,22912,1463,0,31350,890,0,5000,31,0,0,0,4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802230","1850","Texas","480","Hopkins","2230","Hopkins","49","2230",5447,99503,101694,12646,1708,0,48453,3215,0,190,8,6769,281,999,7557,0,5,0,37674,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
"G4802250","1850","Texas","480","Houston","2250","Houston","49","2250",9402,81617,162673,23220,50,104,71495,1220,0,0,750,1471,1967,0,21707,0,0,0,44076,3928,0,0,0,0,0,0,0,0,0,0,82,0,340,4269
"G4802310","1850","Texas","480","Hunt","2310","Hunt","49","2310",2131,33306,34785,4416,1725,0,19520,572,0,378,5,1050,35,105,4023,0,0,0,9020,1350,60,0,0,0,0,0,20,0,0,0,0,0,0,1620
"G4802390","1850","Texas","480","Jackson","2390","Jackson","49","2390",3034,121926,163149,13324,40,8,30590,60,0,0,290,525,0,1206,8454,0,0,0,26240,800,43,0,0,0,0,0,0,0,0,0,31,0,3040,0
"G4802410","1850","Texas","480","Jasper","2410","Jasper","49","2410",5676,330823,312561,7780,0,3,44498,2037,3565,3750,359,350,1495,619,15745,0,0,0,5225,1325,0,0,0,0,0,0,0,0,10,0,27,0,2242,2794
"G4802450","1850","Texas","480","Jefferson","2450","Jefferson","49","2450",1832,42690,48292,4624,0,0,16545,72,18900,0,2,1100,458,116,9758,0,0,0,8332,222,19,0,0,1,0,0,0,0,0,0,41,0,1514,639
"G4802570","1850","Texas","480","Kaufman","2570","Kaufman","49","2570",2702,323,66650,21422,4024,16,30685,2223,0,213,6,0,0,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802770","1850","Texas","480","Lamar","2770","Lamar","49","2770",16031,237313,448262,56226,4824,404,116594,22762,161,3988,1055,9084,2482,3491,12974,0,0,0,97756,6845,1343,3,0,0,0,0,105,6,0,0,0,0,0,114860
"G4802850","1850","Texas","480","Lavaca","2850","Lavaca","49","2850",4859,93143,151261,17873,0,0,50286,300,0,0,526,543,13,1097,9203,0,0,0,36820,680,71,0,0,0,0,0,0,0,0,0,0,0,280,143
"G4802890","1850","Texas","480","Leon","2890","Leon","49","2890",6485,109592,179562,27410,209,265,66545,3218,0,1380,913,1320,5760,1676,18039,0,0,0,35060,2535,41,0,0,0,0,0,0,0,0,0,0,0,70,7445
"G4802910","1850","Texas","480","Liberty","2910","Liberty","49","2910",7084,118574,227038,22252,0,0,54310,56,6541,0,253,0,25,1591,19430,0,0,0,15770,820,132,0,0,0,0,0,0,0,0,0,115,0,4820,4705
"G4802930","1850","Texas","480","Limestone","2930","Limestone","49","2930",8638,326374,102640,23218,1053,60,99800,1490,0,1787,603,816,2786,320,9675,200,0,0,32787,2260,24,0,0,0,0,0,0,0,0,0,0,0,0,4558
"G4803210","1850","Texas","480","Matagorda","3210","Matagorda","49","3210",8475,50412,363700,139315,0,0,103360,0,60,0,1613,3170,300,1870,39400,0,0,0,22930,0,0,0,0,0,0,0,0,0,0,0,1394,0,73000,1300
"G4803250","1850","Texas","480","Medina","3250","Medina","49","3250",1424,8371,17912,3690,0,0,26106,0,0,0,0,0,63,26,248,0,0,0,2770,161,129,0,0,0,0,0,0,0,0,0,0,0,0,305
"G4803310","1850","Texas","480","Milam","3310","Milam","49","3310",3146,80923,157410,18510,515,0,38539,330,0,0,0,675,60,38,8032,0,0,0,26308,2280,295,0,0,0,0,0,0,0,0,0,0,0,0,3070
"G4803390","1850","Texas","480","Montgomery","3390","Montgomery","49","3390",8642,58198,175372,29077,350,48,80441,1840,1510,560,1109,835,295,1923,17135,0,0,8,39720,780,207,0,0,0,0,0,0,0,0,0,2,0,1430,6485
"G4803470","1850","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",16546,114866,259268,37550,124,230,139110,8849,285,1109,835,2544,1050,1483,38260,0,0,0,43845,1555,12,0,0,0,0,0,0,0,0,0,0,0,0,5338
"G4803490","1850","Texas","480","Navarro","3490","Navarro","49","3490",5904,55271,115823,15503,657,0,73040,1629,0,266,2,1982,1049,169,12197,0,1,0,49101,5203,29,0,0,0,0,0,50,1,0,0,0,0,0,4949
"G4803510","1850","Texas","480","Newton","3510","Newton","49","3510",4749,154365,161674,8785,16,6,34135,580,23570,300,152,662,3459,218,19890,0,0,16,10218,330,0,0,0,0,0,0,0,0,0,0,14,0,2920,1750
"G4803550","1850","Texas","480","Nueces","3550","Nueces","49","3550",995,93988,108268,2125,0,0,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803650","1850","Texas","480","Panola","3650","Panola","49","3650",13110,103212,200890,24616,12,7,108870,660,0,0,887,1145,7197,220,35405,0,0,0,24319,50,0,0,0,0,0,0,0,0,0,0,0,0,0,970
"G4803730","1850","Texas","480","Polk","3730","Polk","49","3730",7856,456182,494359,11259,0,0,60065,1075,0,0,582,0,450,925,13881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2164,0
"G4803870","1850","Texas","480","Red River","3870","Red River","49","3870",14711,211790,299967,47789,3028,0,95510,16090,0,0,579,1889,5,1965,7333,0,0,0,56465,1085,62,6,0,0,0,0,0,0,0,0,0,0,0,15
"G4803910","1850","Texas","480","Refugio","3910","Refugio","49","3910",458,22780,19750,765,0,0,6240,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803950","1850","Texas","480","Robertson","3950","Robertson","49","3950",4249,241519,48940,12250,99,115,41395,1610,0,535,429,3061,576,516,6865,0,0,0,18470,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,2952
"G4804010","1850","Texas","480","Rusk","4010","Rusk","49","4010",27500,204717,606976,82120,390,189,280353,9260,400,1715,2659,4632,21183,2050,66078,28,0,0,76458,570,0,0,0,0,0,0,0,0,0,0,101,0,1090,3377
"G4804030","1850","Texas","480","Sabine","4030","Sabine","49","4030",12759,419704,389269,28170,200,0,61619,2510,11815,0,702,1057,3287,1305,19920,8,0,0,18029,0,0,0,0,0,0,0,0,0,0,0,13,0,4178,1519
"G4804050","1850","Texas","480","San Augustine","4050","San Augustine","49","4050",17903,91810,225619,32916,265,155,115284,12432,6780,475,1020,2785,6338,1337,32400,0,0,0,20406,150,209,0,0,0,0,0,0,0,0,0,23,0,2460,1480
"G4804090","1850","Texas","480","San Patricio","4090","San Patricio","49","4090",210,40255,22828,1405,0,0,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4804190","1850","Texas","480","Shelby","4190","Shelby","49","4190",19460,251055,405009,41814,92,35,99518,9805,0,0,790,1770,160,0,40784,0,0,0,63435,805,0,0,0,0,0,0,0,0,0,0,0,0,500,85
"G4804230","1850","Texas","480","Smith","4230","Smith","49","4230",8926,82434,261871,25306,665,96,125565,3230,450,555,415,1495,7076,524,30820,5,1,0,29920,680,15,0,0,0,0,0,0,0,3,0,0,0,100,4589
"G4804270","1850","Texas","480","Starr","4270","Starr","49","4270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804390","1850","Texas","480","Tarrant","4390","Tarrant","49","4390",1726,2680,16890,5865,384,15,17520,390,0,50,0,86,297,56,2137,0,0,0,10810,790,71,0,0,0,0,0,0,0,0,0,0,0,0,690
"G4804490","1850","Texas","480","Titus","4490","Titus","49","4490",9743,89919,161850,20498,1099,82,66000,8088,0,250,292,3505,4747,1814,15522,0,0,0,39175,500,0,0,0,0,0,0,0,0,0,0,0,0,0,3480
"G4804530","1850","Texas","480","Travis","4530","Travis","49","4530",6941,66380,278362,32561,656,10,149365,2146,0,0,234,4499,1068,653,18637,0,0,0,41102,2340,339,0,0,0,0,0,0,0,0,0,0,0,0,20
"G4804570","1850","Texas","480","Tyler","4570","Tyler","49","4570",5244,97705,128238,17315,4,0,35099,388,5260,560,184,221,833,219,12320,0,0,0,4945,113,0,0,0,0,0,0,0,0,0,0,33,0,2871,978
"G4804590","1850","Texas","480","Upshur","4590","Upshur","49","4590",9564,120082,237684,28405,91,143,90000,1314,15,1061,673,1245,4782,1778,21105,200,5,0,26731,1408,8,0,0,0,0,0,0,0,0,0,0,0,0,4962
"G4804670","1850","Texas","480","Van Zandt","4670","Van Zandt","49","4670",3127,45463,69547,9398,92,5,30920,615,69,785,57,1646,1672,197,8486,0,0,0,16040,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,102
