GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G1200730","1850","Florida","120","Leon","0730","Leon","43","730",80952,97625,1751959,88578,10,94,407976,14615,83232,37780,16107,2725,28174,538,120025,0,0,10,21077,50,63,0,0,0,0,0,0,0,0,0,178,0,31792,3123
"G1200750","1850","Florida","120","Levy","0750","Levy","43","750",1069,4802,30000,4015,0,0,6310,0,0,0,59,0,0,0,7425,0,0,0,5260,0,0,0,0,0,0,0,0,0,0,0,63,0,3250,0
"G1200790","1850","Florida","120","Madison","0790","Madison","43","790",25580,42955,498110,50485,469,224,119640,15791,63630,100,5024,3194,27181,382,42799,0,0,0,102970,11304,86,0,0,0,0,0,0,0,0,0,226,0,46320,0
"G1200830","1850","Florida","120","Marion","0830","Marion","43","830",11451,44168,346695,31885,0,0,96192,100,21425,109000,701,0,0,0,41550,0,0,0,24120,0,0,0,0,0,0,0,0,0,0,0,508,0,31625,0
"G1200870","1850","Florida","120","Monroe","0870","Monroe","43","870",39,155,4400,53,0,0,0,0,0,0,0,0,40,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200890","1850","Florida","120","Nassau","0890","Nassau","43","890",8370,28776,88930,19776,0,0,29812,0,404305,0,279,1232,2523,15,22328,0,0,0,10179,80,299,0,0,0,0,0,0,0,0,0,44,0,4964,0
"G1200950","1850","Florida","120","Orange","0950","Orange","43","950",963,4083,60000,14095,0,0,4865,0,100,3500,34,0,443,65,2915,0,0,0,2850,0,0,0,0,0,0,0,0,0,0,0,279,0,12690,0
"G1201070","1850","Florida","120","Putnam","1070","Putnam","43","1070",693,2755,29900,5345,0,0,4610,0,0,500,32,0,890,0,4365,0,0,0,2879,0,0,0,0,0,0,0,0,0,0,0,74,0,7030,0
"G1201090","1850","Florida","120","St Johns","1090","St Johns","43","1090",2486,12050,112060,62235,0,0,14390,0,426,0,0,0,1356,689,6025,0,0,0,2995,0,56,0,0,0,0,0,0,0,0,0,290,0,6325,0
"G1201115","1850","Florida","120","St Lucie (old)","1115","St Lucie (old)","43","90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1201130","1850","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",1815,37971,53170,10244,0,0,10328,245,4676,0,11,75,303,1155,12790,0,55,0,2285,30,0,0,0,0,0,0,50,0,0,0,0,0,0,0
"G1201290","1850","Florida","120","Wakulla","1290","Wakulla","43","1290",7018,5932,62370,8430,6,0,40216,560,18686,10890,480,307,1491,356,14126,0,0,0,7641,10,4,0,0,0,0,0,0,0,0,0,20,0,3171,3860
"G1201310","1850","Florida","120","Walton","1310","Walton","43","1310",4466,5485,42955,4627,0,0,28920,0,600,0,60,120,110,0,12375,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,8,0,2438,0
"G1201330","1850","Florida","120","Washington","1330","Washington","43","1330",6378,7621,76558,7267,0,0,54231,0,16820,3800,107,25,1161,30,16477,0,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,6,0,2330,1807
"G1300010","1850","Georgia","130","Appling","0010","Appling","44","10",9957,343701,141860,10676,800,17,53794,2038,30800,240,63,3925,3750,48,35234,0,0,0,22549,1734,0,0,0,0,0,0,0,0,0,0,17,0,4505,4878
"G1300070","1850","Georgia","130","Baker","0070","Baker","44","70",56954,215043,1545007,62207,862,161,284595,11762,15225,100,8820,9633,28151,864,80170,2780,0,0,45448,1520,5,0,0,0,0,0,0,0,0,0,669,0,10417,2578
"G1300090","1850","Georgia","130","Baldwin","0090","Baldwin","44","90",71449,157999,664586,30971,7496,521,255910,20962,100,0,4483,7160,2459,668,47127,203,0,0,24484,0,1376,0,0,0,0,0,0,0,0,0,0,0,0,195
"G1300210","1850","Georgia","130","Bibb","0210","Bibb","44","210",44919,90321,913835,44637,3581,91,255275,30312,0,0,3394,4116,11002,2063,80240,57,12,0,34985,0,4,0,0,0,0,0,0,0,100,0,0,0,0,7930
"G1300290","1850","Georgia","130","Bryan","0290","Bryan","44","290",21577,148823,307426,19088,10,0,54927,1778,2409387,150,536,2773,9519,46,38117,0,0,0,13458,228,1000,0,0,0,0,0,0,0,0,0,4,0,2996,431
"G1300310","1850","Georgia","130","Bulloch","0310","Bulloch","44","310",26760,473233,348258,16707,766,25,98612,2237,112475,0,594,12687,6805,100,60610,0,0,0,24278,120,7,0,0,0,0,0,0,0,0,0,30,0,1122,180
"G1300330","1850","Georgia","130","Burke","0330","Burke","44","330",190910,334028,2284581,132416,3471,889,643608,28260,36380,280,19175,18238,36075,1792,111232,0,0,0,49104,632,115,0,0,0,0,0,0,0,0,0,0,0,3105,10391
"G1300350","1850","Georgia","130","Butts","0350","Butts","44","350",50369,63505,671343,38797,7216,78,224930,24690,1540,265,4110,4761,4457,1200,51339,52,2,0,31649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13301
"G1300390","1850","Georgia","130","Camden","0390","Camden","44","390",25222,181675,904004,28054,0,0,63478,126,6400940,0,858,2680,7677,597,52328,0,0,0,14191,535,276,0,0,0,0,0,0,0,0,0,45,0,7502,1645
"G1300395","1850","Georgia","130","Campbell","0395","Campbell","44","410",40118,104300,854604,52763,11485,32,271500,27236,4975,2489,3040,6769,7730,1423,44434,6,0,0,47596,10,0,0,20,0,0,0,0,0,0,0,0,0,0,12968
"G1300450","1850","Georgia","130","Carroll","0450","Carroll","44","450",38522,178649,677435,46383,21071,75,316871,40803,430,7201,1243,9550,5811,5852,73943,0,0,0,95125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300455","1850","Georgia","130","Cass","0455","Cass","44","150",52575,15591,1513034,56412,29153,454,497769,55119,0,5735,2385,7165,6483,3662,66429,0,0,0,59834,300,7,0,0,0,0,0,0,0,0,0,0,0,0,4389
"G1300510","1850","Georgia","130","Chatham","0510","Chatham","44","510",31888,110403,2008250,209241,0,0,57427,4650,19453750,0,580,2799,9415,7125,33815,0,0,0,10158,0,1,0,0,0,0,0,0,0,0,0,0,0,246,0
"G1300550","1850","Georgia","130","Chattooga","0550","Chattooga","44","550",29325,78186,787401,38917,15891,0,301180,36481,43,7360,1668,6963,7808,2962,52986,1,3,3,48080,6391,52,0,41,0,0,0,0,20,5,0,0,0,0,3769
"G1300570","1850","Georgia","130","Cherokee","0570","Cherokee","44","570",50535,128501,930029,39202,32921,2217,444984,60008,142,27050,272,13489,3330,3855,78465,100,0,0,66021,147,0,0,0,0,0,0,0,0,0,0,0,0,0,13315
"G1300590","1850","Georgia","130","Clarke","0590","Clarke","44","590",91148,107105,1062876,61589,14229,467,289575,65710,2475,1772,4572,7576,25172,4182,48942,210,6,73,91209,0,44,0,0,20,0,0,0,1,0,0,0,0,0,6550
"G1300650","1850","Georgia","130","Clinch","0650","Clinch","44","650",3118,42893,57360,3308,11,0,17350,200,0,0,108,84,3446,0,5385,0,0,0,2165,0,0,0,0,0,0,0,0,0,0,0,10,0,0,300
"G1300670","1850","Georgia","130","Cobb","0670","Cobb","44","670",52697,155557,743237,56933,34936,100,318738,52790,29531,2176,2401,12793,8699,4587,54850,1005,9,50,86980,0,747,0,0,0,0,0,0,0,0,0,0,0,0,3891
"G1300730","1850","Georgia","130","Columbia","0730","Columbia","44","730",147684,152693,1487845,118387,15326,0,434777,94641,0,0,11336,18710,25724,2378,78115,0,0,0,87899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300770","1850","Georgia","130","Coweta","0770","Coweta","44","770",88088,160500,1848923,102425,11402,92,516910,93104,6365,605,10369,11527,2407,825,94357,12,0,0,96675,145,0,0,0,0,0,0,0,0,0,0,0,0,0,21141
"G1300790","1850","Georgia","130","Crawford","0790","Crawford","44","790",72857,134073,1106103,75891,12089,197,339426,35284,21020,157,7477,7578,6161,1259,93100,132,1,6,49064,0,0,0,0,13,0,0,0,0,4,0,0,0,1457,16554
"G1300830","1850","Georgia","130","Dade","0830","Dade","44","830",11245,36614,235070,11593,2098,215,147849,17965,63,4773,15,2826,575,3276,12257,0,0,0,27237,645,2,0,42,36,0,0,70,2,0,0,0,0,0,4510
"G1300870","1850","Georgia","130","Decatur","0870","Decatur","44","870",45478,199971,738803,42321,131,10,275497,8817,55303,157937,5308,14385,8784,847,105889,0,0,0,27841,610,0,0,0,0,0,0,0,0,35,0,65,0,30701,1445
"G1300890","1850","Georgia","130","DeKalb","0890","De Kalb","44","890",67992,153739,1119181,65369,22118,106,432435,86047,1275,1930,2397,8820,3999,1174,73070,47,0,0,60779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013
"G1300930","1850","Georgia","130","Dooly","0930","Dooly","44","930",59859,308583,443483,54833,6018,65,289378,9301,10825,25,5962,16988,13611,150,94645,20,0,0,21371,730,0,0,0,0,0,0,100,400,1,0,8,0,12265,1318
"G1300990","1850","Georgia","130","Early","0990","Early","44","990",44742,135632,720943,38149,2360,0,223037,28020,48790,0,4354,9995,13285,0,76377,0,0,0,18460,0,0,0,0,0,0,0,0,0,0,0,16,0,10158,9370
"G1301030","1850","Georgia","130","Effingham","1030","Effingham","44","1030",21784,210972,310515,16656,391,23,87794,271,257901,0,15,15639,11046,332,37252,0,0,0,13478,0,21,0,0,2,0,0,0,0,0,0,22,0,3580,808
"G1301050","1850","Georgia","130","Elbert","1050","Elbert","44","1050",84069,229375,1563526,93236,31070,1296,614966,65183,2509,3858,8565,12981,32589,5929,64777,36,5,0,122946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15128
"G1301070","1850","Georgia","130","Emanuel","1070","Emanuel","44","1070",35092,502609,579979,20325,2982,144,121874,2259,8824,746,559,25787,8425,249,49339,0,0,0,22780,5945,0,0,0,0,0,0,0,0,5,0,21,0,5564,925
"G1301130","1850","Georgia","130","Fayette","1130","Fayette","44","1130",56104,156094,974977,62539,13430,144,318113,34365,420,545,4253,7494,6726,2907,54456,0,0,0,51672,100,0,0,0,0,0,0,0,1,0,0,0,0,0,15353
"G1301150","1850","Georgia","130","Floyd","1150","Floyd","44","1150",32358,96195,1084362,41600,16179,69,254722,15370,53,450,1976,4429,3854,2764,36818,815,0,0,47324,0,41,0,0,0,0,0,0,0,0,0,0,0,0,317
"G1301170","1850","Georgia","130","Forsyth","1170","Forsyth","44","1170",43140,107379,714638,44134,23206,391,339954,72855,5135,59548,472,11196,8843,7365,78333,3,7,0,70539,280,1,0,0,0,0,0,0,0,14,0,0,0,0,10113
"G1301190","1850","Georgia","130","Franklin","1190","Franklin","44","1190",69416,330811,1068663,83742,34800,233,447050,104764,16288,18207,2653,19740,19686,8426,114331,0,0,0,145314,170,0,0,0,0,0,0,0,0,0,0,0,0,0,20259
"G1301230","1850","Georgia","130","Gilmer","1230","Gilmer","44","1230",23900,121876,488392,19974,3805,3362,214193,24894,5805,14752,0,8609,584,4454,20097,0,44,0,52833,1910,5,0,0,5,0,0,1973,57,0,0,0,0,0,3641
"G1301270","1850","Georgia","130","Glynn","1270","Glynn","44","1270",20472,85777,762055,31347,0,10,49739,1470,3829875,0,1036,1554,7290,301,55100,0,0,25,9939,20,0,0,0,15,0,0,0,0,0,0,71,0,5766,1804
"G1301290","1850","Georgia","130","Gordon","1290","Gordon","44","1290",25915,83512,575879,35726,19161,322,285360,20586,100,1130,184,6837,921,1674,31016,1,0,0,39063,316,0,0,0,10,0,0,0,0,0,0,0,0,0,2705
"G1301330","1850","Georgia","130","Greene","1330","Greene","44","1330",104658,148985,1767288,78154,13882,569,480326,96787,0,0,12600,13940,38456,4035,85296,1662,0,0,68412,75,2913,0,0,0,0,0,0,0,0,0,0,0,0,8060
"G1301350","1850","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",85881,197210,956768,73802,29296,99,436227,102056,108,5901,2531,10858,2983,2283,78307,7,0,0,94821,0,3,0,0,0,0,0,120,1,0,0,0,0,0,8373
"G1301370","1850","Georgia","130","Habersham","1370","Habersham","44","1370",44798,275541,457511,39198,10082,3507,268695,48683,443,12508,36,16438,2758,6076,57491,0,0,0,61482,2737,310,0,16,12,0,0,85,2,0,0,0,0,0,1769
"G1301390","1850","Georgia","130","Hall","1390","Hall","44","1390",38824,201558,576864,53546,19910,422,295759,67914,19366,22767,205,11207,7656,5748,48206,1,0,0,71019,107,2,0,8,0,0,0,7,30,0,0,0,0,0,10536
"G1301410","1850","Georgia","130","Hancock","1410","Hancock","44","1410",125691,162644,1323711,81927,12160,566,440699,72875,0,70,11374,12171,39411,3967,119205,223,0,80,75026,0,2134,0,0,7,0,0,0,0,0,0,0,0,0,7832
"G1301450","1850","Georgia","130","Harris","1450","Harris","44","1450",135292,150911,1632822,99751,24130,593,554895,82187,8103,350,11935,11767,20412,4322,109926,56,0,0,72572,4,0,0,11,0,0,0,0,1,11,0,0,0,0,36627
"G1301490","1850","Georgia","130","Heard","1490","Heard","44","1490",42691,96409,723990,48650,12047,117,265242,35034,30,0,3384,5442,182,80,41354,10,0,0,42108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
"G1301510","1850","Georgia","130","Henry","1510","Henry","44","1510",104199,215952,1742760,92655,36489,281,514796,88897,88,100,9352,12857,13411,3837,106905,10,0,0,76996,25,1,0,0,0,0,0,50,0,0,0,0,0,0,29585
"G1301530","1850","Georgia","130","Houston","1530","Houston","44","1530",145386,184000,2747247,95432,15106,337,662600,46830,71720,0,19362,14728,5340,3056,188224,0,0,0,44475,180,0,0,0,0,0,0,0,0,0,0,0,0,8167,11289
"G1301550","1850","Georgia","130","Irwin","1550","Irwin","44","1550",14325,320433,96482,10765,1199,19,89000,4006,25126,489,112,7652,8221,221,51437,0,0,0,14724,2703,2,0,0,0,0,0,0,0,0,0,37,0,7521,1475
"G1301570","1850","Georgia","130","Jackson","1570","Jackson","44","1570",70741,128608,733164,51837,23072,100,309272,63727,738,3395,1202,8427,8438,2012,49866,32,0,0,74408,190,0,0,0,23,0,0,10,0,14,0,0,0,0,8104
"G1301590","1850","Georgia","130","Jasper","1590","Jasper","44","1590",139948,89875,1441394,92290,18730,304,460680,62898,3420,467,9899,10421,15524,3251,78734,270,0,20,57088,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13899
"G1301630","1850","Georgia","130","Jefferson","1630","Jefferson","44","1630",79715,217600,1353618,97005,6282,279,354836,5073,826,0,10441,17251,4870,149,61841,0,0,0,36267,0,0,0,0,0,0,0,0,0,0,0,0,0,200,159
"G1301690","1850","Georgia","130","Jones","1690","Jones","44","1690",138972,99617,1247920,62399,13859,512,402360,54208,100,0,9006,12592,23750,2796,84677,287,0,155,48404,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9561
"G1301750","1850","Georgia","130","Laurens","1750","Laurens","44","1750",62249,282158,408957,30972,8902,291,211958,7535,8885,245,3883,14849,6648,118,82995,11,20,0,17119,1909,0,0,0,0,0,0,0,0,0,0,1,0,5205,434
"G1301770","1850","Georgia","130","Lee","1770","Lee","44","1770",56074,112242,1049809,54072,2116,222,297614,21210,11010,60,9342,9821,26470,325,71993,0,0,0,40225,0,0,0,0,0,0,0,0,0,0,0,0,0,9190,540
"G1301790","1850","Georgia","130","Liberty","1790","Liberty","44","1790",38563,303518,776650,32868,100,5,114310,2122,1892462,0,1883,8865,22929,13,115119,0,0,0,20615,295,759,0,0,0,0,0,0,0,0,0,24,0,11640,3048
"G1301810","1850","Georgia","130","Lincoln","1810","Lincoln","44","1810",48320,101668,635777,40300,9546,113,204594,64472,25,0,5447,7925,1433,1660,32123,34,0,0,35142,0,0,0,0,0,0,0,0,0,0,0,0,0,9302,6642
"G1301850","1850","Georgia","130","Lowndes","1850","Lowndes","44","1850",40897,429462,848408,44415,837,65,233569,11396,66300,0,2912,22420,25486,30,80776,0,0,0,28852,443,0,0,0,0,0,0,0,0,0,0,198,0,0,0
"G1301870","1850","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",31962,94899,620852,29262,6630,2459,242717,40746,16037,5401,14,11843,1385,6156,42110,100,2,0,49447,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,2026
"G1301910","1850","Georgia","130","McIntosh","1910","Mcintosh","44","1910",19482,83090,718897,73757,12,8,34715,150,3122919,0,520,300,4895,27,53165,0,0,0,7150,0,509,0,0,0,0,0,0,0,0,0,3,0,7217,125
