GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AYM001,AZ3001,AZ3002,AZ3003,AZ3004
"G1200170","1900","Florida","120","Citrus","0170","Citrus","43","170",5391,1878,759,1878,759
"G1200190","1900","Florida","120","Clay","0190","Clay","43","190",5635,1032,800,1032,800
"G1200230","1900","Florida","120","Columbia","0230","Columbia","43","230",17094,4771,4550,4771,4550
"G1200250","1900","Florida","120","Dade","0250","Dade","43","250",4955,848,559,780,513
"G1200270","1900","Florida","120","DeSoto","0270","De Soto","43","270",8047,437,236,436,236
"G1200310","1900","Florida","120","Duval","0310","Duval","43","310",39733,11007,11450,10969,11448
"G1200330","1900","Florida","120","Escambia","0330","Escambia","43","330",28313,5894,6035,5890,6035
"G1200370","1900","Florida","120","Franklin","0370","Franklin","43","370",4890,1194,1048,1194,1048
"G1200390","1900","Florida","120","Gadsden","0390","Gadsden","43","390",15294,4744,5112,4744,5112
"G1200470","1900","Florida","120","Hamilton","0470","Hamilton","43","470",11881,3059,2317,3059,2317
"G1200530","1900","Florida","120","Hernando","0530","Hernando","43","530",3638,1089,726,1089,726
"G1200570","1900","Florida","120","Hillsborough","0570","Hillsborough","43","570",36013,4392,4093,4358,4091
"G1200590","1900","Florida","120","Holmes","0590","Holmes","43","590",7762,777,504,777,504
"G1200630","1900","Florida","120","Jackson","0630","Jackson","43","630",23377,6055,6235,6047,6229
"G1200650","1900","Florida","120","Jefferson","0650","Jefferson","43","650",16195,5989,6631,5989,6631
"G1200670","1900","Florida","120","Lafayette","0670","Lafayette","43","670",4987,485,278,485,278
"G1200690","1900","Florida","120","Lake","0690","Lake","43","690",7467,1485,1153,1484,1152
"G1200710","1900","Florida","120","Lee","0710","Lee","43","710",3071,198,136,115,73
"G1200730","1900","Florida","120","Leon","0730","Leon","43","730",19887,7576,8425,7574,8425
"G1200750","1900","Florida","120","Levy","0750","Levy","43","750",8603,1903,1379,1903,1379
"G1200770","1900","Florida","120","Liberty","0770","Liberty","43","770",2956,843,654,843,654
"G1200790","1900","Florida","120","Madison","0790","Madison","43","790",15446,4387,4517,4387,4517
"G1200810","1900","Florida","120","Manatee","0810","Manatee","43","810",4663,300,158,300,158
"G1200830","1900","Florida","120","Marion","0830","Marion","43","830",24403,7991,7056,7991,7056
"G1200870","1900","Florida","120","Monroe","0870","Monroe","43","870",18006,2759,3055,2733,3055
"G1200890","1900","Florida","120","Nassau","0890","Nassau","43","890",9654,2706,2389,2703,2389
"G1200950","1900","Florida","120","Orange","0950","Orange","43","950",11374,2069,1958,2069,1958
"G1200970","1900","Florida","120","Osceola","0970","Osceola","43","970",3444,236,195,236,195
"G1201010","1900","Florida","120","Pasco","1010","Pasco","43","1010",6054,1078,601,1078,601
"G1201050","1900","Florida","120","Polk","1050","Polk","43","1050",12472,1852,1097,1851,1097
"G1201070","1900","Florida","120","Putnam","1070","Putnam","43","1070",11641,2970,2654,2967,2654
"G1201090","1900","Florida","120","St Johns","1090","St Johns","43","1090",9165,1835,1790,1831,1790
"G1201130","1900","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",10293,1272,1194,1272,1194
"G1201190","1900","Florida","120","Sumter","1190","Sumter","43","1190",6187,1327,953,1327,953
"G1201210","1900","Florida","120","Suwannee","1210","Suwannee","43","1210",14554,3413,3164,3413,3164
"G1201230","1900","Florida","120","Taylor","1230","Taylor","43","1230",3999,246,192,246,192
"G1201270","1900","Florida","120","Volusia","1270","Volusia","43","1270",10003,1830,1635,1829,1635
"G1201290","1900","Florida","120","Wakulla","1290","Wakulla","43","1290",5149,1545,1245,1545,1245
"G1201310","1900","Florida","120","Walton","1310","Walton","43","1310",9346,1138,901,1138,901
"G1201330","1900","Florida","120","Washington","1330","Washington","43","1330",10154,1503,1183,1503,1183
"G1300010","1900","Georgia","130","Appling","0010","Appling","44","10",12336,1961,1552,1961,1552
"G1300070","1900","Georgia","130","Baker","0070","Baker","44","70",6704,2377,2393,2377,2393
"G1300090","1900","Georgia","130","Baldwin","0090","Baldwin","44","90",17768,5400,5857,5399,5857
"G1300110","1900","Georgia","130","Banks","0110","Banks","44","110",10545,1075,1022,1075,1022
"G1300150","1900","Georgia","130","Bartow","0150","Bartow","44","150",20823,3092,3096,3091,3096
"G1300190","1900","Georgia","130","Berrien","0190","Berrien","44","190",19440,3248,2698,3242,2695
"G1300210","1900","Georgia","130","Bibb","0210","Bibb","44","210",50473,12443,14952,12432,14952
"G1300270","1900","Georgia","130","Brooks","0270","Brooks","44","270",18606,5515,5389,5515,5389
"G1300290","1900","Georgia","130","Bryan","0290","Bryan","44","290",6122,1643,1510,1643,1510
"G1300310","1900","Georgia","130","Bulloch","0310","Bulloch","44","310",21377,4944,4220,4944,4220
"G1300330","1900","Georgia","130","Burke","0330","Burke","44","330",30165,12147,12496,12147,12496
"G1300350","1900","Georgia","130","Butts","0350","Butts","44","350",12805,3251,3556,3251,3556
"G1300370","1900","Georgia","130","Calhoun","0370","Calhoun","44","370",9274,3425,3450,3425,3450
"G1300390","1900","Georgia","130","Camden","0390","Camden","44","390",7669,2725,2521,2725,2521
"G1300395","1900","Georgia","130","Campbell","0395","Campbell","44","410",9518,1619,1549,1619,1549
"G1300450","1900","Georgia","130","Carroll","0450","Carroll","44","450",26576,2573,2464,2573,2463
"G1300470","1900","Georgia","130","Catoosa","0470","Catoosa","44","470",5823,280,202,280,202
"G1300490","1900","Georgia","130","Charlton","0490","Charlton","44","490",3592,419,324,419,324
"G1300510","1900","Georgia","130","Chatham","0510","Chatham","44","510",71239,19559,21750,19508,21749
"G1300530","1900","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",5790,1922,2016,1922,2016
"G1300550","1900","Georgia","130","Chattooga","0550","Chattooga","44","550",12952,1146,1092,1146,1092
"G1300570","1900","Georgia","130","Cherokee","0570","Cherokee","44","570",15243,645,640,645,640
"G1300590","1900","Georgia","130","Clarke","0590","Clarke","44","590",17708,4387,5091,4385,5091
"G1300610","1900","Georgia","130","Clay","0610","Clay","44","610",8568,2675,3028,2675,3028
"G1300630","1900","Georgia","130","Clayton","0630","Clayton","44","630",9598,2041,1985,2041,1985
"G1300650","1900","Georgia","130","Clinch","0650","Clinch","44","650",8732,2292,1298,2292,1298
"G1300670","1900","Georgia","130","Cobb","0670","Cobb","44","670",24664,3599,3731,3597,3731
"G1300690","1900","Georgia","130","Coffee","0690","Coffee","44","690",16169,3657,2954,3657,2954
"G1300710","1900","Georgia","130","Colquitt","0710","Colquitt","44","710",13636,2046,1556,2046,1556
"G1300730","1900","Georgia","130","Columbia","0730","Columbia","44","730",10653,3893,3860,3893,3860
"G1300770","1900","Georgia","130","Coweta","0770","Coweta","44","770",24980,7016,7205,7015,7205
"G1300790","1900","Georgia","130","Crawford","0790","Crawford","44","790",10368,2905,2913,2905,2913
"G1300830","1900","Georgia","130","Dade","0830","Dade","44","830",4578,298,140,298,140
"G1300850","1900","Georgia","130","Dawson","0850","Dawson","44","850",5442,91,80,91,80
"G1300870","1900","Georgia","130","Decatur","0870","Decatur","44","870",29454,7869,7909,7869,7909
"G1300890","1900","Georgia","130","DeKalb","0890","De Kalb","44","890",21112,3541,3503,3541,3503
"G1300910","1900","Georgia","130","Dodge","0910","Dodge","44","910",13975,2928,2777,2928,2777
"G1300930","1900","Georgia","130","Dooly","0930","Dooly","44","930",26567,7505,7179,7505,7179
"G1300950","1900","Georgia","130","Dougherty","0950","Dougherty","44","950",13679,5437,5791,5437,5791
"G1300970","1900","Georgia","130","Douglas","0970","Douglas","44","970",8745,1097,1058,1097,1058
"G1300990","1900","Georgia","130","Early","0990","Early","44","990",14828,4564,4401,4564,4401
"G1301010","1900","Georgia","130","Echols","1010","Echols","44","1010",3209,604,387,604,387
"G1301030","1900","Georgia","130","Effingham","1030","Effingham","44","1030",8334,1917,1787,1917,1787
"G1301050","1900","Georgia","130","Elbert","1050","Elbert","44","1050",19729,4994,4799,4993,4799
"G1301070","1900","Georgia","130","Emanuel","1070","Emanuel","44","1070",21279,4468,3938,4468,3938
"G1301110","1900","Georgia","130","Fannin","1110","Fannin","44","1110",11214,143,153,143,153
"G1301130","1900","Georgia","130","Fayette","1130","Fayette","44","1130",10114,1788,1773,1788,1773
"G1301150","1900","Georgia","130","Floyd","1150","Floyd","44","1150",33113,5651,5829,5647,5829
"G1301170","1900","Georgia","130","Forsyth","1170","Forsyth","44","1170",11550,544,539,544,539
"G1301190","1900","Georgia","130","Franklin","1190","Franklin","44","1190",17700,2146,2058,2146,2058
"G1301210","1900","Georgia","130","Fulton","1210","Fulton","44","1210",117363,19759,25828,19711,25821
"G1301230","1900","Georgia","130","Gilmer","1230","Gilmer","44","1230",10198,37,40,37,40
"G1301250","1900","Georgia","130","Glascock","1250","Glascock","44","1250",4516,713,802,713,802
"G1301270","1900","Georgia","130","Glynn","1270","Glynn","44","1270",14317,4547,4570,4536,4568
"G1301290","1900","Georgia","130","Gordon","1290","Gordon","44","1290",14119,850,781,850,781
"G1301330","1900","Georgia","130","Greene","1330","Greene","44","1330",16542,5373,5844,5373,5844
"G1301350","1900","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",25585,2094,2049,2094,2049
"G1301370","1900","Georgia","130","Habersham","1370","Habersham","44","1370",13604,869,923,869,923
"G1301390","1900","Georgia","130","Hall","1390","Hall","44","1390",20752,1627,1645,1627,1645
"G1301410","1900","Georgia","130","Hancock","1410","Hancock","44","1410",18277,6615,7013,6615,7013
"G1301430","1900","Georgia","130","Haralson","1430","Haralson","44","1430",11922,808,834,807,832
"G1301450","1900","Georgia","130","Harris","1450","Harris","44","1450",18009,5999,6187,5999,6187
"G1301470","1900","Georgia","130","Hart","1470","Hart","44","1470",14492,2044,1981,2044,1981
"G1301490","1900","Georgia","130","Heard","1490","Heard","44","1490",11177,2020,1994,2020,1994
"G1301510","1900","Georgia","130","Henry","1510","Henry","44","1510",18602,4699,4690,4699,4690
"G1301530","1900","Georgia","130","Houston","1530","Houston","44","1530",22641,8372,8634,8372,8634
"G1301550","1900","Georgia","130","Irwin","1550","Irwin","44","1550",13645,2610,2075,2607,2073
"G1301570","1900","Georgia","130","Jackson","1570","Jackson","44","1570",24039,3808,3798,3808,3798
"G1301590","1900","Georgia","130","Jasper","1590","Jasper","44","1590",15033,4770,4875,4770,4875
"G1301630","1900","Georgia","130","Jefferson","1630","Jefferson","44","1630",18212,5628,5950,5628,5950
"G1301670","1900","Georgia","130","Johnson","1670","Johnson","44","1670",11409,2291,2240,2291,2240
"G1301690","1900","Georgia","130","Jones","1690","Jones","44","1690",13358,4644,4806,4644,4806
"G1301750","1900","Georgia","130","Laurens","1750","Laurens","44","1750",25908,5711,5628,5710,5628
"G1301770","1900","Georgia","130","Lee","1770","Lee","44","1770",10344,4427,4410,4427,4410
"G1301790","1900","Georgia","130","Liberty","1790","Liberty","44","1790",13093,4257,4357,4257,4357
"G1301810","1900","Georgia","130","Lincoln","1810","Lincoln","44","1810",7156,2056,2217,2056,2217
"G1301850","1900","Georgia","130","Lowndes","1850","Lowndes","44","1850",20036,5425,5264,5424,5264
"G1301870","1900","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",7433,247,235,247,235
"G1301890","1900","Georgia","130","McDuffie","1890","Mcduffie","44","1890",9804,3026,3117,3026,3117
"G1301910","1900","Georgia","130","McIntosh","1910","Mcintosh","44","1910",6537,2549,2532,2549,2532
"G1301930","1900","Georgia","130","Macon","1930","Macon","44","1930",14093,4662,5129,4662,5129
"G1301950","1900","Georgia","130","Madison","1950","Madison","44","1950",13224,1945,1940,1945,1940
"G1301970","1900","Georgia","130","Marion","1970","Marion","44","1970",10080,2865,2984,2865,2984
"G1301990","1900","Georgia","130","Meriwether","1990","Meriwether","44","1990",23339,6858,6959,6858,6959
"G1302010","1900","Georgia","130","Miller","2010","Miller","44","2010",6319,1436,1272,1436,1272
"G1302015","1900","Georgia","130","Milton","2015","Milton","44","2030",6763,377,386,377,386
"G1302050","1900","Georgia","130","Mitchell","2050","Mitchell","44","2050",14767,4011,3978,4011,3978
"G1302070","1900","Georgia","130","Monroe","2070","Monroe","44","2070",20682,6717,7148,6717,7148
"G1302090","1900","Georgia","130","Montgomery","2090","Montgomery","44","2090",16359,3547,3159,3547,3159
"G1302110","1900","Georgia","130","Morgan","2110","Morgan","44","2110",15813,5261,5345,5261,5345
"G1302130","1900","Georgia","130","Murray","2130","Murray","44","2130",8623,258,263,258,263
"G1302150","1900","Georgia","130","Muscogee","2150","Muscogee","44","2150",29836,7026,8581,7016,8581
"G1302170","1900","Georgia","130","Newton","2170","Newton","44","2170",16734,3955,4190,3954,4190
"G1302190","1900","Georgia","130","Oconee","2190","Oconee","44","2190",8602,2199,2214,2199,2214
"G1302210","1900","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",17881,6184,6059,6184,6059
"G1302230","1900","Georgia","130","Paulding","2230","Paulding","44","2230",12969,729,616,729,616
"G1302270","1900","Georgia","130","Pickens","2270","Pickens","44","2270",8641,197,218,197,218
"G1302290","1900","Georgia","130","Pierce","2290","Pierce","44","2290",8100,1232,952,1232,952
"G1302310","1900","Georgia","130","Pike","2310","Pike","44","2310",18761,4765,4838,4764,4838
"G1302330","1900","Georgia","130","Polk","2330","Polk","44","2330",17856,2556,2363,2553,2363
"G1302350","1900","Georgia","130","Pulaski","2350","Pulaski","44","2350",18489,5489,5540,5489,5540
"G1302370","1900","Georgia","130","Putnam","2370","Putnam","44","2370",13436,4834,5223,4834,5223
"G1302390","1900","Georgia","130","Quitman","2390","Quitman","44","2390",4701,1689,1758,1689,1758
"G1302410","1900","Georgia","130","Rabun","2410","Rabun","44","2410",6285,87,94,87,94
"G1302430","1900","Georgia","130","Randolph","2430","Randolph","44","2430",16847,5458,5839,5458,5839
"G1302450","1900","Georgia","130","Richmond","2450","Richmond","44","2450",53735,11949,14347,11910,14345
"G1302470","1900","Georgia","130","Rockdale","2470","Rockdale","44","2470",7515,1570,1526,1570,1526
"G1302490","1900","Georgia","130","Schley","2490","Schley","44","2490",5499,1716,1867,1716,1867
"G1302510","1900","Georgia","130","Screven","2510","Screven","44","2510",19252,5582,5364,5582,5364
"G1302550","1900","Georgia","130","Spalding","2550","Spalding","44","2550",17619,4396,4758,4396,4758
"G1302590","1900","Georgia","130","Stewart","2590","Stewart","44","2590",15856,5759,6078,5759,6078
"G1302610","1900","Georgia","130","Sumter","2610","Sumter","44","2610",26212,9249,9564,9249,9564
"G1302630","1900","Georgia","130","Talbot","2630","Talbot","44","2630",12197,4152,4387,4152,4387
"G1302650","1900","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",7912,2707,2814,2707,2814
"G1302670","1900","Georgia","130","Tattnall","2670","Tattnall","44","2670",20419,3921,3192,3921,3192
"G1302690","1900","Georgia","130","Taylor","2690","Taylor","44","2690",9846,2428,2598,2428,2598
"G1302710","1900","Georgia","130","Telfair","2710","Telfair","44","2710",10083,2138,1988,2138,1988
"G1302730","1900","Georgia","130","Terrell","2730","Terrell","44","2730",19023,6536,6813,6536,6813
"G1302750","1900","Georgia","130","Thomas","2750","Thomas","44","2750",31076,8300,9150,8300,9150
"G1302810","1900","Georgia","130","Towns","2810","Towns","44","2810",4748,38,33,38,33
"G1302850","1900","Georgia","130","Troup","2850","Troup","44","2850",24002,7445,7889,7443,7889
"G1302890","1900","Georgia","130","Twiggs","2890","Twiggs","44","2890",8716,2912,2893,2912,2893
"G1302910","1900","Georgia","130","Union","2910","Union","44","2910",8481,66,62,66,62
"G1302930","1900","Georgia","130","Upson","2930","Upson","44","2930",13670,3689,3792,3689,3792
