GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOS001,AOS002,AOD001,AOD002,AOD003,AOH001,AOH002,AOH003,AOH004,AOH005,AOH006,AOH007,AOH008,AOH009,AOH010,AOH011,AOH012,AOH013,AOH014,AOH015,AOH016,AOH017,AOH018,AOH019,AOH020,AOH021,AOH022,AOH023,AOH024,AOH025,AOH026,AOH027,AOH028,AOH029,AOH030,AOH031,AOH032,AOH033,AOH034,AOH035,AOH036,AOH037,AOH038
"G3900430","1880","Ohio","390","Erie","0430","Erie","24","430",127472,22471,10964514,271570,652675,138697,297082,538098,11095,44057,5259,681434,333737,1923,513991,0,0,0,0,0,0,0,0,2216,11546,761,18569,6598,193,273175,9657,367,0,0,250907,755,22801,26740,138697,0,5300,0,399
"G3900450","1880","Ohio","390","Fairfield","0450","Fairfield","24","450",246739,69593,16165462,441992,1453444,211737,11240,898551,8,28198,749,2146476,118642,1865,851025,0,0,0,0,0,0,0,0,10925,1822,4256,27511,9680,842,708829,15213,435,0,1295,156111,7716,42809,39272,211737,0,924,10,107
"G3900470","1880","Ohio","390","Fayette","0470","Fayette","24","470",205269,42196,11051760,223890,1301440,133686,11301,373862,327,0,6320,2766255,33698,3944,509444,0,1628,120,0,0,0,0,0,5314,0,479,6983,488,378,413753,16615,298,0,3631,61635,2247,26091,25667,133686,0,59559,9,252
"G3900490","1880","Ohio","390","Franklin","0490","Franklin","24","490",264661,62959,23354604,468087,1877801,185455,278312,957949,1736,2040,2422,3293450,184142,3743,807822,0,0,0,0,0,0,0,0,7787,1337,1374,23503,3606,436,741487,28323,495,0,640,235065,2748,34297,38038,185455,0,262474,128,394
"G3900510","1880","Ohio","390","Fulton","0510","Fulton","24","510",153340,84978,10708526,366969,1100725,170132,896801,745117,46015,2877,12822,1064787,501932,4664,609063,0,1262,0,0,0,0,0,0,7792,655,336,30142,11942,298,600593,31469,1073,0,2121,150081,1232,64849,38110,170132,0,5870,1560,1045
"G3900530","1880","Ohio","390","Gallia","0530","Gallia","24","530",194567,80517,6096377,171842,643423,69137,18624,616824,5135,0,3019,702961,64739,2174,313005,0,3,1,200,0,0,0,0,53113,95,111,10494,69,228,425171,8044,193,0,99170,142763,10416,30245,15311,69137,0,2403,0,2790
"G3900550","1880","Ohio","390","Geauga","0550","Geauga","24","550",204126,52893,9816526,262823,1200501,148867,4274493,891756,45401,853,1190,245255,382071,633,78477,0,3394,234,0,0,0,0,0,250,727378,12685,40424,101,134,349970,8565,391,0,2405,157353,58,68840,29989,148867,0,10,15,603
"G3900570","1880","Ohio","390","Greene","0570","Greene","24","570",195482,51165,16829184,419345,1462439,153051,48353,591941,15,19113,690,2362443,155481,4652,1066941,0,13363,931,874,0,0,0,0,6593,8400,7716,15150,2351,710,578655,28030,279,0,591748,88693,5830,30396,29356,153051,0,3305,349,333
"G3900590","1880","Ohio","390","Guernsey","0590","Guernsey","24","590",273468,78304,11039048,292471,1325263,991079,6755,895067,450,659,6401,777828,154837,3190,253347,0,0,0,0,0,0,0,0,35080,78,215,22965,501,568,516553,21778,495,0,372309,47633,1179,17613,186731,991079,0,3240,17,262
"G3900610","1880","Ohio","390","Hamilton","0610","Hamilton","24","610",182051,33863,25262306,581951,1227739,41105,4027673,1353460,14137,144789,2656,1639115,203055,24941,259891,0,0,0,0,0,0,0,0,4938,0,631,29311,225,3,652856,57279,355,0,15200,431482,18625,15704,7397,41105,0,24350,8,19
"G3900630","1880","Ohio","390","Hancock","0630","Hancock","24","630",215761,120080,18177202,537658,1462829,192292,13171,884633,440,3614,1189,1776516,350981,2245,1008938,0,27027,1481,12,0,0,0,0,4518,10268,8108,31641,18257,1707,525211,34184,690,0,1255,129415,1018,61629,47848,192292,0,13546,0,250
"G3900650","1880","Ohio","390","Hardin","0650","Hardin","24","650",164693,103309,10662746,316863,1138671,209065,14826,595578,1810,1234,1777,1212919,200709,2693,614661,0,14356,970,850,0,0,0,0,5296,3951,2390,20704,5513,1039,540434,25502,2016,0,2302,103997,1360,39475,46454,209065,0,8016,0,120
"G3900670","1880","Ohio","390","Harrison","0670","Harrison","24","670",247315,53362,12025158,236463,1337233,1090393,1325,698065,3100,271,1848,686422,193878,1599,257175,0,0,0,0,0,0,0,0,6442,120,1725,33547,259,1005,351490,14788,712,0,14180,56061,322,6151,209856,1090393,0,5003,0,9
"G3900690","1880","Ohio","390","Henry","0690","Henry","24","690",107144,78202,7814465,272857,757673,52469,2350,567005,675,1354,3202,929189,265090,18031,556530,0,74,0,0,0,0,0,0,13560,70,854,15405,6127,317,483110,26881,1451,0,10625,133621,257,13559,11119,52469,0,4227,0,141
"G3900710","1880","Ohio","390","Highland","0710","Highland","24","710",259947,79886,10096588,247360,1289090,140210,13405,680990,854,115,493,1685911,169290,7217,457737,0,0,0,0,0,0,0,0,18526,2046,2670,18420,1180,2254,557615,13476,313,0,95899,182228,3045,45337,27870,140210,0,14597,0,84
"G3900730","1880","Ohio","390","Hocking","0730","Hocking","24","730",174846,78098,5049528,156211,604525,194999,5865,426718,620,169,2315,471492,48898,2959,148568,0,22,6,0,0,0,0,0,12642,357,354,11496,537,233,357205,4680,339,0,4125,71648,2539,29053,39119,194999,0,855,0,241
"G3900750","1880","Ohio","390","Holmes","0750","Holmes","24","750",183052,68471,14484314,381161,1086175,223292,304800,673368,41968,2240,4804,745583,545290,3814,598966,0,52,3,0,0,0,0,0,1937,6168,1607,27131,5862,660,468719,15960,466,0,1103,88116,809,48285,48550,223292,0,2855,0,130
"G3900770","1880","Ohio","390","Huron","0770","Huron","24","770",250305,51701,17154516,458233,1423467,383094,1830866,1117683,130925,12183,2891,1205176,799907,1440,645366,0,1123,96,0,0,0,0,0,3316,59505,7030,39657,8215,721,501590,12349,737,0,0,138640,1407,80918,73763,383094,0,2275,191,401
"G3900790","1880","Ohio","390","Jackson","0790","Jackson","24","790",169886,67930,4768338,103893,545440,54390,3525,421608,1251,0,2552,401883,91128,1241,96522,0,1,0,300,0,0,0,0,26998,383,171,11087,4,238,264815,3336,113,0,2425,55651,622,27920,12955,54390,0,141,11,474
"G3900810","1880","Ohio","390","Jefferson","0810","Jefferson","24","810",172392,70393,11645334,270370,1146052,725698,17041,637130,6745,2689,2206,643839,297964,1700,284369,0,0,0,0,0,0,0,0,6660,413,1995,28801,913,662,377402,15454,688,0,650,85064,300,1457,152705,725698,0,23140,0,36
"G3900830","1880","Ohio","390","Knox","0830","Knox","24","830",261853,72046,17465818,391656,1615937,904073,15438,896678,674,192,7609,1252181,303098,3251,518008,0,24442,1456,4715,0,0,0,0,2327,29879,13150,22929,3483,781,635554,14298,542,0,2601,117935,906,92286,159867,904073,0,685,21,358
"G3900850","1880","Ohio","390","Lake","0850","Lake","24","850",113552,28736,7934193,168789,539669,102772,427438,483259,7150,27411,6852,309919,231584,5320,125464,0,110,10,0,0,0,0,0,1260,70198,3064,21880,587,174,204109,5764,91,0,21500,197325,72,37363,20935,102772,604,150,127,1031
"G3900870","1880","Ohio","390","Lawrence","0870","Lawrence","24","870",117300,117680,4281782,97061,458875,17919,44160,309005,250,632,812,454080,78440,496,152981,0,1,2,100,0,0,0,0,70995,225,20,4918,12,47,233017,6623,311,0,23906,61258,5336,81968,4782,17919,0,713,26,1625
"G3900890","1880","Ohio","390","Licking","0890","Licking","24","890",373896,84428,20735044,549943,2449383,1335909,178681,1161867,7400,437,5310,1977935,279364,6206,621670,0,10453,1148,0,0,0,0,0,7252,4962,14245,37868,3419,1879,873833,35610,1543,0,3075,190409,2375,82755,251989,1335909,1145,66470,154,695
"G3900910","1880","Ohio","390","Logan","0910","Logan","24","910",186318,83154,12585814,369367,1432857,408555,21100,646865,10550,770,3502,1555628,131588,1660,764557,0,1888,101,0,0,0,0,0,9216,268992,27432,24294,6251,776,554312,22271,496,0,2835,74664,1305,47549,78325,408555,0,2010,0,160
"G3900930","1880","Ohio","390","Lorain","0930","Lorain","24","930",281894,58884,16464232,492903,1627828,283911,5215722,1007235,299484,38979,3409,809325,627916,1486,375301,0,1452,80,20,0,0,0,0,3892,85452,8162,48133,3631,654,524947,16894,490,0,510,191494,3678,99260,52434,283911,0,1535,21,285
"G3900950","1880","Ohio","390","Lucas","0950","Lucas","24","950",98798,43770,8883018,284488,618122,41873,354851,508281,600,13517,8744,740589,262510,7448,346931,0,1781,271,0,0,0,0,0,2031,0,58,20276,5175,57,309333,16816,1360,0,551,242512,80,33048,9159,41873,0,4000,342,925
"G3900970","1880","Ohio","390","Madison","0970","Madison","24","970",244536,44790,12401048,227178,1874824,474528,3173,345597,9995,0,699,2640558,44052,4780,286898,0,3010,22,100,0,0,0,0,3491,500,112,14594,393,158,366362,25258,576,0,849,62255,644,31104,82716,474528,0,3170,6,208
"G3900990","1880","Ohio","390","Mahoning","0990","Mahoning","24","990",193503,58211,14628932,408225,1154847,450207,430714,846258,24889,1812,4292,551863,450606,4682,186399,0,9267,660,0,0,0,0,0,1189,79208,32304,44560,4968,656,436041,19383,421,0,1380,135505,976,27763,90751,450207,0,5435,5,207
"G3901010","1880","Ohio","390","Marion","1010","Marion","24","1010",208355,54749,12395594,324926,1312578,378189,19691,529198,200,295,1158,1755771,364956,1769,478127,0,7503,462,0,0,0,0,0,3312,1309,941,24213,4702,562,469270,17718,690,0,580,102804,205,43160,79442,378189,0,1084,0,212
"G3901030","1880","Ohio","390","Medina","1030","Medina","24","1030",215771,51443,14354382,412528,1407471,356977,2072756,1250188,117923,1851,898,598641,601560,2658,335575,0,16274,853,0,0,0,0,0,1757,178240,21664,43528,12931,1044,409931,6754,559,0,55502,123176,326,70299,66202,356977,0,990,86,586
"G3901050","1880","Ohio","390","Meigs","1050","Meigs","24","1050",189378,78675,5926994,186857,697029,174863,44490,631272,31652,2102,5746,562335,57551,3110,236060,0,15,7,0,0,0,0,0,32621,624,367,12403,174,312,419625,7139,368,0,3729,177571,3103,12324,36354,174863,0,9402,9,2207
"G3901070","1880","Ohio","390","Mercer","1070","Mercer","24","1070",153869,104596,7653606,336173,855611,60891,154533,560544,1291,5217,1883,1204257,507912,4710,625177,0,21228,1078,0,0,0,0,60,27476,296,512,22831,5998,571,495369,17378,803,0,7900,78363,670,37522,11874,60891,0,3347,54,90
"G3901090","1880","Ohio","390","Miami","1090","Miami","24","1090",189369,51683,17042768,494599,1169407,71604,21560,702199,5720,59717,2225,2310528,369411,3375,1030056,0,58926,3733,0,0,0,0,0,6572,2476,7058,15004,5360,487,515588,23672,680,0,640223,146869,4159,34002,11632,71604,0,18407,0,51
"G3901110","1880","Ohio","390","Monroe","1110","Monroe","24","1110",193325,87618,6894161,181126,751437,184391,974126,645831,116093,125,7622,646486,170209,9991,251624,0,0,0,0,0,0,0,0,50868,2164,413,13259,726,763,418242,14584,436,0,1571008,64399,714,28727,37370,184391,0,6982,0,5675
"G3901130","1880","Ohio","390","Montgomery","1130","Montgomery","24","1130",224473,55111,23597972,606267,1298322,34556,343946,1024095,565,129178,1905,1925859,512850,5212,966024,0,19872,1256,4000,0,0,0,0,35283,3173,5653,22586,4363,239,756984,20571,533,0,9314372,148305,12331,39322,5230,34556,0,139350,25,63
"G3901150","1880","Ohio","390","Morgan","1150","Morgan","24","1150",213793,70207,9274248,218251,982319,528906,8040,725485,3162,193,2620,628316,49242,2058,290946,0,0,0,0,0,0,0,0,29300,289,565,16906,1800,449,577147,21474,1040,0,706872,63996,5041,13668,94765,528906,0,5712,0,768
"G3901170","1880","Ohio","390","Morrow","1170","Morrow","24","1170",201396,62447,14189394,344996,1613615,656719,8925,887827,1943,714,3189,873944,395070,3552,285422,0,19208,1256,0,0,0,0,0,3055,36387,17537,29779,2767,1246,514145,14140,1207,0,2347,100372,433,75510,126136,656719,0,2489,83,1457
"G3901190","1880","Ohio","390","Muskingum","1190","Muskingum","24","1190",331274,93293,15637012,376256,1609402,859745,111877,999427,356,1369,6741,1219012,129045,4622,504894,0,50,2,0,0,0,0,0,15189,192,364,29732,936,457,569844,17648,530,0,1067,122855,8282,32403,164815,859745,0,1448,0,1214
"G3901210","1880","Ohio","390","Noble","1210","Noble","24","1210",198695,62201,9184770,212231,1022318,429269,4385,755577,6384,0,2658,830252,90851,2554,247804,0,0,0,0,0,0,0,150,46852,165,143,16600,210,627,470714,31045,214,0,1655156,50295,1216,13564,79683,429269,0,4426,13,748
"G3901230","1880","Ohio","390","Ottawa","1230","Ottawa","24","1230",73182,50668,7176105,226272,504118,69215,5215,306177,64,10409,1527,617862,150229,6557,363173,0,0,40,0,0,0,0,0,8617,15,103,14221,1856,233,231985,10382,160,0,0,88116,36,33720,16151,69215,0,0,0,37
"G3901250","1880","Ohio","390","Paulding","1250","Paulding","24","1250",59400,73274,2804778,94552,397656,18037,924,235170,369,322,2266,341181,101549,3174,208967,0,198,0,0,0,0,0,0,12087,581,523,10951,1642,249,208451,21608,966,0,7611,50035,213,14645,4589,18037,0,1150,8,154
"G3901270","1880","Ohio","390","Perry","1270","Perry","24","1270",201017,49130,8874420,225782,930095,396210,854,552694,1220,5322,1544,536618,54008,2844,235446,0,57,102,70,0,0,0,0,9978,4766,5005,19509,1270,575,319422,6970,259,0,12871,72247,1763,15476,74178,396210,0,750,0,99
"G3901290","1880","Ohio","390","Pickaway","1290","Pickaway","24","1290",258900,55512,15391038,379333,1582798,96442,2800,509109,300,6460,656,3846339,23140,2566,925547,0,0,0,0,0,0,0,0,8075,749,1441,9638,3339,52,506188,17966,521,0,5180,91767,2828,30625,18938,96442,0,19000,45,58
"G3901310","1880","Ohio","390","Pike","1310","Pike","24","1310",151341,103539,3821053,116749,488513,47536,1809,263702,250,15615,847,832836,112039,868,146825,0,211,51,110,0,0,0,0,18169,818,708,5582,59,178,233222,2500,182,0,8588,77867,881,25479,9853,47536,0,2097,10,670
"G3901330","1880","Ohio","390","Portage","1330","Portage","24","1330",240020,69939,15910600,382029,1491417,269807,3832970,1200675,113465,1117,2162,493779,514833,2636,292564,0,5922,305,0,0,0,0,0,110,270442,63512,48305,3653,420,420434,12739,524,0,0,304485,445,67408,53342,269807,0,1780,12,824
"G3901350","1880","Ohio","390","Preble","1350","Preble","24","1350",190081,68470,13177924,385518,1153296,83523,6865,719420,300,40057,964,1926199,421178,2857,677994,0,58664,2976,0,0,0,0,0,30812,830,6736,13613,4284,356,469751,23031,341,0,2225861,105341,7521,52121,14305,83523,0,28077,5,687
"G3901370","1880","Ohio","390","Putnam","1370","Putnam","24","1370",134866,104970,9146190,283815,882373,61414,1770,587479,8595,1473,1956,1380644,169784,11312,576771,0,1732,43,0,0,0,0,0,13188,1646,1154,23234,5645,623,533547,22642,1077,0,1077,134247,267,33215,14585,61414,0,424,0,83
"G3901390","1880","Ohio","390","Richland","1390","Richland","24","1390",233585,77431,19220508,559396,1499418,341439,62409,991317,13166,5078,4540,888950,821672,3617,771513,0,2650,176,0,0,0,0,0,1969,35931,19408,34213,4329,886,530683,14808,732,0,750,142191,720,71287,72215,341439,0,965,231,220
"G3901410","1880","Ohio","390","Ross","1410","Ross","24","1410",289900,115953,15335938,396980,1457405,70904,100509,594241,2125,3230,877,2626536,59260,3202,667891,0,0,30,0,0,0,0,0,14469,494,3165,11392,1284,203,542103,10978,426,0,3670,133403,3924,46432,13976,70904,0,90390,62,361
"G3901430","1880","Ohio","390","Sandusky","1430","Sandusky","24","1430",177564,67738,16312476,446639,1053938,136267,27555,814988,1810,9621,1766,1443647,451514,4320,1061379,0,60,66,0,0,0,0,0,8762,335,646,24926,9142,509,574057,24157,933,0,0,209362,1632,62416,28220,136267,0,910,0,52
"G3901450","1880","Ohio","390","Scioto","1450","Scioto","24","1450",137797,137579,4456654,141112,481434,18812,24082,352908,490,9319,2188,1233420,166070,1480,245504,0,2,6,100,0,0,0,0,40116,105,626,9476,32,50,248536,9229,338,0,10633,114694,5178,35136,5072,18812,0,9713,51,577
"G3901470","1880","Ohio","390","Seneca","1470","Seneca","24","1470",247031,86034,21513612,563961,1428339,326426,31536,1082270,434,2800,955,1415599,631274,1743,1446333,0,4928,233,0,0,0,0,0,4383,11153,5814,38232,18962,1601,538386,18470,493,0,1283,141050,506,56635,66464,326426,0,2320,0,203
"G3901490","1880","Ohio","390","Shelby","1490","Shelby","24","1490",170426,83832,9452304,343631,915758,89886,21759,550085,200,28520,3240,1515669,477168,4522,714071,0,31403,1665,0,0,0,0,0,25653,502,1390,15265,4292,306,541102,17580,1191,0,83130,95010,624,40596,16855,89886,0,7780,0,368
"G3901510","1880","Ohio","390","Stark","1510","Stark","24","1510",279992,62006,26908444,652533,1695395,343043,611636,2335700,60329,27223,2019,1066810,1074254,3160,1187801,0,966,156,0,0,0,0,0,1737,9119,5988,59090,9751,436,662254,17071,662,0,9200,218632,2441,26451,69486,343043,0,3829,76,105
"G3901530","1880","Ohio","390","Summit","1530","Summit","24","1530",211031,48373,16651136,443301,1268894,137636,3090862,917019,21110,980,965,642667,611236,2338,573678,0,2590,0,0,0,0,0,0,549,45875,6725,42638,4313,195,336567,15328,599,0,2472,174485,438,35125,27356,137636,0,1408,25,405
"G3901550","1880","Ohio","390","Trumbull","1550","Trumbull","24","1550",310112,85911,16624940,429688,1979153,362508,4301555,1336027,225954,336,5810,557446,550792,3499,162756,0,8077,402,19700,0,0,0,0,2662,224008,26298,71365,1175,716,492507,13646,801,0,770,206724,494,87381,69865,362508,0,730,12,523
"G3901570","1880","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",292516,82550,16096096,421022,1370058,556509,1007834,968078,70254,4088,4904,841655,600866,4249,699554,0,55,0,8000,0,0,0,0,7332,566,1946,40407,2082,571,548549,23285,579,0,448,148636,1066,17823,113589,556509,0,3643,0,437
"G3901590","1880","Ohio","390","Union","1590","Union","24","1590",190234,72688,11398814,291299,1609725,461217,7750,587423,14958,480,1827,2012783,145628,1414,383665,0,7644,508,0,0,0,0,0,8929,57682,9111,21248,2731,753,683179,25688,1033,0,4111,96437,388,60606,98016,461217,0,5051,0,554
"G3901610","1880","Ohio","390","Van Wert","1610","Van Wert","24","1610",123436,91712,7187970,269649,727812,56712,14926,488826,1450,1334,2698,1100213,265660,7601,444225,0,12747,545,90,0,0,0,0,21170,597,253,21003,5022,687,451868,22581,862,0,6776,88280,1112,21980,11746,56712,0,7721,0,45
"G3901630","1880","Ohio","390","Vinton","1630","Vinton","24","1630",151488,78922,3739242,86766,556967,193675,1200,333316,1985,0,2606,404068,48363,1282,103882,0,0,0,0,0,0,0,0,21409,1706,368,10517,38,251,259643,4342,141,0,62627,53202,515,18164,36858,193675,0,950,17,761
"G3901650","1880","Ohio","390","Warren","1650","Warren","24","1650",193172,49542,14049892,386416,1131880,112944,34568,712531,1264,267072,2931,2314311,307436,3213,563971,0,18095,1222,303,0,0,0,0,10151,7905,2423,15684,494,260,363798,22406,993,0,1125254,252046,15351,25988,21338,112944,0,105165,0,353
"G3901670","1880","Ohio","390","Washington","1670","Washington","24","1670",252603,94713,9889590,286750,1058258,356044,27073,928539,19149,113,11494,827193,133581,8061,507268,0,0,0,0,0,0,0,0,53941,180,319,20284,852,385,576355,13861,328,0,751744,187909,17773,43925,64180,356044,0,6697,114,7625
"G3901690","1880","Ohio","390","Wayne","1690","Wayne","24","1690",246137,75680,25731788,686820,1728341,238579,130295,1371266,58394,8043,1492,1238075,1019683,3547,1210281,0,7886,358,0,0,0,0,0,1290,21897,8817,55581,16921,1121,622701,15290,645,0,65344,203654,853,47599,48536,238579,0,3717,0,410
"G3901710","1880","Ohio","390","Williams","1710","Williams","24","1710",168984,89874,10762584,341334,1043591,142712,668388,940966,1100,1807,3165,1090658,558163,2268,645208,0,3546,47,0,0,0,0,0,8016,5116,2134,29847,25205,969,635845,15083,617,0,932,118473,1848,71755,33576,142712,0,1125,4397,719
"G3901730","1880","Ohio","390","Wood","1730","Wood","24","1730",181469,111248,13400848,449995,1259206,104154,24198,1004577,890,25883,7772,1976372,593501,21973,750327,0,722,6,0,0,0,0,0,13813,579,604,28875,8909,573,665585,20738,911,0,450,169273,727,74429,23380,104154,0,21655,55,514
"G3901750","1880","Ohio","390","Wyandot","1750","Wyandot","24","1750",183738,67308,11529832,318973,1026923,326636,224951,525415,40426,1182,1193,1454370,294264,858,740935,0,3107,160,0,0,0,0,0,1573,1139,1731,22765,7501,734,402325,20883,633,0,3165,90314,77,36726,71223,326636,0,736,0,168
"G4100010","1880","Oregon","410","Baker","0010","Baker","72","10",49949,34007,538350,55108,1122765,148062,2190,46820,8984,77058,40,975,103316,155,33956,0,0,0,0,0,0,0,0,0,0,0,14406,0,91,29088,425,20,0,0,18337,0,601,30652,148062,0,0,0,168
"G4100030","1880","Oregon","410","Benton","0030","Benton","72","30",138654,74801,3188251,148948,423632,129299,130,87684,5127,5168,304,790,256832,165,497068,0,453,0,0,0,0,0,0,0,0,0,10793,18,208,89016,14203,331,0,379,34202,0,17532,28759,129299,13276,0,209,115
"G4100050","1880","Oregon","410","Clackamas","0050","Clackamas","72","50",70674,175606,3004996,151490,400101,62098,475,156128,1245,4340,1688,3909,218824,489,231616,0,0,0,0,0,0,0,0,0,0,0,9789,29,155,116782,10171,319,0,2640,220382,0,32928,13391,62098,20330,20,14286,494
"G4100070","1880","Oregon","410","Clatsop","0070","Clatsop","72","70",10070,27399,255030,8629,43542,7784,43792,47785,5370,59,0,0,6813,195,418,0,0,0,0,0,0,0,0,0,0,0,2425,0,131,27293,349,2,0,275,18348,0,6434,1379,7784,0,0,163,5
"G4100090","1880","Oregon","410","Columbia","0090","Columbia","72","90",14482,27260,405915,10128,77135,6762,60,46908,280,415,0,667,5322,0,3041,0,0,0,0,0,0,0,0,0,0,0,3898,29,1,14443,1880,26,0,0,21200,0,5660,1566,6762,0,0,25,33
"G4100110","1880","Oregon","410","Coos","0110","Coos","72","110",25427,87558,1188349,27008,161168,14934,6611,86776,10525,7960,167,8892,17584,0,42044,0,0,0,0,0,0,0,0,0,0,0,4297,2,744,43978,16815,235,0,671,45259,0,6856,4441,14934,0,0,5657,390
"G4100150","1880","Oregon","410","Curry","0150","Curry","72","150",5701,47852,410595,8655,101122,86672,60,48780,100,3440,0,2520,11100,0,1565,0,0,0,0,0,0,0,0,0,0,0,1020,7,911,10517,5451,156,0,0,11644,0,4085,22948,86672,0,0,1318,205
"G4100190","1880","Oregon","410","Douglas","0190","Douglas","72","190",310712,156104,3915085,178773,667980,511382,2349,122740,16424,39254,88,25633,347830,280,439198,0,275,0,0,0,0,0,0,0,0,0,19729,26,477,144645,11097,300,0,785,52412,0,38128,133319,511382,0,15,10,468
"G4100230","1880","Oregon","410","Grant","0230","Grant","72","230",39407,37884,453675,46475,975620,307696,5475,15167,885,22724,0,200,35206,140,45892,0,0,0,0,0,0,0,0,0,0,0,8396,2,22,13233,114,0,0,0,9098,0,535,58490,307696,0,0,0,5
"G4100290","1880","Oregon","410","Jackson","0290","Jackson","72","290",90855,96757,1697105,117363,491314,109931,7572,68062,7606,60875,0,41564,141676,216,219478,0,10,0,0,0,0,0,0,1513,0,0,20241,0,220,60037,11480,328,0,3625,26433,0,8129,31729,109931,0,5320,30,1034
"G4100330","1880","Oregon","410","Josephine","0330","Josephine","72","330",19755,38441,373405,25257,100277,36178,0,27616,680,5421,0,8335,17621,591,20431,0,0,175,0,0,0,0,0,230,0,0,4582,0,40,20106,1920,36,0,1075,32283,0,7826,10397,36178,0,0,0,378
"G4100370","1880","Oregon","410","Lake","0370","Lake","72","370",43686,53197,451331,48430,496910,69633,48,53370,2050,18330,0,0,7491,1105,10475,0,0,0,0,0,0,0,0,0,0,0,12618,0,35,14270,0,0,0,0,5448,0,5295,21565,69633,0,0,0,0
"G4100390","1880","Oregon","410","Lane","0390","Lane","72","390",228661,133174,4580924,253052,688573,210234,0,185271,12900,44478,0,7573,288055,556,511052,0,8031,109,0,0,0,0,0,0,0,0,16279,0,398,141335,9969,520,0,5149,52726,0,31218,46483,210234,99298,0,19,700
"G4100430","1880","Oregon","410","Linn","0430","Linn","72","430",256000,157983,7231980,368502,895757,230594,4450,277042,2903,51322,648,4374,664613,0,911411,0,12692,73,28176,0,0,0,0,0,0,0,19136,29,1276,227596,14435,360,0,1389,73352,0,27791,46764,230594,25380,0,528,987
"G4100470","1880","Oregon","410","Marion","0470","Marion","72","470",192938,166915,7835803,317447,716822,161285,38528,229220,23863,10177,2023,3396,704103,275,1059488,0,230,10,23,0,0,0,0,0,0,0,13093,0,367,163872,12396,309,0,0,154348,0,45542,32960,161285,57580,0,104,174
"G4100510","1880","Oregon","410","Multnomah","0510","Multnomah","72","510",26594,46042,2282880,65064,184354,10334,76283,212558,41660,1189,86,1025,23839,0,12098,0,0,0,0,0,0,0,0,0,0,0,9491,22,39,46049,1762,101,0,0,210475,0,26020,2318,10334,1425,0,204,87
"G4100530","1880","Oregon","410","Polk","0530","Polk","72","530",167195,69744,4509169,204603,563487,106970,920,73664,260,25358,0,1000,338226,156,825896,0,0,0,0,0,0,0,0,0,0,0,14312,0,157,79918,3089,117,0,0,21529,0,21923,20915,106970,17020,0,5,19
"G4100570","1880","Oregon","410","Tillamook","0570","Tillamook","72","570",9722,30891,364748,10961,71438,8643,2850,79180,8174,447,0,0,10586,0,369,0,0,0,0,0,0,0,0,0,0,0,3481,0,36,4272,480,4,0,395,11303,0,2507,2183,8643,0,0,11,19
"G4100590","1880","Oregon","410","Umatilla","0590","Umatilla","72","590",144299,109808,2601410,274672,1742552,1738427,486,134415,250,363097,0,5971,140196,1171,915571,0,0,0,0,0,0,0,0,540,0,0,15763,16,20,104042,65,0,0,0,81528,0,7468,267782,1738427,0,125,36,287
"G4100610","1880","Oregon","410","Union","0610","Union","72","610",94242,69760,1451335,127825,1028918,118237,0,113864,115,116393,0,1110,251344,3925,284463,0,0,0,0,0,0,0,0,0,0,0,25427,0,355,43157,0,0,0,0,29932,0,2892,22219,118237,0,0,37,822
"G4100650","1880","Oregon","410","Wasco","0650","Wasco","72","650",79248,128321,1686770,116968,1860741,1501482,34652,42702,0,47013,0,4897,106661,3029,85894,0,0,0,0,0,0,0,0,0,0,0,14945,15,3,34805,240,0,0,0,48570,0,3846,255954,1501482,0,0,0,0
"G4100670","1880","Oregon","410","Washington","0670","Washington","72","670",61627,110213,3323735,146493,395961,53754,362,151264,3272,3276,678,2034,309230,291,370770,0,0,0,0,0,0,0,0,0,0,0,9651,3,233,105523,1029,75,0,0,116931,0,13190,9862,53754,4740,0,185,51
"G4100710","1880","Oregon","410","Yamhill","0710","Yamhill","72","710",118747,136350,5157734,244322,598223,88133,247,136709,525,13183,493,1997,379182,566,957816,0,51,0,0,0,0,0,0,0,0,0,12415,2,438,120761,4978,205,0,942,64190,0,17272,17086,88133,5322,0,75,213
"G4200010","1880","Pennsylvania","420","Adams","0010","Adams","14","10",221184,63603,14386576,598087,1128409,34552,27613,1092600,191,105,2967,775761,453115,39867,612779,0,70,85,1660,0,0,0,0,556,0,0,48074,2756,760,680265,10604,352,0,56107,74888,16198,51109,5692,34552,0,5596,239,90
"G4200030","1880","Pennsylvania","420","Allegheny","0030","Allegheny","14","30",333277,82894,40411956,921760,1957983,289543,1789885,1746086,4692,18598,8204,804577,922045,56323,355470,0,4,37,0,0,0,0,0,218,0,878,60148,467,367,233073,31931,232,0,2360,739292,2274,19925,55220,289543,0,302,803,895
"G4200050","1880","Pennsylvania","420","Armstrong","0050","Armstrong","14","50",273168,105792,13577666,489294,1349128,146447,14815,1299898,1382,0,87035,753509,792437,79165,228743,0,33,4,600,0,0,0,0,6098,413,635,27878,4785,1867,648174,39894,1479,0,2730,211347,130,15017,34814,146447,514,2325,53,1114
