GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AWS001,AWT001,AWU001,AWW001,AWW002,AWW003,AWW004,AXO001,AXO002,AXO003,AXO004,AXO005,AXO006,AXO007,AXO008,AXO009,AXO010,AXO011,AXO012,AXO013,AXO014,AXO015,AXO016,AXO017,AXO018,AXO019,AXO020,AXO021,AXO022,AXO023,AXO024,AXO025,AXO026,AXO027,AXO028,AXO029,AXO030,AXO031,AXO032,AXO033,AXO034,AXO035,AXO036,AXO037,AXO038,AXO039,AXO040,AXO041
"G0500050","1900","Arkansas","050","Baxter","0050","Baxter","42","50",9298,189289,67113,887000,273450,81750,381254,20,0,373770,74440,940,71600,0,0,6,630,0,137,1098,596,148,48,0,4,8095,4492,456,0,2886,2894,0,0,0,0,0,0,16350,0,0,25350,309,1471,235,3860,0,0,0
"G0500070","1900","Arkansas","050","Benton","0070","Benton","42","70",31611,416273,216601,5270330,1148630,278480,1098162,50,194,1589390,116530,1620,275180,0,95,2113,758,36,2961,5774,5866,2024,1843,23,7,60537,16972,1667,0,3,3,0,0,0,0,0,0,50720,0,0,30620,974,11417,545,5340,10,0,0
"G0500090","1900","Arkansas","050","Boone","0090","Boone","42","90",16396,268148,116274,1811040,488330,118140,619752,60,0,893780,100220,1380,100890,0,0,892,106,0,1592,1185,1538,890,636,0,0,18538,4709,481,0,634,635,0,0,0,10,0,0,23834,0,0,25120,389,2225,1163,10080,100,0,0
"G0500110","1900","Arkansas","050","Bradley","0110","Bradley","42","110",9651,167021,48387,470970,197410,60690,269707,0,0,219880,24390,0,1190,0,0,69,1,0,0,29,272,112,334,0,0,5263,17629,11,0,3862,3831,0,0,0,0,742,50,10603,0,0,2020,0,2237,1536,350,0,0,0
"G0500130","1900","Arkansas","050","Calhoun","0130","Calhoun","42","130",8539,151023,45775,330530,157850,51990,244660,0,0,184780,13360,70,120,0,0,0,4,0,6,66,120,10,186,0,0,5609,17610,536,0,3368,3340,0,0,150,0,982,0,4887,0,0,1410,51,3494,1780,100,0,0,0
"G0500150","1900","Arkansas","050","Carroll","0150","Carroll","42","150",18848,271851,102165,1425180,431130,112130,528124,20,2,819040,93740,1210,103600,0,60,34,109,24,770,2596,1157,893,49,0,12,26762,3879,1264,0,27,27,0,0,0,0,0,0,28306,0,0,21360,559,2167,159,5460,100,0,0
"G0500170","1900","Arkansas","050","Chicot","0170","Chicot","42","170",14528,155644,66177,2158990,615940,120670,375990,0,0,247800,4500,0,40,0,160,79,75,0,0,739,370,389,5,0,0,1460,9030,1,0,23010,22816,0,0,0,0,3867,0,0,0,0,0,2,509,9,0,0,0,0
"G0500190","1900","Arkansas","050","Clark","0190","Clark","42","190",21289,274765,97411,1055940,361110,118580,578875,50,0,540280,71280,20,11450,0,0,70,35,43,242,398,67,401,715,0,0,13871,21148,832,0,8977,8960,0,0,0,0,44,0,11963,0,0,2450,337,4466,3450,1200,0,0,0
"G0500210","1900","Arkansas","050","Clay","0210","Clay","42","210",15886,157209,80350,1158750,344420,104790,454950,0,0,795160,15600,20,66870,0,0,25,60,32,937,1499,1849,327,0,10,0,18488,5782,345,0,3684,3689,0,0,0,0,0,0,13301,0,0,22890,40,2149,115,0,0,0,0
"G0500230","1900","Arkansas","050","Cleburne","0230","Cleburne","42","230",9628,183881,56245,561490,231420,62190,294804,120,0,367000,50880,630,15180,0,0,12,65,0,29,379,94,94,1,0,0,7722,2779,363,0,2682,2693,0,0,0,0,0,0,16647,0,0,12880,81,1506,289,5700,0,0,0
"G0500250","1900","Arkansas","050","Cleveland","0250","Cleveland","42","250",11620,205425,58509,504480,229940,73140,351421,50,0,249580,30210,0,1810,0,0,6,1,0,0,502,211,5,66,0,0,11896,21286,563,0,4377,4262,0,0,0,0,179,0,13535,0,0,1460,33,5018,4301,0,0,0,0
"G0500270","1900","Arkansas","050","Columbia","0270","Columbia","42","270",22077,360774,141887,1082960,430250,135900,559153,210,0,506810,24630,40,3290,0,0,13,22,1,0,45,37,10,628,0,0,8611,27020,363,0,14933,14933,0,0,0,0,7719,0,22824,0,0,1150,103,8952,5456,3200,0,0,0
"G0500290","1900","Arkansas","050","Conway","0290","Conway","42","290",19772,202131,114253,1418330,394570,138190,475357,20,0,632050,67280,730,17740,0,0,210,240,1,44,537,431,307,29,0,0,21788,11485,711,0,15666,15722,0,0,50,0,0,0,27973,0,0,14100,28,1705,853,470,0,0,0
"G0500310","1900","Arkansas","050","Craighead","0310","Craighead","42","310",19505,175767,92533,1595340,417020,143120,566361,0,0,875320,31030,60,47300,0,0,0,98,0,156,2709,1718,441,0,0,0,19058,8949,411,0,4146,4147,0,0,0,0,0,0,6905,0,0,6460,107,2653,122,800,0,0,0
"G0500330","1900","Arkansas","050","Crawford","0330","Crawford","42","330",21270,225345,105628,1613610,451770,122900,585456,90,0,834770,64810,50,12810,0,78,271,206,27,74,677,911,310,232,0,0,89498,10102,859,0,8645,8711,0,0,0,0,0,0,24520,0,0,15930,314,1861,386,3860,0,25,0
"G0500350","1900","Arkansas","050","Crittenden","0350","Crittenden","42","350",14529,119373,76585,2569280,401500,120510,448247,0,0,540060,2380,0,0,0,0,55,45,0,0,50,83,105,5,0,0,6474,5224,355,0,24123,23885,0,0,0,0,0,0,1802,0,0,200,20,260,4,0,0,0,0
"G0500370","1900","Arkansas","050","Cross","0370","Cross","42","370",11051,113123,49584,707400,202550,67020,332237,0,0,389455,5120,20,3610,0,0,3,37,10,36,921,1084,35,0,0,0,7016,5003,104,0,6224,6236,0,0,0,0,0,0,7206,0,0,4540,22,1973,152,32000,0,0,0
"G0500390","1900","Arkansas","050","Dallas","0390","Dallas","42","390",11518,187093,55612,488630,250830,54900,294538,10,0,233650,21800,80,2170,0,0,26,17,0,0,119,124,153,249,0,0,5538,19856,199,0,3457,3393,0,0,0,0,372,0,10634,0,0,2830,521,8418,2567,0,200,0,0
"G0500410","1900","Arkansas","050","Desha","0410","Desha","42","410",11511,122301,61388,1195200,301590,88620,443511,0,0,295280,2500,0,40,0,0,45,290,0,235,618,105,148,93,0,0,3123,8362,233,0,18608,18867,0,0,0,0,0,0,3382,0,0,180,7,1351,123,0,0,0,0
"G0500430","1900","Arkansas","050","Drew","0430","Drew","42","430",19451,323909,141661,1495560,429310,132470,613877,90,0,448630,27720,0,2020,0,0,1151,11,14,28,498,191,220,839,0,0,11561,34310,263,0,15821,15548,0,0,0,0,3088,0,21090,0,0,3840,20,6459,2138,10220,0,0,0
"G0500450","1900","Arkansas","050","Faulkner","0450","Faulkner","42","450",20780,282438,137658,1295070,480760,149670,585317,90,8,616310,108960,30,48310,290,0,781,553,0,1,820,243,301,137,0,0,20127,15339,501,0,12011,12195,0,0,0,160,0,0,34291,0,0,19420,152,3479,2016,1430,0,0,0
"G0500470","1900","Arkansas","050","Franklin","0470","Franklin","42","470",17395,240303,117677,1279450,433580,142770,574591,5,0,720390,128050,190,28490,0,20,3979,299,0,24,642,319,173,237,0,0,51286,8869,1143,0,8278,8340,0,0,0,0,0,0,22098,0,0,10660,128,2432,811,2990,0,0,0
"G0500490","1900","Arkansas","050","Fulton","0490","Fulton","42","490",12917,284247,86213,1014330,337820,99680,447432,20,0,569830,73110,260,70980,0,134,71,453,18,500,2187,808,180,145,0,0,14635,4819,917,0,2122,2125,0,0,0,0,0,0,29359,0,0,27140,292,3608,372,10150,0,0,0
"G0500510","1900","Arkansas","050","Garland","0510","Garland","42","510",18773,154962,40923,703490,244960,65470,249627,310,20,213060,58310,1090,27180,0,0,46,0,0,47,486,88,131,565,0,0,19267,14432,1430,0,589,587,0,0,0,0,0,0,3996,0,0,1120,21,700,461,20,10,0,0
"G0500530","1900","Arkansas","050","Grant","0530","Grant","42","530",7671,143129,45430,355140,166010,55300,285939,0,4,232770,24050,10,6670,0,0,123,7,0,125,191,131,78,310,0,0,6726,18555,313,0,2931,2843,0,0,0,0,0,0,8663,0,0,4190,86,7783,3596,160,0,0,0
"G0500550","1900","Arkansas","050","Greene","0550","Greene","42","550",16979,193757,93229,1441170,440670,134820,570793,20,0,937330,31700,35,89250,0,0,24,84,0,771,1192,4425,207,0,0,0,22926,11419,476,0,4020,4032,0,0,0,0,0,0,22116,0,0,23620,113,5292,373,5260,0,0,0
"G0500570","1900","Arkansas","050","Hempstead","0570","Hempstead","42","570",24101,289069,146988,1507730,442960,150200,689365,14,0,681979,62610,170,12610,380,0,79,36,412,84,763,446,360,161,0,2,8891,20045,331,0,19041,19079,0,0,0,0,748,0,17614,0,0,13330,189,5674,1753,2500,0,0,0
"G0500590","1900","Arkansas","050","Hot Spring","0590","Hot Spring","42","590",12748,182667,57528,645510,250800,77090,353706,20,10,393520,45100,20,20780,570,0,2,53,0,0,536,195,503,682,0,5,13117,18701,523,0,2769,2738,0,0,0,0,0,0,9592,0,0,4800,152,4378,2302,120,0,0,0
"G0500610","1900","Arkansas","050","Howard","0610","Howard","42","610",14076,247901,86597,908440,292020,95140,474256,0,0,501570,44450,260,15610,0,0,0,3,43,10,460,435,105,246,0,0,6941,12872,315,0,8628,8662,0,0,0,0,186,0,12679,0,0,12210,168,2431,549,4600,0,0,0
"G0500630","1900","Arkansas","050","Independence","0630","Independence","42","630",22557,292040,128691,1854320,556040,168390,674419,16,0,1121940,55780,980,66030,0,0,138,183,246,285,1393,958,41,333,0,5,27185,13408,1023,0,11951,12064,0,0,0,0,0,0,34403,0,0,53430,362,4600,1259,7280,0,0,0
"G0500650","1900","Arkansas","050","Izard","0650","Izard","42","650",13506,252773,100810,803380,328440,96200,447318,310,6,598330,55180,310,47580,0,0,16,342,25,74,712,1664,188,121,0,2,11510,12853,642,0,4527,4535,0,0,0,0,0,0,39690,0,0,36280,199,4371,827,3160,0,0,0
"G0500670","1900","Arkansas","050","Jackson","0670","Jackson","42","670",18383,187959,93117,1785150,479610,124660,578685,0,0,903390,12740,70,3600,0,0,0,25,39,258,2654,2351,163,70,0,0,17255,6185,807,0,18026,18168,0,0,0,0,0,0,6012,0,0,9780,678,2068,1333,21450,0,0,0
"G0500690","1900","Arkansas","050","Jefferson","0690","Jefferson","42","690",40972,310352,162208,4318720,811330,283420,839678,20,0,685430,7920,0,1300,180,0,37,27,2,75,367,953,672,200,0,0,15692,54920,1262,0,44442,44061,0,0,0,0,0,0,8908,0,0,1250,90,3811,2377,100,0,0,0
"G0500710","1900","Arkansas","050","Johnson","0710","Johnson","42","710",17448,206497,95400,1346130,406990,108360,479564,20,0,746130,76750,340,30960,0,55,887,89,10,33,356,954,238,234,0,0,38656,5318,713,0,8586,8570,0,0,0,0,0,0,24349,0,0,8000,207,2606,629,7560,0,0,0
"G0500730","1900","Arkansas","050","Lafayette","0730","Lafayette","42","730",10594,116630,45844,496790,180760,55700,270581,0,0,223810,3650,150,300,0,0,118,0,1,35,11,36,61,276,0,0,4357,12836,219,0,9581,9525,0,0,0,0,6956,0,0,0,0,110,50,767,1117,3060,0,0,0
"G0500750","1900","Arkansas","050","Lawrence","0750","Lawrence","42","750",16491,216260,90553,1614640,406850,110610,530200,60,0,842990,29130,30,43490,0,0,19,349,14,451,2174,2398,395,131,0,0,13755,4418,814,0,6425,6460,0,0,0,0,0,0,17536,0,0,13150,185,3704,668,2650,0,0,0
"G0500770","1900","Arkansas","050","Lee","0770","Lee","42","770",19409,193863,105905,2130220,543450,141180,533868,0,0,555910,5400,0,1050,1580,0,16,36,0,7,789,2633,26,5,0,0,14658,15576,39,0,24049,24241,0,0,0,0,0,0,6158,0,0,150,105,1712,76,5200,0,0,0
"G0500790","1900","Arkansas","050","Lincoln","0790","Lincoln","42","790",13389,214025,88879,1456090,312950,123050,473539,0,0,439359,16910,30,710,0,20,75,3,1,30,189,97,247,199,0,0,9878,18669,149,0,18324,18207,0,0,0,0,1127,0,25118,0,0,770,234,3899,1913,0,0,0,0
"G0500810","1900","Arkansas","050","Little River","0810","Little River","42","810",13731,176213,67462,1066500,260330,85020,435738,60,0,489450,19280,10,1240,0,0,169,29,252,2,138,47,33,119,0,0,25207,7074,597,0,12302,12420,0,0,0,0,4447,0,0,0,0,70,142,1299,761,350,0,0,0
"G0500830","1900","Arkansas","050","Logan","0830","Logan","42","830",20563,253140,126244,1600540,564110,149800,601280,0,86,793480,139080,30,71980,0,8,456,249,11,61,776,591,238,336,0,0,49043,4522,3164,0,9147,9144,0,0,0,0,0,0,25142,0,0,9300,70,1087,480,13810,10,0,0
"G0500850","1900","Arkansas","050","Lonoke","0850","Lonoke","42","850",22544,279296,157897,2766880,770150,225110,795212,0,0,798460,99670,130,12100,0,0,10147,143,0,80,527,3120,754,249,0,15,42544,25641,4600,0,24592,24436,0,0,0,230,0,0,29970,0,0,14070,469,9253,1412,9450,0,0,0
"G0500870","1900","Arkansas","050","Madison","0870","Madison","42","870",19864,398198,125826,1599610,452480,127100,621968,3,37,1088860,79950,1280,86260,0,10,1,62,0,705,2078,415,255,5,0,0,41624,9914,1107,0,49,49,0,0,0,0,0,0,33709,0,0,27230,562,3084,163,1850,0,0,0
"G0500890","1900","Arkansas","050","Marion","0890","Marion","42","890",11377,197027,67742,1265440,299550,74940,371739,90,0,476090,40690,430,41940,0,1,10,97,0,340,538,572,131,0,0,0,8303,5036,624,0,2194,2198,0,0,0,0,0,0,19960,0,0,11970,163,780,258,3580,0,0,0
"G0500910","1900","Arkansas","050","Miller","0910","Miller","42","910",17558,182936,74560,917770,286080,85520,451898,0,0,408250,19610,0,300,0,0,1,73,0,0,323,132,569,626,0,0,7563,20717,684,0,9716,9666,0,0,0,0,1964,0,9287,0,0,4120,175,2019,1074,0,0,0,0
"G0500930","1900","Arkansas","050","Mississippi","0930","Mississippi","42","930",16384,124684,76655,2408340,473180,140750,587336,0,0,913640,2800,0,0,0,0,1,214,986,197,950,93,302,80,0,0,94826,1669,450,0,22577,22609,0,0,0,0,0,0,275,0,0,40,10,0,35,0,0,0,0
"G0500950","1900","Arkansas","050","Monroe","0950","Monroe","42","950",16816,131901,77602,1500720,304240,80220,408166,0,0,366960,3230,0,890,0,0,534,5,0,18,574,703,72,0,6,0,15532,9165,222,0,16164,15931,0,0,0,0,0,0,4727,0,0,610,6,977,30,2000,0,0,0
"G0500970","1900","Arkansas","050","Montgomery","0970","Montgomery","42","970",9444,211091,53422,613880,202260,66230,312707,3,0,313880,57100,410,37300,0,0,51,56,8,140,474,310,154,732,0,0,13089,4337,455,0,2000,1976,0,0,20,0,0,0,9236,0,0,12850,185,857,423,1800,0,0,0
"G0500990","1900","Arkansas","050","Nevada","0990","Nevada","42","990",16609,245274,102945,804940,348310,111380,495435,0,0,424060,77800,180,9210,1000,0,255,66,0,6,449,1,33,709,0,0,6560,18108,459,0,8988,8848,0,0,0,0,548,0,19141,0,0,1290,107,6221,1356,80,0,0,0
"G0501010","1900","Arkansas","050","Newton","1010","Newton","42","1010",12538,258301,60973,745270,222840,61790,344610,60,2,527470,31760,570,31630,20,0,0,43,0,127,33,72,229,62,0,0,27762,2309,492,0,482,481,0,0,200,0,0,0,14253,0,0,31890,985,1626,136,1600,0,0,0
"G0501030","1900","Arkansas","050","Ouachita","1030","Ouachita","42","1030",20892,263448,94497,704280,308640,94970,407755,50,0,314710,33870,140,1030,750,0,30,1,3,2,89,158,51,398,0,0,8288,24517,584,0,6098,5978,0,0,0,0,1483,0,13873,0,0,170,76,9501,2509,0,0,0,0
"G0501050","1900","Arkansas","050","Perry","1050","Perry","42","1050",7294,86424,36701,568640,126000,47310,198865,0,0,246240,28730,10,6080,0,0,0,78,0,0,121,39,31,143,0,0,5182,1485,171,0,4663,4681,0,0,0,0,0,0,2639,0,0,1830,18,502,119,0,0,0,0
"G0501070","1900","Arkansas","050","Phillips","1070","Phillips","42","1070",26561,300717,120191,2550090,706900,171950,731986,0,0,689920,3890,150,520,0,18,22,112,22,1103,941,3720,62,57,0,1,12409,26127,281,0,29407,29289,0,0,0,0,0,0,3376,0,0,140,100,1485,298,2200,0,0,0
"G0501090","1900","Arkansas","050","Pike","1090","Pike","42","1090",10301,192286,59394,492230,196080,66270,322366,0,10,439650,37360,50,10740,0,45,83,46,0,0,89,748,148,152,0,0,6461,7534,195,0,4404,4420,0,0,0,5,0,0,7006,0,0,8690,261,1249,345,1000,0,0,0
"G0501110","1900","Arkansas","050","Poinsett","1110","Poinsett","42","1110",7025,91365,27615,598490,159550,41900,275219,0,0,311270,4830,0,1940,0,0,247,79,18,51,1127,865,167,0,0,0,7297,2952,559,0,1925,1919,0,0,0,0,0,0,2797,0,0,1220,40,622,155,0,0,0,0
"G0501130","1900","Arkansas","050","Polk","1130","Polk","42","1130",18352,152693,58976,878520,270540,78930,359060,0,4,401860,102980,190,19150,0,0,54,26,0,86,383,692,419,109,10,2,26235,10757,1461,0,1204,1204,0,0,0,0,0,0,15600,0,0,21420,61,609,572,0,0,0,0
"G0501150","1900","Arkansas","050","Pope","1150","Pope","42","1150",21715,256596,119079,1467260,469470,143990,587883,30,0,840270,78600,430,34870,0,0,290,161,0,0,1419,2070,202,53,0,0,29945,10321,427,0,12604,12746,0,0,0,0,0,0,33312,0,0,19610,93,3170,973,6630,0,0,0
"G0501170","1900","Arkansas","050","Prairie","1170","Prairie","42","1170",11875,188821,94478,1303890,321160,104510,450463,0,0,330330,61190,0,11660,0,0,13997,534,11,0,538,726,1292,30,0,0,22466,10049,516,0,7978,8065,0,0,0,0,0,0,6240,0,0,1480,149,6200,654,13730,0,0,0
"G0501190","1900","Arkansas","050","Pulaski","1190","Pulaski","42","1190",63179,223428,124210,3590480,711810,243060,741541,0,0,680410,83710,40,9630,0,36,347,156,67,20,1737,1391,696,313,5,0,41834,52416,3573,0,23325,23325,0,0,0,0,0,0,11883,0,0,2910,766,4791,992,2000,0,0,0
"G0501210","1900","Arkansas","050","Randolph","1210","Randolph","42","1210",17156,252293,115910,1358290,429360,124510,616160,0,0,1044140,63910,140,67690,3300,0,74,287,7,887,1857,1107,161,29,0,0,25012,6780,1287,0,5996,6033,0,0,0,0,0,0,30724,0,0,30590,111,1814,250,13410,0,0,0
"G0501230","1900","Arkansas","050","St Francis","1230","St Francis","42","1230",17157,164108,85250,1538240,455720,121530,528200,0,0,578015,8020,0,2150,0,154,309,107,8,4,915,1802,110,0,0,16,53108,7988,122,0,17139,17263,0,0,0,0,0,0,15289,0,0,730,197,2629,236,0,0,0,0
"G0501250","1900","Arkansas","050","Saline","1250","Saline","42","1250",13122,192480,70953,917520,285620,97210,417340,90,0,437550,74210,50,32690,0,0,24,48,0,139,497,182,8,73,0,0,34540,15036,410,0,4329,4262,0,0,0,0,0,0,10950,0,0,12470,67,2802,903,6790,0,0,0
"G0501270","1900","Arkansas","050","Scott","1270","Scott","42","1270",13183,203264,70359,857020,284700,98030,384984,5,0,450460,85310,240,26420,300,0,181,77,0,16,540,185,222,105,3,0,17272,3489,416,0,3548,3548,0,0,0,0,0,0,4995,0,0,10330,39,311,543,670,0,0,0
"G0501290","1900","Arkansas","050","Searcy","1290","Searcy","42","1290",11988,207841,67513,807560,267600,80090,376387,120,0,728040,58170,840,54220,20,0,0,29,0,475,484,57,72,41,0,0,13588,4706,726,0,2193,2193,0,0,0,0,0,0,17854,0,0,13710,166,1405,148,410,0,0,0
"G0501310","1900","Arkansas","050","Sebastian","1310","Sebastian","42","1310",36935,229070,116688,2558170,654230,175910,676515,0,0,819150,140420,200,26520,0,86,4513,375,21,65,1077,504,405,121,0,0,256200,24230,1320,0,6357,6381,0,0,0,0,0,0,19634,0,0,6750,645,2419,2068,11320,0,0,0
"G0501330","1900","Arkansas","050","Sevier","1330","Sevier","42","1330",16339,190715,68704,923090,259550,85200,395453,0,0,502320,51940,20,5840,0,0,0,4,1868,213,518,262,26,152,0,0,16305,12136,3753,0,6285,6103,0,0,0,0,0,0,19314,0,0,7140,229,1466,1962,190,0,0,0
"G0501350","1900","Arkansas","050","Sharp","1350","Sharp","42","1350",12199,263120,84241,974530,324540,102010,476896,3,0,543680,60970,430,52420,0,0,15,693,60,153,834,1677,288,694,0,0,13164,7984,646,0,3250,3256,0,0,0,0,0,0,27305,0,0,33600,423,4753,947,2620,0,0,0
"G0501370","1900","Arkansas","050","Stone","1370","Stone","42","1370",8100,141078,44148,496530,169030,56430,259242,30,0,402570,61740,680,29780,0,0,0,24,0,795,58,74,132,0,0,3,6853,3657,480,0,2160,2146,0,0,0,0,0,0,6657,0,0,15360,513,1391,109,3450,0,0,0
"G0501390","1900","Arkansas","050","Union","1390","Union","42","1390",22495,379701,123296,760237,337043,108650,507016,0,0,440190,10410,20,1140,240,71,27,42,0,20,40,13,3,292,20,0,9728,42471,738,0,11980,11790,0,0,0,0,9894,0,20735,0,0,4670,242,9451,5342,470,0,0,0
"G0501410","1900","Arkansas","050","Van Buren","1410","Van Buren","42","1410",11220,240779,79911,611727,256693,84070,332982,240,3,507500,60100,430,24570,0,0,0,100,6,20,116,317,199,243,0,0,12133,3432,1290,0,2957,2996,0,0,0,0,0,0,22642,0,0,13590,171,2005,770,1890,0,0,0
"G0501430","1900","Arkansas","050","Washington","1430","Washington","42","1430",34256,489711,237606,4888080,1429330,347000,1151845,90,17,1899550,221800,1080,417100,0,481,531,190,84,4174,5897,5864,1100,367,339,10,56661,18252,2704,0,10,10,0,0,0,3,0,0,47008,0,0,44710,475,5223,695,13380,0,0,0
"G0501450","1900","Arkansas","050","White","1450","White","42","1450",24864,326863,139316,1499556,654864,173200,694193,20,18,764700,85430,0,19590,0,0,1,93,1,149,1939,2026,652,200,0,0,39765,17329,279,0,9236,9236,0,0,0,0,0,0,22032,0,0,15530,251,10124,1175,14780,100,0,0
"G0501470","1900","Arkansas","050","Woodruff","1470","Woodruff","42","1470",16304,134084,88186,1874660,455360,109410,502397,0,0,563750,4310,0,2200,0,0,0,46,0,185,280,2453,536,70,0,0,8895,7678,385,0,22488,20713,0,0,0,0,0,0,2987,0,0,640,65,618,256,1500,0,0,0
"G0501490","1900","Arkansas","050","Yell","1490","Yell","42","1490",22750,252241,113356,1746270,539790,163040,629016,120,0,775340,120840,100,44980,0,150,109,466,2,51,623,237,878,62,0,0,27117,10283,1212,0,13990,13954,0,0,0,0,0,0,22207,0,0,9430,40,1367,1097,8040,0,0,0
"G0600010","1900","California","060","Alameda","0010","Alameda","71","10",130197,398289,226118,28751590,3485310,780040,1602596,1198010,510,34002,209100,389,199197,0,0,5,0,2169,626,5913,100690,3483,0,1,0,147711,100,27697,7500,0,0,0,0,0,0,0,0,0,0,0,0,8504,3819,0,0,507000,0,0
"G0600030","1900","California","060","Alpine","0030","Alpine","71","30",509,15681,4391,198100,45400,10810,70131,600,0,0,3180,0,9847,0,0,30,0,20,45,3347,10,0,0,0,0,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600050","1900","California","060","Amador","0050","Amador","71","50",11116,214024,48936,2185150,495630,127180,510890,114340,2400,21107,18000,300,49903,0,0,459,0,4822,240,866,13589,1371,0,0,0,13150,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"G0600070","1900","California","060","Butte","0070","Butte","71","70",17117,677080,302029,12460530,1434870,439390,1200614,585290,0,14172,34579,0,1893807,0,1931,1362,94,18064,158,3034,35634,355,270,0,0,13431,727,1187,0,0,0,0,0,620000,250,0,0,45,0,0,0,132,0,0,40000,0,0,0
"G0600090","1900","California","060","Calaveras","0090","Calaveras","71","90",11200,212820,41402,1393510,427190,89030,425929,23180,0,1894,4705,180,35037,0,0,992,5,1887,37,757,16705,256,0,0,0,7336,107,804,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0
"G0600110","1900","California","060","Colusa","0110","Colusa","71","110",7364,550002,358227,10885350,838420,417690,913023,1759430,0,36451,27690,400,3291570,0,12980,1051,0,5575,588,166,27801,65,0,138,0,8413,1967,1385,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,156,259800,0,0,0
"G0600130","1900","California","060","Contra Costa","0130","Contra Costa","71","130",18046,406563,262617,15553110,1675790,404590,1240897,794550,0,11786,345414,1736,918937,0,0,100,0,1311,0,645,114120,1640,0,0,0,220621,856,9376,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,25,0,0,0,0
"G0600150","1900","California","060","Del Norte","0150","Del Norte","71","150",2408,33115,9787,687830,121840,35130,176240,4370,0,1320,17370,0,1110,0,0,0,0,2,165,1531,3899,90,0,0,262,13672,200,66,0,0,0,0,0,0,0,0,0,0,0,0,0,194,458,0,0,0,0,0
