GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AGP001,AGP002,AGV001,AGV002,AGY001,AGY002,AGY003,AGY004,AGY005,AGY006,AGY007,AGY008,AGY009,AGY010,AGY011,AGY012,AGY013,AGY014,AGY015,AGY016,AGY017,AGY018,AGY019,AGY020,AGY021,AGY022,AGY023,AGY024,AGY025,AGY026,AGY027,AGY028,AGY029,AGY030,AGY031,AGY032,AGY033
"G2800130","1860","Mississippi","280","Calhoun","0130","Calhoun","46","130",56295,155571,1260177,113891,3087,161,337714,3754,97,2498,8166,9325,3472,1846,55985,8,0,0,87715,65,4,0,10,5,0,0,0,0,0,0,0,0,0,0,281,416,19554
"G2800150","1860","Mississippi","280","Carroll","0150","Carroll","46","150",164239,408216,8276506,355714,10422,1472,1140174,5950,439,85,42880,12414,158282,11660,159158,0,100,1093,160638,100,2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,17579
"G2800170","1860","Mississippi","280","Chickasaw","0170","Chickasaw","46","170",102417,192764,4509034,150674,25734,868,862256,4946,0,0,26494,11527,18863,7737,95319,0,20,56,152376,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,16439
"G2800190","1860","Mississippi","280","Choctaw","0190","Choctaw","46","190",90204,257055,2432510,137865,30968,69,599995,2603,20,0,13558,18427,9226,1707,110265,0,0,0,143184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,22323
"G2800210","1860","Mississippi","280","Claiborne","0210","Claiborne","46","210",127260,153265,4778610,194750,300,0,522935,0,30,30000,33178,24210,97095,9427,82935,0,0,0,84450,0,2067,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1074,2445
"G2800230","1860","Mississippi","280","Clarke","0230","Clarke","46","230",47018,110323,2293619,75625,3121,144,297860,2410,13821,80050,9196,3889,17564,3700,78094,0,0,4,48535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,300
"G2800270","1860","Mississippi","280","Coahoma","0270","Coahoma","46","270",39139,121670,5100595,129750,1025,60,235380,100,0,0,13325,42,806,6783,11430,50,0,2,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,130,850
"G2800290","1860","Mississippi","280","Copiah","0290","Copiah","46","290",106203,307809,1550639,155470,0,50,560880,1050,1470,0,22461,6307,31176,1569,99337,0,0,8,38660,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,8934
"G2800310","1860","Mississippi","280","Covington","0310","Covington","46","310",25340,101973,428195,59113,700,98,155420,1360,30205,686,3002,12016,28626,2380,51967,0,50,75,24397,200,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,8960
"G2800330","1860","Mississippi","280","DeSoto","0330","De Soto","46","330",174952,243979,6578547,282518,39973,3825,834165,2959,7,455,40113,16351,67492,22508,89620,6,0,238,226764,0,3349,0,139,8,0,0,0,0,0,0,0,0,0,0,0,887,25318
"G2800370","1860","Mississippi","280","Franklin","0370","Franklin","46","370",64384,204804,1341737,150129,0,0,307711,0,1602,0,13560,5472,10747,3874,61016,0,0,0,25607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,8551
"G2800410","1860","Mississippi","280","Greene","0410","Greene","46","410",6671,71399,879110,11728,0,7,48048,0,53685,0,146,8505,2042,387,25443,0,0,0,4265,20,4,0,0,0,0,0,0,0,0,0,0,0,0,130,0,736,10366
"G2800450","1860","Mississippi","280","Hancock","0450","Hancock","46","450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2800470","1860","Mississippi","280","Harrison","0470","Harrison","46","470",8674,96839,683900,25900,0,75,48274,600,128480,25,4670,11251,1846,391,18395,0,0,13,2295,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,2426
"G2800490","1860","Mississippi","280","Hinds","0490","Hinds","46","490",190599,210342,6240445,311161,470,525,1028343,6508,2920,0,54685,36870,105629,16328,178387,0,10,352,131077,5,1575,0,60,0,0,0,0,0,0,0,0,0,0,320,0,1528,19385
"G2800510","1860","Mississippi","280","Holmes","0510","Holmes","46","510",136992,208384,6074192,267102,1677,240,845724,621,5,3000,41840,5368,12119,11125,104217,0,0,80,107564,0,2356,0,0,0,0,0,0,0,0,0,0,0,0,80,0,446,12699
"G2800550","1860","Mississippi","280","Issaquena","0550","Issaquena","46","550",56596,108472,6576505,273620,0,0,398500,1420,20,100,41170,3826,1800,1980,6500,0,0,0,2000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2800570","1860","Mississippi","280","Itawamba","0570","Itawamba","46","570",95866,309673,2021943,142158,29481,1597,627659,4916,1938,3568,12276,22024,47618,6594,100955,168,103,75,154635,520,21,0,52,15,0,0,0,0,0,0,39,0,0,403,1115,1628,28458
"G2800590","1860","Mississippi","280","Jackson","0590","Jackson","46","590",2605,51403,38006,5347,0,0,14715,0,10500,0,4,10106,1079,313,9870,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,8305
"G2800610","1860","Mississippi","280","Jasper","0610","Jasper","46","610",67708,184375,2157167,88824,1411,355,396360,1445,39229,380,10132,11739,19337,4565,93890,0,0,45,57328,97,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,23171
"G2800630","1860","Mississippi","280","Jefferson","0630","Jefferson","46","630",123368,159159,3232595,220056,90,220,525375,100,0,300,30913,23062,91666,10190,85675,0,0,20,91684,0,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,3750
"G2800670","1860","Mississippi","280","Jones","0670","Jones","46","670",14533,92768,351438,18895,20,85,81545,253,20653,137,633,7017,8510,1169,31739,50,0,0,11850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,12162
"G2800690","1860","Mississippi","280","Kemper","0690","Kemper","46","690",88897,174168,2533819,108841,4902,348,497349,2925,4350,570,15404,8653,20206,8626,111795,20,0,169,115316,15,0,0,2,0,0,0,0,0,0,0,0,200,0,40,0,2946,24630
"G2800710","1860","Mississippi","280","Lafayette","0710","Lafayette","46","710",101469,271977,3180690,156510,35049,4262,644089,975,70,0,19282,11260,67008,12518,74084,8,0,303,162595,0,17,0,0,0,0,0,0,0,0,0,0,0,0,15,0,150,12557
"G2800750","1860","Mississippi","280","Lauderdale","0750","Lauderdale","46","750",81570,128872,2032489,139059,3252,449,478271,2001,30015,170,12700,11290,58109,8816,125214,1,0,1077,72972,0,57,1,1,26,0,0,0,0,0,0,0,0,0,4,0,1813,17772
"G2800770","1860","Mississippi","280","Lawrence","0770","Lawrence","46","770",53352,205428,1286135,80761,511,158,281213,290,206,0,6893,11585,7238,1670,52272,0,0,0,26627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,3506
"G2800790","1860","Mississippi","280","Leake","0790","Leake","46","790",56289,123293,1413378,72342,8644,485,309194,3870,7520,990,10251,9080,23530,4980,57525,20,0,10,70872,0,9,0,0,0,0,0,0,0,0,0,0,260,0,313,31,1218,23182
"G2800870","1860","Mississippi","280","Lowndes","0870","Lowndes","46","870",167373,154190,7726605,188010,24816,1080,1157271,2608,0,225,51234,8627,55318,6896,117491,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,348,16425
"G2800890","1860","Mississippi","280","Madison","0890","Madison","46","890",239788,187496,8181595,434675,3810,3830,1194540,5424,2480,1305,51327,29718,18279,14905,215070,30,0,425,168048,220,91,0,0,14,0,0,0,0,0,0,0,0,0,1230,0,1511,19857
"G2800910","1860","Mississippi","280","Marion","0910","Marion","46","910",24216,103681,386083,27807,0,0,122230,0,3150,0,2379,6952,19168,975,34995,0,0,0,16410,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,475,7195
"G2800930","1860","Mississippi","280","Marshall","0930","Marshall","46","930",214939,248939,7076960,415410,58409,4423,1068350,5404,900,965,49348,18820,148355,28439,118359,55,15,364,244861,0,2595,1,124,35,0,0,0,0,0,0,0,0,0,340,0,1162,17398
"G2800950","1860","Mississippi","280","Monroe","0950","Monroe","46","950",153699,261717,6446406,179597,29782,1220,1145499,7871,1200,3053,46385,14800,50745,6169,196542,139,710,391,107511,180,81,5,46,6,0,0,0,0,0,10,0,0,0,0,0,1038,14805
"G2800990","1860","Mississippi","280","Neshoba","0990","Neshoba","46","990",45787,147780,960192,69164,15918,561,269085,1084,3710,1371,5692,10116,4743,3338,62350,91,5,52,70727,1020,0,0,0,0,0,0,0,0,0,0,0,2,0,121,0,743,13550
"G2801010","1860","Mississippi","280","Newton","1010","Newton","46","1010",48805,143693,1179733,64273,1332,563,346460,3433,862,0,8205,2816,18997,1982,55028,0,0,0,38490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390
"G2801030","1860","Mississippi","280","Noxubee","1030","Noxubee","46","1030",162835,178710,8353247,244804,8210,558,1286085,7662,0,900,50096,9877,27762,9776,147414,155,0,581,164676,30,36,0,50,0,0,0,0,0,0,0,0,0,0,350,0,1240,25560
"G2801050","1860","Mississippi","280","Oktibbeha","1050","Oktibbeha","46","1050",90959,139324,3352455,137152,22359,554,664595,1727,1925,960,19959,9490,28563,7607,84643,7,320,53,129435,37,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,571,13845
"G2801070","1860","Mississippi","280","Panola","1070","Panola","46","1070",102986,216625,3682361,198410,23350,2052,533340,2797,220,655,24311,14058,53810,12854,57520,10,0,71,132465,175,33,0,77,2,0,0,0,0,0,0,0,0,0,0,0,675,15432
"G2801110","1860","Mississippi","280","Perry","1110","Perry","46","1110",9629,92602,209598,11955,459,37,73920,1178,100356,867,306,8489,6517,1065,39853,0,0,0,13830,115,1,0,0,0,0,0,0,0,0,0,60,0,0,33,0,1553,16124
"G2801130","1860","Mississippi","280","Pike","1130","Pike","46","1130",58292,240610,1544998,127610,990,543,314135,6097,57467,119,8588,15596,65595,5599,68241,0,0,8,78835,0,843,0,0,10,0,0,0,0,0,0,0,0,0,0,0,650,8685
"G2801150","1860","Mississippi","280","Pontotoc","1150","Pontotoc","46","1150",145546,321967,4264377,233148,44573,1426,1012328,3154,1296,2439,24258,22950,12820,13553,117422,289,98,235,279677,160,9,0,0,47,0,0,0,0,0,0,0,0,0,1602,0,1276,29408
"G2801210","1860","Mississippi","280","Rankin","1210","Rankin","46","1210",90086,278738,3346169,144230,1028,39,497975,726,43210,40,18156,9890,25485,9062,101427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,15427
"G2801230","1860","Mississippi","280","Scott","1230","Scott","46","1230",38463,157043,1528199,68134,3120,100,296085,1088,1598,375,7152,6937,24837,4917,64878,98,0,5,64419,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,11040
"G2801270","1860","Mississippi","280","Simpson","1270","Simpson","46","1270",38741,114316,879970,50288,916,14,201639,100,5108,0,4670,8770,21169,2944,37147,0,0,0,21837,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950
"G2801290","1860","Mississippi","280","Smith","1290","Smith","46","1290",37283,118947,1101771,76638,1503,465,243143,240,31611,550,5509,8957,22575,3212,56816,7,0,0,31248,307,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1051,10820
"G2801330","1860","Mississippi","280","Sunflower","1330","Sunflower","46","1330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2801350","1860","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",54907,166025,3337592,158926,2746,100,373150,1262,1,2350,15894,3568,27646,9864,49434,5,0,268,70562,220,6,0,10,37,0,0,0,0,0,0,0,44,0,15,0,522,10246
"G2801390","1860","Mississippi","280","Tippah","1390","Tippah","46","1390",141981,334734,3349432,228606,58049,2094,814625,2453,7588,2643,20327,24362,48380,14315,81500,115,0,224,287215,448,4305,1,112,0,0,0,0,0,0,0,0,0,0,805,0,1184,30503
"G2801410","1860","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",106824,324680,2110705,179777,38884,1708,883681,3205,531,15045,11479,22768,35523,12926,82708,273,93,239,276093,213,104,0,258,37,0,0,0,50,3,0,0,0,0,2665,0,932,23021
"G2801430","1860","Mississippi","280","Tunica","1430","Tunica","46","1430",29341,91085,4217575,106793,575,120,180055,675,500,200,13025,525,3363,3727,9613,10,0,0,45440,0,25,0,15,0,0,0,0,0,0,0,0,0,0,0,0,473,3366
"G2801490","1860","Mississippi","280","Warren","1490","Warren","46","1490",110480,186089,5141820,96217,100,0,57865,200,0,0,36338,29786,30587,21213,53544,100,175,550,111525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,275
"G2801510","1860","Mississippi","280","Washington","1510","Washington","46","1510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2801530","1860","Mississippi","280","Wayne","1530","Wayne","46","1530",18799,40420,347840,32301,320,0,95545,0,0,0,2742,300,3800,557,25365,0,0,0,9841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801570","1860","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",112693,170822,3389407,254113,0,0,494117,40,810,0,39387,9321,38410,5448,94208,0,0,0,58393,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,5725
"G2801590","1860","Mississippi","280","Winston","1590","Winston","46","1590",66630,203488,1505740,114925,16688,243,361005,5712,3185,1635,9690,10247,5210,2600,66100,69,0,40,95575,0,990,0,50,0,0,0,0,0,0,0,0,0,0,0,0,655,16464
"G2801610","1860","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",113646,235683,3235661,131408,7072,150,553656,465,0,0,24760,1740,57284,1040,76536,0,0,15,74420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801630","1860","Mississippi","280","Yazoo","1630","Yazoo","46","1630",179288,411121,10287228,522151,130,53,956220,1227,0,0,64075,3288,20251,9415,159500,0,0,0,135947,0,2824,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2900010","1860","Missouri","290","Adair","0010","Adair","34","10",45373,125090,755715,62139,7864,1648,554835,11942,0,84353,300,15162,557,17185,431,571,5116,0,123028,7780,4730,3,1611,0,0,0,0,814,52,0,6025,0,402,0,8198,570,26815
"G2900030","1860","Missouri","290","Andrew","0030","Andrew","34","30",72026,108528,3000467,105647,51515,9636,1138714,57185,0,32500,0,26877,128,27205,1535,11431,4049,0,221979,11476,6937,1,764,0,127,0,0,70,2,0,1083,0,198,0,9551,1380,35695
"G2900050","1860","Missouri","290","Atchison","0050","Atchison","34","50",30964,75774,1318545,58678,51463,2250,659128,30853,0,1925,2,10296,433,14329,407,172,1089,312,79993,3105,4031,0,156,0,216,0,1,0,0,0,55,0,0,0,9050,632,12285
"G2900070","1860","Missouri","290","Audrain","0070","Audrain","34","70",84531,160905,3557273,96021,11519,433,804555,28009,0,107715,0,26479,923,19254,3241,10,1206,79,127321,1721,4825,87,802,0,0,0,0,30,2,0,0,0,0,0,1537,600,23210
"G2900090","1860","Missouri","290","Barry","0090","Barry","34","90",27243,60887,624994,54177,49942,7382,481683,20837,100,38479,355,14436,26,10521,5292,0,152,0,86031,318,1535,9,87,0,0,0,0,179,1,0,595,0,0,0,17006,150,7049
"G2900110","1860","Missouri","290","Barton","0110","Barton","34","110",6552,96223,398895,12915,2124,116,89740,3666,0,1690,0,2161,108,2565,121,0,95,0,28945,1690,750,0,155,2,0,0,0,410,8,0,0,0,0,0,1591,58,610
"G2900130","1860","Missouri","290","Bates","0130","Bates","34","130",33781,114385,1074464,49537,1779,100,526040,40710,0,2350,43,9742,751,7442,138,91,257,0,78030,1735,2546,5,418,0,0,0,0,127,26,0,0,0,0,0,9747,154,6379
"G2900150","1860","Missouri","290","Benton","0150","Benton","34","150",51371,179486,1342291,89625,21304,5827,550275,26490,0,46119,0,17157,344,15114,1561,93,2707,235,134806,2856,2525,12,379,5,0,0,0,165,6,0,10,0,0,0,12340,236,7302
"G2900170","1860","Missouri","290","Bollinger","0170","Bollinger","34","170",34620,155875,694655,50504,50035,593,316790,9953,0,41820,0,15649,469,8865,7005,211,270,0,63706,0,416,0,15,10,0,135,35,2432,165,0,12996,0,1054,0,5651,192,3756
"G2900190","1860","Missouri","290","Boone","0190","Boone","34","190",202487,166821,4634820,186246,71906,5769,1869922,64713,0,489031,0,65630,3271,25056,3638,21,1495,10,191329,1030,8390,189,411,9,0,215,0,1366,86,0,14336,0,6220,0,9330,196,14514
"G2900210","1860","Missouri","290","Buchanan","0210","Buchanan","34","210",113399,135721,6523511,135519,64335,11379,1336687,79571,100,6500,0,24959,202,46179,5821,3896,626,0,165093,1028,7408,0,196,1,1479,0,0,0,0,0,0,0,0,0,262,827,18995
"G2900230","1860","Missouri","290","Butler","0230","Butler","34","230",8979,59628,189001,15554,3582,75,89581,342,0,6310,0,2723,717,3812,1977,0,0,0,36295,40,23,4,0,0,0,0,0,5,0,0,540,0,602,0,0,11,221
"G2900250","1860","Missouri","290","Caldwell","0250","Caldwell","34","250",39420,106097,1282636,66008,6810,673,523485,8410,0,10556,0,12347,657,8957,371,17,4475,9,114917,3338,3279,20,366,0,0,0,0,110,1,0,15,0,0,0,6115,1860,26739
"G2900270","1860","Missouri","290","Callaway","0270","Callaway","34","270",154578,295918,4818339,170814,60692,6994,1346777,130480,200,1433374,150,62916,3753,29482,7521,993,1189,542,217514,615,11690,32,271,27,35,0,0,4261,171,0,8685,0,786,216,1408,720,13000
"G2900290","1860","Missouri","290","Camden","0290","Camden","34","290",17267,46283,390845,23096,15878,227,224447,9248,0,13050,0,8829,376,4719,561,0,215,0,45622,912,513,0,39,4,0,0,0,425,4,0,5,0,0,0,5120,174,4017
"G2900310","1860","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",78816,187205,2709272,140633,198475,1377,699973,24104,0,36350,0,24818,3161,22892,11746,4856,665,6,95425,1612,2602,6,213,42,0,0,0,1177,21,0,3225,10,691,0,1201,624,12576
"G2900330","1860","Missouri","290","Carroll","0330","Carroll","34","330",51788,140528,2467993,111961,12137,665,812520,9872,5,553000,85,20059,1729,13640,1184,158,1561,22,161099,1690,2932,8,1388,8,612,4,0,35,3,0,0,7,0,8618,0,1492,26813
"G2900350","1860","Missouri","290","Carter","0350","Carter","34","350",4603,24517,105245,7068,2604,175,68176,1473,0,36459,50,1788,30,1855,545,0,0,0,16825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,47,950
"G2900370","1860","Missouri","290","Cass","0370","Cass","34","370",76898,183248,2690460,115028,31326,490,1183344,25258,0,4501,0,22327,718,10759,703,0,772,64,211717,7730,5070,22,1636,0,8,0,0,20,0,0,0,0,0,0,10893,1700,19423
"G2900390","1860","Missouri","290","Cedar","0390","Cedar","34","390",37658,162682,1370566,65448,30234,3062,431495,49759,0,22270,0,15956,67,9603,2158,12,150,0,110960,2862,1027,7,179,0,0,0,0,580,25,0,0,0,0,0,16641,260,4273
"G2900410","1860","Missouri","290","Chariton","0410","Chariton","34","410",81171,213737,2680166,111170,12816,1804,938801,19020,0,4356024,0,22949,1480,25485,4426,252,2329,110,172643,1425,4620,23,1019,0,50,0,1,130,6,0,0,0,0,3708,0,1040,17542
"G2900430","1860","Missouri","290","Christian","0430","Christian","34","430",23789,66029,783906,51492,48015,3547,353646,29467,0,36655,0,8926,513,8786,4444,20,20,0,82645,2258,499,59,267,0,0,0,0,710,24,0,5853,0,0,0,6895,90,7328
"G2900450","1860","Missouri","290","Clark","0450","Clark","34","450",73195,112939,3046500,101607,30786,10648,996660,16411,0,10275,0,19423,960,27644,2503,609,5483,28,185794,10931,7588,70,1858,37,0,0,0,365,18,0,436,0,320,0,9299,997,24262
"G2900470","1860","Missouri","290","Clay","0470","Clay","34","470",127314,124339,5309271,128726,39398,2694,1341405,48127,0,7400,0,45400,474,33144,5592,289,230,40,167060,1755,6645,15,638,1,499,0,0,3480,135,0,4295,30,312,126,3856,1562,16265
"G2900490","1860","Missouri","290","Clinton","0490","Clinton","34","490",71616,98785,2834145,79451,18194,2982,913865,58888,50,6555,0,22657,1282,16112,1353,309,1797,75,117555,3401,4492,23,994,48,43,2,0,480,5,0,390,0,40,0,5425,1151,33644
"G2900510","1860","Missouri","290","Cole","0510","Cole","34","510",39899,123783,1247878,48943,42944,685,374334,14874,120,22850,188,11991,127,21423,2803,6333,838,50,92119,235,1692,13,25,0,0,0,0,5,0,0,0,0,0,0,23,140,1140
"G2900530","1860","Missouri","290","Cooper","0530","Cooper","34","530",116197,177053,5186619,167030,70432,2462,1765220,53497,95,82755,201,40192,1961,36459,5125,1984,766,1305,208100,3516,8318,77,1151,63,31,0,0,315,11,0,0,0,0,0,7556,784,14748
"G2900550","1860","Missouri","290","Crawford","0550","Crawford","34","550",25845,114453,697264,45187,24498,1865,300918,19036,0,68756,0,12476,956,13726,3055,0,380,47,69132,648,721,0,80,8,0,0,0,1755,5,0,4518,0,1082,2365,0,228,2709
"G2900570","1860","Missouri","290","Dade","0570","Dade","34","570",41830,151856,1414927,53123,42402,2605,558155,75880,0,14205,0,19023,1179,13743,3167,0,32,140,62806,2900,759,0,353,0,5,0,0,1123,137,0,0,0,0,0,20878,794,10554
"G2900590","1860","Missouri","290","Dallas","0590","Dallas","34","590",40923,120950,497821,14807,42799,1392,401495,27900,0,41481,1200,16425,735,11326,2622,103,258,25,92010,3396,1407,40,536,18,0,0,50,3752,109,0,329,0,0,0,15463,305,4577
"G2900610","1860","Missouri","290","Daviess","0610","Daviess","34","610",72038,189636,2526192,92680,15564,2399,674620,12059,0,21300,0,17374,36,9011,270,0,2126,0,18080,130,3493,0,78,9,0,0,0,1075,5,0,640,0,0,0,12230,494,20891
"G2900630","1860","Missouri","290","DeKalb","0630","De Kalb","34","630",33589,72968,1495356,44864,10003,2326,453490,26160,0,6750,15,12875,614,9002,630,525,1946,20,84677,3433,4567,0,752,12,150,0,0,92,51,0,0,0,0,0,6608,1564,33400
"G2900650","1860","Missouri","290","Dent","0650","Dent","34","650",21271,165843,450605,30684,19980,1098,257240,5943,0,14000,0,7381,46,7002,521,0,0,0,33971,20,148,0,22,0,0,0,0,0,0,0,0,0,0,0,8769,40,108
"G2900670","1860","Missouri","290","Douglas","0670","Douglas","34","670",7458,14274,115015,11046,9182,411,113945,2427,0,3915,0,3213,142,2254,344,0,8,0,30400,95,7,0,8,0,0,0,0,500,9,0,310,0,0,0,4101,127,1182
"G2900690","1860","Missouri","290","Dunklin","0690","Dunklin","34","690",15822,63159,614457,28255,6098,180,319035,270,0,37000,7000,2580,141,2961,12163,0,0,0,32854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,155,5925
"G2900710","1860","Missouri","290","Franklin","0710","Franklin","34","710",76559,207135,3216300,146640,96510,4402,800723,173064,0,791680,0,20668,676,37080,3163,17719,1372,2211,177977,2002,4036,4,37,0,0,0,0,915,6,0,368,0,225,0,433,129,822
"G2900730","1860","Missouri","290","Gasconade","0730","Gasconade","34","730",35704,156492,1326430,78166,48104,2094,328562,51740,0,25489,0,17950,1628,30851,719,65813,1225,13910,107833,5124,2060,3,155,50,0,0,0,2821,32,0,6,0,7,0,2620,420,4247
"G2900750","1860","Missouri","290","Gentry","0750","Gentry","34","750",65737,225480,2688986,130125,41037,9961,1034253,36801,0,34140,0,29963,4339,40703,498,161,9742,0,253278,4457,5427,74,1799,517,15,600,200,2910,347,0,0,0,0,0,22230,3068,79099
"G2900770","1860","Missouri","290","Greene","0770","Greene","34","770",78913,177135,3163870,130036,130795,9958,1128396,194863,0,27618,1,32751,4981,24901,11164,10,41,93,177755,6605,6740,45,1338,0,0,0,0,4013,60,52,15,0,0,0,20209,1941,27205
"G2900790","1860","Missouri","290","Grundy","0790","Grundy","34","790",48750,136325,1770195,76373,16415,3265,738368,18959,0,153410,0,18615,1028,14302,622,270,3105,25,118729,10415,3622,16,824,0,0,14,50,959,72,0,296,0,35,0,18313,2046,33465
"G2900810","1860","Missouri","290","Harrison","0810","Harrison","34","810",57699,132135,1514849,74135,15300,7938,819610,15868,0,23250,0,19738,842,21686,287,1,7306,0,148253,1581,3764,13,1394,0,0,0,0,2708,117,0,1150,0,0,0,24239,1600,41476
"G2900830","1860","Missouri","290","Henry","0830","Henry","34","830",72977,185309,2704097,106341,8327,514,1074720,26824,0,8180,0,23482,850,15748,3105,40,1628,9,142446,3767,3849,0,2097,0,0,0,0,1980,64,0,0,0,0,0,17817,579,22281
"G2900850","1860","Missouri","290","Hickory","0850","Hickory","34","850",25632,96492,825491,40081,18556,174,285587,28548,0,10640,0,11104,72,7295,700,0,105,0,70094,1765,1712,0,40,0,0,0,0,50,0,0,0,0,0,0,12158,41,260
"G2900870","1860","Missouri","290","Holt","0870","Holt","34","870",26058,66418,1314860,51733,17236,2388,503410,27575,0,13831,0,11535,58,10507,677,4833,3266,94,86900,1550,2049,0,402,28,112,0,0,0,0,0,17,0,0,0,2690,1487,24797
